dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
exponential_100_L8_p2_train.json,exponential_100_L2_c1_2_train.json,8,1,2.0,100,50,99.4896,595,8478.58,57,6091.27
exponential_100_L8_p2_test.json,exponential_100_L2_c1_2_test.json,8,1,2.0,1000,50,99.61768,595,8561.785,57,6124.462
exponential_125_L8_p2_train.json,exponential_125_L2_c1_2_train.json,8,1,2.0,100,50,123.813,814,11511.65,69,7691.04
exponential_125_L8_p2_test.json,exponential_125_L2_c1_2_test.json,8,1,2.0,1000,50,124.453,814,11257.026,69,7658.678
exponential_150_L8_p2_train.json,exponential_150_L2_c1_2_train.json,8,1,2.0,100,50,147.1804,1024,14179.9,84,9103.77
exponential_150_L8_p2_test.json,exponential_150_L2_c1_2_test.json,8,1,2.0,1000,50,149.89432,1024,14064.734,84,9263.282
exponential_50_L8_p2_train.json,exponential_50_L2_c1_2_train.json,8,1,2.0,100,50,49.5956,193,3948.2,28,3117.38
exponential_50_L8_p2_test.json,exponential_50_L2_c1_2_test.json,8,1,2.0,1000,50,49.9208,193,3949.374,28,3096.962
exponential_75_L8_p2_train.json,exponential_75_L2_c1_2_train.json,8,1,2.0,100,50,74.6654,371,6009.6,42,4547.78
exponential_75_L8_p2_test.json,exponential_75_L2_c1_2_test.json,8,1,2.0,1000,50,74.9064,371,6062.122,42,4617.427
normal_std100_100_L8_p2_train.json,normal_std100_100_L2_c1_2_train.json,8,1,2.0,100,50,108.3768,675,8901.15,68,6280.21
normal_std100_100_L8_p2_test.json,normal_std100_100_L2_c1_2_test.json,8,1,2.0,1000,50,108.39924,675,8853.594,68,6275.149
normal_std100_125_L8_p2_train.json,normal_std100_125_L2_c1_2_train.json,8,1,2.0,100,50,129.954,869,10453.48,87,6875.23
normal_std100_125_L8_p2_test.json,normal_std100_125_L2_c1_2_test.json,8,1,2.0,1000,50,130.0287,869,10113.752,87,6684.725
normal_std100_150_L8_p2_train.json,normal_std100_150_L2_c1_2_train.json,8,1,2.0,100,50,153.8326,1084,11382.1,110,7118.97
normal_std100_150_L8_p2_test.json,normal_std100_150_L2_c1_2_test.json,8,1,2.0,1000,50,152.16472,1084,11433.134,110,7084.005
normal_std100_50_L8_p2_train.json,normal_std100_50_L2_c1_2_train.json,8,1,2.0,100,50,68.7178,318,6251.89,34,5126.15
normal_std100_50_L8_p2_test.json,normal_std100_50_L2_c1_2_test.json,8,1,2.0,1000,50,69.8306,318,6294.115,34,5189.698
normal_std100_75_L8_p2_train.json,normal_std100_75_L2_c1_2_train.json,8,1,2.0,100,50,89.5344,505,7806.27,52,5885.51
normal_std100_75_L8_p2_test.json,normal_std100_75_L2_c1_2_test.json,8,1,2.0,1000,50,87.94426,505,7663.191,52,5780.31
normal_std10_100_L8_p2_train.json,normal_std10_100_L2_c1_2_train.json,8,1,2.0,100,50,99.8062,834,4166.14,95,774.68
normal_std10_100_L8_p2_test.json,normal_std10_100_L2_c1_2_test.json,8,1,2.0,1000,50,100.01298,834,4161.17,95,756.461
normal_std10_125_L8_p2_train.json,normal_std10_125_L2_c1_2_train.json,8,1,2.0,100,50,125.1976,1064,5078.82,121,789.71
normal_std10_125_L8_p2_test.json,normal_std10_125_L2_c1_2_test.json,8,1,2.0,1000,50,125.013,1064,5063.71,121,771.176
normal_std10_150_L8_p2_train.json,normal_std10_150_L2_c1_2_train.json,8,1,2.0,100,50,150.2282,1288,5969.83,145,787.12
normal_std10_150_L8_p2_test.json,normal_std10_150_L2_c1_2_test.json,8,1,2.0,1000,50,150.00372,1288,5959.228,145,764.106
normal_std10_50_L8_p2_train.json,normal_std10_50_L2_c1_2_train.json,8,1,2.0,100,50,50.1466,390,2375.47,45,778.87
normal_std10_50_L8_p2_test.json,normal_std10_50_L2_c1_2_test.json,8,1,2.0,1000,50,50.02424,390,2358.508,45,759.498
