dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
exponential_100_L8_p6_train.json,exponential_100_L2_c1_2_train.json,8,1,6.0,100,50,99.4896,744,15431.02,78,12357.24
exponential_100_L8_p6_test.json,exponential_100_L2_c1_2_test.json,8,1,6.0,1000,50,99.61768,744,15697.154,78,12720.985
exponential_125_L8_p6_train.json,exponential_125_L2_c1_2_train.json,8,1,6.0,100,50,123.813,913,19838.9,94,15894.45
exponential_125_L8_p6_test.json,exponential_125_L2_c1_2_test.json,8,1,6.0,1000,50,124.453,913,19526.923,94,15932.403
exponential_150_L8_p6_train.json,exponential_150_L2_c1_2_train.json,8,1,6.0,100,50,147.1804,1092,23404.09,111,19043.32
exponential_150_L8_p6_test.json,exponential_150_L2_c1_2_test.json,8,1,6.0,1000,50,149.89432,1092,23670.21,111,19636.618
exponential_50_L8_p6_train.json,exponential_50_L2_c1_2_train.json,8,1,6.0,100,50,49.5956,364,7995.21,37,6527.88
exponential_50_L8_p6_test.json,exponential_50_L2_c1_2_test.json,8,1,6.0,1000,50,49.9208,364,7922.747,37,6447.091
exponential_75_L8_p6_train.json,exponential_75_L2_c1_2_train.json,8,1,6.0,100,50,74.6654,549,11732.57,55,9685.54
exponential_75_L8_p6_test.json,exponential_75_L2_c1_2_test.json,8,1,6.0,1000,50,74.9064,549,11882.06,55,9681.33
normal_std100_100_L8_p6_train.json,normal_std100_100_L2_c1_2_train.json,8,1,6.0,100,50,108.3768,856,15549.19,90,12024.17
normal_std100_100_L8_p6_test.json,normal_std100_100_L2_c1_2_test.json,8,1,6.0,1000,50,108.39924,856,15452.019,90,12262.969
normal_std100_125_L8_p6_train.json,normal_std100_125_L2_c1_2_train.json,8,1,6.0,100,50,129.954,1080,17354.1,109,13205.77
normal_std100_125_L8_p6_test.json,normal_std100_125_L2_c1_2_test.json,8,1,6.0,1000,50,130.0287,1080,16956.683,109,12749.821
normal_std100_150_L8_p6_train.json,normal_std100_150_L2_c1_2_train.json,8,1,6.0,100,50,153.8326,1298,18411.18,133,13451.33
normal_std100_150_L8_p6_test.json,normal_std100_150_L2_c1_2_test.json,8,1,6.0,1000,50,152.16472,1298,18405.773,133,13679.603
normal_std100_50_L8_p6_train.json,normal_std100_50_L2_c1_2_train.json,8,1,6.0,100,50,68.7178,501,12275.54,51,10291.3
normal_std100_50_L8_p6_test.json,normal_std100_50_L2_c1_2_test.json,8,1,6.0,1000,50,69.8306,501,12375.969,51,10381.156
normal_std100_75_L8_p6_train.json,normal_std100_75_L2_c1_2_train.json,8,1,6.0,100,50,89.5344,699,14280.04,71,11272.5
normal_std100_75_L8_p6_test.json,normal_std100_75_L2_c1_2_test.json,8,1,6.0,1000,50,87.94426,699,13877.717,71,11388.87
normal_std10_100_L8_p6_train.json,normal_std10_100_L2_c1_2_train.json,8,1,6.0,100,50,99.8062,888,5007.44,97,1499.31
normal_std10_100_L8_p6_test.json,normal_std10_100_L2_c1_2_test.json,8,1,6.0,1000,50,100.01298,888,4965.83,97,1451.316
normal_std10_125_L8_p6_train.json,normal_std10_125_L2_c1_2_train.json,8,1,6.0,100,50,125.1976,1116,5910.12,123,1473.57
normal_std10_125_L8_p6_test.json,normal_std10_125_L2_c1_2_test.json,8,1,6.0,1000,50,125.013,1116,5892.651,123,1451.698
normal_std10_150_L8_p6_train.json,normal_std10_150_L2_c1_2_train.json,8,1,6.0,100,50,150.2282,1341,6808.63,148,1503.87
normal_std10_150_L8_p6_test.json,normal_std10_150_L2_c1_2_test.json,8,1,6.0,1000,50,150.00372,1341,6778.537,148,1436.976
normal_std10_50_L8_p6_train.json,normal_std10_50_L2_c1_2_train.json,8,1,6.0,100,50,50.1466,442,3184.68,48,1462.38
normal_std10_50_L8_p6_test.json,normal_std10_50_L2_c1_2_test.json,8,1,6.0,1000,50,50.02424,442,3163.201,48,1430.036
normal_std10_75_L8_p6_train.json,normal_std10_75_L2_c1_2_train.json,8,1,6.0,100,50,74.9272,665,4068.06,73,1372.78
normal_std10_75_L8_p6_test.json,normal_std10_75_L2_c1_2_test.json,8,1,6.0,1000,50,75.04618,665,4064.33,73,1456.021
normal_std20_100_L8_p6_train.json,normal_std20_100_L2_c1_2_train.json,8,1,6.0,100,50,100.0826,884,6317.95,96,2703.85
normal_std20_100_L8_p6_test.json,normal_std20_100_L2_c1_2_test.json,8,1,6.0,1000,50,99.82596,884,6341.019,96,2850.347
normal_std20_125_L8_p6_train.json,normal_std20_125_L2_c1_2_train.json,8,1,6.0,100,50,125.149,1106,7222.29,121,2839.82
normal_std20_125_L8_p6_test.json,normal_std20_125_L2_c1_2_test.json,8,1,6.0,1000,50,125.2034,1106,7250.796,121,2836.793
normal_std20_150_L8_p6_train.json,normal_std20_150_L2_c1_2_train.json,8,1,6.0,100,50,149.8906,1331,8310.55,145,2989.87
normal_std20_150_L8_p6_test.json,normal_std20_150_L2_c1_2_test.json,8,1,6.0,1000,50,150.1747,1331,8126.83,145,2874.116
normal_std20_50_L8_p6_train.json,normal_std20_50_L2_c1_2_train.json,8,1,6.0,100,50,50.0426,431,4543.0,46,2908.64
normal_std20_50_L8_p6_test.json,normal_std20_50_L2_c1_2_test.json,8,1,6.0,1000,50,49.81292,431,4502.983,46,2877.545
normal_std20_75_L8_p6_train.json,normal_std20_75_L2_c1_2_train.json,8,1,6.0,100,50,75.2304,656,5478.67,70,2949.14
normal_std20_75_L8_p6_test.json,normal_std20_75_L2_c1_2_test.json,8,1,6.0,1000,50,74.90454,656,5423.934,70,2874.092
normal_std30_100_L8_p6_train.json,normal_std30_100_L2_c1_2_train.json,8,1,6.0,100,50,100.1378,874,7765.18,93,4311.08
normal_std30_100_L8_p6_test.json,normal_std30_100_L2_c1_2_test.json,8,1,6.0,1000,50,100.0901,874,7701.307,93,4262.393
normal_std30_125_L8_p6_train.json,normal_std30_125_L2_c1_2_train.json,8,1,6.0,100,50,124.785,1097,8395.86,118,4184.18
normal_std30_125_L8_p6_test.json,normal_std30_125_L2_c1_2_test.json,8,1,6.0,1000,50,125.03992,1097,8614.974,118,4282.363
normal_std30_150_L8_p6_train.json,normal_std30_150_L2_c1_2_train.json,8,1,6.0,100,50,150.193,1325,9612.74,143,4373.22
normal_std30_150_L8_p6_test.json,normal_std30_150_L2_c1_2_test.json,8,1,6.0,1000,50,149.877,1325,9506.821,143,4313.897
normal_std30_50_L8_p6_train.json,normal_std30_50_L2_c1_2_train.json,8,1,6.0,100,50,50.645,426,5918.53,43,4302.51
normal_std30_50_L8_p6_test.json,normal_std30_50_L2_c1_2_test.json,8,1,6.0,1000,50,50.74782,426,5754.098,43,4163.152
normal_std30_75_L8_p6_train.json,normal_std30_75_L2_c1_2_train.json,8,1,6.0,100,50,74.9546,650,6746.68,68,4221.35
normal_std30_75_L8_p6_test.json,normal_std30_75_L2_c1_2_test.json,8,1,6.0,1000,50,75.04686,650,6776.403,68,4296.933
normal_std50_100_L8_p6_train.json,normal_std50_100_L2_c1_2_train.json,8,1,6.0,100,50,100.7332,856,10283.13,89,7093.69
normal_std50_100_L8_p6_test.json,normal_std50_100_L2_c1_2_test.json,8,1,6.0,1000,50,100.67972,856,10287.021,89,7014.616
normal_std50_125_L8_p6_train.json,normal_std50_125_L2_c1_2_train.json,8,1,6.0,100,50,124.3206,1068,11396.47,112,7237.79
normal_std50_125_L8_p6_test.json,normal_std50_125_L2_c1_2_test.json,8,1,6.0,1000,50,125.14422,1068,11340.971,112,7202.956
normal_std50_150_L8_p6_train.json,normal_std50_150_L2_c1_2_train.json,8,1,6.0,100,50,148.8624,1295,12212.99,137,7345.77
normal_std50_150_L8_p6_test.json,normal_std50_150_L2_c1_2_test.json,8,1,6.0,1000,50,150.207,1295,12239.498,137,7232.534
