dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
exponential_100_L2_p6_train.json,exponential_100_L2_c1_2_train.json,2,1,6.0,100,50,99.4896,358,11955.3,78,12357.24
exponential_100_L2_p6_test.json,exponential_100_L2_c1_2_test.json,2,1,6.0,1000,50,99.61768,358,12118.657,78,12720.985
exponential_125_L2_p6_train.json,exponential_125_L2_c1_2_train.json,2,1,6.0,100,50,123.813,456,15096.65,94,15894.45
exponential_125_L2_p6_test.json,exponential_125_L2_c1_2_test.json,2,1,6.0,1000,50,124.453,456,15013.544,94,15932.403
exponential_150_L2_p6_train.json,exponential_150_L2_c1_2_train.json,2,1,6.0,100,50,147.1804,524,17901.18,111,19043.32
exponential_150_L2_p6_test.json,exponential_150_L2_c1_2_test.json,2,1,6.0,1000,50,149.89432,524,18405.718,111,19636.618
exponential_50_L2_p6_train.json,exponential_50_L2_c1_2_train.json,2,1,6.0,100,50,49.5956,181,6090.73,37,6527.88
exponential_50_L2_p6_test.json,exponential_50_L2_c1_2_test.json,2,1,6.0,1000,50,49.9208,181,6144.129,37,6447.091
exponential_75_L2_p6_train.json,exponential_75_L2_c1_2_train.json,2,1,6.0,100,50,74.6654,269,9143.99,55,9685.54
exponential_75_L2_p6_test.json,exponential_75_L2_c1_2_test.json,2,1,6.0,1000,50,74.9064,269,9212.609,55,9681.33
normal_std100_100_L2_p6_train.json,normal_std100_100_L2_c1_2_train.json,2,1,6.0,100,50,108.3768,416,10883.01,90,12024.17
normal_std100_100_L2_p6_test.json,normal_std100_100_L2_c1_2_test.json,2,1,6.0,1000,50,108.39924,416,10928.053,90,12262.969
normal_std100_125_L2_p6_train.json,normal_std100_125_L2_c1_2_train.json,2,1,6.0,100,50,129.954,495,11520.86,109,13205.77
normal_std100_125_L2_p6_test.json,normal_std100_125_L2_c1_2_test.json,2,1,6.0,1000,50,130.0287,495,11424.861,109,12749.821
normal_std100_150_L2_p6_train.json,normal_std100_150_L2_c1_2_train.json,2,1,6.0,100,50,153.8326,565,11727.24,133,13451.33
normal_std100_150_L2_p6_test.json,normal_std100_150_L2_c1_2_test.json,2,1,6.0,1000,50,152.16472,565,11789.904,133,13679.603
normal_std100_50_L2_p6_train.json,normal_std100_50_L2_c1_2_train.json,2,1,6.0,100,50,68.7178,274,9311.69,51,10291.3
normal_std100_50_L2_p6_test.json,normal_std100_50_L2_c1_2_test.json,2,1,6.0,1000,50,69.8306,274,9425.949,51,10381.156
normal_std100_75_L2_p6_train.json,normal_std100_75_L2_c1_2_train.json,2,1,6.0,100,50,89.5344,349,10406.57,71,11272.5
normal_std100_75_L2_p6_test.json,normal_std100_75_L2_c1_2_test.json,2,1,6.0,1000,50,87.94426,349,10266.235,71,11388.87
normal_std10_100_L2_p6_train.json,normal_std10_100_L2_c1_2_train.json,2,1,6.0,100,50,99.8062,310,1499.87,97,1499.31
normal_std10_100_L2_p6_test.json,normal_std10_100_L2_c1_2_test.json,2,1,6.0,1000,50,100.01298,310,1474.516,97,1451.316
normal_std10_125_L2_p6_train.json,normal_std10_125_L2_c1_2_train.json,2,1,6.0,100,50,125.1976,387,1564.88,123,1473.57
normal_std10_125_L2_p6_test.json,normal_std10_125_L2_c1_2_test.json,2,1,6.0,1000,50,125.013,387,1563.351,123,1451.698
normal_std10_150_L2_p6_train.json,normal_std10_150_L2_c1_2_train.json,2,1,6.0,100,50,150.2282,462,1643.8,148,1503.87
