dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
exponential_100_L8_p6_train,12281.32,12293.02,12321.74
exponential_100_L8_p6_test,12527.346,12578.789,12557.407
exponential_125_L8_p6_train,15677.05,15673.85,15679.02
exponential_125_L8_p6_test,15691.12,15689.103,15721.35
exponential_150_L8_p6_train,18549.62,18526.06,18639.5
exponential_150_L8_p6_test,19201.784,19186.195,19321.006
exponential_50_L8_p6_train,6477.33,6404.62,6431.42
exponential_50_L8_p6_test,6395.69,6336.475,6356.331
exponential_75_L8_p6_train,9541.09,9510.93,9620.54
exponential_75_L8_p6_test,9596.504,9535.911,9563.685
normal_std100_100_L8_p6_train,11951.5,11802.9,11706.96
normal_std100_100_L8_p6_test,12160.334,11908.574,11911.123
normal_std100_125_L8_p6_train,12739.39,12777.63,12790.81
normal_std100_125_L8_p6_test,12523.799,12483.953,12474.892
normal_std100_150_L8_p6_train,13160.11,13109.89,13080.17
normal_std100_150_L8_p6_test,13267.584,13134.738,13104.951
normal_std100_50_L8_p6_train,10082.63,10078.73,10148.08
normal_std100_50_L8_p6_test,10180.138,10135.873,10269.198
normal_std100_75_L8_p6_train,11154.35,11203.04,11176.28
normal_std100_75_L8_p6_test,11168.214,11177.411,11087.509
normal_std10_100_L8_p6_train,1455.78,1459.47,1587.33
normal_std10_100_L8_p6_test,1431.536,1432.289,1585.217
normal_std10_125_L8_p6_train,1614.12,1473.57,1473.57
normal_std10_125_L8_p6_test,1571.359,1451.698,1451.698
normal_std10_150_L8_p6_train,1473.08,1609.03,1503.87
normal_std10_150_L8_p6_test,1409.985,1576.718,1436.976
normal_std10_50_L8_p6_train,1441.65,1435.67,1404.56
normal_std10_50_L8_p6_test,1399.008,1397.587,1378.91
normal_std10_75_L8_p6_train,1407.08,1359.89,1360.14
normal_std10_75_L8_p6_test,1467.497,1437.939,1437.723
normal_std20_100_L8_p6_train,2690.13,2658.48,2667.35
normal_std20_100_L8_p6_test,2806.277,2793.705,2756.366
normal_std20_125_L8_p6_train,2797.1,2824.72,2798.8
normal_std20_125_L8_p6_test,2803.267,2829.039,2784.435
normal_std20_150_L8_p6_train,2943.1,2925.93,2982.62
normal_std20_150_L8_p6_test,2834.223,2797.606,2809.873
normal_std20_50_L8_p6_train,2810.42,2811.64,2809.7
normal_std20_50_L8_p6_test,2770.031,2754.942,2739.39
normal_std20_75_L8_p6_train,2901.95,2860.04,2825.7
normal_std20_75_L8_p6_test,2820.811,2784.511,2752.422
normal_std30_100_L8_p6_train,4167.62,4191.64,4150.11
normal_std30_100_L8_p6_test,4159.692,4153.717,4118.115
normal_std30_125_L8_p6_train,4111.05,4115.55,3992.81
normal_std30_125_L8_p6_test,4198.658,4190.537,4125.898
normal_std30_150_L8_p6_train,4286.07,4218.22,4129.11
normal_std30_150_L8_p6_test,4246.7,4232.305,4155.586
normal_std30_50_L8_p6_train,4180.12,4156.51,4165.11
normal_std30_50_L8_p6_test,4014.132,3994.908,4016.633
normal_std30_75_L8_p6_train,4124.56,4101.78,4116.12
normal_std30_75_L8_p6_test,4191.176,4177.012,4146.234
normal_std50_100_L8_p6_train,6859.69,6869.44,6760.47
normal_std50_100_L8_p6_test,6766.805,6803.555,6764.178
normal_std50_125_L8_p6_train,6930.23,6883.96,7014.71
normal_std50_125_L8_p6_test,6962.535,7019.248,6979.052
normal_std50_150_L8_p6_train,7147.63,7127.06,7039.42
normal_std50_150_L8_p6_test,7038.014,7002.92,7015.313
normal_std50_50_L8_p6_train,5945.99,5921.41,5914.52
normal_std50_50_L8_p6_test,6022.087,5964.423,5959.117
normal_std50_75_L8_p6_train,6564.02,6537.61,6534.84
normal_std50_75_L8_p6_test,6548.322,6534.827,6480.022
poisson_100_L8_p6_train,1433.79,1433.19,1599.45
poisson_100_L8_p6_test,1415.726,1416.979,1597.505
poisson_125_L8_p6_train,1544.82,1578.59,1578.59
poisson_125_L8_p6_test,1577.236,1623.84,1623.84
poisson_150_L8_p6_train,1792.06,1760.7,1789.76
poisson_150_L8_p6_test,1794.537,1751.743,1789.207
poisson_50_L8_p6_train,959.06,942.75,953.94
poisson_50_L8_p6_test,1014.372,998.113,976.478
poisson_75_L8_p6_train,1244.27,1243.36,1273.51
poisson_75_L8_p6_test,1222.719,1234.712,1251.009
