dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
exponential_100_L6_p2_train,6085.83,6084.78,6087.25
exponential_100_L6_p2_test,6108.466,6116.68,6124.115
exponential_125_L6_p2_train,7687.16,7679.65,7690.82
exponential_125_L6_p2_test,7653.338,7660.142,7663.982
exponential_150_L6_p2_train,9098.39,9090.52,9103.1
exponential_150_L6_p2_test,9252.907,9237.674,9258.714
exponential_50_L6_p2_train,3102.87,3100.35,3096.89
exponential_50_L6_p2_test,3094.493,3091.167,3095.346
exponential_75_L6_p2_train,4541.54,4543.17,4547.78
exponential_75_L6_p2_test,4609.924,4615.177,4617.427
normal_std100_100_L6_p2_train,6227.7,6212.62,6205.38
normal_std100_100_L6_p2_test,6236.088,6230.829,6248.696
normal_std100_125_L6_p2_train,6803.31,6814.67,6831.57
normal_std100_125_L6_p2_test,6649.633,6652.33,6658.806
normal_std100_150_L6_p2_train,7037.8,7039.52,7054.15
normal_std100_150_L6_p2_test,7010.491,7006.649,7068.179
normal_std100_50_L6_p2_train,5116.27,5102.17,5108.33
normal_std100_50_L6_p2_test,5171.566,5177.1,5183.121
normal_std100_75_L6_p2_train,5872.74,5864.73,5871.43
normal_std100_75_L6_p2_test,5760.131,5746.418,5752.426
normal_std10_100_L6_p2_train,767.84,767.25,767.34
normal_std10_100_L6_p2_test,750.971,752.021,742.858
normal_std10_125_L6_p2_train,774.28,775.52,771.91
normal_std10_125_L6_p2_test,762.553,761.067,757.259
normal_std10_150_L6_p2_train,787.12,787.12,789.02
normal_std10_150_L6_p2_test,764.106,764.106,765.307
normal_std10_50_L6_p2_train,773.14,771.02,756.01
normal_std10_50_L6_p2_test,750.809,749.637,745.563
normal_std10_75_L6_p2_train,745.65,739.33,748.62
normal_std10_75_L6_p2_test,764.952,759.982,770.771
normal_std20_100_L6_p2_train,1450.09,1449.35,1457.44
normal_std20_100_L6_p2_test,1496.503,1498.433,1507.442
normal_std20_125_L6_p2_train,1482.52,1482.12,1482.12
normal_std20_125_L6_p2_test,1502.258,1504.282,1504.282
normal_std20_150_L6_p2_train,1580.85,1580.15,1632.3
normal_std20_150_L6_p2_test,1519.735,1516.173,1594.517
normal_std20_50_L6_p2_train,1536.23,1535.9,1532.43
normal_std20_50_L6_p2_test,1495.872,1494.91,1492.141
normal_std20_75_L6_p2_train,1527.75,1528.32,1525.39
normal_std20_75_L6_p2_test,1504.312,1501.164,1506.419
normal_std30_100_L6_p2_train,2262.6,2259.59,2255.98
normal_std30_100_L6_p2_test,2243.563,2249.305,2241.895
normal_std30_125_L6_p2_train,2222.03,2219.99,2246.0
normal_std30_125_L6_p2_test,2255.231,2253.571,2279.158
normal_std30_150_L6_p2_train,2294.07,2307.21,2300.01
normal_std30_150_L6_p2_test,2255.962,2267.725,2254.88
normal_std30_50_L6_p2_train,2217.26,2220.48,2207.83
normal_std30_50_L6_p2_test,2155.266,2161.638,2166.982
normal_std30_75_L6_p2_train,2218.29,2217.07,2228.08
normal_std30_75_L6_p2_test,2255.387,2252.833,2249.097
normal_std50_100_L6_p2_train,3704.16,3704.09,3724.89
normal_std50_100_L6_p2_test,3670.952,3671.414,3685.316
normal_std50_125_L6_p2_train,3733.83,3734.01,3768.11
normal_std50_125_L6_p2_test,3743.721,3740.838,3767.134
normal_std50_150_L6_p2_train,3821.39,3819.68,3827.35
normal_std50_150_L6_p2_test,3784.139,3776.048,3747.591
normal_std50_50_L6_p2_train,3140.49,3136.23,3136.51
normal_std50_50_L6_p2_test,3155.634,3148.638,3150.762
normal_std50_75_L6_p2_train,3538.59,3542.06,3544.58
normal_std50_75_L6_p2_test,3480.624,3468.035,3492.175
poisson_100_L6_p2_train,761.52,765.2,757.63
poisson_100_L6_p2_test,754.139,759.695,746.771
poisson_125_L6_p2_train,823.76,822.31,815.83
poisson_125_L6_p2_test,834.918,833.183,829.161
poisson_150_L6_p2_train,969.29,925.2,969.29
poisson_150_L6_p2_test,971.741,927.669,971.741
poisson_50_L6_p2_train,523.78,518.11,522.88
poisson_50_L6_p2_test,527.352,528.266,525.452
poisson_75_L6_p2_train,660.43,660.58,656.27
poisson_75_L6_p2_test,648.922,649.693,655.903
