dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
exponential_100_L4_p10_train,15649.94,15630.52,15696.87
exponential_100_L4_p10_test,15715.531,15759.019,15850.855
exponential_125_L4_p10_train,19834.7,19797.59,19874.23
exponential_125_L4_p10_test,19687.153,19549.426,19855.996
exponential_150_L4_p10_train,23333.5,23262.24,23295.26
exponential_150_L4_p10_test,24270.268,24205.739,24270.931
exponential_150_L4_p10_train,23333.5,23262.24,23295.26
exponential_150_L4_p10_test,24270.268,24205.739,24270.931
exponential_50_L4_p10_train,7968.34,7983.57,7942.5
exponential_50_L4_p10_test,7953.16,7966.224,7977.534
exponential_50_L4_p10_train,7968.34,7983.57,7942.5
exponential_50_L4_p10_test,7953.16,7966.224,7977.534
exponential_75_L4_p10_train,12003.59,12020.61,12026.2
exponential_75_L4_p10_test,12057.051,12020.336,12070.381
exponential_75_L4_p10_train,12003.59,12020.61,12026.2
exponential_75_L4_p10_test,12057.051,12020.336,12070.381
normal_std100_100_L4_p10_train,13853.17,13852.27,13857.8
normal_std100_100_L4_p10_test,13958.387,13941.143,14072.539
normal_std100_125_L4_p10_train,14719.25,14776.5,14728.65
normal_std100_125_L4_p10_test,14530.809,14668.804,14494.054
normal_std100_150_L4_p10_train,15073.22,15003.46,14818.76
normal_std100_150_L4_p10_test,15283.508,15207.158,15043.543
normal_std100_50_L4_p10_train,11970.37,12102.7,11980.36
normal_std100_50_L4_p10_test,12248.06,12260.821,12240.93
normal_std100_75_L4_p10_train,13297.69,13360.87,13198.74
normal_std100_75_L4_p10_test,13153.442,13217.22,13187.646
normal_std10_100_L4_p10_train,1814.71,1718.51,1597.84
normal_std10_100_L4_p10_test,1745.155,1674.005,1557.047
normal_std10_125_L4_p10_train,1821.95,1763.04,1706.82
normal_std10_125_L4_p10_test,1817.66,1749.716,1666.022
normal_std10_150_L4_p10_train,2224.99,1798.15,1657.41
normal_std10_150_L4_p10_test,2109.954,1766.773,1617.307
normal_std10_50_L4_p10_train,1702.74,1669.93,1572.92
normal_std10_50_L4_p10_test,1673.69,1652.456,1567.695
normal_std10_75_L4_p10_train,1676.74,1664.48,1563.38
normal_std10_75_L4_p10_test,1756.783,1729.919,1594.148
normal_std20_100_L4_p10_train,3273.66,3206.97,3099.18
normal_std20_100_L4_p10_test,3355.481,3276.012,3116.792
normal_std20_125_L4_p10_train,3345.71,3270.99,3066.83
normal_std20_125_L4_p10_test,3358.673,3309.171,3131.861
normal_std20_150_L4_p10_train,3632.64,3456.13,3232.78
normal_std20_150_L4_p10_test,3466.106,3315.03,3112.782
normal_std20_50_L4_p10_train,3264.65,3224.83,3135.8
normal_std20_50_L4_p10_test,3247.212,3202.401,3119.059
normal_std20_75_L4_p10_train,3412.16,3333.62,3204.6
normal_std20_75_L4_p10_test,3331.606,3247.876,3162.837
normal_std30_100_L4_p10_train,4919.12,4855.33,4652.82
normal_std30_100_L4_p10_test,4927.466,4856.032,4678.789
normal_std30_125_L4_p10_train,4902.44,4805.23,4596.89
normal_std30_125_L4_p10_test,4978.091,4883.74,4726.385
normal_std30_150_L4_p10_train,4996.73,4873.91,4753.91
normal_std30_150_L4_p10_test,5075.956,4924.967,4742.444
normal_std30_50_L4_p10_train,4854.13,4841.58,4771.39
normal_std30_50_L4_p10_test,4631.122,4624.181,4586.922
normal_std30_75_L4_p10_train,4884.79,4768.25,4641.57
normal_std30_75_L4_p10_test,4940.183,4876.445,4724.655
normal_std50_100_L4_p10_train,7797.87,7777.63,7624.55
normal_std50_100_L4_p10_test,7896.912,7877.659,7778.523
normal_std50_125_L4_p10_train,8007.76,8012.5,7820.96
normal_std50_125_L4_p10_test,8020.422,8019.215,7788.96
normal_std50_150_L4_p10_train,8261.15,8183.32,7868.64
normal_std50_150_L4_p10_test,8202.619,8115.997,7891.906
normal_std50_50_L4_p10_train,6895.89,6922.0,6929.54
normal_std50_50_L4_p10_test,7007.904,7038.663,7012.457
normal_std50_75_L4_p10_train,7828.06,7820.29,7658.95
normal_std50_75_L4_p10_test,7574.629,7583.552,7502.398
poisson_100_L4_p10_train,1803.65,1720.52,1601.85
poisson_100_L4_p10_test,1783.854,1700.973,1592.073
poisson_125_L4_p10_train,1932.95,1862.59,1842.47
poisson_125_L4_p10_test,1977.401,1893.165,1860.508
poisson_150_L4_p10_train,2311.94,2151.36,1960.22
poisson_150_L4_p10_test,2305.601,2102.424,1946.147
poisson_50_L4_p10_train,1161.96,1120.84,1140.22
poisson_50_L4_p10_test,1224.241,1181.182,1168.472
poisson_75_L4_p10_train,1537.53,1464.26,1385.09
poisson_75_L4_p10_test,1524.841,1464.69,1386.552
