dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
exponential_100_L4_p4_train,9554.68,9536.19,9561.21
exponential_100_L4_p4_test,9573.855,9615.909,9619.937
exponential_125_L4_p4_train,12150.24,12149.66,12165.28
exponential_125_L4_p4_test,12009.958,12010.786,12058.778
exponential_150_L4_p4_train,14230.19,14227.9,14276.0
exponential_150_L4_p4_test,14592.296,14578.611,14684.688
exponential_50_L4_p4_train,4874.22,4871.8,4862.21
exponential_50_L4_p4_test,4857.575,4857.084,4868.31
exponential_50_L4_p4_train,4874.22,4871.8,4862.21
exponential_50_L4_p4_test,4857.575,4857.084,4868.31
exponential_75_L4_p4_train,7230.16,7207.26,7266.64
exponential_75_L4_p4_test,7320.813,7288.785,7324.51
exponential_75_L4_p4_train,7230.16,7207.26,7266.64
exponential_75_L4_p4_test,7320.813,7288.785,7324.51
normal_std100_100_L4_p4_train,9132.5,9128.3,9097.61
normal_std100_100_L4_p4_test,9170.648,9180.938,9220.184
normal_std100_100_L4_p4_train,9132.5,9128.3,9097.61
normal_std100_100_L4_p4_test,9170.648,9180.938,9220.184
normal_std100_125_L4_p4_train,9871.67,9832.96,9901.45
normal_std100_125_L4_p4_test,9684.381,9681.685,9652.007
normal_std100_125_L4_p4_train,9871.67,9832.96,9901.45
normal_std100_125_L4_p4_test,9684.381,9681.685,9652.007
normal_std100_150_L4_p4_train,10097.95,10068.54,10024.24
normal_std100_150_L4_p4_test,10186.802,10176.371,10111.484
normal_std100_150_L4_p4_train,10097.95,10068.54,10024.24
normal_std100_150_L4_p4_test,10186.802,10176.371,10111.484
normal_std100_50_L4_p4_train,7780.19,7736.58,7774.18
normal_std100_50_L4_p4_test,7859.406,7814.837,7886.542
normal_std100_50_L4_p4_train,7780.19,7736.58,7774.18
normal_std100_50_L4_p4_test,7859.406,7814.837,7886.542
normal_std100_75_L4_p4_train,8784.32,8710.3,8678.74
normal_std100_75_L4_p4_test,8653.623,8556.442,8608.485
