dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
exponential_100_L4_p2_train,6086.8,6082.09,6090.62
exponential_100_L4_p2_test,6114.995,6089.7,6096.993
exponential_125_L4_p2_train,7680.86,7665.34,7680.59
exponential_125_L4_p2_test,7645.551,7612.375,7634.433
exponential_125_L4_p2_train,7680.86,7665.34,7680.59
exponential_125_L4_p2_test,7645.551,7612.375,7634.433
exponential_150_L4_p2_train,9055.84,9056.88,9070.35
exponential_150_L4_p2_test,9189.234,9192.673,9223.487
exponential_150_L4_p2_train,9055.84,9056.88,9070.35
exponential_150_L4_p2_test,9189.234,9192.673,9223.487
exponential_50_L4_p2_train,3083.92,3080.76,3078.3
exponential_50_L4_p2_test,3075.377,3076.056,3080.38
exponential_50_L4_p2_train,3083.92,3080.76,3078.3
exponential_50_L4_p2_test,3075.377,3076.056,3080.38
exponential_75_L4_p2_train,4534.17,4533.62,4547.78
exponential_75_L4_p2_test,4599.823,4599.809,4617.427
exponential_75_L4_p2_train,4534.17,4533.62,4547.78
exponential_75_L4_p2_test,4599.823,4599.809,4617.427
normal_std100_100_L4_p2_train,6153.96,6155.14,6141.81
normal_std100_100_L4_p2_test,6183.184,6191.023,6204.866
normal_std100_100_L4_p2_train,6153.96,6155.14,6141.81
normal_std100_100_L4_p2_test,6183.184,6191.023,6204.866
normal_std100_125_L4_p2_train,6731.73,6740.3,6761.21
normal_std100_125_L4_p2_test,6574.969,6578.265,6579.771
normal_std100_125_L4_p2_train,6731.73,6740.3,6761.21
normal_std100_125_L4_p2_test,6574.969,6578.265,6579.771
normal_std100_150_L4_p2_train,6935.46,6939.29,6935.81
normal_std100_150_L4_p2_test,6941.974,6940.743,6937.824
normal_std100_150_L4_p2_train,6935.46,6939.29,6935.81
normal_std100_150_L4_p2_test,6941.974,6940.743,6937.824
normal_std100_50_L4_p2_train,5087.55,5088.1,5103.96
normal_std100_50_L4_p2_test,5139.377,5142.382,5168.914
normal_std100_50_L4_p2_train,5087.55,5088.1,5103.96
normal_std100_50_L4_p2_test,5139.377,5142.382,5168.914
normal_std100_75_L4_p2_train,5809.71,5808.72,5824.37
normal_std100_75_L4_p2_test,5702.419,5712.615,5717.779
normal_std100_75_L4_p2_train,5809.71,5808.72,5824.37
normal_std100_75_L4_p2_test,5702.419,5712.615,5717.779
normal_std10_100_L4_p2_train,766.76,763.62,765.27
normal_std10_100_L4_p2_test,754.83,745.879,754.023
normal_std10_100_L4_p2_train,766.76,763.62,765.27
normal_std10_100_L4_p2_test,754.83,745.879,754.023
normal_std10_125_L4_p2_train,777.42,781.49,760.58
normal_std10_125_L4_p2_test,769.156,776.755,746.808
normal_std10_125_L4_p2_train,777.42,781.49,760.58
normal_std10_125_L4_p2_test,769.156,776.755,746.808
normal_std10_150_L4_p2_train,775.8,787.12,789.02
normal_std10_150_L4_p2_test,758.045,764.106,765.307
normal_std10_150_L4_p2_train,775.8,787.12,789.02
normal_std10_150_L4_p2_test,758.045,764.106,765.307
normal_std10_50_L4_p2_train,779.13,756.9,743.34
normal_std10_50_L4_p2_test,760.101,745.373,735.764
normal_std10_50_L4_p2_train,779.13,756.9,743.34
normal_std10_50_L4_p2_test,760.101,745.373,735.764
normal_std10_75_L4_p2_train,736.03,735.68,746.5
normal_std10_75_L4_p2_test,754.947,754.169,758.999
normal_std10_75_L4_p2_train,736.03,735.68,746.5
normal_std10_75_L4_p2_test,754.947,754.169,758.999
normal_std20_100_L4_p2_train,1448.53,1445.43,1448.09
normal_std20_100_L4_p2_test,1491.618,1478.903,1463.697
normal_std20_125_L4_p2_train,1470.1,1464.77,1466.64
normal_std20_125_L4_p2_test,1493.622,1490.042,1501.709
normal_std20_100_L4_p2_train,1448.53,1445.43,1448.09
normal_std20_100_L4_p2_test,1491.618,1478.903,1463.697
normal_std20_150_L4_p2_train,1573.66,1573.29,1557.42
normal_std20_150_L4_p2_test,1506.071,1505.478,1474.886
normal_std20_125_L4_p2_train,1470.1,1464.77,1466.64
normal_std20_125_L4_p2_test,1493.622,1490.042,1501.709
normal_std20_50_L4_p2_train,1520.64,1516.77,1514.98
normal_std20_50_L4_p2_test,1483.191,1473.837,1473.546
normal_std20_150_L4_p2_train,1573.66,1573.29,1557.42
normal_std20_150_L4_p2_test,1506.071,1505.478,1474.886
normal_std20_75_L4_p2_train,1514.46,1507.3,1503.66
normal_std20_75_L4_p2_test,1495.566,1485.867,1480.338
normal_std20_50_L4_p2_train,1520.64,1516.77,1514.98
normal_std20_50_L4_p2_test,1483.191,1473.837,1473.546
normal_std30_100_L4_p2_train,2266.26,2232.38,2213.67
normal_std30_100_L4_p2_test,2252.637,2223.126,2209.603
normal_std20_75_L4_p2_train,1514.46,1507.3,1503.66
normal_std20_75_L4_p2_test,1495.566,1485.867,1480.338
normal_std30_125_L4_p2_train,2207.49,2195.55,2169.21
normal_std30_125_L4_p2_test,2242.554,2236.6,2223.353
normal_std30_150_L4_p2_train,2279.34,2269.23,2288.92
normal_std30_150_L4_p2_test,2242.51,2234.414,2250.26
normal_std30_100_L4_p2_train,2266.26,2232.38,2213.67
normal_std30_100_L4_p2_test,2252.637,2223.126,2209.603
normal_std30_50_L4_p2_train,2189.36,2183.05,2174.71
normal_std30_50_L4_p2_test,2139.413,2131.731,2129.119
normal_std30_125_L4_p2_train,2207.49,2195.55,2169.21
normal_std30_125_L4_p2_test,2242.554,2236.6,2223.353
normal_std30_75_L4_p2_train,2206.44,2199.93,2203.0
normal_std30_75_L4_p2_test,2226.437,2221.636,2219.712
normal_std30_150_L4_p2_train,2279.34,2269.23,2288.92
normal_std30_150_L4_p2_test,2242.51,2234.414,2250.26
normal_std50_100_L4_p2_train,3669.13,3667.27,3667.12
normal_std50_100_L4_p2_test,3636.875,3628.293,3626.154
normal_std30_50_L4_p2_train,2189.36,2183.05,2174.71
normal_std30_50_L4_p2_test,2139.413,2131.731,2129.119
normal_std50_125_L4_p2_train,3702.41,3698.03,3702.99
normal_std50_125_L4_p2_test,3706.296,3697.088,3679.357
normal_std30_75_L4_p2_train,2206.44,2199.93,2203.0
normal_std30_75_L4_p2_test,2226.437,2221.636,2219.712
normal_std50_150_L4_p2_train,3785.58,3766.39,3751.83
normal_std50_150_L4_p2_test,3770.202,3715.124,3698.878
normal_std50_100_L4_p2_train,3669.13,3667.27,3667.12
normal_std50_100_L4_p2_test,3636.875,3628.293,3626.154
normal_std50_50_L4_p2_train,3110.6,3111.03,3116.41
normal_std50_50_L4_p2_test,3122.438,3129.171,3126.784
normal_std50_125_L4_p2_train,3702.41,3698.03,3702.99
normal_std50_125_L4_p2_test,3706.296,3697.088,3679.357
normal_std50_75_L4_p2_train,3530.18,3527.58,3523.19
