dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
exponential_100_L2_p6_train,11482.53,11528.57,11522.97
exponential_100_L2_p6_test,11520.443,11540.151,11600.421
exponential_100_L2_p6_train,11482.53,11528.57,11522.97
exponential_100_L2_p6_test,11520.443,11540.151,11600.421
exponential_125_L2_p6_train,14514.37,14502.21,14552.85
exponential_125_L2_p6_test,14336.66,14329.73,14422.676
exponential_125_L2_p6_train,14514.37,14502.21,14552.85
exponential_125_L2_p6_test,14336.66,14329.73,14422.676
exponential_150_L2_p6_train,17051.4,17015.12,17036.52
exponential_150_L2_p6_test,17654.12,17587.552,17696.518
exponential_150_L2_p6_train,17051.4,17015.12,17036.52
exponential_150_L2_p6_test,17654.12,17587.552,17696.518
exponential_50_L2_p6_train,5817.67,5832.27,5821.39
exponential_50_L2_p6_test,5835.931,5845.457,5867.404
exponential_50_L2_p6_train,5817.67,5832.27,5821.39
exponential_50_L2_p6_test,5835.931,5845.457,5867.404
exponential_75_L2_p6_train,8709.82,8724.64,8749.13
exponential_75_L2_p6_test,8816.93,8806.428,8854.297
exponential_75_L2_p6_train,8709.82,8724.64,8749.13
exponential_75_L2_p6_test,8816.93,8806.428,8854.297
normal_std100_100_L2_p6_train,10265.98,10235.04,10262.72
normal_std100_100_L2_p6_test,10334.583,10316.542,10372.2
normal_std100_100_L2_p6_train,10265.98,10235.04,10262.72
normal_std100_100_L2_p6_test,10334.583,10316.542,10372.2
normal_std100_125_L2_p6_train,10796.27,10818.17,10837.69
normal_std100_125_L2_p6_test,10756.454,10750.683,10740.67
normal_std100_125_L2_p6_train,10796.27,10818.17,10837.69
normal_std100_125_L2_p6_test,10756.454,10750.683,10740.67
normal_std100_150_L2_p6_train,11284.84,10999.66,10916.13
normal_std100_150_L2_p6_test,11375.558,11163.062,11043.666
normal_std100_150_L2_p6_train,11284.84,10999.66,10916.13
normal_std100_150_L2_p6_test,11375.558,11163.062,11043.666
normal_std100_50_L2_p6_train,8861.9,8872.38,8897.84
normal_std100_50_L2_p6_test,9003.265,9020.97,9044.116
normal_std100_50_L2_p6_train,8861.9,8872.38,8897.84
normal_std100_50_L2_p6_test,9003.265,9020.97,9044.116
normal_std100_75_L2_p6_train,9852.5,9842.18,9880.1
normal_std100_75_L2_p6_test,9745.526,9728.503,9787.04
normal_std10_100_L2_p6_train,1302.97,1268.27,1173.26
normal_std10_100_L2_p6_test,1273.995,1231.152,1149.045
normal_std100_75_L2_p6_train,9852.5,9842.18,9880.1
