dataset,basestock,constant,capped_base_stock,exponential_L4_c1_2,normal_std30_L4_c1_2,poisson_L4_c1_2
zinb_pi0p3_r10_p0p8_L4_c1_2_test.json,140.962,130.08,141.897,127.7788393,127.7217771,127.7993615
zinb_pi0p3_r10_p0p6_L4_c1_2_train.json,333.36,308.56,312.57,301.3236684,301.0180077,300.7619688
zinb_pi0p3_r10_p0p6_L4_c1_2_test.json,341.592,309.709,316.593,301.5470375,301.874516,301.3189057
zinb_pi0p3_r10_p0p4_L4_c1_2_train.json,736.46,653.37,658.43,636.4023898,638.7535941,636.3756059
zinb_pi0p3_r10_p0p4_L4_c1_2_test.json,737.852,661.204,660.532,644.8490642,647.8024369,643.8781507
zinb_pi0p3_r10_p0p3_L4_c1_2_train.json,1133.27,1005.43,986.61,970.374471,971.6272947,972.2050852
zinb_pi0p3_r10_p0p3_L4_c1_2_test.json,1126.58,1006.313,998.645,983.2372052,982.4720265,983.7132164
zinb_pi0p3_r10_p0p2_L4_c1_2_train.json,1886.14,1681.15,1619.9,1625.846861,1619.330439,1620.534859
zinb_pi0p3_r10_p0p2_L4_c1_2_test.json,1920.26,1707.48,1667.987,1680.187537,1669.953885,1668.330572
zinb_pi0p3_r10_p0p1_L4_c1_2_train.json,4308.5,3858.75,3786.96,3786.384912,3786.235711,3786.434887
zinb_pi0p3_r10_p0p1_L4_c1_2_test.json,4291.373,3787.489,3697.255,3700.280255,3699.403113,3699.533912
zinb_pi0p1_r5_p0p8_L4_c1_2_train.json,87.31,108.88,89.4,81.67069863,81.73062875,81.53456329
zinb_pi0p1_r5_p0p8_L4_c1_2_test.json,91.099,113.476,93.533,84.4627872,84.42755193,84.40155699
zinb_pi0p1_r5_p0p6_L4_c1_2_train.json,200.63,169.79,192.57,168.6227585,168.3710212,168.8215332
zinb_pi0p1_r5_p0p6_L4_c1_2_test.json,197.456,170.285,191.397,168.4416509,167.6822505,168.2545774
zinb_pi0p1_r5_p0p4_L4_c1_2_train.json,396.74,351.64,329.43,330.1261043,330.9752676,329.2739635
zinb_pi0p1_r5_p0p4_L4_c1_2_test.json,401.36,344.26,332.025,332.4068492,335.6273381,332.2358676
zinb_pi0p1_r5_p0p3_L4_c1_2_train.json,589.4,491.95,499.82,487.6509157,481.6117858,480.2130271
zinb_pi0p1_r5_p0p3_L4_c1_2_test.json,595.367,502.713,506.897,499.869049,491.6493441,489.2875305
zinb_pi0p1_r5_p0p2_L4_c1_2_train.json,989.63,811.55,807.2,798.6359672,799.3275597,798.8884267
zinb_pi0p1_r5_p0p2_L4_c1_2_test.json,988.492,818.309,808.235,804.0995051,806.364579,806.1948852
zinb_pi0p1_r5_p0p1_L4_c1_2_train.json,2174.56,1750.85,1733.07,1754.642089,1734.401237,1726.986288
zinb_pi0p1_r5_p0p1_L4_c1_2_test.json,2159.474,1763.03,1736.485,1763.076755,1739.043009,1730.004257
zinb_pi0p1_r40_p0p8_L4_c1_2_train.json,443.36,357.15,374.04,346.4062725,345.7035247,346.0817539
zinb_pi0p1_r40_p0p8_L4_c1_2_test.json,433.663,345.156,361.479,339.0542345,336.3735783,336.2890355
zinb_pi0p1_r40_p0p6_L4_c1_2_train.json,1045.48,843.35,794.16,787.3831954,790.1920095,842.2179342
zinb_pi0p1_r40_p0p6_L4_c1_2_test.json,1051.665,831.211,796.742,787.3726344,792.9190093,830.146636
zinb_pi0p1_r40_p0p4_L4_c1_2_train.json,2243.12,1743.39,1648.98,1648.127185,1651.301114,1648.212279
zinb_pi0p1_r40_p0p4_L4_c1_2_test.json,2254.484,1778.135,1673.036,1670.197715,1680.47837,1670.080449
zinb_pi0p1_r40_p0p3_L4_c1_2_train.json,3428.38,2736.32,2554.51,2570.067741,2559.573894,2549.435943
zinb_pi0p1_r40_p0p3_L4_c1_2_test.json,3447.483,2706.995,2536.304,2549.475058,2546.92541,2545.311394
zinb_pi0p1_r40_p0p2_L4_c1_2_train.json,5819.96,4542.31,4232.86,4227.688627,4249.512513,4253.312211
zinb_pi0p1_r40_p0p2_L4_c1_2_test.json,5810.403,4617.188,4288.159,4291.5403,4300.723391,4313.237776
zinb_pi0p1_r40_p0p1_L4_c1_2_train.json,12908.1,10244.29,9500,9515.059138,9515.798919,9502.058854
zinb_pi0p1_r40_p0p1_L4_c1_2_test.json,12923.595,10214.421,9458.922,9521.062557,9474.925369,9464.043836
zinb_pi0p1_r20_p0p8_L4_c1_2_train.json,250.41,208.66,217.44,203.9855546,202.2151132,201.8835587
zinb_pi0p1_r20_p0p8_L4_c1_2_test.json,249.978,209.905,220.344,209.3664368,207.3596913,206.1667881
zinb_pi0p1_r20_p0p6_L4_c1_2_train.json,592.66,473.39,457.34,462.9537018,458.5395781,458.9778163
zinb_pi0p1_r20_p0p6_L4_c1_2_test.json,579.376,467.633,449.388,455.2328309,451.038895,451.2698514
zinb_pi0p1_r20_p0p4_L4_c1_2_train.json,1215.01,951.62,919.72,909.7477997,918.7461366,909.1812504
zinb_pi0p1_r20_p0p4_L4_c1_2_test.json,1210.802,952.762,928.532,915.1800078,919.7533059,915.3065258
zinb_pi0p1_r20_p0p3_L4_c1_2_train.json,1846.46,1466.98,1401.42,1394.0582,1399.274194,1399.665507
zinb_pi0p1_r20_p0p3_L4_c1_2_test.json,1852.363,1467.788,1412.45,1404.509282,1411.989233,1411.493768
zinb_pi0p1_r20_p0p2_L4_c1_2_train.json,3130.82,2418.35,2347.14,2417.080731,2348.976435,2376.950076
zinb_pi0p1_r20_p0p2_L4_c1_2_test.json,3135.123,2469.653,2350.175,2488.163324,2350.088548,2384.112893
zinb_pi0p1_r20_p0p1_L4_c1_2_train.json,6771.55,5395.81,5079.44,5079.736964,5084.921226,5075.219254
zinb_pi0p1_r20_p0p1_L4_c1_2_test.json,6922.277,5447.335,5141.738,5150.165983,5159.067715,5141.574297
zinb_pi0p1_r2_p0p8_L4_c1_2_train.json,43.82,43.82,43.82,43.82000031,43.82000062,43.82000029
zinb_pi0p1_r2_p0p8_L4_c1_2_test.json,44.938,44.938,44.938,44.93800009,44.93800018,44.93800008
zinb_pi0p1_r2_p0p6_L4_c1_2_train.json,99.16,118.68,100.53,92.54595681,92.53419507,92.64271463
zinb_pi0p1_r2_p0p6_L4_c1_2_test.json,100.795,120.796,102.596,94.86410602,94.94262157,95.12904152
zinb_pi0p1_r2_p0p4_L4_c1_2_train.json,204.28,199.64,200.82,183.2124029,183.2172493,182.5969869
zinb_pi0p1_r2_p0p4_L4_c1_2_test.json,202.023,194.307,198.315,180.5730622,180.5086865,180.7605373
zinb_pi0p1_r2_p0p3_L4_c1_2_train.json,305.84,278.68,288.3,271.7549701,271.4821213,271.14936
zinb_pi0p1_r2_p0p3_L4_c1_2_test.json,298.372,272.271,281.71,263.2165014,263.3786221,263.6926486
zinb_pi0p1_r2_p0p2_L4_c1_2_train.json,496.99,436.55,430.93,428.9273051,428.5025807,426.9114238
zinb_pi0p1_r2_p0p2_L4_c1_2_test.json,493.98,436.132,432.957,433.8421681,433.0927563,431.8738624
zinb_pi0p1_r2_p0p1_L4_c1_2_train.json,1086.7,935.9,932.59,928.9480765,928.9495059,932.0315235
zinb_pi0p1_r2_p0p1_L4_c1_2_test.json,1066.847,933.234,924.47,926.8575238,922.4373959,923.6670974
zinb_pi0p1_r10_p0p8_L4_c1_2_train.json,150.9,145.14,147.65,129.956945,129.9478563,129.931775
zinb_pi0p1_r10_p0p8_L4_c1_2_test.json,149.4,142.651,146.186,128.4620467,128.3391246,128.4678804
zinb_pi0p1_r10_p0p6_L4_c1_2_train.json,329.53,281.19,265.7,266.5658239,266.2064705,265.2727094
zinb_pi0p1_r10_p0p6_L4_c1_2_test.json,333.636,279.624,272.126,270.9811478,272.3878016,270.6361005
zinb_pi0p1_r10_p0p4_L4_c1_2_train.json,689.37,571.94,554.93,571.6537875,550.6260621,552.1516237
zinb_pi0p1_r10_p0p4_L4_c1_2_test.json,686.403,558.36,551.549,559.3693755,546.3194569,545.8102116
zinb_pi0p1_r10_p0p3_L4_c1_2_train.json,1024.18,843.65,827.74,806.9609109,798.7781565,811.4848994
zinb_pi0p1_r10_p0p3_L4_c1_2_test.json,1035.723,828.583,831.946,808.2070775,806.9482332,812.8272857
zinb_pi0p1_r10_p0p2_L4_c1_2_train.json,1746.31,1427.65,1373.81,1429.897299,1373.662936,1379.105656
zinb_pi0p1_r10_p0p2_L4_c1_2_test.json,1727.457,1380.683,1335.227,1390.060537,1335.539913,1344.358035
zinb_pi0p1_r10_p0p1_L4_c1_2_train.json,3763.24,3062.55,2916.4,3062.667873,2921.580451,2913.469519
zinb_pi0p1_r10_p0p1_L4_c1_2_test.json,3803.624,3028.212,2929.916,3032.216427,2934.429621,2928.974495
weib_k5_lam60_L4_c1_2_train.json,1520.86,990.91,963.07,968.9530185,957.5999407,964.3739043
weib_k5_lam60_L4_c1_2_test.json,1523.678,985.959,959.349,973.8546863,963.881998,961.5724504
weib_k5_lam500_L4_c1_2_train.json,12626.2,8312.8,7956.79,8007.563097,8108.676455,8044.010737
weib_k5_lam500_L4_c1_2_test.json,12621.62,8106.479,7894.438,7935.563708,8071.328214,7965.873549
weib_k5_lam30_L4_c1_2_train.json,744.77,483.74,465.73,464.5311122,465.7231616,462.4883641
weib_k5_lam30_L4_c1_2_test.json,763.177,497.577,478.669,479.027853,478.5720378,479.0919315
weib_k5_lam200_L4_c1_2_train.json,5041.84,3257.66,3167.18,3189.377493,3168.533143,3170.367235
weib_k5_lam200_L4_c1_2_test.json,5057.844,3275.97,3165.329,3181.926551,3170.762993,3171.090581
weib_k5_lam100_L4_c1_2_train.json,2546.99,1651.75,1606.3,1656.158498,1606.751608,1628.969862
weib_k5_lam100_L4_c1_2_test.json,2540.985,1634.49,1584.006,1670.806137,1605.532887,1618.061638
weib_k5_lam10_L4_c1_2_train.json,253.93,169.93,174.97,162.9265657,161.2739226,160.8793624
weib_k5_lam10_L4_c1_2_test.json,255.241,167.672,177.109,162.5383511,161.073212,161.044392
weib_k3p5_lam60_L4_c1_2_train.json,1822.14,1287.73,1277.73,1261.048061,1267.141546,1271.020001
weib_k3p5_lam60_L4_c1_2_test.json,1832.955,1291.109,1282.283,1266.743697,1266.615865,1270.930609
weib_k3p5_lam500_L4_c1_2_train.json,15306.58,11173.48,10803.03,10865.541,10808.00295,10826.14789
weib_k3p5_lam500_L4_c1_2_test.json,15231.637,10834.018,10587.648,10597.73455,10615.70886,10587.71792
weib_k3p5_lam30_L4_c1_2_train.json,923.38,652.6,644.99,646.2672778,645.0008889,674.8758385
weib_k3p5_lam30_L4_c1_2_test.json,916.637,649.735,640.978,640.8296847,637.4306704,668.370845
weib_k3p5_lam200_L4_c1_2_train.json,6159.12,4303.64,4255.79,4231.708212,4270.488754,4231.729802
weib_k3p5_lam200_L4_c1_2_test.json,6107.118,4360.361,4254.863,4258.439624,4285.838249,4253.170896
weib_k3p5_lam100_L4_c1_2_train.json,3112.56,2215.91,2152.11,2188.749722,2155.077214,2181.260407
weib_k3p5_lam100_L4_c1_2_test.json,3064.899,2172.468,2127.121,2168.149745,2127.720457,2150.782943
weib_k3p5_lam10_L4_c1_2_train.json,305.2,221.91,234.9,212.6802374,216.9300202,212.2862422
weib_k3p5_lam10_L4_c1_2_test.json,304.858,225.446,234.048,212.3501147,216.7156592,212.347915
weib_k2p5_lam60_L4_c1_2_train.json,2184.78,1689.46,1658.49,1669.61181,1659.379508,1675.64537
weib_k2p5_lam60_L4_c1_2_test.json,2190.583,1670.906,1643.799,1650.681358,1644.514482,1658.730628
weib_k2p5_lam500_L4_c1_2_train.json,18800.3,14499.17,14260.35,14502.93637,14326.5586,14274.03421
weib_k2p5_lam500_L4_c1_2_test.json,18415.682,14095.239,13797.915,14106.20358,13857.23282,13845.70598
weib_k2p5_lam30_L4_c1_2_train.json,1103.79,854.44,858.01,832.1896672,828.3544304,831.5456587
weib_k2p5_lam30_L4_c1_2_test.json,1106.448,857.466,859.346,838.8818564,838.1146069,839.6109521
weib_k2p5_lam200_L4_c1_2_train.json,7411.08,5617.68,5538.03,5539.525299,5551.251571,5530.358274
weib_k2p5_lam200_L4_c1_2_test.json,7364.158,5579.165,5496.024,5505.838885,5531.36264,5497.388317
weib_k2p5_lam100_L4_c1_2_train.json,3653.33,2883.24,2802.73,2810.274131,2811.313607,2821.700747
weib_k2p5_lam100_L4_c1_2_test.json,3656.302,2800.096,2752.813,2754.411946,2757.840309,2768.564136
weib_k2p5_lam10_L4_c1_2_train.json,374.05,286.86,306.41,282.8690639,280.5363611,280.458289
weib_k2p5_lam10_L4_c1_2_test.json,368.141,281.354,304.082,277.4124404,276.8767348,276.4442803
weib_k1p8_lam60_L4_c1_2_train.json,2694.19,2156.41,2143.03,2157.099923,2137.123562,2141.674729
weib_k1p8_lam60_L4_c1_2_test.json,2665.473,2180.14,2152.484,2179.028715,2147.952483,2159.883596
weib_k1p8_lam500_L4_c1_2_train.json,22867.37,18272.89,18033.47,18020.52453,18069.66408,18067.77228
weib_k1p8_lam500_L4_c1_2_test.json,22763.225,17893.994,17704.712,17788.40318,17809.03262,17710.78904
weib_k1p8_lam30_L4_c1_2_train.json,1334.5,1050.83,1047.02,1047.628332,1042.363693,1042.858023
weib_k1p8_lam30_L4_c1_2_test.json,1342.106,1092.72,1082.118,1092.472125,1086.837694,1087.711327
weib_k1p8_lam200_L4_c1_2_train.json,9083.94,7578.37,7468.29,7466.416164,7467.304588,7477.711789
weib_k1p8_lam200_L4_c1_2_test.json,8928.484,7253.89,7159.725,7172.971337,7158.353999,7166.45641
weib_k1p8_lam100_L4_c1_2_train.json,4355.71,3510.96,3461.2,3460.329056,3466.568301,3459.121051
weib_k1p8_lam100_L4_c1_2_test.json,4461.311,3628.254,3583.084,3584.618739,3588.464179,3581.469578
weib_k1p8_lam10_L4_c1_2_train.json,445.98,371.82,385.87,357.9708714,357.5631304,354.9359668
weib_k1p8_lam10_L4_c1_2_test.json,445.75,367.071,388.519,357.1189958,356.948036,355.7374958
weib_k1p2_lam60_L4_c1_2_train.json,3566.68,3090.98,3085.92,3069.563541,3074.306108,3075.930082
weib_k1p2_lam60_L4_c1_2_test.json,3551.928,3088.516,3063.397,3054.386766,3058.553396,3061.460252
weib_k1p2_lam500_L4_c1_2_train.json,33231.78,25935.2,25804.24,25935.72726,25839.97096,25785.99094
weib_k1p2_lam500_L4_c1_2_test.json,32499.906,25754.96,25572.436,25763.71973,25622.50037,25628.88406
weib_k1p2_lam30_L4_c1_2_train.json,1783.59,1529.95,1539.12,1527.06418,1530.115541,1525.070066
weib_k1p2_lam30_L4_c1_2_test.json,1776.235,1542.525,1534.727,1535.44734,1543.958106,1534.162419
weib_k1p2_lam200_L4_c1_2_train.json,11756.5,10069.65,9981.5,9973.465588,9981.150984,9965.806655
weib_k1p2_lam200_L4_c1_2_test.json,11885.646,10281.143,10209.972,10218.81838,10230.28857,10204.17678
weib_k1p2_lam100_L4_c1_2_train.json,5940.19,5183.13,5075.91,5093.173593,5077.144126,5076.363902
weib_k1p2_lam100_L4_c1_2_test.json,5966.477,5185.185,5151.311,5178.393073,5149.144336,5151.27746
weib_k1p2_lam10_L4_c1_2_train.json,589.44,514.38,524.39,506.0035113,506.5386098,505.9457583
weib_k1p2_lam10_L4_c1_2_test.json,592.966,513.653,533.856,511.3010278,512.2189834,513.4670206
weib_k0p8_lam60_L4_c1_2_train.json,5234.82,4821.51,4820.07,4808.61419,4807.725793,4800.09348
weib_k0p8_lam60_L4_c1_2_test.json,5230.98,4795.665,4788.602,4797.003795,4789.373993,4799.532501
weib_k0p8_lam500_L4_c1_2_train.json,52074.97,38938.65,38922.07,38940.80303,38941.29144,38866.51079
weib_k0p8_lam500_L4_c1_2_test.json,53547.553,39927.748,39892.863,39933.16235,39933.82298,39898.59094
weib_k0p8_lam30_L4_c1_2_train.json,2702.5,2450.37,2460.42,2451.204674,2438.521897,2439.147015
weib_k0p8_lam30_L4_c1_2_test.json,2619.113,2385.829,2392.156,2386.694267,2389.407143,2392.752871
weib_k0p8_lam200_L4_c1_2_train.json,19086.63,16014.96,15865.25,15875.57641,15866.40992,15870.90113
weib_k0p8_lam200_L4_c1_2_test.json,19012.211,16011.97,16009.926,16070.67159,15981.92123,15993.74363
weib_k0p8_lam100_L4_c1_2_train.json,8904.47,8124.06,8124.79,8097.238934,8109.582337,8107.683557
weib_k0p8_lam100_L4_c1_2_test.json,8853.49,8097.563,8084.285,8081.715571,8094.729075,8086.562165
weib_k0p8_lam10_L4_c1_2_train.json,856.87,794.85,787.35,787.4479237,786.6445255,785.5610794
weib_k0p8_lam10_L4_c1_2_test.json,883.276,810.775,810.352,809.0276385,809.2204736,806.6774959
tri_a5_c50_b800_L4_c1_2_train.json,16124.76,13169.13,13090.47,13168.84743,13106.79806,13086.6707
tri_a5_c50_b800_L4_c1_2_test.json,16032.061,13259.767,13121.104,13259.72934,13166.09652,13159.0988
tri_a5_c50_b60_L4_c1_2_train.json,1312.59,954.36,929.42,933.6131213,930.1480893,930.7709932
tri_a5_c50_b60_L4_c1_2_test.json,1319.815,946.288,924.02,926.2061132,924.6430934,927.136857
tri_a5_c50_b500_L4_c1_2_train.json,9916.54,8148.54,8007.94,8009.902246,8012.894639,8001.335692
tri_a5_c50_b500_L4_c1_2_test.json,9857.991,8104.935,8024.171,8046.35411,8041.40949,8052.678222
tri_a5_c50_b250_L4_c1_2_train.json,4807.25,3780.23,3767.22,3774.87996,3767.909584,3767.067129
tri_a5_c50_b250_L4_c1_2_test.json,4856.104,3868.551,3838.744,3877.785778,3844.70464,3841.250237
tri_a5_c50_b120_L4_c1_2_train.json,2374.44,1764.65,1739.27,1742.537423,1744.451597,1738.571099
tri_a5_c50_b120_L4_c1_2_test.json,2342.536,1767.007,1738.994,1745.071371,1744.552024,1737.292285
tri_a5_c200_b800_L4_c1_2_train.json,15639,12454.66,12073.34,12095.56929,12076.36191,12092.1586
tri_a5_c200_b800_L4_c1_2_test.json,15676.206,12392.789,12259.342,12263.10003,12262.99788,12298.83503
tri_a5_c200_b500_L4_c1_2_train.json,9819.09,7375.6,7313.68,7306.644899,7325.888744,7330.11378
tri_a5_c200_b500_L4_c1_2_test.json,9935.119,7613.49,7512.419,7528.111129,7535.545959,7528.016583
tri_a5_c200_b250_L4_c1_2_train.json,5743.97,4254.43,4158.4,4169.17103,4167.565054,4181.937126
tri_a5_c200_b250_L4_c1_2_test.json,5672.667,4208.178,4072.373,4079.535471,4080.854454,4098.868256
tri_a5_c20_b800_L4_c1_2_train.json,16203.24,13723.12,13672.25,13724.46559,13673.8343,13696.60434
tri_a5_c20_b800_L4_c1_2_test.json,16096.057,13489.047,13334.555,13510.35685,13344.94758,13375.30319
tri_a5_c20_b60_L4_c1_2_train.json,1132.59,857.26,855.69,857.1402114,845.4571633,844.90519
tri_a5_c20_b60_L4_c1_2_test.json,1123.945,850.568,848.076,850.8301525,844.1337128,840.53864
tri_a5_c20_b500_L4_c1_2_train.json,10015.17,8455.92,8383.1,8378.473403,8383.308251,8380.179738
tri_a5_c20_b500_L4_c1_2_test.json,9914.077,8295.158,8224.561,8249.320962,8232.439395,8232.652869
tri_a5_c20_b250_L4_c1_2_train.json,5023.14,4156.56,4103.92,4106.168494,4111.44302,4106.037291
tri_a5_c20_b250_L4_c1_2_test.json,4911.991,4072.349,4037.066,4036.006425,4042.549728,4045.465368
tri_a5_c20_b120_L4_c1_2_train.json,2323.64,1889.84,1876.63,1874.558809,1875.944365,1870.928303
tri_a5_c20_b120_L4_c1_2_test.json,2313.049,1858.542,1846.619,1836.116442,1836.776093,1837.850748
tri_a5_c100_b800_L4_c1_2_train.json,15539.15,12547.99,12475.26,12522.5595,12472.50552,12471.09613
tri_a5_c100_b800_L4_c1_2_test.json,15678.727,12790.87,12662.722,12746.73528,12692.21789,12656.66112
tri_a5_c100_b500_L4_c1_2_train.json,9648.71,7620.89,7536.8,7542.269343,7537.82688,7510.318277
tri_a5_c100_b500_L4_c1_2_test.json,9757.122,7846.427,7740.171,7749.208452,7747.737534,7728.116241
tri_a5_c100_b250_L4_c1_2_train.json,4912.61,3720.4,3662.36,3664.021574,3665.465051,3669.725407
tri_a5_c100_b250_L4_c1_2_test.json,4945.94,3788.791,3713.814,3717.898887,3717.770848,3753.314897
tri_a5_c100_b120_L4_c1_2_train.json,2747.08,2026.95,1967.41,2027.809876,1966.013989,1974.411264
tri_a5_c100_b120_L4_c1_2_test.json,2716.771,1988.006,1944.942,1989.342625,1942.366795,1941.830872
tri_a10_c50_b800_L4_c1_2_train.json,16153.85,13282.92,13128.16,13121.89211,13123.49369,13117.08557
tri_a10_c50_b800_L4_c1_2_test.json,16001.199,13220.045,13081.833,13090.05631,13084.68798,13092.57588
tri_a10_c50_b60_L4_c1_2_train.json,1248.66,842.03,837.77,824.2727489,828.3539055,829.4003452
tri_a10_c50_b60_L4_c1_2_test.json,1242.652,852.261,839.469,829.1809674,834.5675458,834.2430142
tri_a10_c50_b500_L4_c1_2_train.json,9825.73,8004.8,7918.38,7921.501314,7910.459218,7913.470967
tri_a10_c50_b500_L4_c1_2_test.json,9790.871,8025.518,7936.79,7941.1059,7952.285865,7937.633788
tri_a10_c50_b250_L4_c1_2_train.json,4780.53,3834.35,3780.11,3791.420168,3780.577663,3779.159252
tri_a10_c50_b250_L4_c1_2_test.json,4791.273,3821.051,3780.683,3786.453501,3782.235087,3806.310662
tri_a10_c50_b120_L4_c1_2_train.json,2269.1,1679.04,1668.28,1678.937941,1655.312199,1659.412523
tri_a10_c50_b120_L4_c1_2_test.json,2287.416,1703.643,1679.55,1705.694929,1677.308365,1684.796455
tri_a10_c200_b800_L4_c1_2_train.json,15567.84,12344.05,12111.65,12120.81727,12121.47199,12138.03812
tri_a10_c200_b800_L4_c1_2_test.json,15669.048,12467.045,12261.836,12291.56956,12273.46782,12340.72143
tri_a10_c200_b500_L4_c1_2_train.json,9783.96,7457.63,7344.49,7354.435256,7336.870631,7331.950312
tri_a10_c200_b500_L4_c1_2_test.json,9821.41,7562.593,7376.604,7381.507053,7387.323297,7441.779001
tri_a10_c200_b250_L4_c1_2_train.json,5570.66,4139.9,4032.82,4026.506246,4094.045362,4039.827496
tri_a10_c200_b250_L4_c1_2_test.json,5594.506,4114.976,3996.312,4001.959803,4054.182031,4004.335936
tri_a10_c20_b800_L4_c1_2_train.json,16441.94,13554.35,13513.45,13560.44143,13507.93191,13498.1827
tri_a10_c20_b800_L4_c1_2_test.json,16083.011,13464.268,13324.134,13556.54852,13325.68466,13316.99269
tri_a10_c20_b60_L4_c1_2_train.json,1087.91,809.1,797.93,797.4685789,798.1716939,795.8879633
tri_a10_c20_b60_L4_c1_2_test.json,1079.293,791.12,783.377,783.0230013,783.5555758,781.7349347
tri_a10_c20_b500_L4_c1_2_train.json,9625.86,8150.05,8041.98,8045.850273,8038.595639,8043.756374
tri_a10_c20_b500_L4_c1_2_test.json,9903.559,8272.843,8200.048,8200.87019,8215.853212,8215.437456
tri_a10_c20_b250_L4_c1_2_train.json,4983.68,4007.2,4002.27,3999.732857,4005.228968,4002.228176
tri_a10_c20_b250_L4_c1_2_test.json,4885.352,4027.463,3986.521,4001.035981,4011.62198,4000.19693
tri_a10_c20_b120_L4_c1_2_train.json,2324.25,1863.13,1835.72,1867.787099,1836.284525,1889.962732
tri_a10_c20_b120_L4_c1_2_test.json,2294.8,1826.1,1806.607,1827.401559,1808.840045,1857.104763
tri_a10_c100_b800_L4_c1_2_train.json,16010.85,13112.73,12963.62,12963.40706,12956.66241,12995.78478
tri_a10_c100_b800_L4_c1_2_test.json,15839.07,12980.373,12811.896,12824.33535,12815.73799,12896.41274
tri_a10_c100_b500_L4_c1_2_train.json,9698.63,7861.69,7758.05,7766.568929,7757.642224,7733.725264
tri_a10_c100_b500_L4_c1_2_test.json,9681.181,7734.215,7661.299,7677.845748,7674.336747,7678.152518
tri_a10_c100_b250_L4_c1_2_train.json,4945.73,3775,3759.55,3748.717928,3752.204251,3741.379669
tri_a10_c100_b250_L4_c1_2_test.json,4847.493,3680.063,3617.37,3642.654861,3632.891074,3644.717184
tri_a10_c100_b120_L4_c1_2_train.json,2674.29,1930.08,1869.76,1929.441616,1891.476028,1873.786205
tri_a10_c100_b120_L4_c1_2_test.json,2652.024,1911.399,1856.864,1910.333657,1867.59451,1855.749787
tri_a0_c50_b800_L4_c1_2_train.json,16448.42,13515.82,13453.14,13528.73787,13460.33565,13436.86347
tri_a0_c50_b800_L4_c1_2_test.json,16049.193,13420.105,13218.743,13477.9286,13365.76368,13315.63983
tri_a0_c50_b60_L4_c1_2_train.json,1393.23,1064.86,1037.68,1015.927851,1014.647123,1022.438464
tri_a0_c50_b60_L4_c1_2_test.json,1401.729,1051.607,1038.604,1014.906524,1015.441947,1024.922218
tri_a0_c50_b500_L4_c1_2_train.json,9996.73,8154.03,8146.44,8154.500027,8144.663423,8123.104238
tri_a0_c50_b500_L4_c1_2_test.json,9858.003,8174.575,8105.823,8183.812994,8162.381687,8130.07574
tri_a0_c50_b250_L4_c1_2_train.json,4897.08,3841.06,3834.6,3830.45173,3824.481065,3823.864338
tri_a0_c50_b250_L4_c1_2_test.json,4888.417,3946.071,3901.262,3935.616968,3912.324242,3922.769351
tri_a0_c50_b120_L4_c1_2_train.json,2415.18,1861.11,1810.05,1807.173193,1808.938787,1801.480059
tri_a0_c50_b120_L4_c1_2_test.json,2400.081,1843.954,1827.173,1824.317358,1817.719612,1815.774994
tri_a0_c200_b800_L4_c1_2_train.json,15846.98,12421.74,12227.99,12237.58203,12227.99794,12331.44702
tri_a0_c200_b800_L4_c1_2_test.json,15715.203,12473.038,12306.687,12403.84761,12312.28878,12432.61577
tri_a0_c200_b500_L4_c1_2_train.json,10005.72,7655.39,7477.34,7492.542178,7487.76148,7503.083626
tri_a0_c200_b500_L4_c1_2_test.json,9969.087,7703.218,7550.396,7579.912448,7587.727052,7632.007995
tri_a0_c200_b250_L4_c1_2_train.json,5700.01,4300.19,4157.72,4167.663922,4166.188541,4172.330208
tri_a0_c200_b250_L4_c1_2_test.json,5770.256,4326.458,4199.127,4225.838504,4197.602419,4201.155151
tri_a0_c20_b800_L4_c1_2_train.json,16127.73,13570.28,13464.31,13571.94581,13470.99824,13462.763
tri_a0_c20_b800_L4_c1_2_test.json,16183.879,13657.991,13499.141,13667.37412,13540.77613,13572.68696
tri_a0_c20_b60_L4_c1_2_train.json,1158.49,891.7,908.21,884.0262498,889.8591845,888.9567514
tri_a0_c20_b60_L4_c1_2_test.json,1182.47,921.881,933.405,909.5200866,916.8495614,922.9082412
tri_a0_c20_b500_L4_c1_2_train.json,9831.17,8151.89,8122.24,8121.72579,8123.479645,8120.006893
tri_a0_c20_b500_L4_c1_2_test.json,10049.247,8431.552,8358.495,8423.480417,8359.486771,8388.874398
tri_a0_c20_b250_L4_c1_2_train.json,4964.95,4126.1,4103.33,4125.793501,4101.771043,4099.665034
tri_a0_c20_b250_L4_c1_2_test.json,4929.109,4110.416,4068.547,4110.71656,4063.50334,4082.240037
tri_a0_c20_b120_L4_c1_2_train.json,2335.2,1944.64,1902.32,1901.497596,1903.151914,1910.484634
tri_a0_c20_b120_L4_c1_2_test.json,2356.829,1916.99,1896.642,1897.257043,1892.683128,1907.594606
tri_a0_c100_b800_L4_c1_2_train.json,15847.77,12978.62,12853.02,12854.38079,12846.1526,12849.23412
tri_a0_c100_b800_L4_c1_2_test.json,15911.226,13076.004,12918.445,12956.96974,12935.12656,12960.73479
tri_a0_c100_b500_L4_c1_2_train.json,9697.99,7795.62,7724.63,7724.793193,7724.480948,7727.849603
tri_a0_c100_b500_L4_c1_2_test.json,9767.893,7916.338,7799.048,7817.097047,7798.765189,7809.782489
