policy_id,dataset_id,split,avg_cost,ci_lower,ci_upper,tune_status,tune_train_avg,tuned_params,error
exponential_L6_c1_2,exponential_100_L4_p6,train,12070.55,11456.65425,12585.436749999999,ok_expanded,12070.55,"{""base_stock"": 232.0016243862595, ""safety_stock"": 478.7112967685269, ""pipeline_weight"": 0.8333333333333334, ""smoothing_factor"": 0.13278438653752014, ""lost_sales_weight"": 0.004206176210819793, ""demand_buffer"": 495.73388657110576, ""min_order_threshold"": 0.11637913144984903}",
exponential_L6_c1_2,exponential_100_L4_p6,test,12118.876,11975.021925,12290.14065,ok_expanded,12070.55,"{""base_stock"": 232.0016243862595, ""safety_stock"": 478.7112967685269, ""pipeline_weight"": 0.8333333333333334, ""smoothing_factor"": 0.13278438653752014, ""lost_sales_weight"": 0.004206176210819793, ""demand_buffer"": 495.73388657110576, ""min_order_threshold"": 0.11637913144984903}",
normal_std30_L6_c1_2,exponential_100_L4_p6,train,12077.19,11473.94125,12605.58725,ok_expanded,12077.19,"{""base_stock"": 1127.3380826817263, ""safety_stock"": 19.905302840414357, ""pipeline_weight"": 0.96626280435676, ""demand_forecast"": 0.0005561387968601883, ""smoothing_factor"": 0.10470657360792975, ""forecast_weight"": 0.5611745485629748, ""adjustment_factor"": 0.2, ""pipeline_discount"": 0.3278468149192156, ""min_order"": 1.8967285180854443}",
normal_std30_L6_c1_2,exponential_100_L4_p6,test,12160.801,12012.185725,12335.778475,ok_expanded,12077.19,"{""base_stock"": 1127.3380826817263, ""safety_stock"": 19.905302840414357, ""pipeline_weight"": 0.96626280435676, ""demand_forecast"": 0.0005561387968601883, ""smoothing_factor"": 0.10470657360792975, ""forecast_weight"": 0.5611745485629748, ""adjustment_factor"": 0.2, ""pipeline_discount"": 0.3278468149192156, ""min_order"": 1.8967285180854443}",
poisson_L6_c1_2,exponential_100_L4_p6,train,12105.61,11461.4235,12626.344500000001,ok_expanded,12105.61,"{""safety_stock"": 453.3602016602342, ""demand_estimate"": 42.71823963751593, ""max_order"": 83.9922435970261}",
poisson_L6_c1_2,exponential_100_L4_p6,test,12203.119,12053.6478,12376.675025,ok_expanded,12105.61,"{""safety_stock"": 453.3602016602342, ""demand_estimate"": 42.71823963751593, ""max_order"": 83.9922435970261}",
exponential_L6_c1_2,exponential_125_L4_p6,train,15363.45,14749.708,16022.7425,ok_expanded,15363.45,"{""base_stock"": 5.710725436907088, ""safety_stock"": 2.904687552605827e-06, ""pipeline_weight"": 0.8072904017657979, ""smoothing_factor"": 0.1435869070969033, ""lost_sales_weight"": 0.4511468910520496, ""demand_buffer"": 448.8849705786107, ""min_order_threshold"": 1.9217959423892825}",
exponential_L6_c1_2,exponential_125_L4_p6,test,15119.78,14919.428125,15344.30825,ok_expanded,15363.45,"{""base_stock"": 5.710725436907088, ""safety_stock"": 2.904687552605827e-06, ""pipeline_weight"": 0.8072904017657979, ""smoothing_factor"": 0.1435869070969033, ""lost_sales_weight"": 0.4511468910520496, ""demand_buffer"": 448.8849705786107, ""min_order_threshold"": 1.9217959423892825}",
normal_std30_L6_c1_2,exponential_125_L4_p6,train,15367.58,14755.51675,16013.09275,ok_expanded,15367.58,"{""base_stock"": 851.4685384766391, ""safety_stock"": 0.011657757781820328, ""pipeline_weight"": 1.0, ""demand_forecast"": 77.38984249031375, ""smoothing_factor"": 0.10848012951298887, ""forecast_weight"": 0.7589550635359683, ""adjustment_factor"": 0.474685710238718, ""pipeline_discount"": 0.7997837317003264, ""min_order"": 48.497270716402554}",
normal_std30_L6_c1_2,exponential_125_L4_p6,test,15182.754,14974.392575,15405.4493,ok_expanded,15367.58,"{""base_stock"": 851.4685384766391, ""safety_stock"": 0.011657757781820328, ""pipeline_weight"": 1.0, ""demand_forecast"": 77.38984249031375, ""smoothing_factor"": 0.10848012951298887, ""forecast_weight"": 0.7589550635359683, ""adjustment_factor"": 0.474685710238718, ""pipeline_discount"": 0.7997837317003264, ""min_order"": 48.497270716402554}",
