dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
exponential_100_L8_p10_train,16315.56,16330.92,16420.35
exponential_100_L8_p10_test,16709.062,16628.95,16734.278
exponential_125_L8_p10_train,20808.45,20726.35,20634.18
exponential_125_L8_p10_test,20970.084,20796.67,20821.304
exponential_150_L8_p10_train,24440.72,24377.67,24591.25
exponential_150_L8_p10_test,25616.296,25641.99,25705.481
exponential_50_L8_p10_train,8430.16,8452.33,8466.43
exponential_50_L8_p10_test,8444.612,8419.473,8449.864
exponential_75_L8_p10_train,12715.93,12815.77,12861.46
exponential_75_L8_p10_test,12634.511,12686.35,12723.614
normal_std100_100_L8_p10_train,15132.56,15100.1,15000.79
normal_std100_100_L8_p10_test,15234.862,15366.353,15376.993
normal_std100_125_L8_p10_train,16602.07,16422.5,16443.4
normal_std100_125_L8_p10_test,16137.179,16010.908,15897.411
normal_std100_150_L8_p10_train,16948.15,16741.2,16580.45
normal_std100_150_L8_p10_test,17063.122,16718.429,16709.732
normal_std100_50_L8_p10_train,13089.52,13154.97,13234.86
normal_std100_50_L8_p10_test,13142.166,13220.033,13265.363
normal_std100_75_L8_p10_train,14485.91,14522.24,14404.89
normal_std100_75_L8_p10_test,14262.28,14415.717,14373.553
normal_std10_100_L8_p10_train,1886.58,1875.9,1816.88
normal_std10_100_L8_p10_test,1828.421,1815.92,1762.427
normal_std10_125_L8_p10_train,1846.07,1970.71,1883.61
normal_std10_125_L8_p10_test,1830.925,1914.138,1841.876
normal_std10_150_L8_p10_train,2004.69,1948.6,1910.89
normal_std10_150_L8_p10_test,1898.507,1853.777,1857.038
normal_std10_50_L8_p10_train,1853.92,1827.68,1784.19
normal_std10_50_L8_p10_test,1814.495,1800.321,1768.159
normal_std10_75_L8_p10_train,1738.36,1758.12,1757.85
normal_std10_75_L8_p10_test,1837.462,1857.079,1770.83
normal_std20_100_L8_p10_train,3426.13,3411.57,3548.75
normal_std20_100_L8_p10_test,3627.452,3567.445,3606.105
normal_std20_125_L8_p10_train,3623.58,3736.91,3626.37
normal_std20_125_L8_p10_test,3646.031,3738.078,3646.996
normal_std20_150_L8_p10_train,3961.0,3793.38,3647.93
normal_std20_150_L8_p10_test,3854.974,3619.66,3445.952
normal_std20_50_L8_p10_train,3557.31,3538.84,3545.35
normal_std20_50_L8_p10_test,3544.116,3481.456,3483.477
normal_std20_75_L8_p10_train,3725.86,3691.05,3600.25
normal_std20_75_L8_p10_test,3608.369,3561.096,3525.298
normal_std30_100_L8_p10_train,5403.22,5281.72,5289.38
normal_std30_100_L8_p10_test,5319.369,5290.405,5251.487
normal_std30_125_L8_p10_train,5331.77,5249.93,5197.09
normal_std30_125_L8_p10_test,5464.936,5353.64,5388.704
normal_std30_150_L8_p10_train,5416.49,5362.8,5203.9
normal_std30_150_L8_p10_test,5444.189,5391.201,5272.878
normal_std30_50_L8_p10_train,5375.32,5335.39,5246.06
normal_std30_50_L8_p10_test,5097.561,5098.19,5050.261
normal_std30_75_L8_p10_train,5280.22,5298.52,5177.34
normal_std30_75_L8_p10_test,5328.95,5345.676,5242.073
normal_std50_100_L8_p10_train,8861.97,8629.52,8552.16
normal_std50_100_L8_p10_test,8735.433,8718.514,8675.298
normal_std50_125_L8_p10_train,9042.36,8998.46,9083.83
normal_std50_125_L8_p10_test,9046.369,9067.381,8989.89
normal_std50_150_L8_p10_train,9453.63,9061.4,8719.81
normal_std50_150_L8_p10_test,9243.174,8894.072,8729.258
normal_std50_50_L8_p10_train,7486.87,7477.27,7500.35
normal_std50_50_L8_p10_test,7705.749,7674.734,7641.506
normal_std50_75_L8_p10_train,8550.12,8420.22,8414.63
normal_std50_75_L8_p10_test,8436.404,8396.713,8245.005
poisson_100_L8_p10_train,1837.85,1852.43,1921.2
poisson_100_L8_p10_test,1821.186,1836.568,1913.141
poisson_125_L8_p10_train,1954.72,2040.47,2141.1
poisson_125_L8_p10_test,2010.706,2093.62,2182.927
poisson_150_L8_p10_train,2266.84,2357.75,2285.5
poisson_150_L8_p10_test,2264.738,2357.232,2260.361
poisson_50_L8_p10_train,1214.39,1209.69,1242.49
poisson_50_L8_p10_test,1285.125,1284.201,1279.777
poisson_75_L8_p10_train,1604.8,1629.76,1551.1
poisson_75_L8_p10_test,1580.951,1613.572,1534.243
