dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
exponential_100_L6_p10_train,16156.13,16118.51,16196.12
exponential_100_L6_p10_test,16300.838,16390.842,16400.382
exponential_125_L6_p10_train,20404.46,20414.56,20336.39
exponential_125_L6_p10_test,20263.664,20314.625,20399.962
exponential_150_L6_p10_train,24047.15,24055.66,24127.0
exponential_150_L6_p10_test,25109.673,25102.544,25134.206
exponential_50_L6_p10_train,8256.41,8267.95,8225.37
exponential_50_L6_p10_test,8292.828,8239.423,8265.823
exponential_75_L6_p10_train,12425.7,12498.02,12579.56
exponential_75_L6_p10_test,12391.569,12407.49,12604.6
normal_std100_100_L6_p10_train,14725.95,14690.91,14571.06
normal_std100_100_L6_p10_test,14742.993,14805.854,14829.155
normal_std100_125_L6_p10_train,15722.37,15814.83,15753.03
normal_std100_125_L6_p10_test,15536.757,15526.339,15382.975
normal_std100_150_L6_p10_train,16160.87,16107.71,15773.87
normal_std100_150_L6_p10_test,16217.183,16221.537,16010.95
normal_std100_50_L6_p10_train,12783.55,12827.83,12831.27
normal_std100_50_L6_p10_test,12785.547,12844.137,12902.769
normal_std100_75_L6_p10_train,14064.39,14097.52,14025.82
normal_std100_75_L6_p10_test,13829.349,13907.196,13910.05
normal_std10_100_L6_p10_train,1873.04,1809.24,1724.79
normal_std10_100_L6_p10_test,1814.8,1751.04,1678.991
normal_std10_125_L6_p10_train,1983.76,1867.82,1738.67
normal_std10_125_L6_p10_test,1993.536,1858.764,1717.186
normal_std10_150_L6_p10_train,1892.41,1874.56,1724.66
normal_std10_150_L6_p10_test,1817.79,1800.439,1709.724
normal_std10_50_L6_p10_train,1797.28,1769.35,1717.27
normal_std10_50_L6_p10_test,1751.943,1728.235,1681.177
normal_std10_75_L6_p10_train,1739.13,1718.6,1669.81
normal_std10_75_L6_p10_test,1842.837,1789.482,1689.697
normal_std20_100_L6_p10_train,3445.41,3345.96,3432.8
normal_std20_100_L6_p10_test,3641.916,3465.912,3441.652
normal_std20_125_L6_p10_train,3494.54,3429.33,3297.35
normal_std20_125_L6_p10_test,3521.173,3460.939,3356.447
normal_std20_150_L6_p10_train,3791.15,3654.59,3503.75
normal_std20_150_L6_p10_test,3606.908,3521.84,3319.587
normal_std20_50_L6_p10_train,3528.55,3428.55,3379.19
normal_std20_50_L6_p10_test,3533.882,3388.973,3328.44
normal_std20_75_L6_p10_train,3633.51,3583.92,3443.36
normal_std20_75_L6_p10_test,3518.97,3462.528,3370.989
normal_std30_100_L6_p10_train,5194.04,5129.85,5049.31
normal_std30_100_L6_p10_test,5180.591,5112.194,4996.683
normal_std30_125_L6_p10_train,5176.55,5084.62,5233.1
normal_std30_125_L6_p10_test,5236.232,5184.338,5410.93
normal_std30_150_L6_p10_train,5151.71,5159.98,4973.66
normal_std30_150_L6_p10_test,5252.285,5205.767,5034.252
normal_std30_50_L6_p10_train,5153.47,5154.01,5074.94
normal_std30_50_L6_p10_test,4914.649,4910.622,4878.299
normal_std30_75_L6_p10_train,5082.1,5019.79,4965.61
normal_std30_75_L6_p10_test,5145.127,5130.669,5046.826
normal_std50_100_L6_p10_train,8290.5,8309.35,8040.0
normal_std50_100_L6_p10_test,8334.068,8366.403,8254.521
normal_std50_125_L6_p10_train,8628.25,8546.26,8516.38
normal_std50_125_L6_p10_test,8653.927,8536.655,8416.876
normal_std50_150_L6_p10_train,8930.79,8773.17,8537.04
normal_std50_150_L6_p10_test,8795.637,8635.49,8535.537
normal_std50_50_L6_p10_train,7229.62,7240.72,7257.06
normal_std50_50_L6_p10_test,7406.433,7428.564,7412.652
normal_std50_75_L6_p10_train,8289.39,8189.53,8107.42
normal_std50_75_L6_p10_test,8075.637,8046.672,7963.198
poisson_100_L6_p10_train,1923.22,1796.02,1731.91
poisson_100_L6_p10_test,1916.74,1778.697,1723.752
poisson_125_L6_p10_train,2189.74,2040.47,1826.99
poisson_125_L6_p10_test,2228.257,2093.62,1888.966
poisson_150_L6_p10_train,2240.71,2249.84,2077.53
poisson_150_L6_p10_test,2200.106,2204.564,2061.511
poisson_50_L6_p10_train,1192.26,1175.77,1168.47
poisson_50_L6_p10_test,1269.411,1235.479,1209.411
poisson_75_L6_p10_train,1589.78,1604.48,1465.64
poisson_75_L6_p10_test,1576.685,1592.094,1471.833
