dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
exponential_100_L8_p2_train,6087.64,6085.03,6091.27
exponential_100_L8_p2_test,6122.138,6122.779,6124.462
exponential_125_L8_p2_train,7685.56,7674.49,7690.94
exponential_125_L8_p2_test,7653.667,7659.002,7658.991
exponential_150_L8_p2_train,9103.77,9097.74,9103.53
exponential_150_L8_p2_test,9263.282,9241.328,9261.234
exponential_50_L8_p2_train,3101.31,3100.68,3098.53
exponential_50_L8_p2_test,3092.927,3096.709,3096.287
exponential_75_L8_p2_train,4542.05,4542.98,4547.31
exponential_75_L8_p2_test,4612.765,4613.305,4619.506
normal_std100_100_L8_p2_train,6245.65,6246.56,6240.3
normal_std100_100_L8_p2_test,6246.829,6262.316,6272.028
normal_std100_125_L8_p2_train,6835.72,6833.62,6845.21
normal_std100_125_L8_p2_test,6674.269,6670.736,6689.533
normal_std100_150_L8_p2_train,7077.19,7073.88,7085.07
normal_std100_150_L8_p2_test,7037.87,7047.542,7072.269
normal_std100_50_L8_p2_train,5112.18,5106.66,5116.94
normal_std100_50_L8_p2_test,5175.83,5182.885,5195.517
normal_std100_75_L8_p2_train,5884.3,5884.41,5885.51
normal_std100_75_L8_p2_test,5773.967,5776.849,5780.31
normal_std10_100_L8_p2_train,771.07,774.68,772.87
normal_std10_100_L8_p2_test,755.862,756.461,755.702
normal_std10_125_L8_p2_train,788.52,782.99,777.98
normal_std10_125_L8_p2_test,766.052,765.821,761.932
normal_std10_150_L8_p2_train,787.97,789.02,789.02
normal_std10_150_L8_p2_test,764.833,765.307,765.307
normal_std10_50_L8_p2_train,775.65,777.49,767.32
normal_std10_50_L8_p2_test,755.2,758.967,752.04
normal_std10_75_L8_p2_train,744.07,741.63,748.62
normal_std10_75_L8_p2_test,763.559,760.913,770.771
normal_std20_100_L8_p2_train,1457.44,1453.32,1456.78
normal_std20_100_L8_p2_test,1507.442,1499.753,1499.766
normal_std20_125_L8_p2_train,1482.12,1488.0,1482.12
normal_std20_125_L8_p2_test,1504.282,1507.692,1504.282
normal_std20_150_L8_p2_train,1581.2,1581.12,1672.78
normal_std20_150_L8_p2_test,1523.536,1522.422,1643.449
normal_std20_50_L8_p2_train,1540.5,1541.37,1548.16
normal_std20_50_L8_p2_test,1500.984,1501.174,1508.89
normal_std20_75_L8_p2_train,1531.42,1535.91,1536.59
normal_std20_75_L8_p2_test,1508.007,1513.175,1516.277
normal_std30_100_L8_p2_train,2270.61,2264.88,2267.41
normal_std30_100_L8_p2_test,2252.711,2254.622,2258.657
normal_std30_125_L8_p2_train,2226.81,2223.53,2248.97
normal_std30_125_L8_p2_test,2262.304,2262.466,2283.704
normal_std30_150_L8_p2_train,2296.69,2295.25,2304.65
normal_std30_150_L8_p2_test,2264.836,2262.699,2262.554
normal_std30_50_L8_p2_train,2232.77,2227.02,2221.36
normal_std30_50_L8_p2_test,2171.468,2164.497,2173.976
normal_std30_75_L8_p2_train,2226.25,2230.36,2233.74
normal_std30_75_L8_p2_test,2266.876,2273.735,2275.561
normal_std50_100_L8_p2_train,3720.8,3713.92,3732.09
normal_std50_100_L8_p2_test,3687.523,3689.247,3695.251
normal_std50_125_L8_p2_train,3744.65,3743.79,3770.33
normal_std50_125_L8_p2_test,3755.472,3766.635,3779.215
normal_std50_150_L8_p2_train,3834.13,3832.74,3828.42
normal_std50_150_L8_p2_test,3806.887,3798.78,3800.7
normal_std50_50_L8_p2_train,3143.89,3143.53,3137.46
normal_std50_50_L8_p2_test,3159.03,3160.768,3159.103
normal_std50_75_L8_p2_train,3541.26,3540.97,3544.82
normal_std50_75_L8_p2_test,3490.462,3489.596,3494.145
poisson_100_L8_p2_train,769.4,765.2,764.27
poisson_100_L8_p2_test,758.683,759.695,754.111
poisson_125_L8_p2_train,820.63,822.88,820.19
poisson_125_L8_p2_test,832.309,833.71,833.498
poisson_150_L8_p2_train,925.32,954.6,969.29
poisson_150_L8_p2_test,926.582,950.984,971.741
poisson_50_L8_p2_train,520.46,523.43,525.86
poisson_50_L8_p2_test,527.524,534.358,527.657
poisson_75_L8_p2_train,662.05,663.09,668.93
poisson_75_L8_p2_test,650.778,653.474,654.109
