dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
exponential_100_L6_p4_train,9607.94,9604.61,9630.75
exponential_100_L6_p4_test,9760.876,9732.842,9800.368
exponential_125_L6_p4_train,12240.51,12233.59,12272.65
exponential_125_L6_p4_test,12206.754,12176.867,12180.568
exponential_150_L6_p4_train,14443.07,14445.42,14449.08
exponential_150_L6_p4_test,14788.714,14802.941,14861.468
exponential_50_L6_p4_train,4954.61,4942.86,4943.66
exponential_50_L6_p4_test,4926.082,4919.545,4933.854
exponential_75_L6_p4_train,7311.48,7303.25,7370.56
exponential_75_L6_p4_test,7389.542,7371.503,7396.161
normal_std100_100_L6_p4_train,9362.93,9358.87,9317.9
normal_std100_100_L6_p4_test,9406.229,9407.003,9438.927
normal_std100_125_L6_p4_train,10139.83,10141.25,10222.56
normal_std100_125_L6_p4_test,9944.925,9952.092,9935.836
normal_std100_150_L6_p4_train,10436.63,10407.59,10330.33
normal_std100_150_L6_p4_test,10470.978,10432.33,10435.318
normal_std100_50_L6_p4_train,7874.84,7876.79,7922.79
normal_std100_50_L6_p4_test,7987.595,7992.287,8053.9
normal_std100_75_L6_p4_train,8904.44,8901.62,8879.51
normal_std100_75_L6_p4_test,8745.99,8775.282,8780.327
normal_std10_100_L6_p4_train,1151.6,1148.21,1185.46
normal_std10_100_L6_p4_test,1117.163,1126.342,1166.225
normal_std10_125_L6_p4_train,1156.79,1181.71,1219.99
normal_std10_125_L6_p4_test,1136.505,1153.763,1183.442
normal_std10_150_L6_p4_train,1279.8,1191.73,1118.42
normal_std10_150_L6_p4_test,1248.804,1141.944,1106.335
normal_std10_50_L6_p4_train,1148.88,1146.05,1119.63
normal_std10_50_L6_p4_test,1121.634,1120.054,1102.918
normal_std10_75_L6_p4_train,1094.7,1095.26,1136.37
normal_std10_75_L6_p4_test,1135.693,1138.647,1133.473
normal_std20_100_L6_p4_train,2142.26,2130.23,2142.31
normal_std20_100_L6_p4_test,2238.39,2229.125,2213.239
normal_std20_125_L6_p4_train,2255.39,2220.37,2192.38
normal_std20_125_L6_p4_test,2260.673,2234.512,2224.713
normal_std20_150_L6_p4_train,2359.08,2355.05,2340.14
normal_std20_150_L6_p4_test,2271.203,2259.98,2209.563
normal_std20_50_L6_p4_train,2259.96,2251.52,2241.95
normal_std20_50_L6_p4_test,2234.348,2214.686,2191.12
normal_std20_75_L6_p4_train,2287.18,2277.32,2260.12
normal_std20_75_L6_p4_test,2234.725,2215.997,2209.043
normal_std30_100_L6_p4_train,3376.57,3340.76,3339.27
normal_std30_100_L6_p4_test,3332.749,3320.86,3295.061
normal_std30_125_L6_p4_train,3422.29,3331.05,3200.03
normal_std30_125_L6_p4_test,3473.809,3393.167,3310.728
normal_std30_150_L6_p4_train,3393.18,3401.99,3328.82
normal_std30_150_L6_p4_test,3404.027,3389.393,3296.383
normal_std30_50_L6_p4_train,3302.47,3306.35,3298.79
normal_std30_50_L6_p4_test,3175.154,3179.942,3197.45
normal_std30_75_L6_p4_train,3278.29,3267.38,3268.08
normal_std30_75_L6_p4_test,3330.075,3322.826,3304.171
normal_std50_100_L6_p4_train,5474.53,5452.13,5392.32
normal_std50_100_L6_p4_test,5431.83,5403.76,5451.988
normal_std50_125_L6_p4_train,5527.3,5507.82,5541.93
normal_std50_125_L6_p4_test,5563.315,5521.807,5514.505
normal_std50_150_L6_p4_train,5720.3,5676.98,5625.49
normal_std50_150_L6_p4_test,5609.605,5559.758,5565.7
normal_std50_50_L6_p4_train,4696.85,4700.59,4724.39
normal_std50_50_L6_p4_test,4736.562,4741.949,4730.87
normal_std50_75_L6_p4_train,5239.43,5230.72,5240.63
normal_std50_75_L6_p4_test,5181.905,5183.75,5166.285
poisson_100_L6_p4_train,1137.17,1149.02,1180.14
poisson_100_L6_p4_test,1124.775,1135.826,1174.759
poisson_125_L6_p4_train,1242.52,1252.02,1241.17
poisson_125_L6_p4_test,1274.431,1271.79,1261.532
poisson_150_L6_p4_train,1404.99,1404.99,1397.79
poisson_150_L6_p4_test,1396.679,1396.679,1388.328
poisson_50_L6_p4_train,770.17,764.3,768.25
poisson_50_L6_p4_test,794.888,793.757,779.516
poisson_75_L6_p4_train,1250.39,985.61,984.07
poisson_75_L6_p4_test,1209.524,989.579,993.909
