dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
exponential_100_L2_p10_train,14611.39,14586.26,14612.18
exponential_100_L2_p10_test,14664.302,14652.38,14775.697
exponential_125_L2_p10_train,18352.15,18319.76,18371.34
exponential_125_L2_p10_test,18238.686,18236.503,18298.632
exponential_150_L2_p10_train,21594.48,21561.69,21557.77
exponential_150_L2_p10_test,22476.613,22450.483,22553.7
exponential_150_L2_p10_train,21594.48,21561.69,21557.77
exponential_150_L2_p10_test,22476.613,22450.483,22553.7
exponential_50_L2_p10_train,7404.73,7415.98,7404.77
exponential_50_L2_p10_test,7427.255,7426.286,7475.367
exponential_50_L2_p10_train,7404.73,7415.98,7404.77
exponential_50_L2_p10_test,7427.255,7426.286,7475.367
exponential_75_L2_p10_train,11130.4,11104.7,11140.57
exponential_75_L2_p10_test,11226.207,11249.902,11284.543
exponential_75_L2_p10_train,11130.4,11104.7,11140.57
exponential_75_L2_p10_test,11226.207,11249.902,11284.543
normal_std100_100_L2_p10_train,12297.82,12317.11,12369.1
normal_std100_100_L2_p10_test,12465.82,12482.393,12511.909
normal_std100_100_L2_p10_train,12297.82,12317.11,12369.1
normal_std100_100_L2_p10_test,12465.82,12482.393,12511.909
normal_std100_125_L2_p10_train,12939.76,12935.33,12842.1
normal_std100_125_L2_p10_test,13004.517,12936.103,12899.141
normal_std100_125_L2_p10_train,12939.76,12935.33,12842.1
normal_std100_125_L2_p10_test,13004.517,12936.103,12899.141
normal_std100_150_L2_p10_train,13151.0,13237.66,13142.33
normal_std100_150_L2_p10_test,13286.314,13390.503,13206.442
normal_std100_150_L2_p10_train,13151.0,13237.66,13142.33
normal_std100_150_L2_p10_test,13286.314,13390.503,13206.442
normal_std100_50_L2_p10_train,10826.61,10888.83,10901.42
normal_std100_50_L2_p10_test,11019.032,11059.323,11114.346
normal_std100_50_L2_p10_train,10826.61,10888.83,10901.42
normal_std100_50_L2_p10_test,11019.032,11059.323,11114.346
normal_std100_75_L2_p10_train,11985.46,11983.94,12005.0
normal_std100_75_L2_p10_test,11840.313,11843.056,11854.968
normal_std100_75_L2_p10_train,11985.46,11983.94,12005.0
normal_std100_75_L2_p10_test,11840.313,11843.056,11854.968
normal_std10_100_L2_p10_train,1598.65,1519.46,1377.95
normal_std10_100_L2_p10_test,1547.139,1477.263,1354.363
normal_std10_100_L2_p10_train,1598.65,1519.46,1377.95
normal_std10_100_L2_p10_test,1547.139,1477.263,1354.363
normal_std10_125_L2_p10_train,1619.93,1578.78,1407.76
normal_std10_125_L2_p10_test,1598.539,1557.712,1418.605
normal_std10_125_L2_p10_train,1619.93,1578.78,1407.76
normal_std10_125_L2_p10_test,1598.539,1557.712,1418.605
normal_std10_150_L2_p10_train,1672.23,1567.21,1403.27
normal_std10_150_L2_p10_test,1635.736,1533.273,1407.863
normal_std10_150_L2_p10_train,1672.23,1567.21,1403.27
normal_std10_150_L2_p10_test,1635.736,1533.273,1407.863
normal_std10_50_L2_p10_train,1450.79,1449.63,1377.8
normal_std10_50_L2_p10_test,1448.108,1446.8,1358.381
normal_std10_50_L2_p10_train,1450.79,1449.63,1377.8
normal_std10_50_L2_p10_test,1448.108,1446.8,1358.381
normal_std10_75_L2_p10_train,1502.14,1489.81,1387.05
normal_std10_75_L2_p10_test,1503.706,1486.392,1375.337
normal_std10_75_L2_p10_train,1502.14,1489.81,1387.05
normal_std10_75_L2_p10_test,1503.706,1486.392,1375.337
normal_std20_100_L2_p10_train,2844.04,2858.56,2710.85
normal_std20_100_L2_p10_test,2877.331,2890.655,2737.183
normal_std20_100_L2_p10_train,2844.04,2858.56,2710.85
normal_std20_100_L2_p10_test,2877.331,2890.655,2737.183
normal_std20_125_L2_p10_train,2916.55,2870.06,2695.98
normal_std20_125_L2_p10_test,2964.21,2920.478,2739.421
normal_std20_150_L2_p10_train,3099.77,3044.36,2802.11
normal_std20_150_L2_p10_test,3008.961,2943.289,2735.04
normal_std20_125_L2_p10_train,2916.55,2870.06,2695.98
normal_std20_125_L2_p10_test,2964.21,2920.478,2739.421
normal_std20_50_L2_p10_train,2837.91,2840.92,2737.47
normal_std20_50_L2_p10_test,2800.846,2805.289,2727.321
normal_std20_150_L2_p10_train,3099.77,3044.36,2802.11
normal_std20_150_L2_p10_test,3008.961,2943.289,2735.04
normal_std20_75_L2_p10_train,2862.29,2866.6,2793.59
normal_std20_75_L2_p10_test,2859.826,2873.95,2753.582
normal_std20_50_L2_p10_train,2837.91,2840.92,2737.47
normal_std20_50_L2_p10_test,2800.846,2805.289,2727.321
normal_std30_100_L2_p10_train,4216.38,4210.54,4068.46
normal_std30_100_L2_p10_test,4242.645,4242.021,4091.011
normal_std20_75_L2_p10_train,2862.29,2866.6,2793.59
normal_std20_75_L2_p10_test,2859.826,2873.95,2753.582
normal_std30_125_L2_p10_train,4201.56,4195.02,4040.77
normal_std30_125_L2_p10_test,4321.302,4306.234,4109.915
normal_std30_100_L2_p10_train,4216.38,4210.54,4068.46
normal_std30_100_L2_p10_test,4242.645,4242.021,4091.011
normal_std30_150_L2_p10_train,4311.14,4271.24,4091.87
normal_std30_150_L2_p10_test,4383.367,4334.637,4094.36
normal_std30_125_L2_p10_train,4201.56,4195.02,4040.77
normal_std30_125_L2_p10_test,4321.302,4306.234,4109.915
normal_std30_50_L2_p10_train,4186.96,4216.95,4080.62
normal_std30_50_L2_p10_test,4087.885,4095.735,4054.767
normal_std30_150_L2_p10_train,4311.14,4271.24,4091.87
normal_std30_150_L2_p10_test,4383.367,4334.637,4094.36
normal_std30_75_L2_p10_train,4226.78,4229.46,4097.4
normal_std30_75_L2_p10_test,4231.135,4236.839,4133.032
normal_std30_50_L2_p10_train,4186.96,4216.95,4080.62
normal_std30_50_L2_p10_test,4087.885,4095.735,4054.767
normal_std50_100_L2_p10_train,6779.86,6776.31,6698.92
normal_std50_100_L2_p10_test,6861.531,6860.741,6729.594
normal_std30_75_L2_p10_train,4226.78,4229.46,4097.4
normal_std30_75_L2_p10_test,4231.135,4236.839,4133.032
normal_std50_125_L2_p10_train,7046.87,7080.56,6952.29
normal_std50_125_L2_p10_test,7061.911,7032.411,6876.161
normal_std50_100_L2_p10_train,6779.86,6776.31,6698.92
normal_std50_100_L2_p10_test,6861.531,6860.741,6729.594
normal_std50_150_L2_p10_train,6948.72,7041.34,6814.87
