policy_id,dataset_id,split,avg_cost,ci_lower,ci_upper,tune_status,tune_train_avg,tuned_params,error
exponential_L6_c1_2,beta_a0p125_b1p125_M500_L6_p4,train,8356.12,7940.844,8752.524,ok_expanded,8356.12,"{""base_stock"": 0.0004608069138714023, ""safety_stock"": 1281.9417255549063, ""pipeline_weight"": 0.573183253777132, ""smoothing_factor"": 0.012479657612589035, ""lost_sales_weight"": 2.825801983536344e-05, ""demand_buffer"": 0.020947778105517737, ""min_order_threshold"": 0.8958171922114836}",
exponential_L6_c1_2,beta_a0p125_b1p125_M500_L6_p4,test,8679.356,8537.804875,8813.25405,ok_expanded,8356.12,"{""base_stock"": 0.0004608069138714023, ""safety_stock"": 1281.9417255549063, ""pipeline_weight"": 0.573183253777132, ""smoothing_factor"": 0.012479657612589035, ""lost_sales_weight"": 2.825801983536344e-05, ""demand_buffer"": 0.020947778105517737, ""min_order_threshold"": 0.8958171922114836}",
normal_std30_L6_c1_2,beta_a0p125_b1p125_M500_L6_p4,train,8351.88,7938.13425,8754.83,ok_expanded,8351.88,"{""base_stock"": 5.313553421208281e-06, ""safety_stock"": 125.87153308276714, ""pipeline_weight"": 0.8990717369038406, ""demand_forecast"": 25.96883145390845, ""smoothing_factor"": 0.10402376610857562, ""forecast_weight"": 0.2827681740702158, ""adjustment_factor"": 0.2114610980402919, ""pipeline_discount"": 0.925492266054315, ""min_order"": 13.743351303070302}",
normal_std30_L6_c1_2,beta_a0p125_b1p125_M500_L6_p4,test,8680.112,8537.105749999999,8814.935175,ok_expanded,8351.88,"{""base_stock"": 5.313553421208281e-06, ""safety_stock"": 125.87153308276714, ""pipeline_weight"": 0.8990717369038406, ""demand_forecast"": 25.96883145390845, ""smoothing_factor"": 0.10402376610857562, ""forecast_weight"": 0.2827681740702158, ""adjustment_factor"": 0.2114610980402919, ""pipeline_discount"": 0.925492266054315, ""min_order"": 13.743351303070302}",
poisson_L6_c1_2,beta_a0p125_b1p125_M500_L6_p4,train,8355.39,7936.7265,8763.068,ok_expanded,8355.39,"{""safety_stock"": 0.5331606311028282, ""demand_estimate"": 60.868212155849626, ""max_order"": 14.273790920252146}",
poisson_L6_c1_2,beta_a0p125_b1p125_M500_L6_p4,test,8695.419,8550.946375,8830.700975,ok_expanded,8355.39,"{""safety_stock"": 0.5331606311028282, ""demand_estimate"": 60.868212155849626, ""max_order"": 14.273790920252146}",
exponential_L6_c1_2,beta_a0p328125_b1p85938_M500_L6_p4,train,9609.22,9250.00175,9994.57325,ok_expanded,9609.22,"{""base_stock"": 0.005553165144118551, ""safety_stock"": 2545.7118294475545, ""pipeline_weight"": 0.40419547000612144, ""smoothing_factor"": 0.017304827424606192, ""lost_sales_weight"": 8.146454555960285e-06, ""demand_buffer"": 0.04586461274549515, ""min_order_threshold"": 19.115824621703446}",
exponential_L6_c1_2,beta_a0p328125_b1p85938_M500_L6_p4,test,10057.493,9933.673975,10191.2286,ok_expanded,9609.22,"{""base_stock"": 0.005553165144118551, ""safety_stock"": 2545.7118294475545, ""pipeline_weight"": 0.40419547000612144, ""smoothing_factor"": 0.017304827424606192, ""lost_sales_weight"": 8.146454555960285e-06, ""demand_buffer"": 0.04586461274549515, ""min_order_threshold"": 19.115824621703446}",
normal_std30_L6_c1_2,beta_a0p328125_b1p85938_M500_L6_p4,train,9607.02,9248.30575,9988.73425,ok_expanded,9607.02,"{""base_stock"": 1157.4181718702314, ""safety_stock"": 2.656241190625554, ""pipeline_weight"": 0.9212353116328534, ""demand_forecast"": 47.5462858348728, ""smoothing_factor"": 0.020081511461410427, ""forecast_weight"": 0.48559954691083707, ""adjustment_factor"": 0.131570398259803, ""pipeline_discount"": 0.4613438826189417, ""min_order"": 14.376264310060218}",
normal_std30_L6_c1_2,beta_a0p328125_b1p85938_M500_L6_p4,test,10050.97,9927.58455,10183.468175,ok_expanded,9607.02,"{""base_stock"": 1157.4181718702314, ""safety_stock"": 2.656241190625554, ""pipeline_weight"": 0.9212353116328534, ""demand_forecast"": 47.5462858348728, ""smoothing_factor"": 0.020081511461410427, ""forecast_weight"": 0.48559954691083707, ""adjustment_factor"": 0.131570398259803, ""pipeline_discount"": 0.4613438826189417, ""min_order"": 14.376264310060218}",
