policy_id,dataset_id,split,avg_cost,ci_lower,ci_upper,tune_status,tune_train_avg,tuned_params,error
exponential_L6_c1_2,beta_a0p125_b1p125_M500_L2_p6,train,11012.41,10493.2145,11527.053,ok_expanded,11012.41,"{""base_stock"": 1.1760231800734453, ""safety_stock"": 1.7642516822268701, ""pipeline_weight"": 0.9, ""smoothing_factor"": 0.2416592975115252, ""lost_sales_weight"": 2.6957430000968863, ""demand_buffer"": 71.39550685851967, ""min_order_threshold"": 0.048103418839873464}",
exponential_L6_c1_2,beta_a0p125_b1p125_M500_L2_p6,test,11401.102,11218.824175,11572.7036,ok_expanded,11012.41,"{""base_stock"": 1.1760231800734453, ""safety_stock"": 1.7642516822268701, ""pipeline_weight"": 0.9, ""smoothing_factor"": 0.2416592975115252, ""lost_sales_weight"": 2.6957430000968863, ""demand_buffer"": 71.39550685851967, ""min_order_threshold"": 0.048103418839873464}",
normal_std30_L6_c1_2,beta_a0p125_b1p125_M500_L2_p6,train,11000.93,10482.06925,11523.756249999999,ok_expanded,11000.93,"{""base_stock"": 157.37885169365828, ""safety_stock"": 47.56043029319001, ""pipeline_weight"": 1.3919139607324815, ""demand_forecast"": 0.00010016801764297449, ""smoothing_factor"": 0.3586306357542053, ""forecast_weight"": 0.8946711705393631, ""adjustment_factor"": 0.0, ""pipeline_discount"": 1.0, ""min_order"": 0.0040056261248868595}",
normal_std30_L6_c1_2,beta_a0p125_b1p125_M500_L2_p6,test,11374.151,11188.351675,11539.89845,ok_expanded,11000.93,"{""base_stock"": 157.37885169365828, ""safety_stock"": 47.56043029319001, ""pipeline_weight"": 1.3919139607324815, ""demand_forecast"": 0.00010016801764297449, ""smoothing_factor"": 0.3586306357542053, ""forecast_weight"": 0.8946711705393631, ""adjustment_factor"": 0.0, ""pipeline_discount"": 1.0, ""min_order"": 0.0040056261248868595}",
poisson_L6_c1_2,beta_a0p125_b1p125_M500_L2_p6,train,11057.88,10516.18675,11599.06875,ok_expanded,11057.88,"{""safety_stock"": 20.10508036620014, ""demand_estimate"": 146.41318959199967, ""max_order"": 46.05754467785248}",
poisson_L6_c1_2,beta_a0p125_b1p125_M500_L2_p6,test,11439.302,11251.691825,11610.60585,ok_expanded,11057.88,"{""safety_stock"": 20.10508036620014, ""demand_estimate"": 146.41318959199967, ""max_order"": 46.05754467785248}",
exponential_L6_c1_2,beta_a0p328125_b1p85938_M500_L2_p6,train,11541.13,11165.551000000001,11967.315499999999,ok_expanded,11541.13,"{""base_stock"": 0.04720840995791309, ""safety_stock"": 313.01686815471913, ""pipeline_weight"": 0.9666666666666667, ""smoothing_factor"": 0.5222234657354213, ""lost_sales_weight"": 0.9913351449008434, ""demand_buffer"": 0.00016681661182686925, ""min_order_threshold"": 0.5801788412647475}",
exponential_L6_c1_2,beta_a0p328125_b1p85938_M500_L2_p6,test,12070.6,11902.8056,12227.805400000001,ok_expanded,11541.13,"{""base_stock"": 0.04720840995791309, ""safety_stock"": 313.01686815471913, ""pipeline_weight"": 0.9666666666666667, ""smoothing_factor"": 0.5222234657354213, ""lost_sales_weight"": 0.9913351449008434, ""demand_buffer"": 0.00016681661182686925, ""min_order_threshold"": 0.5801788412647475}",
normal_std30_L6_c1_2,beta_a0p328125_b1p85938_M500_L2_p6,train,11555.62,11161.69175,11980.653499999999,ok_expanded,11555.62,"{""base_stock"": 8.324457393822689e-05, ""safety_stock"": 368.5015154561016, ""pipeline_weight"": 0.8227164990385979, ""demand_forecast"": 2.0235724295555056e-05, ""smoothing_factor"": 0.32511458282348965, ""forecast_weight"": 0.6000663614612761, ""adjustment_factor"": 0.0, ""pipeline_discount"": 0.7863617102110367, ""min_order"": 6.976933266671902}",
normal_std30_L6_c1_2,beta_a0p328125_b1p85938_M500_L2_p6,test,12058.449,11893.38105,12208.646975,ok_expanded,11555.62,"{""base_stock"": 8.324457393822689e-05, ""safety_stock"": 368.5015154561016, ""pipeline_weight"": 0.8227164990385979, ""demand_forecast"": 2.0235724295555056e-05, ""smoothing_factor"": 0.32511458282348965, ""forecast_weight"": 0.6000663614612761, ""adjustment_factor"": 0.0, ""pipeline_discount"": 0.7863617102110367, ""min_order"": 6.976933266671902}",
