policy_id,dataset_id,split,avg_cost,ci_lower,ci_upper,tune_status,tune_train_avg,tuned_params,error
exponential_L6_c1_2,beta_a0p125_b1p125_M500_L4_p6,train,11210.62,10686.573,11711.1715,ok_expanded,11210.62,"{""base_stock"": 3.253825764777266, ""safety_stock"": 2.794830408965757e-06, ""pipeline_weight"": 1.0, ""smoothing_factor"": 0.1435869070969033, ""lost_sales_weight"": 0.4511468910520496, ""demand_buffer"": 226.98814231061604, ""min_order_threshold"": 0.22654995377058937}",
exponential_L6_c1_2,beta_a0p125_b1p125_M500_L4_p6,test,11579.901,11397.290074999999,11765.7094,ok_expanded,11210.62,"{""base_stock"": 3.253825764777266, ""safety_stock"": 2.794830408965757e-06, ""pipeline_weight"": 1.0, ""smoothing_factor"": 0.1435869070969033, ""lost_sales_weight"": 0.4511468910520496, ""demand_buffer"": 226.98814231061604, ""min_order_threshold"": 0.22654995377058937}",
normal_std30_L6_c1_2,beta_a0p125_b1p125_M500_L4_p6,train,11214.44,10695.67175,11709.702,ok_expanded,11214.44,"{""base_stock"": 236.26896022847137, ""safety_stock"": 84.74305276481188, ""pipeline_weight"": 1.0, ""demand_forecast"": 0.0003580942769095807, ""smoothing_factor"": 0.15863063575420525, ""forecast_weight"": 0.6946711705393631, ""adjustment_factor"": 0.0, ""pipeline_discount"": 0.6014992711681315, ""min_order"": 0.0040056261248868595}",
normal_std30_L6_c1_2,beta_a0p125_b1p125_M500_L4_p6,test,11573.666,11391.179100000001,11758.062675,ok_expanded,11214.44,"{""base_stock"": 236.26896022847137, ""safety_stock"": 84.74305276481188, ""pipeline_weight"": 1.0, ""demand_forecast"": 0.0003580942769095807, ""smoothing_factor"": 0.15863063575420525, ""forecast_weight"": 0.6946711705393631, ""adjustment_factor"": 0.0, ""pipeline_discount"": 0.6014992711681315, ""min_order"": 0.0040056261248868595}",
poisson_L6_c1_2,beta_a0p125_b1p125_M500_L4_p6,train,11286.09,10758.31775,11791.92525,ok_expanded,11286.09,"{""safety_stock"": 79.09749101883807, ""demand_estimate"": 73.87265367309801, ""max_order"": 24.67458263908087}",
poisson_L6_c1_2,beta_a0p125_b1p125_M500_L4_p6,test,11710.977,11527.343125000001,11897.40555,ok_expanded,11286.09,"{""safety_stock"": 79.09749101883807, ""demand_estimate"": 73.87265367309801, ""max_order"": 24.67458263908087}",
exponential_L6_c1_2,beta_a0p328125_b1p85938_M500_L4_p6,train,12100.12,11658.91225,12592.41225,ok_expanded,12100.12,"{""base_stock"": 3.5823371445322967, ""safety_stock"": 2.7927390006529116e-06, ""pipeline_weight"": 0.9333333333333333, ""smoothing_factor"": 0.27692024043023666, ""lost_sales_weight"": 0.4511468910520496, ""demand_buffer"": 286.6930324195499, ""min_order_threshold"": 0.3413148029602214}",
exponential_L6_c1_2,beta_a0p328125_b1p85938_M500_L4_p6,test,12592.411,12421.539825,12749.966125,ok_expanded,12100.12,"{""base_stock"": 3.5823371445322967, ""safety_stock"": 2.7927390006529116e-06, ""pipeline_weight"": 0.9333333333333333, ""smoothing_factor"": 0.27692024043023666, ""lost_sales_weight"": 0.4511468910520496, ""demand_buffer"": 286.6930324195499, ""min_order_threshold"": 0.3413148029602214}",
normal_std30_L6_c1_2,beta_a0p328125_b1p85938_M500_L4_p6,train,12063.06,11611.667,12552.06525,ok_expanded,12063.06,"{""base_stock"": 509.88996656326606, ""safety_stock"": 0.001411281319913467, ""pipeline_weight"": 1.1866546487195302, ""demand_forecast"": 9.123557879824518e-05, ""smoothing_factor"": 0.3111447407158621, ""forecast_weight"": 0.4657868110319791, ""adjustment_factor"": 0.1666696676557607, ""pipeline_discount"": 0.6627328512121043, ""min_order"": 24.323807144153953}",
normal_std30_L6_c1_2,beta_a0p328125_b1p85938_M500_L4_p6,test,12567.915,12399.061474999999,12728.622975,ok_expanded,12063.06,"{""base_stock"": 509.88996656326606, ""safety_stock"": 0.001411281319913467, ""pipeline_weight"": 1.1866546487195302, ""demand_forecast"": 9.123557879824518e-05, ""smoothing_factor"": 0.3111447407158621, ""forecast_weight"": 0.4657868110319791, ""adjustment_factor"": 0.1666696676557607, ""pipeline_discount"": 0.6627328512121043, ""min_order"": 24.323807144153953}",
poisson_L6_c1_2,beta_a0p328125_b1p85938_M500_L4_p6,train,12169.14,11751.759750000001,12620.24525,ok_expanded,12169.14,"{""safety_stock"": 58.92704413299124, ""demand_estimate"": 119.06883961729187, ""max_order"": 68.46303415567088}",
poisson_L6_c1_2,beta_a0p328125_b1p85938_M500_L4_p6,test,12670.633,12499.38485,12827.26285,ok_expanded,12169.14,"{""safety_stock"": 58.92704413299124, ""demand_estimate"": 119.06883961729187, ""max_order"": 68.46303415567088}",
exponential_L6_c1_2,beta_a0p6_b2p4_M500_L4_p6,train,12876.93,12358.05875,13327.7215,ok_expanded,12876.93,"{""base_stock"": 4.222182984215097, ""safety_stock"": 2.788456203003829e-06, ""pipeline_weight"": 0.7739570684324646, ""smoothing_factor"": 0.2435869070969033, ""lost_sales_weight"": 0.4511468910520496, ""demand_buffer"": 366.1607648877044, ""min_order_threshold"": 1.9217959423892825}",
exponential_L6_c1_2,beta_a0p6_b2p4_M500_L4_p6,test,12988.843,12844.479825,13144.925000000001,ok_expanded,12876.93,"{""base_stock"": 4.222182984215097, ""safety_stock"": 2.788456203003829e-06, ""pipeline_weight"": 0.7739570684324646, ""smoothing_factor"": 0.2435869070969033, ""lost_sales_weight"": 0.4511468910520496, ""demand_buffer"": 366.1607648877044, ""min_order_threshold"": 1.9217959423892825}",
normal_std30_L6_c1_2,beta_a0p6_b2p4_M500_L4_p6,train,12838.75,12326.70325,13264.29625,ok_expanded,12838.75,"{""base_stock"": 513.5890366423243, ""safety_stock"": 159.30419562285104, ""pipeline_weight"": 0.656418761620988, ""demand_forecast"": 1.6346146925306762e-05, ""smoothing_factor"": 0.1906382431527364, ""forecast_weight"": 0.6278189612518351, ""adjustment_factor"": 0.293393754961725, ""pipeline_discount"": 0.7666666666666667, ""min_order"": 39.677862379635116}",
normal_std30_L6_c1_2,beta_a0p6_b2p4_M500_L4_p6,test,13019.65,12879.101725,13174.614450000001,ok_expanded,12838.75,"{""base_stock"": 513.5890366423243, ""safety_stock"": 159.30419562285104, ""pipeline_weight"": 0.656418761620988, ""demand_forecast"": 1.6346146925306762e-05, ""smoothing_factor"": 0.1906382431527364, ""forecast_weight"": 0.6278189612518351, ""adjustment_factor"": 0.293393754961725, ""pipeline_discount"": 0.7666666666666667, ""min_order"": 39.677862379635116}",
poisson_L6_c1_2,beta_a0p6_b2p4_M500_L4_p6,train,12814.86,12318.3775,13262.2325,ok_expanded,12814.86,"{""demand_estimate"": 178.22844713224532, ""max_order"": 95.92075836356183, ""safety_stock"": 52.35024776542003}",
poisson_L6_c1_2,beta_a0p6_b2p4_M500_L4_p6,test,13045.579,12909.84455,13198.527849999999,ok_expanded,12814.86,"{""demand_estimate"": 178.22844713224532, ""max_order"": 95.92075836356183, ""safety_stock"": 52.35024776542003}",
exponential_L6_c1_2,beta_a0p8_b7p2_M500_L4_p6,train,6201.99,5957.273,6412.407249999999,ok_expanded,6201.99,"{""base_stock"": 1.0191844047210301e-05, ""safety_stock"": 408.6711131028357, ""pipeline_weight"": 0.7333333333333334, ""smoothing_factor"": 0.1685914756636612, ""lost_sales_weight"": 0.11019690022155866, ""demand_buffer"": 597.5211780893544, ""min_order_threshold"": 1.3179428494251468}",
exponential_L6_c1_2,beta_a0p8_b7p2_M500_L4_p6,test,6195.202,6115.409575000001,6290.50555,ok_expanded,6201.99,"{""base_stock"": 1.0191844047210301e-05, ""safety_stock"": 408.6711131028357, ""pipeline_weight"": 0.7333333333333334, ""smoothing_factor"": 0.1685914756636612, ""lost_sales_weight"": 0.11019690022155866, ""demand_buffer"": 597.5211780893544, ""min_order_threshold"": 1.3179428494251468}",
normal_std30_L6_c1_2,beta_a0p8_b7p2_M500_L4_p6,train,6214.21,5958.8277499999995,6432.048,ok_expanded,6214.21,"{""base_stock"": 327.9359240667539, ""safety_stock"": 96.90750094889967, ""pipeline_weight"": 0.7690830742690161, ""demand_forecast"": 4.8259800348840526e-05, ""smoothing_factor"": 0.13470946875656073, ""forecast_weight"": 0.4806005140954007, ""adjustment_factor"": 0.2328652638461333, ""pipeline_discount"": 0.9403564911154533, ""min_order"": 0.000634031618130243}",
normal_std30_L6_c1_2,beta_a0p8_b7p2_M500_L4_p6,test,6211.51,6130.6788,6309.434375,ok_expanded,6214.21,"{""base_stock"": 327.9359240667539, ""safety_stock"": 96.90750094889967, ""pipeline_weight"": 0.7690830742690161, ""demand_forecast"": 4.8259800348840526e-05, ""smoothing_factor"": 0.13470946875656073, ""forecast_weight"": 0.4806005140954007, ""adjustment_factor"": 0.2328652638461333, ""pipeline_discount"": 0.9403564911154533, ""min_order"": 0.000634031618130243}",
poisson_L6_c1_2,beta_a0p8_b7p2_M500_L4_p6,train,6229.71,5989.94525,6435.4892500000005,ok_expanded,6229.71,"{""safety_stock"": 159.0802333875942, ""demand_estimate"": 42.70487627023608, ""max_order"": 45.51002056610562}",
poisson_L6_c1_2,beta_a0p8_b7p2_M500_L4_p6,test,6247.893,6172.5339,6341.531849999999,ok_expanded,6229.71,"{""safety_stock"": 159.0802333875942, ""demand_estimate"": 42.70487627023608, ""max_order"": 45.51002056610562}",
exponential_L6_c1_2,beta_a0p921875_b2p76562_M500_L4_p6,train,12598.94,12112.593499999999,13058.731249999999,ok_expanded,12598.94,"{""base_stock"": 402.1025296891431, ""safety_stock"": 0.04269580806159082, ""pipeline_weight"": 0.6595346825946239, ""smoothing_factor"": 0.1234321399780722, ""lost_sales_weight"": 0.00550528178276704, ""demand_buffer"": 589.3450880759616, ""min_order_threshold"": 9.811874393882288e-05}",
