policy_id,dataset_id,split,avg_cost,ci_lower,ci_upper,tune_status,tune_train_avg,tuned_params,error
exponential_L6_c1_2,beta_a0p125_b1p125_M500_L8_p6,train,11288.07,10721.671,11805.18975,ok_expanded,11288.07,"{""base_stock"": 0.41799344254791737, ""safety_stock"": 0.5888207621586724, ""pipeline_weight"": 0.8885795877463732, ""smoothing_factor"": 0.023312956300185036, ""lost_sales_weight"": 1.7771684218294133, ""demand_buffer"": 1572.524962591665, ""min_order_threshold"": 3.216945885741247e-05}",
exponential_L6_c1_2,beta_a0p125_b1p125_M500_L8_p6,test,11744.214,11553.138299999999,11937.63505,ok_expanded,11288.07,"{""base_stock"": 0.41799344254791737, ""safety_stock"": 0.5888207621586724, ""pipeline_weight"": 0.8885795877463732, ""smoothing_factor"": 0.023312956300185036, ""lost_sales_weight"": 1.7771684218294133, ""demand_buffer"": 1572.524962591665, ""min_order_threshold"": 3.216945885741247e-05}",
normal_std30_L6_c1_2,beta_a0p125_b1p125_M500_L8_p6,train,11262.27,10682.54075,11777.867999999999,ok_expanded,11262.27,"{""base_stock"": 4.214958151961091e-05, ""safety_stock"": 121.83976886122035, ""pipeline_weight"": 0.9439866921082916, ""demand_forecast"": 71.51638390083022, ""smoothing_factor"": 0.18217776218569792, ""forecast_weight"": 0.3573312012453778, ""adjustment_factor"": 0.6302222143851237, ""pipeline_discount"": 0.6893897213318768, ""min_order"": 2.473046709739039}",
normal_std30_L6_c1_2,beta_a0p125_b1p125_M500_L8_p6,test,11730.506,11537.143375,11923.416374999999,ok_expanded,11262.27,"{""base_stock"": 4.214958151961091e-05, ""safety_stock"": 121.83976886122035, ""pipeline_weight"": 0.9439866921082916, ""demand_forecast"": 71.51638390083022, ""smoothing_factor"": 0.18217776218569792, ""forecast_weight"": 0.3573312012453778, ""adjustment_factor"": 0.6302222143851237, ""pipeline_discount"": 0.6893897213318768, ""min_order"": 2.473046709739039}",
poisson_L6_c1_2,beta_a0p125_b1p125_M500_L8_p6,train,11308.83,10769.570749999999,11821.72725,ok_expanded,11308.83,"{""safety_stock"": 7.86292603172614, ""demand_estimate"": 56.4190880916959, ""max_order"": 23.99291425388935}",
poisson_L6_c1_2,beta_a0p125_b1p125_M500_L8_p6,test,11777.963,11586.7456,11969.928600000001,ok_expanded,11308.83,"{""safety_stock"": 7.86292603172614, ""demand_estimate"": 56.4190880916959, ""max_order"": 23.99291425388935}",
exponential_L6_c1_2,beta_a0p328125_b1p85938_M500_L8_p6,train,12457.52,11946.427,13033.15,ok_expanded,12457.52,"{""base_stock"": 10.013286832742128, ""safety_stock"": 395.62747581433865, ""pipeline_weight"": 0.9333333333333333, ""smoothing_factor"": 0.008135748105101457, ""lost_sales_weight"": 1.0104875351453084, ""demand_buffer"": 574.4406548742586, ""min_order_threshold"": 0.00010639189198320383}",
exponential_L6_c1_2,beta_a0p328125_b1p85938_M500_L8_p6,test,13160.801,12977.1065,13359.081925,ok_expanded,12457.52,"{""base_stock"": 10.013286832742128, ""safety_stock"": 395.62747581433865, ""pipeline_weight"": 0.9333333333333333, ""smoothing_factor"": 0.008135748105101457, ""lost_sales_weight"": 1.0104875351453084, ""demand_buffer"": 574.4406548742586, ""min_order_threshold"": 0.00010639189198320383}",
normal_std30_L6_c1_2,beta_a0p328125_b1p85938_M500_L8_p6,train,12384.04,11870.246500000001,12925.43375,ok_expanded,12384.04,"{""base_stock"": 837.1932899622612, ""safety_stock"": 0.0002530165583071992, ""pipeline_weight"": 0.8886447929490346, ""demand_forecast"": 52.94195670584622, ""smoothing_factor"": 0.05768322214956057, ""forecast_weight"": 0.340173797172962, ""adjustment_factor"": 0.2961688636495464, ""pipeline_discount"": 0.8308948808427327, ""min_order"": 4.702452213797708e-06}",
normal_std30_L6_c1_2,beta_a0p328125_b1p85938_M500_L8_p6,test,12960.248,12775.6942,13140.193675,ok_expanded,12384.04,"{""base_stock"": 837.1932899622612, ""safety_stock"": 0.0002530165583071992, ""pipeline_weight"": 0.8886447929490346, ""demand_forecast"": 52.94195670584622, ""smoothing_factor"": 0.05768322214956057, ""forecast_weight"": 0.340173797172962, ""adjustment_factor"": 0.2961688636495464, ""pipeline_discount"": 0.8308948808427327, ""min_order"": 4.702452213797708e-06}",
