policy_id,dataset_id,split,avg_cost,ci_lower,ci_upper,tune_status,tune_train_avg,tuned_params,error
exponential_L6_c1_2,beta_a0p125_b1p125_M500_L6_p6,train,11269.72,10724.19425,11771.5955,ok_expanded,11269.72,"{""base_stock"": 258.7433276253026, ""safety_stock"": 555.7793255441446, ""pipeline_weight"": 0.9778076071428495, ""smoothing_factor"": 0.04969760534956864, ""lost_sales_weight"": 1.5483226158462953, ""demand_buffer"": 0.24281595164329406, ""min_order_threshold"": 0.8734308509116644}",
exponential_L6_c1_2,beta_a0p125_b1p125_M500_L6_p6,test,11700.194,11510.8873,11895.07225,ok_expanded,11269.72,"{""base_stock"": 258.7433276253026, ""safety_stock"": 555.7793255441446, ""pipeline_weight"": 0.9778076071428495, ""smoothing_factor"": 0.04969760534956864, ""lost_sales_weight"": 1.5483226158462953, ""demand_buffer"": 0.24281595164329406, ""min_order_threshold"": 0.8734308509116644}",
normal_std30_L6_c1_2,beta_a0p125_b1p125_M500_L6_p6,train,11258.3,10690.35475,11769.9065,ok_expanded,11258.3,"{""base_stock"": 1.8015438577902985e-05, ""safety_stock"": 96.17267767637134, ""pipeline_weight"": 0.8186692347493124, ""demand_forecast"": 97.12144548362586, ""smoothing_factor"": 0.25386634962089283, ""forecast_weight"": 0.27962893469230793, ""adjustment_factor"": 0.7880644204555839, ""pipeline_discount"": 0.3919903348482076, ""min_order"": 1.0286780970560643}",
normal_std30_L6_c1_2,beta_a0p125_b1p125_M500_L6_p6,test,11706.839,11513.960775,11902.586725,ok_expanded,11258.3,"{""base_stock"": 1.8015438577902985e-05, ""safety_stock"": 96.17267767637134, ""pipeline_weight"": 0.8186692347493124, ""demand_forecast"": 97.12144548362586, ""smoothing_factor"": 0.25386634962089283, ""forecast_weight"": 0.27962893469230793, ""adjustment_factor"": 0.7880644204555839, ""pipeline_discount"": 0.3919903348482076, ""min_order"": 1.0286780970560643}",
poisson_L6_c1_2,beta_a0p125_b1p125_M500_L6_p6,train,11300.77,10768.575,11816.744499999999,ok_expanded,11300.77,"{""safety_stock"": 160.87147692596082, ""demand_estimate"": 35.531333554455365, ""max_order"": 23.617879929653917}",
poisson_L6_c1_2,beta_a0p125_b1p125_M500_L6_p6,test,11753.128,11562.36315,11944.227625,ok_expanded,11300.77,"{""safety_stock"": 160.87147692596082, ""demand_estimate"": 35.531333554455365, ""max_order"": 23.617879929653917}",
exponential_L6_c1_2,beta_a0p328125_b1p85938_M500_L6_p6,train,12317.51,11835.053249999999,12814.99125,ok_expanded,12317.51,"{""base_stock"": 10.892173615419843, ""safety_stock"": 3.029761225495352e-06, ""pipeline_weight"": 0.6136139805691349, ""smoothing_factor"": 0.08310867156321879, ""lost_sales_weight"": 0.010689710856139826, ""demand_buffer"": 7542.306959787325, ""min_order_threshold"": 1.0958002106855196}",
exponential_L6_c1_2,beta_a0p328125_b1p85938_M500_L6_p6,test,12833.15,12656.841325000001,13005.934025,ok_expanded,12317.51,"{""base_stock"": 10.892173615419843, ""safety_stock"": 3.029761225495352e-06, ""pipeline_weight"": 0.6136139805691349, ""smoothing_factor"": 0.08310867156321879, ""lost_sales_weight"": 0.010689710856139826, ""demand_buffer"": 7542.306959787325, ""min_order_threshold"": 1.0958002106855196}",
normal_std30_L6_c1_2,beta_a0p328125_b1p85938_M500_L6_p6,train,12321.06,11836.321249999999,12815.6765,ok_expanded,12321.06,"{""base_stock"": 754.9884251777246, ""safety_stock"": 57.21267164344829, ""pipeline_weight"": 0.9949001210820692, ""demand_forecast"": 0.00014066566156930232, ""smoothing_factor"": 0.10007386963982343, ""forecast_weight"": 0.31513985340976275, ""adjustment_factor"": 0.28909797838362283, ""pipeline_discount"": 0.8597085164613097, ""min_order"": 30.79474223101065}",
normal_std30_L6_c1_2,beta_a0p328125_b1p85938_M500_L6_p6,test,12834.427,12657.5496,13009.072900000001,ok_expanded,12321.06,"{""base_stock"": 754.9884251777246, ""safety_stock"": 57.21267164344829, ""pipeline_weight"": 0.9949001210820692, ""demand_forecast"": 0.00014066566156930232, ""smoothing_factor"": 0.10007386963982343, ""forecast_weight"": 0.31513985340976275, ""adjustment_factor"": 0.28909797838362283, ""pipeline_discount"": 0.8597085164613097, ""min_order"": 30.79474223101065}",
poisson_L6_c1_2,beta_a0p328125_b1p85938_M500_L6_p6,train,12364.66,11867.22925,12890.84325,ok_expanded,12364.66,"{""safety_stock"": 497.00622915481165, ""demand_estimate"": 20.1633255784546, ""max_order"": 52.208596890752425}",
poisson_L6_c1_2,beta_a0p328125_b1p85938_M500_L6_p6,test,12945.479,12772.45455,13127.81075,ok_expanded,12364.66,"{""safety_stock"": 497.00622915481165, ""demand_estimate"": 20.1633255784546, ""max_order"": 52.208596890752425}",
exponential_L6_c1_2,beta_a0p6_b2p4_M500_L6_p6,train,13203.6,12686.392,13612.77,ok_expanded,13203.6,"{""base_stock"": 5.122581380007083, ""safety_stock"": 2.8319865920816157e-06, ""pipeline_weight"": 1.0, ""smoothing_factor"": 0.1435869070969033, ""lost_sales_weight"": 0.4511468910520496, ""demand_buffer"": 488.2666544212996, ""min_order_threshold"": 1.9217959423892825}",
exponential_L6_c1_2,beta_a0p6_b2p4_M500_L6_p6,test,13368.963,13223.65855,13533.33455,ok_expanded,13203.6,"{""base_stock"": 5.122581380007083, ""safety_stock"": 2.8319865920816157e-06, ""pipeline_weight"": 1.0, ""smoothing_factor"": 0.1435869070969033, ""lost_sales_weight"": 0.4511468910520496, ""demand_buffer"": 488.2666544212996, ""min_order_threshold"": 1.9217959423892825}",
normal_std30_L6_c1_2,beta_a0p6_b2p4_M500_L6_p6,train,13181.61,12656.28325,13618.60725,ok_expanded,13181.61,"{""base_stock"": 754.9884251777246, ""safety_stock"": 256.18194105414915, ""pipeline_weight"": 0.7949001210820692, ""demand_forecast"": 0.00013964508708497078, ""smoothing_factor"": 0.10007386963982343, ""forecast_weight"": 0.31513985340976275, ""adjustment_factor"": 0.42243131171695614, ""pipeline_discount"": 0.9333333333333333, ""min_order"": 39.50466518106169}",
normal_std30_L6_c1_2,beta_a0p6_b2p4_M500_L6_p6,test,13332.619,13188.808425000001,13486.513075,ok_expanded,13181.61,"{""base_stock"": 754.9884251777246, ""safety_stock"": 256.18194105414915, ""pipeline_weight"": 0.7949001210820692, ""demand_forecast"": 0.00013964508708497078, ""smoothing_factor"": 0.10007386963982343, ""forecast_weight"": 0.31513985340976275, ""adjustment_factor"": 0.42243131171695614, ""pipeline_discount"": 0.9333333333333333, ""min_order"": 39.50466518106169}",
poisson_L6_c1_2,beta_a0p6_b2p4_M500_L6_p6,train,13202.38,12671.25225,13659.4355,ok_expanded,13202.38,"{""safety_stock"": 21.889971145943957, ""demand_estimate"": 145.97894609351002, ""max_order"": 88.7862608076998}",
poisson_L6_c1_2,beta_a0p6_b2p4_M500_L6_p6,test,13394.677,13252.478949999999,13557.073725,ok_expanded,13202.38,"{""safety_stock"": 21.889971145943957, ""demand_estimate"": 145.97894609351002, ""max_order"": 88.7862608076998}",
exponential_L6_c1_2,beta_a0p8_b7p2_M500_L6_p6,train,6320.66,6055.485,6554.9285,ok_expanded,6320.66,"{""base_stock"": 2.131883395331336, ""safety_stock"": 253.51283851411975, ""pipeline_weight"": 0.9199224620733667, ""smoothing_factor"": 0.09103963538591262, ""lost_sales_weight"": 0.2709065519271383, ""demand_buffer"": 753.1868942214071, ""min_order_threshold"": 0.014154472147938559}",
exponential_L6_c1_2,beta_a0p8_b7p2_M500_L6_p6,test,6342.067,6254.31345,6445.1896,ok_expanded,6320.66,"{""base_stock"": 2.131883395331336, ""safety_stock"": 253.51283851411975, ""pipeline_weight"": 0.9199224620733667, ""smoothing_factor"": 0.09103963538591262, ""lost_sales_weight"": 0.2709065519271383, ""demand_buffer"": 753.1868942214071, ""min_order_threshold"": 0.014154472147938559}",
normal_std30_L6_c1_2,beta_a0p8_b7p2_M500_L6_p6,train,6313.61,6048.2305,6550.242,ok_expanded,6313.61,"{""base_stock"": 481.36567313491855, ""safety_stock"": 139.4052239061948, ""pipeline_weight"": 0.9665762056638785, ""demand_forecast"": 0.0027783485733551103, ""smoothing_factor"": 0.09326611579493033, ""forecast_weight"": 0.1889275090762943, ""adjustment_factor"": 0.7996761927712658, ""pipeline_discount"": 0.6404197498267121, ""min_order"": 0.014622056911141908}",
normal_std30_L6_c1_2,beta_a0p8_b7p2_M500_L6_p6,test,6335.897,6245.5819,6439.83685,ok_expanded,6313.61,"{""base_stock"": 481.36567313491855, ""safety_stock"": 139.4052239061948, ""pipeline_weight"": 0.9665762056638785, ""demand_forecast"": 0.0027783485733551103, ""smoothing_factor"": 0.09326611579493033, ""forecast_weight"": 0.1889275090762943, ""adjustment_factor"": 0.7996761927712658, ""pipeline_discount"": 0.6404197498267121, ""min_order"": 0.014622056911141908}",
poisson_L6_c1_2,beta_a0p8_b7p2_M500_L6_p6,train,6347.48,6097.62275,6574.1445,ok_expanded,6347.48,"{""safety_stock"": 5.450864806252307e-06, ""demand_estimate"": 74.87823904170548, ""max_order"": 40.64514909120895}",
poisson_L6_c1_2,beta_a0p8_b7p2_M500_L6_p6,test,6368.561,6281.4424,6471.70735,ok_expanded,6347.48,"{""safety_stock"": 5.450864806252307e-06, ""demand_estimate"": 74.87823904170548, ""max_order"": 40.64514909120895}",
exponential_L6_c1_2,beta_a0p921875_b2p76562_M500_L6_p6,train,12864.19,12422.67025,13374.60925,ok_expanded,12864.19,"{""base_stock"": 544.7933954406163, ""safety_stock"": 0.00046349916606396117, ""pipeline_weight"": 0.5916351836415162, ""smoothing_factor"": 0.06960324307387113, ""lost_sales_weight"": 4.094925056704542, ""demand_buffer"": 0.9154252928269252, ""min_order_threshold"": 0.0015603493087355499}",
exponential_L6_c1_2,beta_a0p921875_b2p76562_M500_L6_p6,test,13377.303,13215.181475000001,13548.9202,ok_expanded,12864.19,"{""base_stock"": 544.7933954406163, ""safety_stock"": 0.00046349916606396117, ""pipeline_weight"": 0.5916351836415162, ""smoothing_factor"": 0.06960324307387113, ""lost_sales_weight"": 4.094925056704542, ""demand_buffer"": 0.9154252928269252, ""min_order_threshold"": 0.0015603493087355499}",
normal_std30_L6_c1_2,beta_a0p921875_b2p76562_M500_L6_p6,train,12912.92,12451.4515,13426.58275,ok_expanded,12912.92,"{""base_stock"": 851.4685384766391, ""safety_stock"": 0.0033791386121929372, ""pipeline_weight"": 0.844293430147355, ""demand_forecast"": 77.38984249031375, ""smoothing_factor"": 0.10848012951298887, ""forecast_weight"": 0.7589550635359683, ""adjustment_factor"": 0.574685710238718, ""pipeline_discount"": 0.8331170650336598, ""min_order"": 48.497270716402554}",
normal_std30_L6_c1_2,beta_a0p921875_b2p76562_M500_L6_p6,test,13340.166,13188.646775000001,13494.91685,ok_expanded,12912.92,"{""base_stock"": 851.4685384766391, ""safety_stock"": 0.0033791386121929372, ""pipeline_weight"": 0.844293430147355, ""demand_forecast"": 77.38984249031375, ""smoothing_factor"": 0.10848012951298887, ""forecast_weight"": 0.7589550635359683, ""adjustment_factor"": 0.574685710238718, ""pipeline_discount"": 0.8331170650336598, ""min_order"": 48.497270716402554}",
poisson_L6_c1_2,beta_a0p921875_b2p76562_M500_L6_p6,train,12867.3,12386.51375,13376.439499999999,ok_expanded,12867.3,"{""safety_stock"": 1.4327660220278757, ""demand_estimate"": 200.5297964641126, ""max_order"": 112.22809449035888}",
poisson_L6_c1_2,beta_a0p921875_b2p76562_M500_L6_p6,test,13398.902,13247.84225,13549.267225,ok_expanded,12867.3,"{""safety_stock"": 1.4327660220278757, ""demand_estimate"": 200.5297964641126, ""max_order"": 112.22809449035888}",
exponential_L6_c1_2,beta_a116p938_b350p812_M500_L6_p6,train,1409.75,1345.07625,1478.76175,ok_expanded,1409.75,"{""base_stock"": 19.595344014743887, ""safety_stock"": 139.8754354860178, ""pipeline_weight"": 0.8944732772994731, ""smoothing_factor"": 0.008135748105101457, ""lost_sales_weight"": 1.4290451768114547, ""demand_buffer"": 556.9074399678569, ""min_order_threshold"": 0.00012166668882722881}",
exponential_L6_c1_2,beta_a116p938_b350p812_M500_L6_p6,test,1393.106,1373.988,1411.863425,ok_expanded,1409.75,"{""base_stock"": 19.595344014743887, ""safety_stock"": 139.8754354860178, ""pipeline_weight"": 0.8944732772994731, ""smoothing_factor"": 0.008135748105101457, ""lost_sales_weight"": 1.4290451768114547, ""demand_buffer"": 556.9074399678569, ""min_order_threshold"": 0.00012166668882722881}",
normal_std30_L6_c1_2,beta_a116p938_b350p812_M500_L6_p6,train,1414.26,1345.79975,1488.20575,ok_expanded,1414.26,"{""base_stock"": 2516.8602801495367, ""safety_stock"": 5.636545986900726e-05, ""pipeline_weight"": 0.7793290000262503, ""demand_forecast"": 117.83383272919994, ""smoothing_factor"": 0.019441610752380163, ""forecast_weight"": 0.7061695872344528, ""adjustment_factor"": 0.17914443895643914, ""pipeline_discount"": 0.5865189026682652, ""min_order"": 0.0024218961685125687}",
