policy,split,L,p,baseline,mean_%,median_%,pct_pos_%,pct_neg_%,n_rows_total,n_valid,n_missing_or_invalid
exponential_L6_c1_2,train,6,10,avg_cost_basestock,21.923824531521227,18.814748176157213,99.04912836767036,0.31695721077654515,631,631,0
exponential_L6_c1_2,train,6,10,avg_cost_constant,7.310227299202423,7.3740262252634485,96.35499207606973,3.011093502377179,631,631,0
normal_std30_L6_c1_2,train,6,10,avg_cost_basestock,22.599938482799818,19.113127956878266,98.41521394611728,0.9508716323296356,631,631,0
normal_std30_L6_c1_2,train,6,10,avg_cost_constant,9.051920049712582,8.03574267283574,98.41521394611728,0.7923930269413629,631,631,0
poisson_L6_c1_2,train,6,10,avg_cost_basestock,23.120072332007748,19.796555301447444,99.20760697305863,0.0,631,631,0
poisson_L6_c1_2,train,6,10,avg_cost_constant,9.817211420116283,9.053468235544443,97.62282091917591,2.0602218700475436,631,631,0
