policy,split,L,p,baseline,mean_%,median_%,pct_pos_%,pct_neg_%,n_rows_total,n_valid,n_missing_or_invalid
exponential_L6_c1_2,train,8,4,avg_cost_basestock,48.24236181251216,46.00476805124859,100.0,0.0,35,35,0
exponential_L6_c1_2,train,8,4,avg_cost_constant,0.5975799502079913,1.0789449188041058,85.71428571428571,8.571428571428571,35,35,0
normal_std30_L6_c1_2,train,8,4,avg_cost_basestock,48.40254715970002,46.08479717997943,100.0,0.0,35,35,0
normal_std30_L6_c1_2,train,8,4,avg_cost_constant,1.0710321052094813,1.2322427109339624,91.42857142857143,5.714285714285714,35,35,0
poisson_L6_c1_2,train,8,4,avg_cost_basestock,48.24097195589184,46.87245228906709,100.0,0.0,35,35,0
poisson_L6_c1_2,train,8,4,avg_cost_constant,0.46038193315590065,0.963149391931314,77.14285714285715,20.0,35,35,0
