dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
beta_a0p125_b1p125_M500_L2_p2_train.json,beta_a0p125_b1p125_M500_L6_c1_2_train.json,2,1,2.0,100,50,47.1538,18,4614.27,5,4591.33
beta_a0p125_b1p125_M500_L2_p2_test.json,beta_a0p125_b1p125_M500_L6_c1_2_test.json,2,1,2.0,1000,50,49.15512,18,4810.197,5,4780.898
beta_a0p328125_b1p85938_M500_L2_p2_train.json,beta_a0p328125_b1p85938_M500_L6_c1_2_train.json,2,1,2.0,100,50,71.0408,103,5948.16,26,5848.51
beta_a0p328125_b1p85938_M500_L2_p2_test.json,beta_a0p328125_b1p85938_M500_L6_c1_2_test.json,2,1,2.0,1000,50,75.3431,103,6307.226,26,6149.082
beta_a0p6_b2p4_M500_L2_p2_train.json,beta_a0p6_b2p4_M500_L6_c1_2_train.json,2,1,2.0,100,50,101.338,212,7077.74,56,6731.02
beta_a0p6_b2p4_M500_L2_p2_test.json,beta_a0p6_b2p4_M500_L6_c1_2_test.json,2,1,2.0,1000,50,99.35242,212,6963.019,56,6711.455
beta_a0p8_b7p2_M500_L2_p2_train.json,beta_a0p8_b7p2_M500_L6_c1_2_train.json,2,1,2.0,100,50,49.6336,102,3321.28,28,3159.52
beta_a0p8_b7p2_M500_L2_p2_test.json,beta_a0p8_b7p2_M500_L6_c1_2_test.json,2,1,2.0,1000,50,49.69722,102,3297.699,28,3161.953
beta_a0p921875_b2p76562_M500_L2_p2_train.json,beta_a0p921875_b2p76562_M500_L6_c1_2_train.json,2,1,2.0,100,50,126.2936,297,7298.16,82,6876.81
beta_a0p921875_b2p76562_M500_L2_p2_test.json,beta_a0p921875_b2p76562_M500_L6_c1_2_test.json,2,1,2.0,1000,50,126.25464,297,7410.828,82,6992.368
beta_a116p938_b350p812_M500_L2_p2_train.json,beta_a116p938_b350p812_M500_L6_c1_2_train.json,2,1,2.0,100,50,125.1094,371,1110.09,120,761.15
beta_a116p938_b350p812_M500_L2_p2_test.json,beta_a116p938_b350p812_M500_L6_c1_2_test.json,2,1,2.0,1000,50,125.02062,371,1112.301,120,760.177
beta_a11p8031_b66p8844_M500_L2_p2_train.json,beta_a11p8031_b66p8844_M500_L6_c1_2_train.json,2,1,2.0,100,50,75.1428,214,1650.95,66,1471.07
beta_a11p8031_b66p8844_M500_L2_p2_test.json,beta_a11p8031_b66p8844_M500_L6_c1_2_test.json,2,1,2.0,1000,50,74.92098,214,1661.084,66,1467.988
beta_a12p7708_b38p3125_M500_L2_p2_train.json,beta_a12p7708_b38p3125_M500_L6_c1_2_train.json,2,1,2.0,100,50,125.5454,362,2592.79,112,2208.04
beta_a12p7708_b38p3125_M500_L2_p2_test.json,beta_a12p7708_b38p3125_M500_L6_c1_2_test.json,2,1,2.0,1000,50,124.9988,362,2551.894,112,2211.662
beta_a157p2_b366p8_M500_L2_p2_train.json,beta_a157p2_b366p8_M500_L6_c1_2_train.json,2,1,2.0,100,50,149.9176,445,1186.72,145,754.86
beta_a157p2_b366p8_M500_L2_p2_test.json,beta_a157p2_b366p8_M500_L6_c1_2_test.json,2,1,2.0,1000,50,150.01718,445,1186.616,145,764.633
beta_a17p2_b40p1333_M500_L2_p2_train.json,beta_a17p2_b40p1333_M500_L6_c1_2_train.json,2,1,2.0,100,50,149.8122,436,2627.39,136,2231.46
beta_a17p2_b40p1333_M500_L2_p2_test.json,beta_a17p2_b40p1333_M500_L6_c1_2_test.json,2,1,2.0,1000,50,149.94178,436,2637.707,136,2247.012
beta_a19p8_b79p2_M500_L2_p2_train.json,beta_a19p8_b79p2_M500_L6_c1_2_train.json,2,1,2.0,100,50,100.0022,289,1757.09,90,1529.64
beta_a19p8_b79p2_M500_L2_p2_test.json,beta_a19p8_b79p2_M500_L6_c1_2_test.json,2,1,2.0,1000,50,100.0442,289,1752.747,90,1488.4
beta_a1p275_b2p975_M500_L2_p2_train.json,beta_a1p275_b2p975_M500_L6_c1_2_train.json,2,1,2.0,100,50,151.078,371,7869.54,104,7364.37
beta_a1p275_b2p975_M500_L2_p2_test.json,beta_a1p275_b2p975_M500_L6_c1_2_test.json,2,1,2.0,1000,50,149.60594,371,7657.021,104,7204.693
beta_a1p7625_b9p9875_M500_L2_p2_train.json,beta_a1p7625_b9p9875_M500_L6_c1_2_train.json,2,1,2.0,100,50,75.8172,195,3606.96,54,3402.36
beta_a1p7625_b9p9875_M500_L2_p2_test.json,beta_a1p7625_b9p9875_M500_L6_c1_2_test.json,2,1,2.0,1000,50,74.79722,195,3667.801,54,3461.174
beta_a22p4_b201p6_M500_L2_p2_train.json,beta_a22p4_b201p6_M500_L6_c1_2_train.json,2,1,2.0,100,50,50.1474,145,890.52,45,750.41
beta_a22p4_b201p6_M500_L2_p2_test.json,beta_a22p4_b201p6_M500_L6_c1_2_test.json,2,1,2.0,1000,50,50.02578,145,874.343,45,741.849
beta_a29p0469_b87p1406_M500_L2_p2_train.json,beta_a29p0469_b87p1406_M500_L6_c1_2_train.json,2,1,2.0,100,50,124.5836,364,1820.63,116,1481.27
beta_a29p0469_b87p1406_M500_L2_p2_test.json,beta_a29p0469_b87p1406_M500_L6_c1_2_test.json,2,1,2.0,1000,50,125.19174,364,1843.313,116,1493.461
beta_a2p4_b21p6_M500_L2_p2_train.json,beta_a2p4_b21p6_M500_L6_c1_2_train.json,2,1,2.0,100,50,49.7432,127,2244.74,37,2092.98
beta_a2p4_b21p6_M500_L2_p2_test.json,beta_a2p4_b21p6_M500_L6_c1_2_test.json,2,1,2.0,1000,50,49.96956,127,2208.893,37,2058.85
beta_a39p075_b91p175_M500_L2_p2_train.json,beta_a39p075_b91p175_M500_L6_c1_2_train.json,2,1,2.0,100,50,149.7412,440,1891.87,141,1488.23
beta_a39p075_b91p175_M500_L2_p2_test.json,beta_a39p075_b91p175_M500_L6_c1_2_test.json,2,1,2.0,1000,50,150.09768,440,1913.09,141,1493.575
beta_a3_b12_M500_L2_p2_train.json,beta_a3_b12_M500_L6_c1_2_train.json,2,1,2.0,100,50,100.1782,268,3884.2,78,3607.51
beta_a3_b12_M500_L2_p2_test.json,beta_a3_b12_M500_L6_c1_2_test.json,2,1,2.0,1000,50,99.96176,268,3869.403,78,3607.52
beta_a47p6625_b270p087_M500_L2_p2_train.json,beta_a47p6625_b270p087_M500_L6_c1_2_train.json,2,1,2.0,100,50,75.2648,221,947.96,71,732.69
beta_a47p6625_b270p087_M500_L2_p2_test.json,beta_a47p6625_b270p087_M500_L6_c1_2_test.json,2,1,2.0,1000,50,75.11256,221,954.752,71,747.884
beta_a4p4375_b13p3125_M500_L2_p2_train.json,beta_a4p4375_b13p3125_M500_L6_c1_2_train.json,2,1,2.0,100,50,125.1028,345,3961.05,103,3583.84
beta_a4p4375_b13p3125_M500_L2_p2_test.json,beta_a4p4375_b13p3125_M500_L6_c1_2_test.json,2,1,2.0,1000,50,125.48116,345,3985.633,103,3635.306
beta_a5p1625_b29p2542_M500_L2_p2_train.json,beta_a5p1625_b29p2542_M500_L6_c1_2_train.json,2,1,2.0,100,50,74.7118,206,2379.96,61,2180.13
beta_a5p1625_b29p2542_M500_L2_p2_test.json,beta_a5p1625_b29p2542_M500_L6_c1_2_test.json,2,1,2.0,1000,50,74.92302,206,2354.324,61,2147.941
beta_a5p525_b49p725_M500_L2_p2_train.json,beta_a5p525_b49p725_M500_L6_c1_2_train.json,2,1,2.0,100,50,50.3258,138,1616.07,41,1481.91
beta_a5p525_b49p725_M500_L2_p2_test.json,beta_a5p525_b49p725_M500_L6_c1_2_test.json,2,1,2.0,1000,50,49.98298,138,1572.711,41,1429.724
beta_a6_b14_M500_L2_p2_train.json,beta_a6_b14_M500_L6_c1_2_train.json,2,1,2.0,100,50,150.0294,423,4029.47,128,3640.13
beta_a6_b14_M500_L2_p2_test.json,beta_a6_b14_M500_L6_c1_2_test.json,2,1,2.0,1000,50,150.24082,423,4101.948,128,3698.505
beta_a79p8_b319p2_M500_L2_p2_train.json,beta_a79p8_b319p2_M500_L6_c1_2_train.json,2,1,2.0,100,50,100.1062,295,1019.14,96,742.57
beta_a79p8_b319p2_M500_L2_p2_test.json,beta_a79p8_b319p2_M500_L6_c1_2_test.json,2,1,2.0,1000,50,99.96968,295,1032.62,96,761.378
beta_a8p68889_b34p7556_M500_L2_p2_train.json,beta_a8p68889_b34p7556_M500_L6_c1_2_train.json,2,1,2.0,100,50,99.6358,282,2457.52,86,2181.05
beta_a8p68889_b34p7556_M500_L2_p2_test.json,beta_a8p68889_b34p7556_M500_L6_c1_2_test.json,2,1,2.0,1000,50,99.9929,282,2469.26,86,2208.43
binom_n1000000_p2_L2_p2_train.json,binom_n1000000_p0p0001_L6_c1_2_train.json,2,1,2.0,100,50,100.2514,297,1038.42,96,761.9
binom_n1000000_p2_L2_p2_test.json,binom_n1000000_p0p0001_L6_c1_2_test.json,2,1,2.0,1000,50,99.9682,297,1028.271,96,754.28
binom_n1250000_p2_L2_p2_train.json,binom_n1250000_p0p0001_L6_c1_2_train.json,2,1,2.0,100,50,124.8618,370,1192.78,120,835.08
binom_n1250000_p2_L2_p2_test.json,binom_n1250000_p0p0001_L6_c1_2_test.json,2,1,2.0,1000,50,125.0043,370,1197.861,120,844.514
binom_n1500000_p2_L2_p2_train.json,binom_n1500000_p0p0001_L6_c1_2_train.json,2,1,2.0,100,50,149.849,445,1333.62,145,901.12
binom_n1500000_p2_L2_p2_test.json,binom_n1500000_p0p0001_L6_c1_2_test.json,2,1,2.0,1000,50,150.10878,445,1344.912,145,920.096
binom_n450_p2_L2_p2_train.json,binom_n450_p0p333333_L6_c1_2_train.json,2,1,2.0,100,50,149.9906,446,1176.52,145,758.43
binom_n450_p2_L2_p2_test.json,binom_n450_p0p333333_L6_c1_2_test.json,2,1,2.0,1000,50,149.97174,446,1183.12,145,753.404
binom_n500000_p2_L2_p2_train.json,binom_n500000_p0p0001_L6_c1_2_train.json,2,1,2.0,100,50,50.1034,147,667.1,47,533.44
binom_n500000_p2_L2_p2_test.json,binom_n500000_p0p0001_L6_c1_2_test.json,2,1,2.0,1000,50,50.08018,147,670.041,47,530.341
binom_n625_p2_L2_p2_train.json,binom_n625_p0p2_L6_c1_2_train.json,2,1,2.0,100,50,124.9616,370,1117.2,120,765.23
binom_n625_p2_L2_p2_test.json,binom_n625_p0p2_L6_c1_2_test.json,2,1,2.0,1000,50,124.91102,370,1113.433,120,757.565
binom_n750000_p2_L2_p2_train.json,binom_n750000_p0p0001_L6_c1_2_train.json,2,1,2.0,100,50,74.9924,221,861.24,71,636.68
binom_n750000_p2_L2_p2_test.json,binom_n750000_p0p0001_L6_c1_2_test.json,2,1,2.0,1000,50,75.0028,221,857.219,71,648.296
cunif_a0_b100_L2_p2_train.json,cunif_a0_b100_L6_c1_2_train.json,2,1,2.0,100,50,49.4352,136,2334.79,36,2198.14
cunif_a0_b100_L2_p2_test.json,cunif_a0_b100_L6_c1_2_test.json,2,1,2.0,1000,50,49.94864,136,2339.219,36,2220.166
cunif_a0_b150_L2_p2_train.json,cunif_a0_b150_L6_c1_2_train.json,2,1,2.0,100,50,76.1294,206,3535.99,56,3307.57
cunif_a0_b150_L2_p2_test.json,cunif_a0_b150_L6_c1_2_test.json,2,1,2.0,1000,50,74.99802,206,3534.613,56,3371.299
cunif_a0_b200_L2_p2_train.json,cunif_a0_b200_L6_c1_2_train.json,2,1,2.0,100,50,99.721,270,4658.08,72,4470.48
cunif_a0_b200_L2_p2_test.json,cunif_a0_b200_L6_c1_2_test.json,2,1,2.0,1000,50,100.08482,270,4675.656,72,4445.391
