dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
beta_a0p125_b1p125_M500_L2_p2_train,4585.92,4586.19,4589.56
beta_a0p125_b1p125_M500_L2_p2_test,4779.012,4777.737,4779.683
beta_a0p328125_b1p85938_M500_L2_p2_train,5791.49,5794.94,5803.97
beta_a0p328125_b1p85938_M500_L2_p2_test,6086.868,6089.336,6102.898
beta_a0p6_b2p4_M500_L2_p2_train,6589.27,6588.75,6606.75
beta_a0p6_b2p4_M500_L2_p2_test,6589.035,6587.025,6619.226
beta_a0p8_b7p2_M500_L2_p2_train,3106.27,3109.3,3121.94
beta_a0p8_b7p2_M500_L2_p2_test,3096.832,3100.299,3108.136
beta_a0p921875_b2p76562_M500_L2_p2_train,6710.91,6719.81,6708.47
beta_a0p921875_b2p76562_M500_L2_p2_test,6822.915,6833.611,6842.586
beta_a116p938_b350p812_M500_L2_p2_train,736.03,726.55,723.89
beta_a116p938_b350p812_M500_L2_p2_test,738.829,734.278,719.779
beta_a11p8031_b66p8844_M500_L2_p2_train,1417.46,1407.68,1398.17
beta_a11p8031_b66p8844_M500_L2_p2_test,1409.24,1399.959,1392.863
beta_a12p7708_b38p3125_M500_L2_p2_train,2142.03,2136.26,2119.34
beta_a12p7708_b38p3125_M500_L2_p2_test,2128.803,2115.242,2100.41
beta_a157p2_b366p8_M500_L2_p2_train,738.03,738.18,711.15
beta_a157p2_b366p8_M500_L2_p2_test,745.354,743.774,713.235
beta_a17p2_b40p1333_M500_L2_p2_train,2152.96,2130.99,2139.09
beta_a17p2_b40p1333_M500_L2_p2_test,2156.851,2134.658,2153.598
beta_a19p8_b79p2_M500_L2_p2_train,1470.79,1450.29,1425.43
beta_a19p8_b79p2_M500_L2_p2_test,1432.834,1420.389,1397.193
beta_a1p275_b2p975_M500_L2_p2_train,7190.75,7194.32,7212.88
beta_a1p275_b2p975_M500_L2_p2_test,6971.51,6980.692,6988.506
beta_a1p7625_b9p9875_M500_L2_p2_train,3270.19,3268.79,3268.48
beta_a1p7625_b9p9875_M500_L2_p2_test,3336.211,3331.828,3328.613
beta_a22p4_b201p6_M500_L2_p2_train,723.99,717.66,711.82
beta_a22p4_b201p6_M500_L2_p2_test,710.431,704.192,695.258
beta_a29p0469_b87p1406_M500_L2_p2_train,1424.69,1417.24,1429.13
beta_a29p0469_b87p1406_M500_L2_p2_test,1443.067,1437.102,1461.136
beta_a2p4_b21p6_M500_L2_p2_train,2033.1,2034.51,2036.32
beta_a2p4_b21p6_M500_L2_p2_test,1991.955,1991.914,1991.948
beta_a39p075_b91p175_M500_L2_p2_train,1462.68,1430.66,1407.13
beta_a39p075_b91p175_M500_L2_p2_test,1461.832,1447.347,1422.188
beta_a3_b12_M500_L2_p2_train,3449.48,3451.66,3437.96
beta_a3_b12_M500_L2_p2_test,3457.809,3464.288,3447.827
beta_a47p6625_b270p087_M500_L2_p2_train,715.72,711.83,716.13
beta_a47p6625_b270p087_M500_L2_p2_test,724.909,720.258,719.542
beta_a4p4375_b13p3125_M500_L2_p2_train,3463.02,3458.7,3452.46
beta_a4p4375_b13p3125_M500_L2_p2_test,3483.128,3473.89,3462.574
beta_a5p1625_b29p2542_M500_L2_p2_train,2098.74,2094.01,2081.53
beta_a5p1625_b29p2542_M500_L2_p2_test,2067.443,2065.571,2058.244
beta_a5p525_b49p725_M500_L2_p2_train,1421.67,1423.62,1429.95
beta_a5p525_b49p725_M500_L2_p2_test,1372.754,1374.049,1378.938
beta_a6_b14_M500_L2_p2_train,3500.92,3479.9,3445.1
beta_a6_b14_M500_L2_p2_test,3548.828,3529.359,3505.337
beta_a79p8_b319p2_M500_L2_p2_train,723.52,718.99,698.63
beta_a79p8_b319p2_M500_L2_p2_test,735.566,729.414,713.191
beta_a8p68889_b34p7556_M500_L2_p2_train,2097.79,2086.13,2069.22
beta_a8p68889_b34p7556_M500_L2_p2_test,2122.478,2113.896,2090.034
binom_n1000000_p0p0001_L2_p2_train,741.41,737.22,717.13
binom_n1000000_p0p0001_L2_p2_test,729.567,730.553,705.799
binom_n1250000_p0p0001_L2_p2_train,819.28,815.79,798.93
binom_n1250000_p0p0001_L2_p2_test,828.422,818.811,805.08
binom_n1500000_p0p0001_L2_p2_train,882.53,876.53,848.35
binom_n1500000_p0p0001_L2_p2_test,899.122,896.052,863.702
binom_n450_p0p333333_L2_p2_train,740.65,734.63,696.22
binom_n450_p0p333333_L2_p2_test,736.17,737.115,706.055
binom_n500000_p0p0001_L2_p2_train,510.64,507.92,498.07
binom_n500000_p0p0001_L2_p2_test,511.65,510.833,500.981
binom_n625_p0p2_L2_p2_train,744.36,740.39,727.64
binom_n625_p0p2_L2_p2_test,738.704,731.793,722.216
