dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
beta_a0p125_b1p125_M500_L4_p10_train,15275.8,15257.23,15474.16
beta_a0p125_b1p125_M500_L4_p10_test,15799.444,15772.904,16008.065
beta_a0p328125_b1p85938_M500_L4_p10_train,15645.22,15694.58,15704.38
beta_a0p328125_b1p85938_M500_L4_p10_test,16365.431,16415.257,16535.414
beta_a0p6_b2p4_M500_L4_p10_train,16314.78,16321.33,16349.95
beta_a0p6_b2p4_M500_L4_p10_test,16502.801,16484.025,16678.137
beta_a0p8_b7p2_M500_L4_p10_train,7913.99,7913.2,8010.1
beta_a0p8_b7p2_M500_L4_p10_test,7986.409,8000.469,8105.316
beta_a0p921875_b2p76562_M500_L4_p10_train,15894.52,15873.55,15803.86
beta_a0p921875_b2p76562_M500_L4_p10_test,16349.058,16356.713,16398.763
beta_a116p938_b350p812_M500_L4_p10_train,1781.03,1710.57,1696.06
beta_a116p938_b350p812_M500_L4_p10_test,1794.686,1709.166,1678.561
beta_a11p8031_b66p8844_M500_L4_p10_train,3452.4,3358.12,3200.05
beta_a11p8031_b66p8844_M500_L4_p10_test,3366.822,3291.795,3207.202
beta_a12p7708_b38p3125_M500_L4_p10_train,4960.89,4879.39,4760.86
beta_a12p7708_b38p3125_M500_L4_p10_test,4975.909,4888.563,4729.497
beta_a157p2_b366p8_M500_L4_p10_train,2079.88,1739.78,1605.89
beta_a157p2_b366p8_M500_L4_p10_test,2132.628,1762.892,1625.821
beta_a17p2_b40p1333_M500_L4_p10_train,5110.96,4937.06,4753.42
beta_a17p2_b40p1333_M500_L4_p10_test,5111.527,4935.492,4762.123
beta_a19p8_b79p2_M500_L4_p10_train,3501.57,3411.13,3232.01
beta_a19p8_b79p2_M500_L4_p10_test,3405.587,3340.442,3172.792
beta_a1p275_b2p975_M500_L4_p10_train,17038.57,17066.86,16925.69
beta_a1p275_b2p975_M500_L4_p10_test,16375.502,16395.909,16294.901
beta_a1p7625_b9p9875_M500_L4_p10_train,8019.55,7983.91,7840.48
beta_a1p7625_b9p9875_M500_L4_p10_test,8168.547,8132.999,8103.031
beta_a22p4_b201p6_M500_L4_p10_train,1795.77,1709.66,1646.92
beta_a22p4_b201p6_M500_L4_p10_test,1732.06,1673.238,1601.379
beta_a29p0469_b87p1406_M500_L4_p10_train,3337.13,3266.15,3161.02
beta_a29p0469_b87p1406_M500_L4_p10_test,3473.483,3373.012,3178.344
beta_a2p4_b21p6_M500_L4_p10_train,4842.17,4834.27,4839.08
beta_a2p4_b21p6_M500_L4_p10_test,4803.151,4800.24,4810.562
beta_a39p075_b91p175_M500_L4_p10_train,3371.95,3261.52,3133.63
beta_a39p075_b91p175_M500_L4_p10_test,3433.499,3349.365,3161.021
beta_a3_b12_M500_L4_p10_train,8309.44,8268.63,8111.08
beta_a3_b12_M500_L4_p10_test,8241.327,8209.419,8068.557
beta_a47p6625_b270p087_M500_L4_p10_train,1707.09,1645.36,1568.77
beta_a47p6625_b270p087_M500_L4_p10_test,1749.193,1689.124,1588.059
beta_a4p4375_b13p3125_M500_L4_p10_train,8009.93,7995.71,7953.73
beta_a4p4375_b13p3125_M500_L4_p10_test,8136.177,8171.283,7953.633
beta_a5p1625_b29p2542_M500_L4_p10_train,5036.94,4947.77,4853.18
beta_a5p1625_b29p2542_M500_L4_p10_test,4979.137,4875.712,4779.516
beta_a5p525_b49p725_M500_L4_p10_train,3411.02,3366.79,3309.03
beta_a5p525_b49p725_M500_L4_p10_test,3309.373,3270.977,3258.059
