dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
beta_a0p125_b1p125_M500_L6_p4_train,8356.12,8351.88,8355.39
beta_a0p125_b1p125_M500_L6_p4_test,8679.356,8680.112,8695.419
beta_a0p328125_b1p85938_M500_L6_p4_train,9609.22,9607.02,9612.4
beta_a0p328125_b1p85938_M500_L6_p4_test,10057.493,10050.97,10076.542
beta_a0p6_b2p4_M500_L6_p4_train,10441.05,10435.91,10513.12
beta_a0p6_b2p4_M500_L6_p4_test,10552.126,10553.435,10609.859
beta_a0p8_b7p2_M500_L6_p4_train,5018.14,4979.58,4997.42
beta_a0p8_b7p2_M500_L6_p4_test,5040.016,4988.278,5001.123
beta_a0p921875_b2p76562_M500_L6_p4_train,10394.13,10360.52,10380.91
beta_a0p921875_b2p76562_M500_L6_p4_test,10753.028,10700.504,10761.527
beta_a116p938_b350p812_M500_L6_p4_train,1124.14,1158.29,1188.68
beta_a116p938_b350p812_M500_L6_p4_test,1123.718,1141.056,1174.846
beta_a11p8031_b66p8844_M500_L6_p4_train,2235.22,2226.66,2175.11
beta_a11p8031_b66p8844_M500_L6_p4_test,2207.744,2195.25,2174.064
beta_a12p7708_b38p3125_M500_L6_p4_train,3378.42,3317.54,3270.89
beta_a12p7708_b38p3125_M500_L6_p4_test,3362.03,3323.645,3264.693
beta_a157p2_b366p8_M500_L6_p4_train,1239.46,1151.56,1107.04
beta_a157p2_b366p8_M500_L6_p4_test,1269.534,1155.756,1112.331
beta_a17p2_b40p1333_M500_L6_p4_train,3352.16,3330.93,3277.94
beta_a17p2_b40p1333_M500_L6_p4_test,3365.819,3345.786,3304.723
beta_a19p8_b79p2_M500_L6_p4_train,2284.15,2270.12,2245.72
beta_a19p8_b79p2_M500_L6_p4_test,2229.056,2220.989,2183.109
beta_a1p275_b2p975_M500_L6_p4_train,11313.21,11306.34,11353.84
beta_a1p275_b2p975_M500_L6_p4_test,10968.03,10951.729,10931.563
beta_a1p7625_b9p9875_M500_L6_p4_train,5175.89,5169.95,5168.41
beta_a1p7625_b9p9875_M500_L6_p4_test,5262.313,5274.581,5286.564
beta_a22p4_b201p6_M500_L6_p4_train,1131.42,1135.33,1124.07
