dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
beta_a0p125_b1p125_M500_L4_p2_train,4589.91,4589.98,4591.29
beta_a0p125_b1p125_M500_L4_p2_test,4781.285,4781.195,4780.371
beta_a0p328125_b1p85938_M500_L4_p2_train,5843.42,5843.25,5844.21
beta_a0p328125_b1p85938_M500_L4_p2_test,6135.12,6132.831,6134.211
beta_a0p6_b2p4_M500_L4_p2_train,6687.8,6684.58,6698.42
beta_a0p6_b2p4_M500_L4_p2_test,6667.813,6711.541,6698.686
beta_a0p8_b7p2_M500_L4_p2_train,3141.93,3143.41,3155.78
beta_a0p8_b7p2_M500_L4_p2_test,3145.043,3147.26,3151.432
beta_a0p921875_b2p76562_M500_L4_p2_train,6807.2,6799.46,6829.15
beta_a0p921875_b2p76562_M500_L4_p2_test,6964.262,6952.208,6964.687
beta_a116p938_b350p812_M500_L4_p2_train,749.32,748.72,738.75
beta_a116p938_b350p812_M500_L4_p2_test,760.478,749.331,738.591
beta_a11p8031_b66p8844_M500_L4_p2_train,1454.2,1450.2,1447.36
beta_a11p8031_b66p8844_M500_L4_p2_test,1450.575,1447.643,1441.904
beta_a12p7708_b38p3125_M500_L4_p2_train,2188.74,2183.2,2194.99
beta_a12p7708_b38p3125_M500_L4_p2_test,2191.335,2185.176,2189.889
beta_a157p2_b366p8_M500_L4_p2_train,751.17,754.86,762.89
beta_a157p2_b366p8_M500_L4_p2_test,759.732,764.633,770.1
beta_a17p2_b40p1333_M500_L4_p2_train,2212.3,2202.22,2193.66
beta_a17p2_b40p1333_M500_L4_p2_test,2222.645,2214.181,2196.74
beta_a19p8_b79p2_M500_L4_p2_train,1500.42,1496.24,1490.25
beta_a19p8_b79p2_M500_L4_p2_test,1468.79,1466.327,1452.159
beta_a1p275_b2p975_M500_L4_p2_train,7346.57,7344.67,7350.44
beta_a1p275_b2p975_M500_L4_p2_test,7160.764,7152.183,7150.992
beta_a1p7625_b9p9875_M500_L4_p2_train,3354.47,3353.59,3362.78
beta_a1p7625_b9p9875_M500_L4_p2_test,3413.145,3412.148,3422.631
beta_a22p4_b201p6_M500_L4_p2_train,736.04,736.48,735.66
beta_a22p4_b201p6_M500_L4_p2_test,727.978,727.816,722.486
beta_a29p0469_b87p1406_M500_L4_p2_train,1460.56,1460.66,1459.36
beta_a29p0469_b87p1406_M500_L4_p2_test,1480.835,1483.62,1477.431
beta_a2p4_b21p6_M500_L4_p2_train,2090.25,2089.96,2092.98
beta_a2p4_b21p6_M500_L4_p2_test,2048.051,2052.579,2058.85
beta_a39p075_b91p175_M500_L4_p2_train,1476.76,1479.13,1468.81
beta_a39p075_b91p175_M500_L4_p2_test,1480.403,1482.096,1465.34
beta_a3_b12_M500_L4_p2_train,3552.02,3542.46,3529.26
beta_a3_b12_M500_L4_p2_test,3555.744,3551.342,3539.845
beta_a47p6625_b270p087_M500_L4_p2_train,728.0,723.55,732.69
beta_a47p6625_b270p087_M500_L4_p2_test,744.551,737.125,747.884
beta_a4p4375_b13p3125_M500_L4_p2_train,3578.09,3550.64,3547.71
beta_a4p4375_b13p3125_M500_L4_p2_test,3625.798,3587.544,3582.229
beta_a5p1625_b29p2542_M500_L4_p2_train,2156.64,2147.18,2158.01
beta_a5p1625_b29p2542_M500_L4_p2_test,2134.176,2123.639,2116.864
beta_a5p525_b49p725_M500_L4_p2_train,1473.7,1467.7,1471.56
beta_a5p525_b49p725_M500_L4_p2_test,1421.723,1409.271,1416.548
beta_a6_b14_M500_L4_p2_train,3591.95,3585.46,3567.88
beta_a6_b14_M500_L4_p2_test,3644.01,3642.127,3640.97
beta_a79p8_b319p2_M500_L4_p2_train,738.46,731.94,742.57
beta_a79p8_b319p2_M500_L4_p2_test,751.577,745.275,761.378
beta_a8p68889_b34p7556_M500_L4_p2_train,2173.67,2151.02,2169.66
beta_a8p68889_b34p7556_M500_L4_p2_test,2198.303,2180.076,2188.258
binom_n1000000_p0p0001_L4_p2_train,753.19,750.13,741.01
binom_n1000000_p0p0001_L4_p2_test,745.401,739.097,728.833
binom_n1250000_p0p0001_L4_p2_train,842.3,826.32,824.66
binom_n1250000_p0p0001_L4_p2_test,844.632,834.812,837.268
binom_n1500000_p0p0001_L4_p2_train,891.3,889.32,901.12
binom_n1500000_p0p0001_L4_p2_test,910.794,910.549,920.096
binom_n450_p0p333333_L4_p2_train,753.52,758.43,764.27
binom_n450_p0p333333_L4_p2_test,749.603,753.404,754.677
binom_n500000_p0p0001_L4_p2_train,524.14,524.09,520.48
binom_n500000_p0p0001_L4_p2_test,523.005,524.02,523.743
binom_n625_p0p2_L4_p2_train,764.58,765.23,749.96
binom_n625_p0p2_L4_p2_test,763.554,757.565,737.019
binom_n750000_p0p0001_L4_p2_train,634.85,632.92,636.68
binom_n750000_p0p0001_L4_p2_test,646.514,641.907,648.296
cunif_a0_b100_L4_p2_train,2167.11,2167.01,2198.2
cunif_a0_b100_L4_p2_test,2185.863,2188.305,2216.211
cunif_a0_b150_L4_p2_train,3287.77,3285.13,3291.93
cunif_a0_b150_L4_p2_test,3321.09,3311.762,3309.247
cunif_a0_b200_L4_p2_train,4372.68,4360.98,4365.53
cunif_a0_b200_L4_p2_test,4370.683,4360.724,4358.841
cunif_a0_b250_L4_p2_train,5404.95,5399.54,5405.46
cunif_a0_b250_L4_p2_test,5475.276,5472.535,5464.387
cunif_a0_b300_L4_p2_train,6594.07,6593.23,6569.12
cunif_a0_b300_L4_p2_test,6574.316,6566.467,6577.54
cunif_a107p679_b142p321_L4_p2_train,761.02,765.31,765.31
cunif_a107p679_b142p321_L4_p2_test,772.399,786.737,786.737
cunif_a115p359_b184p641_L4_p2_train,1546.92,1544.18,1558.78
cunif_a115p359_b184p641_L4_p2_test,1536.836,1535.231,1546.982
cunif_a132p679_b167p321_L4_p2_train,811.73,777.58,777.58
cunif_a132p679_b167p321_L4_p2_test,801.0,781.327,781.327
cunif_a13p3975_b186p603_L4_p2_train,3778.73,3774.72,3806.81
cunif_a13p3975_b186p603_L4_p2_test,3776.287,3782.151,3791.15
cunif_a15p359_b84p641_L4_p2_train,1510.77,1506.34,1514.87
cunif_a15p359_b84p641_L4_p2_test,1523.28,1519.951,1537.459
cunif_a23p0385_b126p962_L4_p2_train,2297.07,2296.07,2307.12
cunif_a23p0385_b126p962_L4_p2_test,2271.696,2263.779,2282.414
cunif_a32p6795_b67p3205_L4_p2_train,770.61,760.73,761.71
cunif_a32p6795_b67p3205_L4_p2_test,780.256,763.295,759.569
cunif_a38p3975_b211p603_L4_p2_train,3700.72,3694.18,3692.03
cunif_a38p3975_b211p603_L4_p2_test,3802.65,3798.493,3799.513
cunif_a40p359_b109p641_L4_p2_train,1551.32,1538.98,1531.45
cunif_a40p359_b109p641_L4_p2_test,1546.331,1532.246,1529.191
cunif_a48p0385_b151p962_L4_p2_train,2286.37,2264.48,2284.67
cunif_a48p0385_b151p962_L4_p2_test,2301.036,2289.525,2270.182
cunif_a57p6795_b92p3205_L4_p2_train,772.61,768.85,772.35
cunif_a57p6795_b92p3205_L4_p2_test,766.582,764.17,768.785
cunif_a63p3975_b236p603_L4_p2_train,3777.5,3767.87,3765.22
cunif_a63p3975_b236p603_L4_p2_test,3780.315,3765.09,3769.017
cunif_a65p359_b134p641_L4_p2_train,1550.0,1549.82,1541.36
cunif_a65p359_b134p641_L4_p2_test,1535.646,1530.76,1520.232
cunif_a73p0385_b176p962_L4_p2_train,2295.33,2288.96,2316.54
cunif_a73p0385_b176p962_L4_p2_test,2296.733,2292.652,2306.484
cunif_a82p6795_b117p321_L4_p2_train,778.9,769.04,773.49
cunif_a82p6795_b117p321_L4_p2_test,778.996,765.914,771.586
cunif_a90p359_b159p641_L4_p2_train,1517.66,1513.9,1520.12
cunif_a90p359_b159p641_L4_p2_test,1538.969,1532.286,1547.772
cunif_a98p0385_b201p962_L4_p2_train,2286.3,2285.17,2284.15
cunif_a98p0385_b201p962_L4_p2_test,2301.194,2307.321,2298.942
dunif_L0_H100_L4_p2_train,2207.17,2205.49,2200.53
dunif_L0_H100_L4_p2_test,2215.162,2216.63,2213.187
dunif_L0_H150_L4_p2_train,3363.81,3334.9,3326.63
dunif_L0_H150_L4_p2_test,3372.149,3301.396,3304.359
dunif_L0_H200_L4_p2_train,4314.79,4312.14,4311.6
dunif_L0_H200_L4_p2_test,4428.18,4426.017,4417.215
dunif_L0_H250_L4_p2_train,5514.53,5487.26,5499.63
dunif_L0_H250_L4_p2_test,5535.194,5500.919,5512.894
dunif_L0_H300_L4_p2_train,6483.61,6479.99,6534.08
dunif_L0_H300_L4_p2_test,6598.031,6593.687,6596.792
dunif_L108_H142_L4_p2_train,796.71,792.76,794.2
dunif_L108_H142_L4_p2_test,785.174,783.422,792.236
dunif_L116_H184_L4_p2_train,1504.27,1509.39,1519.11
dunif_L116_H184_L4_p2_test,1544.579,1553.569,1561.898
dunif_L133_H167_L4_p2_train,818.32,781.96,781.96
dunif_L133_H167_L4_p2_test,804.505,798.086,798.086
dunif_L14_H186_L4_p2_train,3969.94,3923.05,3921.6
dunif_L14_H186_L4_p2_test,3862.886,3819.103,3807.922
dunif_L16_H84_L4_p2_train,1547.23,1542.04,1547.21
dunif_L16_H84_L4_p2_test,1520.729,1516.367,1523.036
dunif_L24_H126_L4_p2_train,2265.26,2265.66,2292.94
dunif_L24_H126_L4_p2_test,2261.196,2257.619,2270.666
dunif_L33_H67_L4_p2_train,778.06,751.26,758.58
dunif_L33_H67_L4_p2_test,793.257,774.076,779.32
dunif_L39_H211_L4_p2_train,3862.83,3847.06,3842.52
dunif_L39_H211_L4_p2_test,3817.122,3811.508,3808.844
dunif_L41_H109_L4_p2_train,1522.97,1522.13,1513.7
dunif_L41_H109_L4_p2_test,1522.547,1516.432,1509.996
dunif_L49_H151_L4_p2_train,2368.54,2347.5,2344.02
dunif_L49_H151_L4_p2_test,2307.848,2283.566,2289.442
dunif_L58_H92_L4_p2_train,798.88,796.69,789.61
dunif_L58_H92_L4_p2_test,778.298,777.468,777.88
dunif_L64_H236_L4_p2_train,3820.95,3816.6,3794.63
dunif_L64_H236_L4_p2_test,3849.015,3846.247,3829.422
dunif_L66_H134_L4_p2_train,1493.76,1489.1,1486.27
dunif_L66_H134_L4_p2_test,1523.882,1521.541,1519.093
dunif_L74_H176_L4_p2_train,2396.5,2370.64,2386.9
dunif_L74_H176_L4_p2_test,2268.544,2264.207,2316.113
dunif_L83_H117_L4_p2_train,794.46,788.41,789.3
dunif_L83_H117_L4_p2_test,783.664,776.686,778.083
dunif_L91_H159_L4_p2_train,1519.52,1519.29,1535.25
dunif_L91_H159_L4_p2_test,1524.145,1522.796,1539.453
dunif_L99_H201_L4_p2_train,2291.79,2293.46,2311.88
dunif_L99_H201_L4_p2_test,2287.738,2291.417,2284.859
exponential_rate0p00666667_L4_p2_train,9225.81,9229.14,9253.43
exponential_rate0p00666667_L4_p2_test,9232.84,9237.599,9274.653
exponential_rate0p008_L4_p2_train,7639.11,7638.61,7656.69
exponential_rate0p008_L4_p2_test,7731.236,7780.938,7765.186
exponential_rate0p0133333_L4_p2_train,4676.62,4670.38,4689.65
exponential_rate0p0133333_L4_p2_test,4656.295,4650.821,4649.392
exponential_rate0p01_L4_p2_train,6246.93,6228.71,6249.94
exponential_rate0p01_L4_p2_test,6111.861,6106.684,6122.656
exponential_rate0p02_L4_p2_train,3016.41,3013.79,3022.06
exponential_rate0p02_L4_p2_test,3079.997,3083.443,3097.661
gamma_k0p25_th200_L4_p2_train,4573.43,4570.73,4582.63
gamma_k0p25_th200_L4_p2_test,4511.387,4512.096,4516.591
gamma_k0p5625_th133p333_L4_p2_train,5656.93,5659.99,5683.09
gamma_k0p5625_th133p333_L4_p2_test,5661.55,5653.436,5684.88
gamma_k100_th1_L4_p2_train,772.08,762.56,760.06
gamma_k100_th1_L4_p2_test,750.878,743.657,747.517
gamma_k11p1111_th9_L4_p2_train,2114.57,2105.68,2140.68
gamma_k11p1111_th9_L4_p2_test,2158.268,2150.524,2168.245
gamma_k14p0625_th5p33333_L4_p2_train,1425.32,1422.61,1432.14
gamma_k14p0625_th5p33333_L4_p2_test,1435.673,1434.206,1439.786
gamma_k156p25_th0p8_L4_p2_train,740.63,731.66,718.6
gamma_k156p25_th0p8_L4_p2_test,751.079,747.336,726.515
gamma_k17p3611_th7p2_L4_p2_train,2178.76,2170.61,2173.01
gamma_k17p3611_th7p2_L4_p2_test,2183.697,2173.1,2168.151
gamma_k1_th100_L4_p2_train,6095.22,6093.61,6118.3
gamma_k1_th100_L4_p2_test,6128.719,6129.766,6161.623
gamma_k1_th50_L4_p2_train,3063.26,3062.49,3067.35
gamma_k1_th50_L4_p2_test,3041.889,3039.216,3045.433
gamma_k1p5625_th80_L4_p2_train,6394.16,6396.05,6425.48
gamma_k1p5625_th80_L4_p2_test,6447.808,6453.837,6480.263
gamma_k225_th0p666667_L4_p2_train,760.63,766.64,779.67
gamma_k225_th0p666667_L4_p2_test,739.997,745.701,746.937
gamma_k25_th2_L4_p2_train,759.93,726.8,726.72
gamma_k25_th2_L4_p2_test,733.09,724.46,726.035
gamma_k25_th4_L4_p2_train,1421.64,1416.25,1408.61
gamma_k25_th4_L4_p2_test,1458.354,1451.381,1442.534
gamma_k25_th6_L4_p2_train,2187.44,2188.64,2193.48
gamma_k25_th6_L4_p2_test,2183.67,2183.264,2183.203
gamma_k2p25_th33p3333_L4_p2_train,3341.94,3339.52,3343.89
gamma_k2p25_th33p3333_L4_p2_test,3310.857,3306.691,3313.735
gamma_k2p25_th66p6667_L4_p2_train,6676.73,6674.04,6673.34
gamma_k2p25_th66p6667_L4_p2_test,6622.964,6620.647,6646.169
gamma_k2p77778_th18_L4_p2_train,1967.77,1966.53,1979.3
gamma_k2p77778_th18_L4_p2_test,2034.269,2034.843,2041.748
gamma_k39p0625_th3p2_L4_p2_train,1482.16,1482.42,1486.37
gamma_k39p0625_th3p2_L4_p2_test,1455.199,1457.058,1437.807
gamma_k4_th25_L4_p2_train,3517.25,3490.7,3504.12
gamma_k4_th25_L4_p2_test,3456.263,3461.594,3459.588
gamma_k56p25_th1p33333_L4_p2_train,733.99,732.95,738.97
gamma_k56p25_th1p33333_L4_p2_test,735.16,735.425,741.624
