dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
beta_a0p125_b1p125_M500_L2_p10_train,14712.9,14726.04,14796.12
beta_a0p125_b1p125_M500_L2_p10_test,15190.339,15213.379,15337.397
beta_a0p328125_b1p85938_M500_L2_p10_train,14602.09,14589.89,14682.39
beta_a0p328125_b1p85938_M500_L2_p10_test,15276.087,15283.759,15368.09
beta_a0p6_b2p4_M500_L2_p10_train,14864.99,14852.79,15027.63
beta_a0p6_b2p4_M500_L2_p10_test,15182.211,15186.241,15263.648
beta_a0p8_b7p2_M500_L2_p10_train,7373.01,7434.33,7490.16
beta_a0p8_b7p2_M500_L2_p10_test,7420.83,7471.48,7453.261
beta_a0p921875_b2p76562_M500_L2_p10_train,14581.01,14596.15,14734.76
beta_a0p921875_b2p76562_M500_L2_p10_test,14820.386,14888.36,14904.131
beta_a116p938_b350p812_M500_L2_p10_train,1598.75,1556.49,1446.42
beta_a116p938_b350p812_M500_L2_p10_test,1600.346,1553.152,1430.562
beta_a11p8031_b66p8844_M500_L2_p10_train,2961.63,2962.22,2885.27
beta_a11p8031_b66p8844_M500_L2_p10_test,2938.378,2926.41,2848.725
beta_a12p7708_b38p3125_M500_L2_p10_train,4441.66,4385.89,4250.08
beta_a12p7708_b38p3125_M500_L2_p10_test,4383.429,4357.095,4220.275
beta_a157p2_b366p8_M500_L2_p10_train,1628.07,1544.18,1444.26
beta_a157p2_b366p8_M500_L2_p10_test,1641.053,1541.95,1419.199
beta_a17p2_b40p1333_M500_L2_p10_train,4405.11,4360.51,4183.59
beta_a17p2_b40p1333_M500_L2_p10_test,4406.262,4374.953,4163.006
beta_a19p8_b79p2_M500_L2_p10_train,2972.64,2995.55,2844.34
beta_a19p8_b79p2_M500_L2_p10_test,2919.827,2938.331,2803.88
beta_a1p275_b2p975_M500_L2_p10_train,15124.6,15112.16,15114.99
beta_a1p275_b2p975_M500_L2_p10_test,14693.696,14754.792,14730.734
beta_a1p7625_b9p9875_M500_L2_p10_train,7208.91,7197.77,7178.49
beta_a1p7625_b9p9875_M500_L2_p10_test,7381.629,7367.87,7363.755
beta_a22p4_b201p6_M500_L2_p10_train,1548.4,1542.76,1451.04
beta_a22p4_b201p6_M500_L2_p10_test,1490.534,1490.164,1414.618
beta_a29p0469_b87p1406_M500_L2_p10_train,2969.87,2946.09,2783.39
beta_a29p0469_b87p1406_M500_L2_p10_test,3005.824,2993.427,2820.555
beta_a2p4_b21p6_M500_L2_p10_train,4402.69,4420.97,4418.88
beta_a2p4_b21p6_M500_L2_p10_test,4352.623,4366.273,4366.417
beta_a39p075_b91p175_M500_L2_p10_train,2957.54,2922.86,2696.35
beta_a39p075_b91p175_M500_L2_p10_test,3023.11,2996.612,2784.798
