dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
gamma_k25_th4_L4_p4_test,2190.198,2154.766,2123.688
gamma_k25_th6_L4_p4_train,3230.36,3226.84,3242.42
gamma_k25_th6_L4_p4_test,3224.239,3228.042,3220.679
gamma_k2p25_th33p3333_L4_p4_train,5142.07,5109.34,5141.81
gamma_k2p25_th33p3333_L4_p4_test,5090.851,5077.068,5101.79
gamma_k2p25_th66p6667_L4_p4_train,10092.91,10084.02,10106.79
gamma_k2p25_th66p6667_L4_p4_test,10180.9,10168.137,10215.344
gamma_k2p77778_th18_L4_p4_train,3039.59,3008.03,3009.21
gamma_k2p77778_th18_L4_p4_test,3110.428,3109.22,3110.394
gamma_k39p0625_th3p2_L4_p4_train,2213.45,2205.46,2164.6
gamma_k39p0625_th3p2_L4_p4_test,2175.215,2154.327,2124.405
gamma_k4_th25_L4_p4_train,5365.9,5338.2,5304.38
gamma_k4_th25_L4_p4_test,5250.321,5261.695,5228.963
gamma_k56p25_th1p33333_L4_p4_train,1098.91,1086.78,1076.54
gamma_k56p25_th1p33333_L4_p4_test,1099.434,1088.992,1080.79
gamma_k56p25_th2p66667_L4_p4_train,2134.12,2142.98,2225.64
gamma_k56p25_th2p66667_L4_p4_test,2203.677,2192.813,2387.185
gamma_k6p25_th12_L4_p4_train,3235.55,3202.64,3182.53
gamma_k6p25_th12_L4_p4_test,3187.57,3158.851,3168.548
gamma_k6p25_th12_L4_p4_train,3235.55,3202.64,3182.53
gamma_k6p25_th12_L4_p4_test,3187.57,3158.851,3168.548
gamma_k6p25_th20_L4_p4_train,5301.26,5306.25,5221.8
gamma_k6p25_th20_L4_p4_test,5261.968,5275.033,5250.472
gamma_k6p25_th20_L4_p4_train,5301.26,5306.25,5221.8
gamma_k6p25_th20_L4_p4_test,5261.968,5275.033,5250.472
gamma_k6p25_th8_L4_p4_train,2074.12,2033.18,2034.07
gamma_k6p25_th8_L4_p4_test,2138.811,2112.457,2112.792
gamma_k6p25_th8_L4_p4_train,2074.12,2033.18,2034.07
gamma_k6p25_th8_L4_p4_test,2138.811,2112.457,2112.792
gamma_k9_th16p6667_L4_p4_train,5248.14,5206.48,5157.11
gamma_k9_th16p6667_L4_p4_test,5405.661,5332.738,5314.647
geom_p0p00662252_L4_p4_train,14394.05,14386.31,14373.43
geom_p0p00662252_L4_p4_test,14523.989,14524.608,14576.982
gamma_k9_th16p6667_L4_p4_train,5248.14,5206.48,5157.11
gamma_k9_th16p6667_L4_p4_test,5405.661,5332.738,5314.647
geom_p0p00793651_L4_p4_train,11579.13,11578.44,11678.5
geom_p0p00793651_L4_p4_test,12142.962,12141.367,12173.721
geom_p0p00662252_L4_p4_train,14394.05,14386.31,14373.43
geom_p0p00662252_L4_p4_test,14523.989,14524.608,14576.982
geom_p0p00990099_L4_p4_train,9879.83,9885.74,9978.85
geom_p0p00990099_L4_p4_test,9791.144,9812.018,9821.229
geom_p0p0131579_L4_p4_train,7164.46,7149.26,7164.03
geom_p0p0131579_L4_p4_test,7228.123,7238.911,7257.576
geom_p0p00793651_L4_p4_train,11579.13,11578.44,11678.5
geom_p0p00793651_L4_p4_test,12142.962,12141.367,12173.721
geom_p0p0196078_L4_p4_train,4749.93,4749.44,4782.13
geom_p0p0196078_L4_p4_test,4862.341,4866.141,4892.57
logn_mlog3p1073_s1p26864_L4_p4_train,6327.94,6325.02,6323.22
logn_mlog3p1073_s1p26864_L4_p4_test,6432.545,6429.823,6455.883
geom_p0p00990099_L4_p4_train,9879.83,9885.74,9978.85
geom_p0p00990099_L4_p4_test,9791.144,9812.018,9821.229
logn_mlog3p56545_s0p832555_L4_p4_train,4246.38,4237.45,4290.1
logn_mlog3p56545_s0p832555_L4_p4_test,4351.018,4340.603,4356.364
logn_mlog3p75828_s0p554513_L4_p4_train,2920.71,2918.5,2915.85
logn_mlog3p75828_s0p554513_L4_p4_test,2926.851,2943.939,2930.956
logn_mlog3p80666_s1p01077_L4_p4_train,8123.25,8089.63,8139.34
logn_mlog3p80666_s1p01077_L4_p4_test,7840.149,7806.419,7838.425
geom_p0p0131579_L4_p4_train,7164.46,7149.26,7164.03
geom_p0p0131579_L4_p4_test,7228.123,7238.911,7257.576
logn_mlog3p83781_s0p385253_L4_p4_train,2083.46,2043.38,2030.93
logn_mlog3p83781_s0p385253_L4_p4_test,2070.724,2024.544,2010.366
logn_mlog3p89241_s0p198042_L4_p4_train,1093.68,1057.8,1044.77
logn_mlog3p89241_s0p198042_L4_p4_test,1103.903,1065.108,1050.952
logn_mlog4p13363_s0p606403_L4_p4_train,4929.58,4892.29,4953.58
logn_mlog4p13363_s0p606403_L4_p4_test,4757.272,4707.012,4723.98
logn_mlog4p24328_s0p385253_L4_p4_train,3062.06,3020.05,3012.95
logn_mlog4p24328_s0p385253_L4_p4_test,3088.233,3052.045,3047.146
geom_p0p0196078_L4_p4_train,4749.93,4749.44,4782.13
geom_p0p0196078_L4_p4_test,4862.341,4866.141,4892.57
logn_mlog4p2586_s0p832555_L4_p4_train,8971.68,8961.2,8987.13
logn_mlog4p2586_s0p832555_L4_p4_test,8683.194,8670.024,8687.825
logn_mlog3p1073_s1p26864_L4_p4_train,6327.94,6325.02,6323.22
logn_mlog3p1073_s1p26864_L4_p4_test,6432.545,6429.823,6455.883
logn_mlog4p28314_s0p2621_L4_p4_train,2153.8,2150.72,2156.52
logn_mlog4p28314_s0p2621_L4_p4_test,2118.902,2110.075,2089.51
logn_mlog4p30868_s0p132746_L4_p4_train,1066.04,1053.15,1038.87
logn_mlog4p30868_s0p132746_L4_p4_test,1097.055,1100.711,1074.81
logn_mlog3p56545_s0p832555_L4_p4_train,4246.38,4237.45,4290.1
logn_mlog3p56545_s0p832555_L4_p4_test,4351.018,4340.603,4356.364
logn_mlog4p4936_s0p472381_L4_p4_train,4953.39,4937.47,4951.2
logn_mlog4p4936_s0p472381_L4_p4_test,4944.459,4926.944,4933.736
logn_mlog4p56208_s0p29356_L4_p4_train,3151.7,3149.96,3136.37
logn_mlog4p56208_s0p29356_L4_p4_test,3168.554,3158.363,3123.125
logn_mlog4p58097_s0p703346_L4_p4_train,9094.34,9062.72,9057.17
logn_mlog4p58097_s0p703346_L4_p4_test,9186.649,9190.336,9201.796
logn_mlog3p75828_s0p554513_L4_p4_train,2920.71,2918.5,2915.85
logn_mlog3p75828_s0p554513_L4_p4_test,2926.851,2943.939,2930.956
logn_mlog4p58556_s0p198042_L4_p4_train,2189.54,2183.05,2142.47
logn_mlog4p58556_s0p198042_L4_p4_test,2156.869,2134.216,2102.687
logn_mlog4p6002_s0p0997513_L4_p4_train,1086.03,1079.04,1124.79
logn_mlog4p6002_s0p0997513_L4_p4_test,1096.949,1093.826,1143.093
logn_mlog4p7541_s0p385253_L4_p4_train,5169.44,5176.0,5155.72
logn_mlog4p7541_s0p385253_L4_p4_test,5139.354,5140.034,5147.293
logn_mlog4p80031_s0p236648_L4_p4_train,3183.79,3174.37,3103.55
logn_mlog4p80031_s0p236648_L4_p4_test,3230.009,3217.603,3149.374
logn_mlog4p81567_s0p15899_L4_p4_train,2225.31,2220.78,2203.57
logn_mlog4p81567_s0p15899_L4_p4_test,2176.719,2176.533,2114.517
logn_mlog4p82512_s0p0798724_L4_p4_train,1116.08,1157.02,1110.48
logn_mlog4p82512_s0p0798724_L4_p4_test,1107.577,1166.062,1125.756
logn_mlog4p82677_s0p606403_L4_p4_train,9329.74,9313.22,9280.87
logn_mlog4p82677_s0p606403_L4_p4_test,9635.408,9631.565,9624.553
logn_mlog4p95796_s0p324593_L4_p4_train,5155.63,5077.03,5029.63
logn_mlog4p95796_s0p324593_L4_p4_test,5292.244,5214.169,5192.285
logn_mlog4p99102_s0p198042_L4_p4_train,3155.0,3145.56,3104.78
logn_mlog4p99102_s0p198042_L4_p4_test,3202.373,3201.383,3156.171
logn_mlog5p00182_s0p132746_L4_p4_train,2166.33,2157.84,2434.85
logn_mlog5p00182_s0p132746_L4_p4_test,2188.285,2177.024,2369.072
logn_mlog3p80666_s1p01077_L4_p4_train,8123.25,8089.63,8139.34
logn_mlog3p80666_s1p01077_L4_p4_test,7840.149,7806.419,7838.425
logn_mlog5p00842_s0p0665928_L4_p4_train,1099.06,1106.1,1147.21
logn_mlog5p00842_s0p0665928_L4_p4_test,1121.498,1135.297,1169.203
negbin_r0p251256_p0p005_L4_p4_train,7474.17,7476.41,7503.78
negbin_r0p251256_p0p005_L4_p4_test,8118.586,8119.057,8134.808
negbin_r0p566751_p0p0075_L4_p4_train,9121.82,9106.84,9146.16
negbin_r0p566751_p0p0075_L4_p4_test,9131.493,9127.471,9151.308
negbin_r124875_p0p999_L4_p4_train,1213.19,1260.53,1172.72
negbin_r124875_p0p999_L4_p4_test,1255.703,1292.8,1199.076
negbin_r12p5_p0p111111_L4_p4_train,3197.81,3158.72,3140.08
negbin_r12p5_p0p111111_L4_p4_test,3222.186,3201.089,3160.175
negbin_r149850_p0p999_L4_p4_train,1369.47,1351.43,1397.72
negbin_r149850_p0p999_L4_p4_test,1368.088,1351.627,1398.243
negbin_r17p3077_p0p1875_L4_p4_train,2147.53,2141.51,2144.88
negbin_r17p3077_p0p1875_L4_p4_test,2168.322,2134.681,2111.789
negbin_r1p0101_p0p01_L4_p4_train,9549.2,9551.4,9539.1
negbin_r1p0101_p0p01_L4_p4_test,9754.494,9771.202,9784.876
negbin_r1p02041_p0p02_L4_p4_train,5001.13,5000.17,5000.09
negbin_r1p02041_p0p02_L4_p4_test,4909.639,4908.967,4921.629
logn_mlog3p83781_s0p385253_L4_p4_train,2083.46,2043.38,2030.93
logn_mlog3p83781_s0p385253_L4_p4_test,2070.724,2024.544,2010.366
negbin_r1p58228_p0p0125_L4_p4_train,9995.41,9991.38,10036.65
negbin_r1p58228_p0p0125_L4_p4_test,9989.203,9988.714,10022.926
negbin_r20p1613_p0p138889_L4_p4_train,3238.62,3221.33,3175.98
negbin_r20p1613_p0p138889_L4_p4_test,3216.58,3201.937,3170.21
negbin_r225_p0p75_L4_p4_train,1133.39,1125.39,1112.44
negbin_r225_p0p75_L4_p4_test,1107.572,1094.025,1078.834
negbin_r2p28426_p0p015_L4_p4_train,9843.98,9871.68,9927.06
negbin_r2p28426_p0p015_L4_p4_test,10096.069,10108.661,10130.77
negbin_r2p31959_p0p03_L4_p4_train,5153.09,5132.12,5154.77
negbin_r2p31959_p0p03_L4_p4_test,5107.718,5102.535,5105.663
negbin_r2p94118_p0p0555556_L4_p4_train,3194.93,3178.99,3178.61
negbin_r2p94118_p0p0555556_L4_p4_test,3053.512,3045.346,3051.057
negbin_r30_p0p166667_L4_p4_train,3178.27,3179.7,3181.69
negbin_r30_p0p166667_L4_p4_test,3235.066,3244.349,3188.647
negbin_r33p3333_p0p25_L4_p4_train,2093.1,2091.87,2121.91
negbin_r33p3333_p0p25_L4_p4_test,2145.907,2147.652,2149.584
negbin_r4p16667_p0p04_L4_p4_train,5203.5,5220.42,5212.62
negbin_r4p16667_p0p04_L4_p4_test,5183.316,5187.659,5172.745
negbin_r50_p0p5_L4_p4_train,1092.58,1069.2,1051.37
negbin_r50_p0p5_L4_p4_test,1116.404,1075.861,1061.521
logn_mlog3p89241_s0p198042_L4_p4_train,1093.68,1057.8,1044.77
logn_mlog3p89241_s0p198042_L4_p4_test,1103.903,1065.108,1050.952
negbin_r56p8182_p0p3125_L4_p4_train,2234.55,2212.66,2154.39
negbin_r56p8182_p0p3125_L4_p4_test,2225.333,2198.626,2135.747
negbin_r6p57895_p0p05_L4_p4_train,5200.1,5110.68,5066.54
negbin_r6p57895_p0p05_L4_p4_test,5368.297,5253.432,5233.239
negbin_r6p81818_p0p0833333_L4_p4_train,3110.83,3098.49,3121.73
negbin_r6p81818_p0p0833333_L4_p4_test,3211.898,3181.841,3177.551
negbin_r7p14286_p0p125_L4_p4_train,2140.23,2108.91,2123.64
negbin_r7p14286_p0p125_L4_p4_test,2105.531,2103.458,2086.329
negbin_r90_p0p375_L4_p4_train,2292.46,2247.22,2180.02
negbin_r90_p0p375_L4_p4_test,2205.333,2190.689,2157.232
negbin_r99900_p0p999_L4_p4_train,1113.19,1100.45,1169.62
negbin_r99900_p0p999_L4_p4_test,1116.75,1110.936,1172.297
negbin_r9p57447_p0p06_L4_p4_train,5420.64,5357.74,5275.37
negbin_r9p57447_p0p06_L4_p4_test,5366.576,5235.204,5200.68
normal_mu100_sd100_L4_p4_train,9093.36,9091.34,9092.47
normal_mu100_sd100_L4_p4_test,9239.353,9239.282,9212.677
normal_mu100_sd10_L4_p4_train,1093.59,1077.38,1145.29
normal_mu100_sd10_L4_p4_test,1122.245,1107.57,1168.845
logn_mlog4p13363_s0p606403_L4_p4_train,4929.58,4892.29,4953.58
logn_mlog4p13363_s0p606403_L4_p4_test,4757.272,4707.012,4723.98
normal_mu100_sd20_L4_p4_train,2199.46,2188.19,2144.65
normal_mu100_sd20_L4_p4_test,2178.983,2172.009,2156.427
normal_mu100_sd30_L4_p4_train,3333.47,3314.0,3219.66
normal_mu100_sd30_L4_p4_test,3279.87,3272.594,3227.225
normal_mu100_sd50_L4_p4_train,5404.45,5422.57,5401.93
normal_mu100_sd50_L4_p4_test,5265.237,5297.32,5215.598
normal_mu125_sd100_L4_p4_train,9921.56,9918.28,9933.46
normal_mu125_sd100_L4_p4_test,9774.71,9782.798,9747.492
normal_mu125_sd10_L4_p4_train,1104.62,1159.61,1067.05
normal_mu125_sd10_L4_p4_test,1105.57,1174.22,1068.447
normal_mu125_sd20_L4_p4_train,2184.57,2180.1,2087.78
normal_mu125_sd20_L4_p4_test,2245.036,2257.186,2146.338
normal_mu125_sd30_L4_p4_train,3213.34,3212.25,3183.14
normal_mu125_sd30_L4_p4_test,3272.939,3266.077,3184.334
normal_mu125_sd50_L4_p4_train,5356.11,5343.49,5281.2
normal_mu125_sd50_L4_p4_test,5318.416,5315.99,5283.766
normal_mu150_sd100_L4_p4_train,10103.31,10063.39,10017.77
normal_mu150_sd100_L4_p4_test,10161.429,10160.099,10086.472
logn_mlog4p24328_s0p385253_L4_p4_train,3062.06,3020.05,3012.95
logn_mlog4p24328_s0p385253_L4_p4_test,3088.233,3052.045,3047.146
normal_mu150_sd10_L4_p4_train,1128.61,1140.49,1190.5
