dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
beta_a0p125_b1p125_M500_L6_p6_train,11269.72,11258.3,11300.77
beta_a0p125_b1p125_M500_L6_p6_test,11700.194,11706.839,11753.128
beta_a0p328125_b1p85938_M500_L6_p6_train,12317.51,12321.06,12364.66
beta_a0p328125_b1p85938_M500_L6_p6_test,12833.15,12834.427,12945.479
beta_a0p6_b2p4_M500_L6_p6_train,13203.6,13181.61,13202.38
beta_a0p6_b2p4_M500_L6_p6_test,13368.963,13332.619,13394.677
beta_a0p8_b7p2_M500_L6_p6_train,6320.66,6313.61,6347.48
beta_a0p8_b7p2_M500_L6_p6_test,6342.067,6335.897,6368.561
beta_a0p921875_b2p76562_M500_L6_p6_train,12864.19,12912.92,12867.3
beta_a0p921875_b2p76562_M500_L6_p6_test,13377.303,13340.166,13398.902
beta_a116p938_b350p812_M500_L6_p6_train,1409.75,1414.26,1380.63
beta_a116p938_b350p812_M500_L6_p6_test,1393.106,1424.275,1371.351
beta_a11p8031_b66p8844_M500_L6_p6_train,2792.16,2784.57,2732.62
beta_a11p8031_b66p8844_M500_L6_p6_test,2743.032,2751.081,2713.487
beta_a12p7708_b38p3125_M500_L6_p6_train,4269.27,4071.55,4058.79
beta_a12p7708_b38p3125_M500_L6_p6_test,4298.66,4105.542,4022.333
beta_a157p2_b366p8_M500_L6_p6_train,1453.65,1461.0,1406.4
beta_a157p2_b366p8_M500_L6_p6_test,1474.623,1481.38,1422.897
beta_a17p2_b40p1333_M500_L6_p6_train,4189.14,4143.16,4042.4
beta_a17p2_b40p1333_M500_L6_p6_test,4186.391,4146.403,4080.47
beta_a19p8_b79p2_M500_L6_p6_train,2850.89,2797.35,2782.41
beta_a19p8_b79p2_M500_L6_p6_test,2788.587,2742.782,2712.362
beta_a1p275_b2p975_M500_L6_p6_train,14182.92,14113.36,14134.21
beta_a1p275_b2p975_M500_L6_p6_test,13597.626,13540.568,13522.323
beta_a1p7625_b9p9875_M500_L6_p6_train,6504.59,6510.04,6459.73
beta_a1p7625_b9p9875_M500_L6_p6_test,6611.08,6610.734,6614.803
beta_a22p4_b201p6_M500_L6_p6_train,1431.94,1417.46,1373.02
beta_a22p4_b201p6_M500_L6_p6_test,1393.236,1374.6,1342.334
beta_a29p0469_b87p1406_M500_L6_p6_train,2744.81,2712.66,2673.69
beta_a29p0469_b87p1406_M500_L6_p6_test,2850.908,2803.35,2757.497
beta_a2p4_b21p6_M500_L6_p6_train,3954.11,3948.81,3971.18
beta_a2p4_b21p6_M500_L6_p6_test,3917.322,3925.673,3932.658
beta_a39p075_b91p175_M500_L6_p6_train,2757.68,2731.42,2692.83
beta_a39p075_b91p175_M500_L6_p6_test,2829.573,2777.346,2680.244
beta_a3_b12_M500_L6_p6_train,6828.95,6809.54,6762.3
beta_a3_b12_M500_L6_p6_test,6793.899,6761.927,6691.225
beta_a47p6625_b270p087_M500_L6_p6_train,1360.42,1349.0,1319.9
beta_a47p6625_b270p087_M500_L6_p6_test,1393.693,1383.448,1342.954
beta_a4p4375_b13p3125_M500_L6_p6_train,6613.69,6600.53,6603.88
beta_a4p4375_b13p3125_M500_L6_p6_test,6835.474,6741.009,6665.079
beta_a5p1625_b29p2542_M500_L6_p6_train,4084.11,4068.29,4072.23
beta_a5p1625_b29p2542_M500_L6_p6_test,4042.355,4011.134,3974.877
beta_a5p525_b49p725_M500_L6_p6_train,2741.43,2747.07,2753.0
beta_a5p525_b49p725_M500_L6_p6_test,2686.975,2686.768,2668.719
beta_a6_b14_M500_L6_p6_train,6648.84,6559.54,6566.12
beta_a6_b14_M500_L6_p6_test,6909.057,6810.761,6757.477
beta_a79p8_b319p2_M500_L6_p6_train,1408.75,1378.78,1408.75
beta_a79p8_b319p2_M500_L6_p6_test,1449.396,1412.536,1449.396
beta_a8p68889_b34p7556_M500_L6_p6_train,4109.92,4076.26,4034.85
beta_a8p68889_b34p7556_M500_L6_p6_test,4141.315,4101.079,4050.415
binom_n1000000_p0p0001_L6_p6_train,1432.94,1405.03,1408.95
binom_n1000000_p0p0001_L6_p6_test,1431.473,1393.533,1397.061
binom_n1250000_p0p0001_L6_p6_train,1570.49,1652.63,1681.46
binom_n1250000_p0p0001_L6_p6_test,1567.664,1623.413,1708.246
binom_n1500000_p0p0001_L6_p6_train,1754.32,1667.2,1671.88
binom_n1500000_p0p0001_L6_p6_test,1823.915,1745.669,1718.37
binom_n450_p0p333333_L6_p6_train,1449.32,1445.2,1350.66
binom_n450_p0p333333_L6_p6_test,1436.417,1425.213,1339.32
binom_n500000_p0p0001_L6_p6_train,964.75,957.26,951.31
binom_n500000_p0p0001_L6_p6_test,982.405,967.266,956.25
binom_n625_p0p2_L6_p6_train,1404.23,1407.13,1593.0
binom_n625_p0p2_L6_p6_test,1398.736,1399.504,1578.513
binom_n750000_p0p0001_L6_p6_train,1283.14,1175.33,1177.11
binom_n750000_p0p0001_L6_p6_test,1341.836,1214.18,1189.585
cunif_a0_b100_L6_p6_train,3905.16,3905.98,3925.97
cunif_a0_b100_L6_p6_test,3999.175,3982.616,3980.954
cunif_a0_b150_L6_p6_train,6026.33,6019.66,6058.13
cunif_a0_b150_L6_p6_test,6070.391,6074.244,6047.739
cunif_a0_b200_L6_p6_train,8089.76,8055.79,8064.01
cunif_a0_b200_L6_p6_test,8038.936,7983.464,7924.31
cunif_a0_b250_L6_p6_train,9858.42,9733.2,9786.71
cunif_a0_b250_L6_p6_test,10166.289,10017.739,9935.794
cunif_a0_b300_L6_p6_train,11912.83,11912.1,11852.76
cunif_a0_b300_L6_p6_test,12058.836,12059.84,12033.834
cunif_a107p679_b142p321_L6_p6_train,1404.34,1442.71,1640.11
cunif_a107p679_b142p321_L6_p6_test,1442.325,1476.281,1619.285
cunif_a115p359_b184p641_L6_p6_train,2937.18,2871.42,2758.51
cunif_a115p359_b184p641_L6_p6_test,2883.522,2831.651,2786.398
cunif_a132p679_b167p321_L6_p6_train,1627.71,1474.34,1427.4
cunif_a132p679_b167p321_L6_p6_test,1625.647,1477.96,1409.785
cunif_a13p3975_b186p603_L6_p6_train,7061.38,7018.08,6924.3
cunif_a13p3975_b186p603_L6_p6_test,6959.638,6932.525,6891.661
cunif_a15p359_b84p641_L6_p6_train,2757.65,2751.47,2754.22
cunif_a15p359_b84p641_L6_p6_test,2806.387,2791.077,2769.281
cunif_a23p0385_b126p962_L6_p6_train,4252.5,4230.7,4203.53
cunif_a23p0385_b126p962_L6_p6_test,4184.085,4146.234,4129.173
cunif_a32p6795_b67p3205_L6_p6_train,1397.87,1389.59,1400.79
cunif_a32p6795_b67p3205_L6_p6_test,1410.497,1394.755,1384.183
cunif_a38p3975_b211p603_L6_p6_train,6718.45,6718.74,6696.78
cunif_a38p3975_b211p603_L6_p6_test,6977.2,6973.965,6911.813
cunif_a40p359_b109p641_L6_p6_train,2865.3,2840.97,2835.68
cunif_a40p359_b109p641_L6_p6_test,2842.238,2824.383,2771.694
cunif_a48p0385_b151p962_L6_p6_train,4049.47,4051.69,4122.11
cunif_a48p0385_b151p962_L6_p6_test,4204.194,4173.123,4127.643
cunif_a57p6795_b92p3205_L6_p6_train,1443.52,1434.73,1387.83
cunif_a57p6795_b92p3205_L6_p6_test,1427.13,1428.165,1379.221
cunif_a63p3975_b236p603_L6_p6_train,6888.42,6919.01,7021.82
cunif_a63p3975_b236p603_L6_p6_test,6908.52,6915.747,7127.204
cunif_a65p359_b134p641_L6_p6_train,2842.35,2853.58,2866.23
cunif_a65p359_b134p641_L6_p6_test,2815.233,2822.25,2808.36
cunif_a73p0385_b176p962_L6_p6_train,4368.08,4203.14,4181.77
cunif_a73p0385_b176p962_L6_p6_test,4314.421,4219.999,4157.362
cunif_a82p6795_b117p321_L6_p6_train,1411.16,1425.13,1554.11
cunif_a82p6795_b117p321_L6_p6_test,1418.764,1429.146,1598.858
cunif_a90p359_b159p641_L6_p6_train,2812.1,2810.37,2766.56
cunif_a90p359_b159p641_L6_p6_test,2854.339,2874.365,2839.274
cunif_a98p0385_b201p962_L6_p6_train,4274.24,4235.39,4182.48
cunif_a98p0385_b201p962_L6_p6_test,4291.049,4235.08,4148.198
dunif_L0_H100_L6_p6_train,4049.86,4028.38,3979.52
dunif_L0_H100_L6_p6_test,4067.378,4044.646,4019.819
dunif_L0_H150_L6_p6_train,6032.78,6041.31,6109.07
dunif_L0_H150_L6_p6_test,6045.343,6036.361,6066.187
dunif_L0_H200_L6_p6_train,7915.78,7858.1,7763.67
dunif_L0_H200_L6_p6_test,8092.457,8062.56,7986.634
dunif_L0_H250_L6_p6_train,10024.44,9989.49,10053.88
dunif_L0_H250_L6_p6_test,10180.757,10148.087,10077.495
dunif_L0_H300_L6_p6_train,11740.12,11744.6,11912.98
dunif_L0_H300_L6_p6_test,12038.768,12053.901,12087.102
dunif_L108_H142_L6_p6_train,1517.67,1558.3,1636.7
dunif_L108_H142_L6_p6_test,1466.272,1500.534,1621.113
dunif_L116_H184_L6_p6_train,2815.42,2798.45,2786.64
dunif_L116_H184_L6_p6_test,2910.208,2877.531,2773.564
dunif_L133_H167_L6_p6_train,1610.74,1476.65,1433.0
dunif_L133_H167_L6_p6_test,1656.443,1511.588,1423.782
dunif_L14_H186_L6_p6_train,7226.03,7190.66,7063.76
dunif_L14_H186_L6_p6_test,7002.067,6968.307,6903.522
dunif_L16_H84_L6_p6_train,2873.44,2856.47,2806.51
dunif_L16_H84_L6_p6_test,2788.627,2781.464,2749.182
dunif_L24_H126_L6_p6_train,4161.77,4147.14,4128.16
dunif_L24_H126_L6_p6_test,4198.554,4131.75,4114.228
dunif_L33_H67_L6_p6_train,1414.05,1395.01,1386.98
dunif_L33_H67_L6_p6_test,1439.579,1427.216,1414.244
dunif_L39_H211_L6_p6_train,7063.88,7022.08,6955.52
dunif_L39_H211_L6_p6_test,6970.95,6970.015,6887.604
dunif_L41_H109_L6_p6_train,2803.28,2791.0,2765.8
dunif_L41_H109_L6_p6_test,2809.308,2796.819,2750.608
dunif_L49_H151_L6_p6_train,4390.48,4362.59,4309.6
dunif_L49_H151_L6_p6_test,4220.303,4179.884,4120.043
dunif_L58_H92_L6_p6_train,1545.45,1485.73,1436.12
dunif_L58_H92_L6_p6_test,1488.233,1455.307,1396.825
dunif_L64_H236_L6_p6_train,6952.73,6975.47,7172.64
dunif_L64_H236_L6_p6_test,7040.27,7052.289,7235.84
dunif_L66_H134_L6_p6_train,2786.24,2783.7,2776.04
dunif_L66_H134_L6_p6_test,2818.365,2812.898,2800.181
dunif_L74_H176_L6_p6_train,4638.81,4421.08,4234.86
dunif_L74_H176_L6_p6_test,4247.66,4152.871,4090.056
dunif_L83_H117_L6_p6_train,1464.75,1473.19,1623.16
dunif_L83_H117_L6_p6_test,1440.059,1454.202,1623.233
dunif_L91_H159_L6_p6_train,2806.02,2849.37,2821.35
dunif_L91_H159_L6_p6_test,2832.682,2890.82,2808.671
dunif_L99_H201_L6_p6_train,4164.81,4151.66,4112.27
dunif_L99_H201_L6_p6_test,4297.393,4290.729,4147.005
exponential_rate0p00666667_L6_p6_train,18822.52,18879.29,19009.03
exponential_rate0p00666667_L6_p6_test,18904.491,18963.586,19035.792
exponential_rate0p008_L6_p6_train,15196.58,15186.68,15324.93
exponential_rate0p008_L6_p6_test,15878.771,15837.351,15945.18
exponential_rate0p0133333_L6_p6_train,9491.59,9479.61,9523.31
exponential_rate0p0133333_L6_p6_test,9539.111,9472.219,9496.237
exponential_rate0p01_L6_p6_train,12829.15,12841.54,12904.4
exponential_rate0p01_L6_p6_test,12430.316,12448.172,12490.524
exponential_rate0p02_L6_p6_train,6137.75,6126.1,6152.56
exponential_rate0p02_L6_p6_test,6376.498,6327.116,6369.247
gamma_k0p25_th200_L6_p6_train,10897.95,10890.41,10879.91
gamma_k0p25_th200_L6_p6_test,10665.212,10667.897,10707.362
gamma_k0p5625_th133p333_L6_p6_train,12191.56,12194.41,12233.06
gamma_k0p5625_th133p333_L6_p6_test,12080.607,12082.985,12181.825
gamma_k100_th1_L6_p6_train,1480.4,1414.62,1376.98
gamma_k100_th1_L6_p6_test,1458.557,1387.984,1356.365
gamma_k11p1111_th9_L6_p6_train,4041.73,3985.11,3981.21
gamma_k11p1111_th9_L6_p6_test,4173.103,4094.362,4065.947
gamma_k14p0625_th5p33333_L6_p6_train,2693.18,2687.42,2769.14
gamma_k14p0625_th5p33333_L6_p6_test,2720.091,2698.883,2807.985
gamma_k156p25_th0p8_L6_p6_train,1355.54,1387.15,1387.15
gamma_k156p25_th0p8_L6_p6_test,1372.109,1409.517,1409.517
gamma_k17p3611_th7p2_L6_p6_train,4195.22,4121.16,4063.24
gamma_k17p3611_th7p2_L6_p6_test,4162.681,4125.645,4078.834
gamma_k1_th100_L6_p6_train,12302.37,12309.28,12364.13
gamma_k1_th100_L6_p6_test,12504.451,12500.355,12549.788
gamma_k1_th50_L6_p6_train,6287.45,6281.71,6319.39
gamma_k1_th50_L6_p6_test,6167.055,6161.531,6188.572
gamma_k1p5625_th80_L6_p6_train,12713.48,12697.65,12698.36
gamma_k1p5625_th80_L6_p6_test,12846.068,12819.792,12947.054
gamma_k225_th0p666667_L6_p6_train,1474.8,1481.1,1416.21
gamma_k225_th0p666667_L6_p6_test,1428.396,1424.118,1353.813
gamma_k25_th2_L6_p6_train,1428.18,1377.13,1337.54
gamma_k25_th2_L6_p6_test,1419.719,1357.387,1336.172
gamma_k25_th4_L6_p6_train,2720.02,2715.67,2679.32
gamma_k25_th4_L6_p6_test,2762.396,2735.298,2725.166
gamma_k25_th6_L6_p6_train,4147.97,4122.34,4078.5
gamma_k25_th6_L6_p6_test,4161.289,4108.106,4032.764
