dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
beta_a0p125_b1p125_M500_L2_p4_train.json,beta_a0p125_b1p125_M500_L6_c1_2_train.json,2,1,4.0,100,50,47.1538,82,8396.17,14,8357.21
beta_a0p125_b1p125_M500_L2_p4_test.json,beta_a0p125_b1p125_M500_L6_c1_2_test.json,2,1,4.0,1000,50,49.15512,82,8708.954,14,8695.784
beta_a0p328125_b1p85938_M500_L2_p4_train.json,beta_a0p328125_b1p85938_M500_L6_c1_2_train.json,2,1,4.0,100,50,71.0408,199,9566.47,41,9620.17
beta_a0p328125_b1p85938_M500_L2_p4_test.json,beta_a0p328125_b1p85938_M500_L6_c1_2_test.json,2,1,4.0,1000,50,75.3431,199,10058.218,41,10098.095
beta_a0p6_b2p4_M500_L2_p4_train.json,beta_a0p6_b2p4_M500_L6_c1_2_train.json,2,1,4.0,100,50,101.338,323,10562.96,71,10594.9
beta_a0p6_b2p4_M500_L2_p4_test.json,beta_a0p6_b2p4_M500_L6_c1_2_test.json,2,1,4.0,1000,50,99.35242,323,10521.534,71,10764.359
beta_a0p8_b7p2_M500_L2_p4_train.json,beta_a0p8_b7p2_M500_L6_c1_2_train.json,2,1,4.0,100,50,49.6336,153,5031.93,34,5030.43
beta_a0p8_b7p2_M500_L2_p4_test.json,beta_a0p8_b7p2_M500_L6_c1_2_test.json,2,1,4.0,1000,50,49.69722,153,5024.839,34,5061.785
beta_a0p921875_b2p76562_M500_L2_p4_train.json,beta_a0p921875_b2p76562_M500_L6_c1_2_train.json,2,1,4.0,100,50,126.2936,408,10666.82,97,10574.03
beta_a0p921875_b2p76562_M500_L2_p4_test.json,beta_a0p921875_b2p76562_M500_L6_c1_2_test.json,2,1,4.0,1000,50,126.25464,408,10754.651,97,10892.993
beta_a116p938_b350p812_M500_L2_p4_train.json,beta_a116p938_b350p812_M500_L6_c1_2_train.json,2,1,4.0,100,50,125.1094,381,1393.16,122,1158.29
beta_a116p938_b350p812_M500_L2_p4_test.json,beta_a116p938_b350p812_M500_L6_c1_2_test.json,2,1,4.0,1000,50,125.02062,381,1396.618,122,1141.056
beta_a11p8031_b66p8844_M500_L2_p4_train.json,beta_a11p8031_b66p8844_M500_L6_c1_2_train.json,2,1,4.0,100,50,75.1428,234,2251.47,69,2265.64
beta_a11p8031_b66p8844_M500_L2_p4_test.json,beta_a11p8031_b66p8844_M500_L6_c1_2_test.json,2,1,4.0,1000,50,74.92098,234,2259.082,69,2248.032
beta_a12p7708_b38p3125_M500_L2_p4_train.json,beta_a12p7708_b38p3125_M500_L6_c1_2_train.json,2,1,4.0,100,50,125.5454,393,3476.8,116,3344.37
beta_a12p7708_b38p3125_M500_L2_p4_test.json,beta_a12p7708_b38p3125_M500_L6_c1_2_test.json,2,1,4.0,1000,50,124.9988,393,3420.476,116,3350.453
beta_a157p2_b366p8_M500_L2_p4_train.json,beta_a157p2_b366p8_M500_L6_c1_2_train.json,2,1,4.0,100,50,149.9176,455,1470.59,147,1151.56
beta_a157p2_b366p8_M500_L2_p4_test.json,beta_a157p2_b366p8_M500_L6_c1_2_test.json,2,1,4.0,1000,50,150.01718,455,1470.274,147,1155.756
beta_a17p2_b40p1333_M500_L2_p4_train.json,beta_a17p2_b40p1333_M500_L6_c1_2_train.json,2,1,4.0,100,50,149.8122,464,3493.75,140,3447.79
beta_a17p2_b40p1333_M500_L2_p4_test.json,beta_a17p2_b40p1333_M500_L6_c1_2_test.json,2,1,4.0,1000,50,149.94178,464,3500.785,140,3428.514
beta_a19p8_b79p2_M500_L2_p4_train.json,beta_a19p8_b79p2_M500_L6_c1_2_train.json,2,1,4.0,100,50,100.0022,310,2353.14,94,2348.79
beta_a19p8_b79p2_M500_L2_p4_test.json,beta_a19p8_b79p2_M500_L6_c1_2_test.json,2,1,4.0,1000,50,100.0442,310,2337.68,94,2253.723
beta_a1p275_b2p975_M500_L2_p4_train.json,beta_a1p275_b2p975_M500_L6_c1_2_train.json,2,1,4.0,100,50,151.078,494,11285.45,118,11390.69
beta_a1p275_b2p975_M500_L2_p4_test.json,beta_a1p275_b2p975_M500_L6_c1_2_test.json,2,1,4.0,1000,50,149.60594,494,10886.88,118,11133.314
beta_a1p7625_b9p9875_M500_L2_p4_train.json,beta_a1p7625_b9p9875_M500_L6_c1_2_train.json,2,1,4.0,100,50,75.8172,240,5190.51,61,5272.49
