dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
beta_a0p125_b1p125_M500_L4_p6_train,11210.62,11214.44,11286.09
beta_a0p125_b1p125_M500_L4_p6_test,11579.901,11573.666,11710.977
beta_a0p328125_b1p85938_M500_L4_p6_train,12100.12,12063.06,12169.14
beta_a0p328125_b1p85938_M500_L4_p6_test,12592.411,12567.915,12670.633
beta_a0p6_b2p4_M500_L4_p6_train,12876.93,12838.75,12814.86
beta_a0p6_b2p4_M500_L4_p6_test,12988.843,13019.65,13045.579
beta_a0p8_b7p2_M500_L4_p6_train,6201.99,6214.21,6229.71
beta_a0p8_b7p2_M500_L4_p6_test,6195.202,6211.51,6247.893
beta_a0p921875_b2p76562_M500_L4_p6_train,12598.94,12590.88,12536.02
beta_a0p921875_b2p76562_M500_L4_p6_test,13017.964,12987.435,13014.513
beta_a116p938_b350p812_M500_L4_p6_train,1391.28,1387.3,1332.35
beta_a116p938_b350p812_M500_L4_p6_test,1381.993,1408.06,1320.26
beta_a11p8031_b66p8844_M500_L4_p6_train,2780.82,2664.29,2580.99
beta_a11p8031_b66p8844_M500_L4_p6_test,2765.488,2623.713,2581.555
beta_a12p7708_b38p3125_M500_L4_p6_train,4044.74,3928.88,3886.3
beta_a12p7708_b38p3125_M500_L4_p6_test,4040.511,3921.749,3856.407
beta_a157p2_b366p8_M500_L4_p6_train,1393.24,1380.32,1332.53
beta_a157p2_b366p8_M500_L4_p6_test,1421.918,1402.657,1338.501
beta_a17p2_b40p1333_M500_L4_p6_train,4052.45,3949.14,3890.9
beta_a17p2_b40p1333_M500_L4_p6_test,4051.989,3969.696,3935.29
beta_a19p8_b79p2_M500_L4_p6_train,2777.88,2707.6,2637.07
beta_a19p8_b79p2_M500_L4_p6_test,2725.156,2655.18,2587.528
beta_a1p275_b2p975_M500_L4_p6_train,13724.47,13717.66,13629.59
beta_a1p275_b2p975_M500_L4_p6_test,13141.408,13202.983,13100.476
beta_a1p7625_b9p9875_M500_L4_p6_train,6308.65,6295.67,6247.56
beta_a1p7625_b9p9875_M500_L4_p6_test,6437.785,6421.238,6413.418
beta_a22p4_b201p6_M500_L4_p6_train,1414.12,1373.1,1328.52
beta_a22p4_b201p6_M500_L4_p6_test,1375.009,1330.712,1295.605
beta_a29p0469_b87p1406_M500_L4_p6_train,2634.27,2610.52,2555.39
beta_a29p0469_b87p1406_M500_L4_p6_test,2721.58,2686.478,2583.631
beta_a2p4_b21p6_M500_L4_p6_train,3889.1,3855.37,3856.18
