dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
beta_a0p125_b1p125_M500_L2_p6_train.json,beta_a0p125_b1p125_M500_L6_c1_2_train.json,2,1,6.0,100,50,47.1538,142,11244.36,22,11324.53
beta_a0p125_b1p125_M500_L2_p6_test.json,beta_a0p125_b1p125_M500_L6_c1_2_test.json,2,1,6.0,1000,50,49.15512,142,11574.778,22,11789.225
beta_a0p328125_b1p85938_M500_L2_p6_train.json,beta_a0p328125_b1p85938_M500_L6_c1_2_train.json,2,1,6.0,100,50,71.0408,275,11925.09,47,12496.92
beta_a0p328125_b1p85938_M500_L2_p6_test.json,beta_a0p328125_b1p85938_M500_L6_c1_2_test.json,2,1,6.0,1000,50,75.3431,275,12497.501,47,13220.239
beta_a0p6_b2p4_M500_L2_p6_train.json,beta_a0p6_b2p4_M500_L6_c1_2_train.json,2,1,6.0,100,50,101.338,384,12776.12,77,13553.18
beta_a0p6_b2p4_M500_L2_p6_test.json,beta_a0p6_b2p4_M500_L6_c1_2_test.json,2,1,6.0,1000,50,99.35242,384,12792.142,77,13786.187
beta_a0p8_b7p2_M500_L2_p6_train.json,beta_a0p8_b7p2_M500_L6_c1_2_train.json,2,1,6.0,100,50,49.6336,182,6172.11,38,6445.8
beta_a0p8_b7p2_M500_L2_p6_test.json,beta_a0p8_b7p2_M500_L6_c1_2_test.json,2,1,6.0,1000,50,49.69722,182,6176.501,38,6531.166
beta_a0p921875_b2p76562_M500_L2_p6_train.json,beta_a0p921875_b2p76562_M500_L6_c1_2_train.json,2,1,6.0,100,50,126.2936,469,12742.98,105,13338.97
beta_a0p921875_b2p76562_M500_L2_p6_test.json,beta_a0p921875_b2p76562_M500_L6_c1_2_test.json,2,1,6.0,1000,50,126.25464,469,12856.026,105,13888.126
beta_a116p938_b350p812_M500_L2_p6_train.json,beta_a116p938_b350p812_M500_L6_c1_2_train.json,2,1,6.0,100,50,125.1094,386,1571.66,123,1465.37
beta_a116p938_b350p812_M500_L2_p6_test.json,beta_a116p938_b350p812_M500_L6_c1_2_test.json,2,1,6.0,1000,50,125.02062,386,1570.243,123,1436.679
beta_a11p8031_b66p8844_M500_L2_p6_train.json,beta_a11p8031_b66p8844_M500_L6_c1_2_train.json,2,1,6.0,100,50,75.1428,244,2638.27,70,2873.75
beta_a11p8031_b66p8844_M500_L2_p6_test.json,beta_a11p8031_b66p8844_M500_L6_c1_2_test.json,2,1,6.0,1000,50,74.92098,244,2633.738,70,2838.079
beta_a12p7708_b38p3125_M500_L2_p6_train.json,beta_a12p7708_b38p3125_M500_L6_c1_2_train.json,2,1,6.0,100,50,125.5454,409,4029.33,119,4213.98
beta_a12p7708_b38p3125_M500_L2_p6_test.json,beta_a12p7708_b38p3125_M500_L6_c1_2_test.json,2,1,6.0,1000,50,124.9988,409,3962.014,119,4239.203
beta_a157p2_b366p8_M500_L2_p6_train.json,beta_a157p2_b366p8_M500_L6_c1_2_train.json,2,1,6.0,100,50,149.9176,461,1644.27,147,1461.0
beta_a157p2_b366p8_M500_L2_p6_test.json,beta_a157p2_b366p8_M500_L6_c1_2_test.json,2,1,6.0,1000,50,150.01718,461,1641.739,147,1481.38
beta_a17p2_b40p1333_M500_L2_p6_train.json,beta_a17p2_b40p1333_M500_L6_c1_2_train.json,2,1,6.0,100,50,149.8122,481,4041.51,143,4364.63
beta_a17p2_b40p1333_M500_L2_p6_test.json,beta_a17p2_b40p1333_M500_L6_c1_2_test.json,2,1,6.0,1000,50,149.94178,481,4030.846,143,4319.52
