dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
gamma_k39p0625_th3p2_L8_p6_train,3041.65,2837.16,2808.02
gamma_k39p0625_th3p2_L8_p6_test,2929.274,2799.279,2764.99
gamma_k4_th25_L8_p6_train,7060.06,7016.09,6996.73
gamma_k4_th25_L8_p6_test,6796.714,6788.203,6769.626
gamma_k56p25_th1p33333_L8_p6_train,1374.73,1380.48,1407.12
gamma_k56p25_th1p33333_L8_p6_test,1383.87,1389.738,1418.895
gamma_k56p25_th2p66667_L8_p6_train,2664.5,2676.9,2676.9
gamma_k56p25_th2p66667_L8_p6_test,2809.032,2854.645,2854.645
gamma_k6p25_th12_L8_p6_train,4270.56,4204.14,4184.1
gamma_k6p25_th12_L8_p6_test,4144.572,4100.225,4102.884
gamma_k6p25_th20_L8_p6_train,6889.39,6885.75,6828.59
gamma_k6p25_th20_L8_p6_test,6838.632,6830.829,6774.898
gamma_k6p25_th8_L8_p6_train,2687.56,2634.71,2607.1
gamma_k6p25_th8_L8_p6_test,2763.075,2745.316,2721.512
gamma_k9_th16p6667_L8_p6_train,6663.21,6637.37,6607.14
gamma_k9_th16p6667_L8_p6_test,6914.133,6880.603,6850.365
geom_p0p00662252_L8_p6_train,18618.01,18618.97,18589.77
geom_p0p00662252_L8_p6_test,18995.296,18991.069,19019.196
geom_p0p00793651_L8_p6_train,15198.41,15216.3,15270.76
geom_p0p00793651_L8_p6_test,15958.77,15948.072,15976.027
geom_p0p00990099_L8_p6_train,12980.18,13009.06,13056.23
geom_p0p00990099_L8_p6_test,12847.091,12805.454,12858.303
geom_p0p0131579_L8_p6_train,9479.14,9496.73,9418.35
geom_p0p0131579_L8_p6_test,9485.937,9450.953,9472.897
geom_p0p0196078_L8_p6_train,6164.26,6164.53,6207.94
geom_p0p0196078_L8_p6_test,6339.037,6359.017,6394.762
logn_mlog3p1073_s1p26864_L8_p6_train,8630.66,8618.97,8595.92
logn_mlog3p1073_s1p26864_L8_p6_test,8769.014,8779.973,8797.04
logn_mlog3p56545_s0p832555_L8_p6_train,5587.59,5581.38,5638.3
logn_mlog3p56545_s0p832555_L8_p6_test,5740.228,5744.49,5755.111
logn_mlog3p75828_s0p554513_L8_p6_train,3762.6,3750.91,3783.23
logn_mlog3p75828_s0p554513_L8_p6_test,3857.107,3839.758,3850.56
logn_mlog3p80666_s1p01077_L8_p6_train,10998.36,10917.7,11000.95
logn_mlog3p80666_s1p01077_L8_p6_test,10534.692,10503.539,10480.906
logn_mlog3p83781_s0p385253_L8_p6_train,2667.55,2665.92,2644.29
logn_mlog3p83781_s0p385253_L8_p6_test,2635.124,2644.225,2618.34
logn_mlog3p89241_s0p198042_L8_p6_train,1373.77,1365.24,1344.75
logn_mlog3p89241_s0p198042_L8_p6_test,1384.318,1377.201,1371.577
logn_mlog4p13363_s0p606403_L8_p6_train,6435.74,6409.8,6447.77
logn_mlog4p13363_s0p606403_L8_p6_test,6227.124,6195.003,6223.605
logn_mlog4p24328_s0p385253_L8_p6_train,3935.78,3889.0,3876.07
logn_mlog4p24328_s0p385253_L8_p6_test,3998.016,3957.102,3956.984
logn_mlog4p2586_s0p832555_L8_p6_train,12066.79,12032.11,12035.85
logn_mlog4p2586_s0p832555_L8_p6_test,11491.055,11462.286,11474.06
logn_mlog4p28314_s0p2621_L8_p6_train,2804.72,2767.17,2792.0
logn_mlog4p28314_s0p2621_L8_p6_test,2746.301,2716.981,2739.078
logn_mlog4p30868_s0p132746_L8_p6_train,1328.82,1326.85,1342.06
logn_mlog4p30868_s0p132746_L8_p6_test,1400.89,1401.479,1427.998
logn_mlog4p4936_s0p472381_L8_p6_train,6464.53,6432.13,6393.14
logn_mlog4p4936_s0p472381_L8_p6_test,6475.874,6411.5,6428.209
logn_mlog4p56208_s0p29356_L8_p6_train,4085.8,4067.79,4056.34
logn_mlog4p56208_s0p29356_L8_p6_test,4125.965,4195.983,4076.184
logn_mlog4p58097_s0p703346_L8_p6_train,12310.55,12026.98,11987.03
logn_mlog4p58097_s0p703346_L8_p6_test,12253.279,12100.763,12090.799
logn_mlog4p58556_s0p198042_L8_p6_train,2868.92,2868.09,2812.42
logn_mlog4p58556_s0p198042_L8_p6_test,2746.968,2782.551,2711.232
logn_mlog4p6002_s0p0997513_L8_p6_train,1372.93,1377.1,1467.87
logn_mlog4p6002_s0p0997513_L8_p6_test,1405.215,1401.011,1449.228
logn_mlog4p7541_s0p385253_L8_p6_train,6676.58,6662.69,6592.83
logn_mlog4p7541_s0p385253_L8_p6_test,6697.171,6701.416,6676.656
logn_mlog4p80031_s0p236648_L8_p6_train,4078.46,4059.39,4003.9
logn_mlog4p80031_s0p236648_L8_p6_test,4126.662,4097.894,4064.641
logn_mlog4p81567_s0p15899_L8_p6_train,2932.07,2878.07,2849.71
logn_mlog4p81567_s0p15899_L8_p6_test,2920.294,2829.51,2743.643
logn_mlog4p82512_s0p0798724_L8_p6_train,1429.11,1425.6,1425.6
logn_mlog4p82512_s0p0798724_L8_p6_test,1449.496,1425.523,1425.523
logn_mlog4p82677_s0p606403_L8_p6_train,12167.95,12101.7,12055.72
logn_mlog4p82677_s0p606403_L8_p6_test,12658.909,12579.535,12596.894
logn_mlog4p95796_s0p324593_L8_p6_train,6579.52,6591.32,6578.77
logn_mlog4p95796_s0p324593_L8_p6_test,6813.739,6812.544,6791.077
logn_mlog4p99102_s0p198042_L8_p6_train,4129.89,4049.93,4169.47
logn_mlog4p99102_s0p198042_L8_p6_test,4146.158,4117.625,4302.7
logn_mlog5p00182_s0p132746_L8_p6_train,2763.97,2797.77,2795.72
logn_mlog5p00182_s0p132746_L8_p6_test,2789.067,2820.153,2853.706
logn_mlog5p00842_s0p0665928_L8_p6_train,1383.14,1369.93,1383.14
logn_mlog5p00842_s0p0665928_L8_p6_test,1438.911,1432.363,1438.986
negbin_r0p251256_p0p005_L8_p6_train,10198.02,10215.98,10243.19
negbin_r0p251256_p0p005_L8_p6_test,11048.215,11086.139,11103.108
negbin_r0p566751_p0p0075_L8_p6_train,12184.46,12147.15,12253.66
negbin_r0p566751_p0p0075_L8_p6_test,12133.978,12076.501,12126.304
negbin_r124875_p0p999_L8_p6_train,1552.06,1538.36,1538.36
negbin_r124875_p0p999_L8_p6_test,1602.794,1626.653,1626.653
negbin_r12p5_p0p111111_L8_p6_train,4105.37,4085.66,4047.16
negbin_r12p5_p0p111111_L8_p6_test,4171.869,4140.658,4101.101
negbin_r149850_p0p999_L8_p6_train,1816.33,1753.66,1755.33
negbin_r149850_p0p999_L8_p6_test,1804.905,1756.801,1778.87
negbin_r17p3077_p0p1875_L8_p6_train,2731.0,2737.51,2741.45
negbin_r17p3077_p0p1875_L8_p6_test,2793.578,2784.959,2721.066
negbin_r1p0101_p0p01_L8_p6_train,12534.91,12563.02,12478.55
negbin_r1p0101_p0p01_L8_p6_test,12774.871,12810.489,12809.558
negbin_r1p02041_p0p02_L8_p6_train,6475.0,6472.2,6523.92
negbin_r1p02041_p0p02_L8_p6_test,6406.981,6409.871,6425.958
negbin_r1p58228_p0p0125_L8_p6_train,13144.34,13015.23,13038.48
negbin_r1p58228_p0p0125_L8_p6_test,13183.485,13071.696,13046.476
negbin_r20p1613_p0p138889_L8_p6_train,4130.92,4126.61,4089.85
negbin_r20p1613_p0p138889_L8_p6_test,4164.322,4126.917,4092.059
negbin_r225_p0p75_L8_p6_train,1460.56,1428.81,1420.11
negbin_r225_p0p75_L8_p6_test,1453.552,1409.352,1388.516
negbin_r2p28426_p0p015_L8_p6_train,12918.9,12918.4,12836.37
negbin_r2p28426_p0p015_L8_p6_test,13142.295,13130.884,13207.814
negbin_r2p31959_p0p03_L8_p6_train,6573.85,6573.13,6594.48
negbin_r2p31959_p0p03_L8_p6_test,6635.975,6619.326,6631.052
negbin_r2p94118_p0p0555556_L8_p6_train,4204.11,4188.9,4148.35
negbin_r2p94118_p0p0555556_L8_p6_test,3957.139,3947.977,3952.168
negbin_r30_p0p166667_L8_p6_train,4084.52,4117.58,4129.01
negbin_r30_p0p166667_L8_p6_test,4229.953,4223.601,4254.264
negbin_r33p3333_p0p25_L8_p6_train,2653.69,2659.35,2719.65
negbin_r33p3333_p0p25_L8_p6_test,2783.763,2786.947,2741.952
negbin_r4p16667_p0p04_L8_p6_train,6851.63,6734.31,6734.63
negbin_r4p16667_p0p04_L8_p6_test,6784.872,6706.774,6719.945
negbin_r50_p0p5_L8_p6_train,1387.82,1366.89,1372.15
negbin_r50_p0p5_L8_p6_test,1426.305,1391.89,1379.387
negbin_r56p8182_p0p3125_L8_p6_train,2817.06,2816.48,2794.7
negbin_r56p8182_p0p3125_L8_p6_test,2840.632,2830.904,2800.314
negbin_r6p57895_p0p05_L8_p6_train,6658.95,6630.23,6549.06
negbin_r6p57895_p0p05_L8_p6_test,6889.667,6864.276,6796.666
negbin_r6p81818_p0p0833333_L8_p6_train,3985.94,3974.46,3976.43
negbin_r6p81818_p0p0833333_L8_p6_test,4134.536,4138.09,4115.454
negbin_r7p14286_p0p125_L8_p6_train,2729.34,2732.34,2736.31
negbin_r7p14286_p0p125_L8_p6_test,2718.586,2713.395,2730.216
negbin_r90_p0p375_L8_p6_train,2902.43,2960.53,2836.79
negbin_r90_p0p375_L8_p6_test,2801.368,2854.28,2775.081
negbin_r99900_p0p999_L8_p6_train,1402.45,1400.05,1485.71
negbin_r99900_p0p999_L8_p6_test,1423.185,1411.981,1497.733
negbin_r9p57447_p0p06_L8_p6_train,6861.23,6854.86,6804.63
negbin_r9p57447_p0p06_L8_p6_test,6978.949,6904.838,6774.867
normal_mu100_sd100_L8_p6_train,11656.29,11640.61,11652.16
normal_mu100_sd100_L8_p6_test,11859.109,11847.269,11832.477
normal_mu100_sd10_L8_p6_train,1402.88,1403.76,1568.06
normal_mu100_sd10_L8_p6_test,1413.044,1421.503,1590.43
normal_mu100_sd20_L8_p6_train,2864.54,2818.12,2761.68
normal_mu100_sd20_L8_p6_test,2881.107,2802.227,2798.855
normal_mu100_sd30_L8_p6_train,4353.92,4316.12,4223.3
normal_mu100_sd30_L8_p6_test,4243.657,4228.683,4173.168
normal_mu100_sd50_L8_p6_train,6953.58,6964.7,7017.56
normal_mu100_sd50_L8_p6_test,6805.794,6818.814,6750.119
normal_mu125_sd100_L8_p6_train,12758.89,12747.75,12863.72
normal_mu125_sd100_L8_p6_test,12710.697,12652.142,12693.549
normal_mu125_sd10_L8_p6_train,1535.14,1391.84,1391.84
normal_mu125_sd10_L8_p6_test,1546.508,1419.393,1419.393
normal_mu125_sd20_L8_p6_train,2758.55,2781.14,2724.32
normal_mu125_sd20_L8_p6_test,2851.112,2875.761,2829.977
normal_mu125_sd30_L8_p6_train,4097.42,4079.63,4072.66
normal_mu125_sd30_L8_p6_test,4232.543,4218.957,4140.214
normal_mu125_sd50_L8_p6_train,6959.84,6959.19,6916.49
normal_mu125_sd50_L8_p6_test,6876.157,6886.067,6804.105
normal_mu150_sd100_L8_p6_train,12994.94,12942.97,12988.06
normal_mu150_sd100_L8_p6_test,13132.289,13060.548,12997.283
normal_mu150_sd10_L8_p6_train,1457.18,1594.34,1476.27
normal_mu150_sd10_L8_p6_test,1460.144,1610.059,1479.224
normal_mu150_sd20_L8_p6_train,2742.51,2721.81,2757.14
normal_mu150_sd20_L8_p6_test,2806.141,2799.025,2780.63
normal_mu150_sd30_L8_p6_train,4504.34,4451.55,4366.54
normal_mu150_sd30_L8_p6_test,4228.416,4187.826,4239.299
normal_mu150_sd50_L8_p6_train,7266.61,7219.0,7154.5
normal_mu150_sd50_L8_p6_test,6921.438,6893.61,6939.839
normal_mu50_sd100_L8_p6_train,10132.64,10145.47,10171.66
normal_mu50_sd100_L8_p6_test,10180.312,10149.293,10192.96
normal_mu50_sd10_L8_p6_train,1389.32,1391.17,1379.31
normal_mu50_sd10_L8_p6_test,1398.6,1398.876,1371.201
normal_mu50_sd20_L8_p6_train,2722.27,2710.0,2729.65
normal_mu50_sd20_L8_p6_test,2791.929,2777.912,2737.15
normal_mu50_sd30_L8_p6_train,4068.89,4023.18,4011.15
normal_mu50_sd30_L8_p6_test,4007.449,3971.909,3999.353
normal_mu50_sd50_L8_p6_train,5884.36,5884.85,5871.08
normal_mu50_sd50_L8_p6_test,5998.221,6009.208,5978.946
normal_mu75_sd100_L8_p6_train,10823.03,10894.42,10966.67
normal_mu75_sd100_L8_p6_test,11038.508,11180.907,11103.807
normal_mu75_sd10_L8_p6_train,1451.24,1448.97,1449.03
normal_mu75_sd10_L8_p6_test,1409.713,1447.605,1468.788
normal_mu75_sd20_L8_p6_train,2779.16,2776.3,2804.56
normal_mu75_sd20_L8_p6_test,2813.291,2810.157,2826.439
normal_mu75_sd30_L8_p6_train,4015.08,4010.43,4017.05
normal_mu75_sd30_L8_p6_test,4234.77,4228.911,4211.272
normal_mu75_sd50_L8_p6_train,6426.7,6362.24,6361.94
normal_mu75_sd50_L8_p6_test,6577.433,6538.088,6548.739
pareto_a11p0499_xm90p9501_L8_p6_train,1266.82,1270.8,1413.92
pareto_a11p0499_xm90p9501_L8_p6_test,1240.994,1240.132,1391.56
pareto_a13p5399_xm115p768_L8_p6_train,1389.0,1286.14,1292.17
pareto_a13p5399_xm115p768_L8_p6_test,1384.397,1256.687,1274.853
pareto_a16p0333_xm140p644_L8_p6_train,1300.76,1300.83,1300.83
pareto_a16p0333_xm140p644_L8_p6_test,1268.88,1268.924,1268.924
pareto_a2p11803_xm26p3932_L8_p6_train,4154.92,4157.11,4159.67
pareto_a2p11803_xm26p3932_L8_p6_test,4244.954,4247.189,4247.452
