dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
dunif_L74_H176_L8_p10_test,5456.565,5428.842,5299.977
dunif_L83_H117_L8_p10_train,1904.3,1910.08,1985.08
dunif_L83_H117_L8_p10_test,1886.621,1891.828,1960.061
dunif_L91_H159_L8_p10_train,3806.48,3705.94,3557.71
dunif_L91_H159_L8_p10_test,3902.216,3734.332,3586.472
dunif_L99_H201_L8_p10_train,5328.83,5331.1,5332.38
dunif_L99_H201_L8_p10_test,5575.261,5576.526,5383.434
exponential_rate0p00666667_L8_p10_train,25502.43,25365.21,25509.83
exponential_rate0p00666667_L8_p10_test,25686.747,25563.345,25699.653
exponential_rate0p008_L8_p10_train,20193.2,20378.37,20623.94
exponential_rate0p008_L8_p10_test,21340.561,21609.36,21487.869
exponential_rate0p0133333_L8_p10_train,12654.8,12764.48,12706.61
exponential_rate0p0133333_L8_p10_test,12858.483,12872.787,12805.311
cunif_a15p359_b84p641_L8_p10_train,3575.8,3556.04,3550.7
cunif_a15p359_b84p641_L8_p10_test,3671.727,3641.064,3596.931
exponential_rate0p01_L8_p10_train,17244.29,17251.26,17331.34
exponential_rate0p01_L8_p10_test,16684.716,16793.885,16816.913
exponential_rate0p02_L8_p10_train,8149.21,8158.71,8214.01
exponential_rate0p02_L8_p10_test,8543.577,8565.856,8588.499
gamma_k0p25_th200_L8_p10_train,15464.94,15430.98,15479.31
gamma_k0p25_th200_L8_p10_test,15012.088,14976.434,15101.723
gamma_k0p5625_th133p333_L8_p10_train,16674.61,16737.97,16747.24
gamma_k0p5625_th133p333_L8_p10_test,16517.991,16601.273,16709.807
gamma_k100_th1_L8_p10_train,1870.84,1884.1,2235.82
gamma_k100_th1_L8_p10_test,1827.053,1840.987,2215.765
gamma_k11p1111_th9_L8_p10_train,5307.2,5278.26,5239.47
gamma_k11p1111_th9_L8_p10_test,5415.349,5357.23,5295.554
gamma_k14p0625_th5p33333_L8_p10_train,3477.74,3471.73,3474.24
gamma_k14p0625_th5p33333_L8_p10_test,3603.192,3575.849,3493.805
gamma_k156p25_th0p8_L8_p10_train,1801.05,1866.57,1989.29
gamma_k156p25_th0p8_L8_p10_test,1785.477,1858.123,1980.637
cunif_a23p0385_b126p962_L8_p10_train,5502.7,5519.72,5391.72
cunif_a23p0385_b126p962_L8_p10_test,5415.889,5440.201,5307.909
gamma_k17p3611_th7p2_L8_p10_train,5668.69,5501.71,5448.23
gamma_k17p3611_th7p2_L8_p10_test,5593.717,5421.924,5423.645
gamma_k1_th100_L8_p10_train,16453.73,16401.52,16466.47
gamma_k1_th100_L8_p10_test,16839.768,16832.482,16909.598
gamma_k1_th50_L8_p10_train,8460.75,8462.36,8440.76
gamma_k1_th50_L8_p10_test,8260.24,8267.896,8332.213
gamma_k1p5625_th80_L8_p10_train,16946.28,16931.9,16898.61
gamma_k1p5625_th80_L8_p10_test,17052.263,17157.241,17169.659
gamma_k225_th0p666667_L8_p10_train,1937.59,1939.29,1925.18
gamma_k225_th0p666667_L8_p10_test,1887.132,1888.337,1841.585
gamma_k25_th2_L8_p10_train,1828.38,1775.34,1762.07
gamma_k25_th2_L8_p10_test,1793.368,1774.344,1766.556
gamma_k25_th4_L8_p10_train,3594.61,3574.16,3555.42
gamma_k25_th4_L8_p10_test,3628.736,3595.639,3597.285
gamma_k25_th6_L8_p10_train,5531.98,5438.15,5362.09
gamma_k25_th6_L8_p10_test,5430.639,5368.605,5260.15
gamma_k2p25_th33p3333_L8_p10_train,8623.3,8611.49,8735.93
gamma_k2p25_th33p3333_L8_p10_test,8714.851,8648.302,8811.204
gamma_k2p25_th66p6667_L8_p10_train,17022.59,16892.79,16943.83
gamma_k2p25_th66p6667_L8_p10_test,17547.057,17380.573,17415.004
gamma_k2p77778_th18_L8_p10_train,5208.75,5191.35,5158.42
gamma_k2p77778_th18_L8_p10_test,5294.685,5260.677,5279.749
cunif_a32p6795_b67p3205_L8_p10_train,1825.55,1813.27,1829.69
cunif_a32p6795_b67p3205_L8_p10_test,1829.158,1804.478,1803.379
gamma_k39p0625_th3p2_L8_p10_train,3679.52,3734.18,3664.24
gamma_k39p0625_th3p2_L8_p10_test,3663.542,3726.677,3587.996
gamma_k4_th25_L8_p10_train,9266.48,9155.21,9129.61
gamma_k4_th25_L8_p10_test,8897.34,8817.259,8802.667
gamma_k56p25_th1p33333_L8_p10_train,1774.11,1786.97,1801.21
gamma_k56p25_th1p33333_L8_p10_test,1798.925,1822.542,1833.158
gamma_k56p25_th2p66667_L8_p10_train,3749.63,3496.9,3481.8
gamma_k56p25_th2p66667_L8_p10_test,3876.391,3810.129,3559.822
gamma_k6p25_th12_L8_p10_train,5642.43,5564.87,5349.62
gamma_k6p25_th12_L8_p10_test,5419.022,5369.547,5269.461
gamma_k6p25_th20_L8_p10_train,9073.5,9036.35,8869.17
gamma_k6p25_th20_L8_p10_test,8902.2,8812.284,8733.154
gamma_k6p25_th8_L8_p10_train,3512.47,3421.47,3361.24
gamma_k6p25_th8_L8_p10_test,3601.152,3553.738,3522.271
gamma_k9_th16p6667_L8_p10_train,8757.85,8597.63,8464.68
gamma_k9_th16p6667_L8_p10_test,9111.815,8944.714,8833.284
geom_p0p00662252_L8_p10_train,24809.82,24734.82,24630.28
geom_p0p00662252_L8_p10_test,25527.075,25284.703,25395.634
geom_p0p00793651_L8_p10_train,20208.08,20189.88,20164.88
geom_p0p00793651_L8_p10_test,21351.963,21289.058,21256.152
geom_p0p00990099_L8_p10_train,17372.04,17412.96,17429.83
geom_p0p00990099_L8_p10_test,17050.287,17033.458,17100.06
cunif_a38p3975_b211p603_L8_p10_train,8689.31,8827.03,8628.87
cunif_a38p3975_b211p603_L8_p10_test,9222.75,9270.709,8989.881
geom_p0p0131579_L8_p10_train,12486.84,12571.71,12471.35
geom_p0p0131579_L8_p10_test,12593.34,12669.113,12614.248
geom_p0p0196078_L8_p10_train,8123.72,8135.59,8248.41
geom_p0p0196078_L8_p10_test,8425.422,8417.105,8509.688
logn_mlog3p1073_s1p26864_L8_p10_train,12275.44,12258.87,12219.93
logn_mlog3p1073_s1p26864_L8_p10_test,12471.444,12510.375,12552.383
logn_mlog3p56545_s0p832555_L8_p10_train,7720.83,7632.92,7767.14
logn_mlog3p56545_s0p832555_L8_p10_test,7929.195,7778.852,7846.077
logn_mlog3p75828_s0p554513_L8_p10_train,4978.91,4977.97,4989.72
logn_mlog3p75828_s0p554513_L8_p10_test,5086.033,5069.187,5056.871
logn_mlog3p80666_s1p01077_L8_p10_train,15222.03,15204.54,15269.02
logn_mlog3p80666_s1p01077_L8_p10_test,14467.336,14521.144,14555.242
logn_mlog3p83781_s0p385253_L8_p10_train,3522.64,3518.07,3455.06
logn_mlog3p83781_s0p385253_L8_p10_test,3443.573,3428.666,3421.382
logn_mlog3p89241_s0p198042_L8_p10_train,1801.34,1777.08,1726.14
logn_mlog3p89241_s0p198042_L8_p10_test,1800.202,1789.842,1752.031
logn_mlog4p13363_s0p606403_L8_p10_train,8596.83,8563.62,8610.63
logn_mlog4p13363_s0p606403_L8_p10_test,8270.182,8292.589,8212.258
logn_mlog4p24328_s0p385253_L8_p10_train,5148.55,5026.06,5031.19
logn_mlog4p24328_s0p385253_L8_p10_test,5268.994,5204.752,5192.419
logn_mlog4p2586_s0p832555_L8_p10_train,16812.63,16533.26,16598.95
logn_mlog4p2586_s0p832555_L8_p10_test,16003.007,15575.995,15613.152
cunif_a40p359_b109p641_L8_p10_train,3738.2,3710.09,3655.86
cunif_a40p359_b109p641_L8_p10_test,3707.477,3662.864,3559.284
logn_mlog4p28314_s0p2621_L8_p10_train,3640.76,3626.93,3676.47
logn_mlog4p28314_s0p2621_L8_p10_test,3536.581,3544.841,3494.303
logn_mlog4p30868_s0p132746_L8_p10_train,1747.88,1713.16,1670.6
logn_mlog4p30868_s0p132746_L8_p10_test,1853.932,1829.817,1746.463
logn_mlog4p4936_s0p472381_L8_p10_train,8468.11,8465.02,8400.7
logn_mlog4p4936_s0p472381_L8_p10_test,8478.698,8429.372,8415.482
logn_mlog4p56208_s0p29356_L8_p10_train,5256.76,5284.91,5253.45
logn_mlog4p56208_s0p29356_L8_p10_test,5398.255,5338.759,5264.211
logn_mlog4p58097_s0p703346_L8_p10_train,16194.69,16146.8,16023.35
logn_mlog4p58097_s0p703346_L8_p10_test,16277.223,16394.64,16278.499
logn_mlog4p58556_s0p198042_L8_p10_train,3769.64,3677.69,3579.58
logn_mlog4p58556_s0p198042_L8_p10_test,3577.134,3582.472,3508.091
logn_mlog4p6002_s0p0997513_L8_p10_train,1788.36,1809.08,2206.88
logn_mlog4p6002_s0p0997513_L8_p10_test,1814.389,1839.789,2207.11
logn_mlog4p7541_s0p385253_L8_p10_train,8744.69,8695.51,8566.73
logn_mlog4p7541_s0p385253_L8_p10_test,8787.751,8743.339,8708.985
logn_mlog4p80031_s0p236648_L8_p10_train,5321.86,5309.7,5262.3
logn_mlog4p80031_s0p236648_L8_p10_test,5359.275,5349.372,5355.218
logn_mlog4p81567_s0p15899_L8_p10_train,3740.09,3730.76,3702.17
logn_mlog4p81567_s0p15899_L8_p10_test,3734.028,3641.359,3579.739
cunif_a48p0385_b151p962_L8_p10_train,5286.15,5307.98,5335.68
cunif_a48p0385_b151p962_L8_p10_test,5464.904,5496.618,5411.166
logn_mlog4p82512_s0p0798724_L8_p10_train,1829.84,1822.14,1988.11
logn_mlog4p82512_s0p0798724_L8_p10_test,1817.294,1809.907,2003.101
logn_mlog4p82677_s0p606403_L8_p10_train,16121.25,15984.89,16044.13
logn_mlog4p82677_s0p606403_L8_p10_test,16853.662,16738.394,16946.779
logn_mlog4p95796_s0p324593_L8_p10_train,8645.03,8449.51,8420.17
logn_mlog4p95796_s0p324593_L8_p10_test,9017.826,8826.72,8746.135
logn_mlog4p99102_s0p198042_L8_p10_train,5437.82,5288.2,5212.82
logn_mlog4p99102_s0p198042_L8_p10_test,5443.413,5368.223,5347.559
logn_mlog5p00182_s0p132746_L8_p10_train,3571.82,3569.75,3559.58
logn_mlog5p00182_s0p132746_L8_p10_test,3646.048,3622.221,3574.031
logn_mlog5p00842_s0p0665928_L8_p10_train,1824.36,1821.8,1824.98
logn_mlog5p00842_s0p0665928_L8_p10_test,1900.86,1905.613,1907.274
negbin_r0p251256_p0p005_L8_p10_train,14373.86,14369.89,14472.41
negbin_r0p251256_p0p005_L8_p10_test,15405.785,15455.393,15617.03
negbin_r0p566751_p0p0075_L8_p10_train,16564.41,16537.86,16632.95
negbin_r0p566751_p0p0075_L8_p10_test,16389.755,16361.996,16417.875
cunif_a57p6795_b92p3205_L8_p10_train,1871.68,1897.02,1797.51
cunif_a57p6795_b92p3205_L8_p10_test,1845.072,1874.671,1796.531
negbin_r124875_p0p999_L8_p10_train,1953.64,2020.36,2215.51
negbin_r124875_p0p999_L8_p10_test,2040.901,2137.66,2227.265
negbin_r12p5_p0p111111_L8_p10_train,5281.22,5256.16,5183.18
negbin_r12p5_p0p111111_L8_p10_test,5389.479,5356.014,5263.903
negbin_r149850_p0p999_L8_p10_train,2298.5,2416.96,2223.64
negbin_r149850_p0p999_L8_p10_test,2295.037,2377.551,2217.063
negbin_r17p3077_p0p1875_L8_p10_train,3497.48,3495.72,3506.04
negbin_r17p3077_p0p1875_L8_p10_test,3603.27,3582.651,3477.631
negbin_r1p0101_p0p01_L8_p10_train,16777.55,16741.31,16605.58
negbin_r1p0101_p0p01_L8_p10_test,16946.858,17030.044,17029.937
negbin_r1p02041_p0p02_L8_p10_train,8639.56,8631.62,8664.45
negbin_r1p02041_p0p02_L8_p10_test,8540.122,8497.722,8532.22
negbin_r1p58228_p0p0125_L8_p10_train,17411.97,17200.89,17089.21
negbin_r1p58228_p0p0125_L8_p10_test,17380.494,17248.03,17087.817
negbin_r20p1613_p0p138889_L8_p10_train,5404.34,5385.38,5386.24
negbin_r20p1613_p0p138889_L8_p10_test,5386.492,5395.634,5333.005
negbin_r225_p0p75_L8_p10_train,1861.44,1865.23,1876.05
negbin_r225_p0p75_L8_p10_test,1820.672,1846.109,1857.695
negbin_r2p28426_p0p015_L8_p10_train,17093.02,16972.51,16858.94
negbin_r2p28426_p0p015_L8_p10_test,17324.453,17208.001,17185.687
negbin_r2p31959_p0p03_L8_p10_train,8602.55,8626.38,8661.17
negbin_r2p31959_p0p03_L8_p10_test,8752.4,8626.544,8617.51
negbin_r2p94118_p0p0555556_L8_p10_train,5494.25,5484.29,5426.2
negbin_r2p94118_p0p0555556_L8_p10_test,5167.371,5142.826,5143.587
cunif_a63p3975_b236p603_L8_p10_train,9316.47,8992.72,8730.92
cunif_a63p3975_b236p603_L8_p10_test,9319.678,8998.122,8894.069
negbin_r30_p0p166667_L8_p10_train,5391.67,5416.89,5410.68
negbin_r30_p0p166667_L8_p10_test,5510.454,5530.615,5371.092
negbin_r33p3333_p0p25_L8_p10_train,3426.19,3426.45,3589.42
negbin_r33p3333_p0p25_L8_p10_test,3661.09,3597.379,3684.172
negbin_r4p16667_p0p04_L8_p10_train,8738.18,8665.62,8690.93
negbin_r4p16667_p0p04_L8_p10_test,8798.797,8763.696,8702.39
negbin_r50_p0p5_L8_p10_train,1781.85,1783.97,1779.67
negbin_r50_p0p5_L8_p10_test,1814.639,1796.389,1777.468
negbin_r56p8182_p0p3125_L8_p10_train,3628.16,3690.32,3636.15
negbin_r56p8182_p0p3125_L8_p10_test,3753.269,3751.916,3693.089
negbin_r6p57895_p0p05_L8_p10_train,8678.29,8639.72,8434.97
negbin_r6p57895_p0p05_L8_p10_test,8886.433,8845.122,8754.873
negbin_r6p81818_p0p0833333_L8_p10_train,5218.99,5144.12,5106.34
negbin_r6p81818_p0p0833333_L8_p10_test,5454.066,5366.355,5281.345
negbin_r7p14286_p0p125_L8_p10_train,3505.14,3501.36,3518.01
negbin_r7p14286_p0p125_L8_p10_test,3541.147,3517.754,3521.718
negbin_r90_p0p375_L8_p10_train,3874.27,3701.36,3572.07
negbin_r90_p0p375_L8_p10_test,3853.551,3608.602,3544.547
negbin_r99900_p0p999_L8_p10_train,1829.9,1845.22,1826.07
negbin_r99900_p0p999_L8_p10_test,1855.431,1864.309,1806.47
cunif_a65p359_b134p641_L8_p10_train,3697.84,3715.38,3633.73
cunif_a65p359_b134p641_L8_p10_test,3684.112,3661.003,3569.766
negbin_r9p57447_p0p06_L8_p10_train,8899.46,8846.45,8762.88
negbin_r9p57447_p0p06_L8_p10_test,9087.188,8926.968,8739.712
normal_mu100_sd100_L8_p10_train,14992.28,14952.76,14930.04
normal_mu100_sd100_L8_p10_test,15154.211,15237.077,15064.129
normal_mu100_sd10_L8_p10_train,1835.2,1832.35,1772.74
normal_mu100_sd10_L8_p10_test,1833.174,1837.865,1783.736
normal_mu100_sd20_L8_p10_train,3658.25,3607.69,3696.18
normal_mu100_sd20_L8_p10_test,3668.355,3607.84,3604.692
normal_mu100_sd30_L8_p10_train,5603.29,5560.65,5369.08
normal_mu100_sd30_L8_p10_test,5491.244,5436.932,5308.362
normal_mu100_sd50_L8_p10_train,8872.8,8859.83,8923.85
normal_mu100_sd50_L8_p10_test,8801.515,8721.589,8582.41
normal_mu125_sd100_L8_p10_train,16648.59,16360.29,16536.27
normal_mu125_sd100_L8_p10_test,16596.738,16252.021,16007.174
normal_mu125_sd10_L8_p10_train,1760.98,1826.86,2024.68
normal_mu125_sd10_L8_p10_test,1794.231,1872.082,2000.399
normal_mu125_sd20_L8_p10_train,3583.22,3683.24,3639.92
normal_mu125_sd20_L8_p10_test,3702.233,3853.542,3820.975
