dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
beta_a0p125_b1p125_M500_L2_p6_train,11012.41,11000.93,11057.88
beta_a0p125_b1p125_M500_L2_p6_test,11401.102,11374.151,11439.302
beta_a0p328125_b1p85938_M500_L2_p6_train,11541.13,11555.62,11611.34
beta_a0p328125_b1p85938_M500_L2_p6_test,12070.6,12058.449,12159.083
beta_a0p6_b2p4_M500_L2_p6_train,12023.12,12026.11,12113.97
beta_a0p6_b2p4_M500_L2_p6_test,12261.524,12279.389,12337.934
beta_a0p8_b7p2_M500_L2_p6_train,5867.55,5867.61,5944.8
beta_a0p8_b7p2_M500_L2_p6_test,5883.93,5895.307,5923.223
beta_a0p921875_b2p76562_M500_L2_p6_train,11912.33,11934.28,11999.42
beta_a0p921875_b2p76562_M500_L2_p6_test,12123.552,12130.758,12266.268
beta_a116p938_b350p812_M500_L2_p6_train,1394.51,1276.46,1191.67
beta_a116p938_b350p812_M500_L2_p6_test,1404.329,1278.215,1170.602
beta_a11p8031_b66p8844_M500_L2_p6_train,2435.55,2415.73,2360.74
beta_a11p8031_b66p8844_M500_L2_p6_test,2415.781,2400.713,2345.879
beta_a12p7708_b38p3125_M500_L2_p6_train,3683.13,3645.88,3552.65
beta_a12p7708_b38p3125_M500_L2_p6_test,3633.114,3596.439,3491.887
beta_a157p2_b366p8_M500_L2_p6_train,1355.68,1280.32,1171.34
beta_a157p2_b366p8_M500_L2_p6_test,1365.878,1285.418,1171.444
beta_a17p2_b40p1333_M500_L2_p6_train,3683.45,3585.72,3510.15
beta_a17p2_b40p1333_M500_L2_p6_test,3706.253,3603.843,3509.043
beta_a19p8_b79p2_M500_L2_p6_train,2478.05,2464.07,2390.98
beta_a19p8_b79p2_M500_L2_p6_test,2432.436,2421.282,2345.127
beta_a1p275_b2p975_M500_L2_p6_train,12556.98,12562.54,12576.72
beta_a1p275_b2p975_M500_L2_p6_test,12193.18,12185.051,12136.695
beta_a1p7625_b9p9875_M500_L2_p6_train,5844.43,5866.38,5826.66
beta_a1p7625_b9p9875_M500_L2_p6_test,5992.412,5989.23,5980.535
beta_a22p4_b201p6_M500_L2_p6_train,1276.78,1268.12,1222.21
beta_a22p4_b201p6_M500_L2_p6_test,1230.59,1224.327,1191.667
beta_a29p0469_b87p1406_M500_L2_p6_train,2457.27,2417.21,2310.91
beta_a29p0469_b87p1406_M500_L2_p6_test,2498.905,2470.952,2345.824
beta_a2p4_b21p6_M500_L2_p6_train,3596.42,3603.07,3603.36
beta_a2p4_b21p6_M500_L2_p6_test,3542.378,3550.484,3544.396
beta_a39p075_b91p175_M500_L2_p6_train,2454.35,2410.65,2280.03
beta_a39p075_b91p175_M500_L2_p6_test,2506.983,2445.896,2322.625
beta_a3_b12_M500_L2_p6_train,6044.78,6048.17,5980.03
beta_a3_b12_M500_L2_p6_test,6018.804,6021.263,5972.508
beta_a47p6625_b270p087_M500_L2_p6_train,1251.44,1216.64,1161.67
beta_a47p6625_b270p087_M500_L2_p6_test,1266.297,1227.32,1171.272
beta_a4p4375_b13p3125_M500_L2_p6_train,5950.16,5956.08,5913.51
beta_a4p4375_b13p3125_M500_L2_p6_test,5976.865,5984.16,5895.951
beta_a5p1625_b29p2542_M500_L2_p6_train,3619.3,3622.39,3584.63
beta_a5p1625_b29p2542_M500_L2_p6_test,3572.587,3578.77,3535.213
beta_a5p525_b49p725_M500_L2_p6_train,2473.66,2473.54,2435.97
beta_a5p525_b49p725_M500_L2_p6_test,2391.831,2395.457,2374.847
beta_a6_b14_M500_L2_p6_train,5938.2,5919.68,5841.16
beta_a6_b14_M500_L2_p6_test,6033.053,5993.033,5890.703
beta_a79p8_b319p2_M500_L2_p6_train,1279.29,1250.85,1159.04
beta_a79p8_b319p2_M500_L2_p6_test,1295.126,1268.292,1174.762
beta_a8p68889_b34p7556_M500_L2_p6_train,3558.51,3552.94,3523.78
beta_a8p68889_b34p7556_M500_L2_p6_test,3628.185,3625.744,3560.406
binom_n1000000_p0p0001_L2_p6_train,1297.59,1266.13,1181.34
binom_n1000000_p0p0001_L2_p6_test,1281.71,1250.168,1165.803
binom_n1250000_p0p0001_L2_p6_train,1440.99,1409.39,1287.89
binom_n1250000_p0p0001_L2_p6_test,1436.811,1402.784,1293.983
binom_n1500000_p0p0001_L2_p6_train,1570.84,1502.71,1395.86
binom_n1500000_p0p0001_L2_p6_test,1644.213,1541.111,1454.06
binom_n450_p0p333333_L2_p6_train,1347.16,1255.99,1143.41
binom_n450_p0p333333_L2_p6_test,1337.233,1274.159,1154.823
binom_n500000_p0p0001_L2_p6_train,874.83,860.78,829.53
binom_n500000_p0p0001_L2_p6_test,885.481,870.212,833.738
binom_n625_p0p2_L2_p6_train,1318.73,1282.09,1193.57
binom_n625_p0p2_L2_p6_test,1297.875,1271.262,1170.498
binom_n750000_p0p0001_L2_p6_train,1080.17,1058.87,1005.65
binom_n750000_p0p0001_L2_p6_test,1102.383,1080.487,1011.824
cunif_a0_b100_L2_p6_train,3431.26,3444.02,3402.23
cunif_a0_b100_L2_p6_test,3460.422,3462.856,3440.066
cunif_a0_b150_L2_p6_train,5176.13,5148.14,5054.24
cunif_a0_b150_L2_p6_test,5266.055,5242.468,5202.876
cunif_a0_b200_L2_p6_train,6876.26,6883.94,6875.45
cunif_a0_b200_L2_p6_test,6880.447,6877.478,6827.259
cunif_a0_b250_L2_p6_train,8452.31,8456.82,8428.33
cunif_a0_b250_L2_p6_test,8673.774,8688.172,8577.741
cunif_a0_b300_L2_p6_train,10266.58,10383.36,10191.23
cunif_a0_b300_L2_p6_test,10350.411,10355.956,10265.197
cunif_a107p679_b142p321_L2_p6_train,1312.5,1276.13,1210.65
cunif_a107p679_b142p321_L2_p6_test,1326.945,1297.3,1216.699
cunif_a115p359_b184p641_L2_p6_train,2527.89,2490.83,2346.12
cunif_a115p359_b184p641_L2_p6_test,2541.12,2495.621,2376.446
cunif_a132p679_b167p321_L2_p6_train,1394.64,1312.67,1205.8
cunif_a132p679_b167p321_L2_p6_test,1402.278,1302.822,1188.842
cunif_a13p3975_b186p603_L2_p6_train,6079.06,6098.84,5970.85
cunif_a13p3975_b186p603_L2_p6_test,5992.802,6035.388,5925.333
cunif_a15p359_b84p641_L2_p6_train,2384.41,2398.81,2354.62
cunif_a15p359_b84p641_L2_p6_test,2421.757,2426.467,2383.417
cunif_a23p0385_b126p962_L2_p6_train,3650.23,3648.81,3608.29
cunif_a23p0385_b126p962_L2_p6_test,3607.718,3598.229,3562.189
cunif_a32p6795_b67p3205_L2_p6_train,1264.06,1247.35,1207.32
cunif_a32p6795_b67p3205_L2_p6_test,1247.725,1232.444,1182.26
cunif_a38p3975_b211p603_L2_p6_train,5870.38,5878.27,5823.57
cunif_a38p3975_b211p603_L2_p6_test,6022.804,6035.36,5924.973
cunif_a40p359_b109p641_L2_p6_train,2457.83,2446.48,2368.45
cunif_a40p359_b109p641_L2_p6_test,2453.281,2443.6,2372.566
cunif_a48p0385_b151p962_L2_p6_train,3575.34,3597.89,3517.35
cunif_a48p0385_b151p962_L2_p6_test,3629.929,3641.619,3573.38
cunif_a57p6795_b92p3205_L2_p6_train,1297.02,1264.95,1220.37
cunif_a57p6795_b92p3205_L2_p6_test,1283.39,1257.766,1210.535
cunif_a63p3975_b236p603_L2_p6_train,6020.13,5973.98,5884.72
cunif_a63p3975_b236p603_L2_p6_test,6065.09,6050.525,5959.056
cunif_a65p359_b134p641_L2_p6_train,2518.4,2515.09,2411.2
cunif_a65p359_b134p641_L2_p6_test,2476.029,2473.49,2372.241
cunif_a73p0385_b176p962_L2_p6_train,3699.69,3666.79,3546.34
cunif_a73p0385_b176p962_L2_p6_test,3706.364,3667.567,3563.857
cunif_a82p6795_b117p321_L2_p6_train,1359.16,1268.29,1180.09
cunif_a82p6795_b117p321_L2_p6_test,1370.038,1283.25,1185.518
cunif_a90p359_b159p641_L2_p6_train,2518.49,2480.83,2393.41
cunif_a90p359_b159p641_L2_p6_test,2538.163,2495.488,2392.296
