dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
geom_p0p00990099_L8_p2_train,6308.88,6288.23,6320.27
geom_p0p00990099_L8_p2_test,6233.953,6243.957,6237.934
geom_p0p0131579_L8_p2_train,4565.51,4551.79,4567.83
geom_p0p0131579_L8_p2_test,4613.748,4613.784,4613.374
geom_p0p0196078_L8_p2_train,3028.48,3023.55,3031.22
geom_p0p0196078_L8_p2_test,3106.302,3104.518,3112.866
logn_mlog3p1073_s1p26864_L8_p2_train,3683.74,3679.92,3678.52
logn_mlog3p1073_s1p26864_L8_p2_test,3738.556,3738.38,3739.946
logn_mlog3p56545_s0p832555_L8_p2_train,2662.9,2666.95,2672.4
logn_mlog3p56545_s0p832555_L8_p2_test,2696.356,2692.039,2692.243
logn_mlog3p75828_s0p554513_L8_p2_train,1900.24,1901.57,1904.03
logn_mlog3p75828_s0p554513_L8_p2_test,1889.048,1890.058,1893.496
logn_mlog3p80666_s1p01077_L8_p2_train,4879.98,4867.86,4882.58
logn_mlog3p80666_s1p01077_L8_p2_test,4714.589,4722.164,4714.248
logn_mlog3p83781_s0p385253_L8_p2_train,1354.16,1355.79,1356.37
logn_mlog3p83781_s0p385253_L8_p2_test,1347.421,1345.374,1345.586
logn_mlog3p89241_s0p198042_L8_p2_train,717.12,718.39,716.15
logn_mlog3p89241_s0p198042_L8_p2_test,721.078,725.429,722.036
logn_mlog4p13363_s0p606403_L8_p2_train,3168.59,3162.21,3170.69
logn_mlog4p13363_s0p606403_L8_p2_test,3038.298,3038.949,3040.195
logn_mlog4p24328_s0p385253_L8_p2_train,2013.95,2012.5,2017.91
logn_mlog4p24328_s0p385253_L8_p2_test,2023.421,2022.96,2026.798
logn_mlog4p2586_s0p832555_L8_p2_train,5570.52,5562.98,5568.55
logn_mlog4p2586_s0p832555_L8_p2_test,5365.508,5363.969,5367.337
logn_mlog4p28314_s0p2621_L8_p2_train,1426.71,1430.01,1429.78
logn_mlog4p28314_s0p2621_L8_p2_test,1410.467,1412.888,1413.867
logn_mlog4p30868_s0p132746_L8_p2_train,723.67,715.6,717.18
logn_mlog4p30868_s0p132746_L8_p2_test,742.97,733.525,741.364
logn_mlog4p4936_s0p472381_L8_p2_train,3228.53,3229.81,3227.09
logn_mlog4p4936_s0p472381_L8_p2_test,3240.667,3251.537,3245.368
logn_mlog4p56208_s0p29356_L8_p2_train,2102.88,2102.96,2099.14
logn_mlog4p56208_s0p29356_L8_p2_test,2104.456,2106.09,2104.074
logn_mlog4p58097_s0p703346_L8_p2_train,5806.76,5796.19,5800.3
logn_mlog4p58097_s0p703346_L8_p2_test,5833.238,5834.986,5863.552
logn_mlog4p58556_s0p198042_L8_p2_train,1501.19,1494.93,1504.91
logn_mlog4p58556_s0p198042_L8_p2_test,1466.514,1440.094,1448.576
logn_mlog4p6002_s0p0997513_L8_p2_train,731.46,732.64,732.5
logn_mlog4p6002_s0p0997513_L8_p2_test,744.604,741.124,739.952
logn_mlog4p7541_s0p385253_L8_p2_train,3427.43,3429.22,3427.0
logn_mlog4p7541_s0p385253_L8_p2_test,3408.34,3410.805,3411.603
logn_mlog4p80031_s0p236648_L8_p2_train,2115.96,2113.36,2113.97
logn_mlog4p80031_s0p236648_L8_p2_test,2148.398,2154.573,2155.712
logn_mlog4p81567_s0p15899_L8_p2_train,1536.71,1486.52,1487.13
logn_mlog4p81567_s0p15899_L8_p2_test,1528.968,1463.557,1465.705
logn_mlog4p82512_s0p0798724_L8_p2_train,750.38,748.73,744.97
logn_mlog4p82512_s0p0798724_L8_p2_test,744.918,747.466,741.166
logn_mlog4p82677_s0p606403_L8_p2_train,5967.82,5966.58,5976.38
logn_mlog4p82677_s0p606403_L8_p2_test,6187.954,6193.911,6194.228
logn_mlog4p95796_s0p324593_L8_p2_train,3407.96,3414.76,3439.16
logn_mlog4p95796_s0p324593_L8_p2_test,3468.811,3471.925,3494.998
logn_mlog4p99102_s0p198042_L8_p2_train,2128.89,2123.47,2155.14
logn_mlog4p99102_s0p198042_L8_p2_test,2154.047,2164.095,2175.214
logn_mlog5p00182_s0p132746_L8_p2_train,1456.9,1455.88,1479.8
logn_mlog5p00182_s0p132746_L8_p2_test,1471.108,1471.98,1508.455
logn_mlog5p00842_s0p0665928_L8_p2_train,798.29,742.81,747.46
logn_mlog5p00842_s0p0665928_L8_p2_test,814.759,752.672,749.039
negbin_r0p251256_p0p005_L8_p2_train,4269.15,4267.09,4271.38
negbin_r0p251256_p0p005_L8_p2_test,4624.536,4626.848,4625.301
negbin_r0p566751_p0p0075_L8_p2_train,5617.88,5601.72,5617.69
negbin_r0p566751_p0p0075_L8_p2_test,5602.416,5598.848,5604.075
negbin_r124875_p0p999_L8_p2_train,825.15,824.3,824.92
negbin_r124875_p0p999_L8_p2_test,844.983,845.139,846.556
negbin_r12p5_p0p111111_L8_p2_train,2165.33,2161.65,2183.37
negbin_r12p5_p0p111111_L8_p2_test,2168.93,2180.807,2178.81
negbin_r149850_p0p999_L8_p2_train,907.75,914.62,975.06
negbin_r149850_p0p999_L8_p2_test,921.963,926.503,973.017
negbin_r17p3077_p0p1875_L8_p2_train,1445.03,1450.99,1455.54
negbin_r17p3077_p0p1875_L8_p2_test,1460.983,1462.895,1460.635
negbin_r1p0101_p0p01_L8_p2_train,6169.86,6166.69,6162.4
negbin_r1p0101_p0p01_L8_p2_test,6205.069,6204.001,6214.998
negbin_r1p02041_p0p02_L8_p2_train,3167.72,3164.76,3173.81
negbin_r1p02041_p0p02_L8_p2_test,3121.115,3120.715,3123.71
negbin_r1p58228_p0p0125_L8_p2_train,6517.8,6502.68,6536.13
negbin_r1p58228_p0p0125_L8_p2_test,6482.206,6475.262,6508.434
negbin_r20p1613_p0p138889_L8_p2_train,2165.86,2165.68,2181.49
negbin_r20p1613_p0p138889_L8_p2_test,2178.926,2181.466,2193.68
negbin_r225_p0p75_L8_p2_train,766.57,764.75,766.76
negbin_r225_p0p75_L8_p2_test,748.52,747.424,754.39
negbin_r2p28426_p0p015_L8_p2_train,6558.83,6539.75,6555.85
negbin_r2p28426_p0p015_L8_p2_test,6642.616,6666.899,6686.242
negbin_r2p31959_p0p03_L8_p2_train,3358.1,3352.78,3359.13
negbin_r2p31959_p0p03_L8_p2_test,3361.729,3357.886,3363.753
negbin_r2p94118_p0p0555556_L8_p2_train,2095.75,2098.01,2102.46
negbin_r2p94118_p0p0555556_L8_p2_test,2029.211,2033.99,2034.119
negbin_r30_p0p166667_L8_p2_train,2126.84,2137.6,2137.76
negbin_r30_p0p166667_L8_p2_test,2200.094,2208.97,2206.888
negbin_r33p3333_p0p25_L8_p2_train,1445.23,1444.23,1449.13
negbin_r33p3333_p0p25_L8_p2_test,1494.623,1476.52,1468.991
negbin_r4p16667_p0p04_L8_p2_train,3567.24,3568.64,3571.32
negbin_r4p16667_p0p04_L8_p2_test,3474.574,3476.899,3473.855
negbin_r50_p0p5_L8_p2_train,729.91,730.54,731.55
negbin_r50_p0p5_L8_p2_test,739.493,741.745,740.314
negbin_r56p8182_p0p3125_L8_p2_train,1561.25,1502.96,1497.29
negbin_r56p8182_p0p3125_L8_p2_test,1558.172,1496.421,1488.466
negbin_r6p57895_p0p05_L8_p2_train,3459.11,3457.5,3460.5
negbin_r6p57895_p0p05_L8_p2_test,3550.791,3556.683,3553.65
negbin_r6p81818_p0p0833333_L8_p2_train,2103.58,2097.72,2108.26
negbin_r6p81818_p0p0833333_L8_p2_test,2143.862,2156.36,2143.944
negbin_r7p14286_p0p125_L8_p2_train,1438.66,1442.1,1443.58
negbin_r7p14286_p0p125_L8_p2_test,1413.364,1415.319,1416.58
negbin_r90_p0p375_L8_p2_train,1543.21,1546.3,1576.57
negbin_r90_p0p375_L8_p2_test,1484.63,1480.86,1512.037
negbin_r99900_p0p999_L8_p2_train,757.46,759.97,763.2
negbin_r99900_p0p999_L8_p2_test,757.703,761.233,759.245
negbin_r9p57447_p0p06_L8_p2_train,3616.61,3618.42,3618.42
negbin_r9p57447_p0p06_L8_p2_test,3568.938,3579.868,3579.868
normal_mu100_sd100_L8_p2_train,6205.71,6202.76,6227.7
normal_mu100_sd100_L8_p2_test,6313.128,6327.044,6340.24
normal_mu100_sd10_L8_p2_train,743.92,740.89,730.6
normal_mu100_sd10_L8_p2_test,764.186,767.572,757.302
normal_mu100_sd20_L8_p2_train,1537.47,1534.55,1526.31
normal_mu100_sd20_L8_p2_test,1514.797,1512.433,1520.282
normal_mu100_sd30_L8_p2_train,2278.27,2276.29,2281.94
normal_mu100_sd30_L8_p2_test,2275.546,2281.049,2284.38
normal_mu100_sd50_L8_p2_train,3814.15,3807.36,3833.83
normal_mu100_sd50_L8_p2_test,3686.671,3694.857,3686.565
normal_mu125_sd100_L8_p2_train,6801.4,6796.62,6816.07
normal_mu125_sd100_L8_p2_test,6721.354,6726.632,6751.822
normal_mu125_sd10_L8_p2_train,751.1,753.95,747.64
normal_mu125_sd10_L8_p2_test,752.433,755.344,750.075
normal_mu125_sd20_L8_p2_train,1542.44,1473.24,1459.97
normal_mu125_sd20_L8_p2_test,1594.939,1529.709,1518.23
normal_mu125_sd30_L8_p2_train,2231.84,2234.17,2258.5
normal_mu125_sd30_L8_p2_test,2259.403,2261.642,2273.564
normal_mu125_sd50_L8_p2_train,3736.07,3731.35,3732.88
normal_mu125_sd50_L8_p2_test,3710.587,3705.246,3708.703
normal_mu150_sd100_L8_p2_train,7047.99,7039.0,7054.25
normal_mu150_sd100_L8_p2_test,7030.01,7027.638,7043.032
normal_mu150_sd10_L8_p2_train,782.64,786.66,772.13
normal_mu150_sd10_L8_p2_test,767.837,770.107,765.869
normal_mu150_sd20_L8_p2_train,1458.75,1456.01,1611.5
normal_mu150_sd20_L8_p2_test,1506.311,1505.333,1622.42
normal_mu150_sd30_L8_p2_train,2358.6,2361.7,2331.52
normal_mu150_sd30_L8_p2_test,2276.145,2280.235,2265.961
normal_mu150_sd50_L8_p2_train,3913.8,3909.36,3912.93
normal_mu150_sd50_L8_p2_test,3756.958,3758.127,3792.895
normal_mu50_sd100_L8_p2_train,5168.03,5166.55,5180.99
normal_mu50_sd100_L8_p2_test,5202.367,5204.763,5224.577
normal_mu50_sd10_L8_p2_train,757.26,757.35,759.86
normal_mu50_sd10_L8_p2_test,753.318,753.839,750.694
normal_mu50_sd20_L8_p2_train,1474.42,1474.06,1478.38
normal_mu50_sd20_L8_p2_test,1499.149,1500.979,1506.953
normal_mu50_sd30_L8_p2_train,2156.3,2153.18,2167.69
normal_mu50_sd30_L8_p2_test,2145.803,2147.092,2146.622
normal_mu50_sd50_L8_p2_train,3164.77,3160.65,3160.31
normal_mu50_sd50_L8_p2_test,3161.604,3162.483,3168.13
normal_mu75_sd100_L8_p2_train,5659.65,5652.5,5683.22
normal_mu75_sd100_L8_p2_test,5781.308,5795.841,5792.356
normal_mu75_sd10_L8_p2_train,755.69,753.14,758.85
normal_mu75_sd10_L8_p2_test,768.084,761.68,765.588
normal_mu75_sd20_L8_p2_train,1487.23,1485.22,1486.17
normal_mu75_sd20_L8_p2_test,1504.923,1506.637,1508.304
normal_mu75_sd30_L8_p2_train,2168.12,2167.32,2168.74
normal_mu75_sd30_L8_p2_test,2272.543,2275.027,2276.487
normal_mu75_sd50_L8_p2_train,3434.28,3425.72,3439.14
normal_mu75_sd50_L8_p2_test,3512.009,3517.756,3518.306
pareto_a11p0499_xm90p9501_L8_p2_train,606.38,585.28,585.28
pareto_a11p0499_xm90p9501_L8_p2_test,601.144,578.904,578.904
pareto_a13p5399_xm115p768_L8_p2_train,600.93,597.84,596.85
pareto_a13p5399_xm115p768_L8_p2_test,591.873,591.178,591.165
pareto_a16p0333_xm140p644_L8_p2_train,615.47,613.32,613.32
pareto_a16p0333_xm140p644_L8_p2_test,595.929,594.478,594.478
pareto_a2p11803_xm26p3932_L8_p2_train,1767.84,1768.17,1768.46
pareto_a2p11803_xm26p3932_L8_p2_test,1792.501,1793.39,1793.259
pareto_a2p25_xm41p6667_L8_p2_train,2374.93,2374.96,2372.01
pareto_a2p25_xm41p6667_L8_p2_test,2454.729,2455.811,2452.944
pareto_a2p41421_xm29p2893_L8_p2_train,1590.28,1590.4,1592.66
pareto_a2p41421_xm29p2893_L8_p2_test,1538.005,1539.009,1538.819
pareto_a2p41421_xm58p5786_L8_p2_train,3045.73,3044.54,3045.73
pareto_a2p41421_xm58p5786_L8_p2_test,3107.057,3104.69,3107.057
pareto_a2p60078_xm76p9375_L8_p2_train,3493.88,3496.04,3491.29
