dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
beta_a0p125_b1p125_M500_L6_p10_train,15515.62,15490.7,15663.82
beta_a0p125_b1p125_M500_L6_p10_test,16074.206,16137.135,16391.055
beta_a0p328125_b1p85938_M500_L6_p10_train,16243.4,16250.38,16299.81
beta_a0p328125_b1p85938_M500_L6_p10_test,16897.76,16935.498,17058.807
beta_a0p6_b2p4_M500_L6_p10_train,17061.8,17084.88,17007.0
beta_a0p6_b2p4_M500_L6_p10_test,17277.676,17290.514,17287.494
beta_a0p8_b7p2_M500_L6_p10_train,8174.69,8179.52,8269.14
beta_a0p8_b7p2_M500_L6_p10_test,8310.604,8316.236,8363.835
beta_a0p921875_b2p76562_M500_L6_p10_train,16604.52,16521.07,16329.96
beta_a0p921875_b2p76562_M500_L6_p10_test,17093.879,17106.637,17152.531
beta_a116p938_b350p812_M500_L6_p10_train,1922.42,1863.69,1710.49
beta_a116p938_b350p812_M500_L6_p10_test,1939.147,1822.488,1708.541
beta_a11p8031_b66p8844_M500_L6_p10_train,3647.74,3593.59,3409.02
beta_a11p8031_b66p8844_M500_L6_p10_test,3540.659,3493.709,3390.103
beta_a12p7708_b38p3125_M500_L6_p10_train,5467.02,5109.44,5044.92
beta_a12p7708_b38p3125_M500_L6_p10_test,5475.927,5147.714,5040.943
beta_a157p2_b366p8_M500_L6_p10_train,1814.72,1817.53,1751.2
beta_a157p2_b366p8_M500_L6_p10_test,1853.043,1857.125,1727.854
beta_a17p2_b40p1333_M500_L6_p10_train,5417.65,5264.07,5133.1
beta_a17p2_b40p1333_M500_L6_p10_test,5370.169,5228.044,5138.625
beta_a19p8_b79p2_M500_L6_p10_train,3682.85,3569.47,3482.23
beta_a19p8_b79p2_M500_L6_p10_test,3617.307,3499.868,3383.684
beta_a1p275_b2p975_M500_L6_p10_train,17997.02,17916.01,17790.73
beta_a1p275_b2p975_M500_L6_p10_test,17364.666,17245.932,17158.802
beta_a1p7625_b9p9875_M500_L6_p10_train,8469.59,8411.25,8289.27
beta_a1p7625_b9p9875_M500_L6_p10_test,8624.177,8489.275,8464.3
beta_a22p4_b201p6_M500_L6_p10_train,1832.99,1793.92,1730.65
beta_a22p4_b201p6_M500_L6_p10_test,1780.339,1745.222,1688.606
beta_a29p0469_b87p1406_M500_L6_p10_train,3408.42,3390.23,3474.13
beta_a29p0469_b87p1406_M500_L6_p10_test,3551.492,3547.528,3577.279
beta_a2p4_b21p6_M500_L6_p10_train,5068.74,5050.97,5071.32
beta_a2p4_b21p6_M500_L6_p10_test,5041.316,5033.515,5039.79
beta_a39p075_b91p175_M500_L6_p10_train,3541.59,3449.52,3355.1
beta_a39p075_b91p175_M500_L6_p10_test,3598.216,3503.953,3356.123
beta_a3_b12_M500_L6_p10_train,9161.79,8712.52,8573.04
beta_a3_b12_M500_L6_p10_test,9114.959,8631.343,8523.593
