dataset,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
zinb_pi0p3_r40_p0p3_L2_c1_2_train.json,2,1,2,100,50,65.4476,180,3655.9,47,3585.16
zinb_pi0p3_r40_p0p4_L2_c1_2_train.json,2,1,2,100,50,41.5606,115,2387.4,28,2421.88
zinb_pi0p3_r40_p0p6_L2_c1_2_train.json,2,1,2,100,50,18.586,50,1071.96,12,1101.04
zinb_pi0p3_r40_p0p8_L2_c1_2_train.json,2,1,2,100,50,6.9282,18,429.13,4,427.4
zinb_pi0p3_r5_p0p1_L2_c1_2_train.json,2,1,2,100,50,31.751,79,2053.81,20,1962.34
zinb_pi0p3_r5_p0p2_L2_c1_2_train.json,2,1,2,100,50,14.1858,34,941.13,8,942.18
zinb_pi0p3_r5_p0p3_L2_c1_2_train.json,2,1,2,100,50,8.0674,19,555.67,5,543.48
zinb_pi0p3_r5_p0p4_L2_c1_2_train.json,2,1,2,100,50,5.3576,12,366.56,3,357.82
zinb_pi0p3_r5_p0p6_L2_c1_2_train.json,2,1,2,100,50,2.3192,5,176.12,1,173.94
zinb_pi0p3_r5_p0p8_L2_c1_2_train.json,2,1,2,100,50,0.8772,1,76.85,0,87.72
zinb_pi0p5_r10_p0p1_L2_c1_2_train.json,2,1,2,100,50,43.0716,83,3657.53,18,3727.89
zinb_pi0p5_r10_p0p2_L2_c1_2_train.json,2,1,2,100,50,20.314,40,1666.07,10,1658.54
zinb_pi0p5_r10_p0p3_L2_c1_2_train.json,2,1,2,100,50,11.7568,23,961.39,6,966.6
zinb_pi0p5_r10_p0p4_L2_c1_2_train.json,2,1,2,100,50,7.5514,14,631.19,3,640.19
zinb_pi0p5_r10_p0p6_L2_c1_2_train.json,2,1,2,100,50,3.3282,6,286.35,1,292.23
zinb_pi0p5_r10_p0p8_L2_c1_2_train.json,2,1,2,100,50,1.2358,2,111.08,0,123.58
zinb_pi0p5_r20_p0p1_L2_c1_2_train.json,2,1,2,100,50,92.3992,189,7143.81,47,7348.09
zinb_pi0p5_r20_p0p2_L2_c1_2_train.json,2,1,2,100,50,39.8652,83,3164.95,20,3251.16
zinb_pi0p5_r20_p0p3_L2_c1_2_train.json,2,1,2,100,50,23.305,47,1873.73,12,1893.99
zinb_pi0p5_r20_p0p4_L2_c1_2_train.json,2,1,2,100,50,14.9338,30,1196.48,7,1213.92
zinb_pi0p5_r20_p0p6_L2_c1_2_train.json,2,1,2,100,50,6.6842,13,545.23,3,549.75
zinb_pi0p5_r20_p0p8_L2_c1_2_train.json,2,1,2,100,50,2.5368,5,216.09,1,217.84
zinb_pi0p5_r2_p0p1_L2_c1_2_train.json,2,1,2,100,50,9.039,12,819.83,3,820.37
zinb_pi0p5_r2_p0p2_L2_c1_2_train.json,2,1,2,100,50,3.9686,5,364.19,1,363.12
zinb_pi0p5_r2_p0p3_L2_c1_2_train.json,2,1,2,100,50,2.2962,3,214.27,1,222.91
zinb_pi0p5_r2_p0p4_L2_c1_2_train.json,2,1,2,100,50,1.4848,1,142.27,0,148.48
zinb_pi0p5_r2_p0p6_L2_c1_2_train.json,2,1,2,100,50,0.687,0,68.7,0,68.7
zinb_pi0p5_r2_p0p8_L2_c1_2_train.json,2,1,2,100,50,0.2466,0,24.66,0,24.66
zinb_pi0p5_r40_p0p1_L2_c1_2_train.json,2,1,2,100,50,179.9148,370,14204.32,92,14540.96
zinb_pi0p5_r40_p0p2_L2_c1_2_train.json,2,1,2,100,50,81.0384,162,6331.24,44,6391.93
zinb_pi0p5_r40_p0p3_L2_c1_2_train.json,2,1,2,100,50,46.5648,95,3638.73,24,3701.15
zinb_pi0p5_r40_p0p4_L2_c1_2_train.json,2,1,2,100,50,30.8174,61,2421.81,16,2427.88
zinb_pi0p5_r40_p0p6_L2_c1_2_train.json,2,1,2,100,50,13.0714,26,1040.36,6,1070.12
zinb_pi0p5_r40_p0p8_L2_c1_2_train.json,2,1,2,100,50,5.0398,10,415.24,2,416.89
zinb_pi0p5_r5_p0p1_L2_c1_2_train.json,2,1,2,100,50,22.2754,43,1876.56,9,1898.11
zinb_pi0p5_r5_p0p2_L2_c1_2_train.json,2,1,2,100,50,9.8004,17,840.29,4,844.16
zinb_pi0p5_r5_p0p3_L2_c1_2_train.json,2,1,2,100,50,5.643,9,491.41,2,488.33
zinb_pi0p5_r5_p0p4_L2_c1_2_train.json,2,1,2,100,50,3.7282,6,326.31,1,333.41
zinb_pi0p5_r5_p0p6_L2_c1_2_train.json,2,1,2,100,50,1.6046,2,147.2,0,160.46
zinb_pi0p5_r5_p0p8_L2_c1_2_train.json,2,1,2,100,50,0.5968,0,59.68,0,59.68
zinb_pi0p7_r10_p0p1_L2_c1_2_train.json,2,1,2,100,50,26.1164,0,2611.64,0,2611.64
zinb_pi0p7_r10_p0p2_L2_c1_2_train.json,2,1,2,100,50,11.9966,0,1199.66,0,1199.66
zinb_pi0p7_r10_p0p3_L2_c1_2_train.json,2,1,2,100,50,7.0442,0,704.42,0,704.42
zinb_pi0p7_r10_p0p4_L2_c1_2_train.json,2,1,2,100,50,4.3178,0,431.78,0,431.78
zinb_pi0p7_r10_p0p6_L2_c1_2_train.json,2,1,2,100,50,2.0226,0,202.26,0,202.26
zinb_pi0p7_r10_p0p8_L2_c1_2_train.json,2,1,2,100,50,0.749,0,74.9,0,74.9
zinb_pi0p7_r20_p0p1_L2_c1_2_train.json,2,1,2,100,50,55.8466,0,5584.66,0,5584.66
zinb_pi0p7_r20_p0p2_L2_c1_2_train.json,2,1,2,100,50,23.7752,0,2377.52,0,2377.52
zinb_pi0p7_r20_p0p3_L2_c1_2_train.json,2,1,2,100,50,13.7452,0,1374.52,0,1374.52
zinb_pi0p7_r20_p0p4_L2_c1_2_train.json,2,1,2,100,50,9.0634,0,906.34,0,906.34
zinb_pi0p7_r20_p0p6_L2_c1_2_train.json,2,1,2,100,50,4.0232,0,402.32,0,402.32
zinb_pi0p7_r20_p0p8_L2_c1_2_train.json,2,1,2,100,50,1.47,0,147.0,0,147.0
zinb_pi0p7_r2_p0p1_L2_c1_2_train.json,2,1,2,100,50,5.6588,0,565.88,0,565.88
zinb_pi0p7_r2_p0p2_L2_c1_2_train.json,2,1,2,100,50,2.4444,0,244.44,0,244.44
zinb_pi0p7_r2_p0p3_L2_c1_2_train.json,2,1,2,100,50,1.3402,0,134.02,0,134.02
zinb_pi0p7_r2_p0p4_L2_c1_2_train.json,2,1,2,100,50,0.874,0,87.4,0,87.4
zinb_pi0p7_r2_p0p6_L2_c1_2_train.json,2,1,2,100,50,0.4022,0,40.22,0,40.22
zinb_pi0p7_r2_p0p8_L2_c1_2_train.json,2,1,2,100,50,0.152,0,15.2,0,15.2
zinb_pi0p7_r40_p0p1_L2_c1_2_train.json,2,1,2,100,50,106.7738,20,10738.38,0,10677.38
zinb_pi0p7_r40_p0p2_L2_c1_2_train.json,2,1,2,100,50,48.397,0,4839.7,0,4839.7
zinb_pi0p7_r40_p0p3_L2_c1_2_train.json,2,1,2,100,50,27.5218,0,2752.18,0,2752.18
zinb_pi0p7_r40_p0p4_L2_c1_2_train.json,2,1,2,100,50,18.5916,0,1859.16,0,1859.16
zinb_pi0p7_r40_p0p6_L2_c1_2_train.json,2,1,2,100,50,8.0764,0,807.64,0,807.64
zinb_pi0p7_r40_p0p8_L2_c1_2_train.json,2,1,2,100,50,3.067,0,306.7,0,306.7
zinb_pi0p7_r5_p0p1_L2_c1_2_train.json,2,1,2,100,50,13.3138,0,1331.38,0,1331.38
zinb_pi0p7_r5_p0p2_L2_c1_2_train.json,2,1,2,100,50,5.9892,0,598.92,0,598.92
zinb_pi0p7_r5_p0p3_L2_c1_2_train.json,2,1,2,100,50,3.5528,0,355.28,0,355.28
zinb_pi0p7_r5_p0p4_L2_c1_2_train.json,2,1,2,100,50,2.2818,0,228.18,0,228.18
zinb_pi0p7_r5_p0p6_L2_c1_2_train.json,2,1,2,100,50,0.9974,0,99.74,0,99.74
zinb_pi0p7_r5_p0p8_L2_c1_2_train.json,2,1,2,100,50,0.37,0,37.0,0,37.0
zinb_pi0p85_r10_p0p1_L2_c1_2_train.json,2,1,2,100,50,14.2206,0,1422.06,0,1422.06
zinb_pi0p85_r10_p0p2_L2_c1_2_train.json,2,1,2,100,50,6.1866,0,618.66,0,618.66
zinb_pi0p85_r10_p0p3_L2_c1_2_train.json,2,1,2,100,50,3.421,0,342.1,0,342.1
zinb_pi0p85_r10_p0p4_L2_c1_2_train.json,2,1,2,100,50,2.3662,0,236.62,0,236.62
zinb_pi0p85_r10_p0p6_L2_c1_2_train.json,2,1,2,100,50,1.0234,0,102.34,0,102.34
zinb_pi0p85_r10_p0p8_L2_c1_2_train.json,2,1,2,100,50,0.3626,0,36.26,0,36.26
zinb_pi0p85_r20_p0p1_L2_c1_2_train.json,2,1,2,100,50,26.4732,0,2647.32,0,2647.32
zinb_pi0p85_r20_p0p2_L2_c1_2_train.json,2,1,2,100,50,12.2624,0,1226.24,0,1226.24
zinb_pi0p85_r20_p0p3_L2_c1_2_train.json,2,1,2,100,50,6.8928,0,689.28,0,689.28
zinb_pi0p85_r20_p0p4_L2_c1_2_train.json,2,1,2,100,50,4.527,0,452.7,0,452.7
zinb_pi0p85_r20_p0p6_L2_c1_2_train.json,2,1,2,100,50,1.9122,0,191.22,0,191.22
zinb_pi0p85_r20_p0p8_L2_c1_2_train.json,2,1,2,100,50,0.7856,0,78.56,0,78.56
zinb_pi0p85_r2_p0p1_L2_c1_2_train.json,2,1,2,100,50,2.7334,0,273.34,0,273.34
zinb_pi0p85_r2_p0p2_L2_c1_2_train.json,2,1,2,100,50,1.1728,0,117.28,0,117.28
zinb_pi0p85_r2_p0p3_L2_c1_2_train.json,2,1,2,100,50,0.7134,0,71.34,0,71.34
zinb_pi0p85_r2_p0p4_L2_c1_2_train.json,2,1,2,100,50,0.4878,0,48.78,0,48.78
zinb_pi0p85_r2_p0p6_L2_c1_2_train.json,2,1,2,100,50,0.1864,0,18.64,0,18.64
zinb_pi0p85_r2_p0p8_L2_c1_2_train.json,2,1,2,100,50,0.0774,0,7.74,0,7.74
zinb_pi0p85_r40_p0p1_L2_c1_2_train.json,2,1,2,100,50,56.4006,0,5640.06,0,5640.06
zinb_pi0p85_r40_p0p2_L2_c1_2_train.json,2,1,2,100,50,25.1672,0,2516.72,0,2516.72
zinb_pi0p85_r40_p0p3_L2_c1_2_train.json,2,1,2,100,50,14.248,0,1424.8,0,1424.8
zinb_pi0p85_r40_p0p4_L2_c1_2_train.json,2,1,2,100,50,9.138,0,913.8,0,913.8
zinb_pi0p85_r40_p0p6_L2_c1_2_train.json,2,1,2,100,50,4.144,0,414.4,0,414.4
zinb_pi0p85_r40_p0p8_L2_c1_2_train.json,2,1,2,100,50,1.4222,0,142.22,0,142.22
zinb_pi0p85_r5_p0p1_L2_c1_2_train.json,2,1,2,100,50,6.3672,0,636.72,0,636.72
zinb_pi0p85_r5_p0p2_L2_c1_2_train.json,2,1,2,100,50,3.024,0,302.4,0,302.4
zinb_pi0p85_r5_p0p3_L2_c1_2_train.json,2,1,2,100,50,1.797,0,179.7,0,179.7
zinb_pi0p85_r5_p0p4_L2_c1_2_train.json,2,1,2,100,50,1.0782,0,107.82,0,107.82
zinb_pi0p85_r5_p0p6_L2_c1_2_train.json,2,1,2,100,50,0.5004,0,50.04,0,50.04
zinb_pi0p85_r5_p0p8_L2_c1_2_train.json,2,1,2,100,50,0.1776,0,17.76,0,17.76
beta_a0p5_b0p5_M100_L2_c1_2_test.json,2,1,2,1000,50,50.13458,132,2865.843,33,2767.309
beta_a0p5_b0p5_M200_L2_c1_2_test.json,2,1,2,1000,50,100.02054,264,5702.693,67,5522.442
beta_a0p5_b0p5_M20_L2_c1_2_test.json,2,1,2,1000,50,10.0193,26,572.683,7,556.143
beta_a0p5_b0p5_M500_L2_c1_2_test.json,2,1,2,1000,50,249.54696,653,14222.194,168,13605.504
beta_a0p5_b0p5_M50_L2_c1_2_test.json,2,1,2,1000,50,24.9965,66,1425.407,17,1377.574
beta_a0p5_b10_M100_L2_c1_2_test.json,2,1,2,1000,50,4.69986,8,372.786,2,360.543
beta_a0p5_b10_M200_L2_c1_2_test.json,2,1,2,1000,50,9.58786,16,755.579,4,733.475
beta_a0p5_b10_M20_L2_c1_2_test.json,2,1,2,1000,50,0.91006,1,79.492,0,91.006
beta_a0p5_b10_M500_L2_c1_2_test.json,2,1,2,1000,50,23.73442,39,1857.486,10,1803.067
beta_a0p5_b10_M50_L2_c1_2_test.json,2,1,2,1000,50,2.35454,4,190.139,1,183.458
beta_a0p5_b1_M100_L2_c1_2_test.json,2,1,2,1000,50,33.4564,76,2252.094,19,2171.87
beta_a0p5_b1_M200_L2_c1_2_test.json,2,1,2,1000,50,66.72408,152,4483.261,39,4298.334
beta_a0p5_b1_M20_L2_c1_2_test.json,2,1,2,1000,50,6.6822,15,449.775,4,431.952
beta_a0p5_b1_M500_L2_c1_2_test.json,2,1,2,1000,50,167.46124,385,11172.954,98,10753.484
beta_a0p5_b1_M50_L2_c1_2_test.json,2,1,2,1000,50,16.74092,38,1127.084,10,1081.358
beta_a0p5_b2_M100_L2_c1_2_test.json,2,1,2,1000,50,20.0118,39,1472.382,10,1420.162
beta_a0p5_b2_M200_L2_c1_2_test.json,2,1,2,1000,50,40.04748,78,2942.675,20,2830.032
beta_a0p5_b2_M20_L2_c1_2_test.json,2,1,2,1000,50,3.96788,8,296.696,2,285.403
beta_a0p5_b2_M500_L2_c1_2_test.json,2,1,2,1000,50,100.58712,196,7365.652,51,7077.517
beta_a0p5_b2_M50_L2_c1_2_test.json,2,1,2,1000,50,10.06854,19,744.518,5,717.494
beta_a0p5_b5_M100_L2_c1_2_test.json,2,1,2,1000,50,9.17588,16,708.399,4,683.519
beta_a0p5_b5_M200_L2_c1_2_test.json,2,1,2,1000,50,18.151,31,1401.921,8,1358.203
beta_a0p5_b5_M20_L2_c1_2_test.json,2,1,2,1000,50,1.79332,3,143.66,1,146.173
beta_a0p5_b5_M500_L2_c1_2_test.json,2,1,2,1000,50,45.2272,76,3502.54,20,3392.304
beta_a0p5_b5_M50_L2_c1_2_test.json,2,1,2,1000,50,4.51058,8,354.368,2,341.412
beta_a10_b0p5_M100_L2_c1_2_test.json,2,1,2,1000,50,95.2207,287,727.354,92,543.924
beta_a10_b0p5_M200_L2_c1_2_test.json,2,1,2,1000,50,190.49128,575,1452.992,185,1086.513
beta_a10_b0p5_M20_L2_c1_2_test.json,2,1,2,1000,50,19.0896,58,148.994,18,131.804
beta_a10_b0p5_M500_L2_c1_2_test.json,2,1,2,1000,50,476.07046,1437,3637.648,462,2716.862
beta_a10_b0p5_M50_L2_c1_2_test.json,2,1,2,1000,50,47.63256,144,365.893,46,275.352
beta_a10_b10_M100_L2_c1_2_test.json,2,1,2,1000,50,50.03412,146,955.715,45,824.389
beta_a10_b10_M200_L2_c1_2_test.json,2,1,2,1000,50,100.01614,291,1924.397,90,1693.651
beta_a10_b10_M20_L2_c1_2_test.json,2,1,2,1000,50,9.99484,29,191.807,9,165.861
beta_a10_b10_M500_L2_c1_2_test.json,2,1,2,1000,50,250.14776,726,4781.008,226,4139.7
beta_a10_b10_M50_L2_c1_2_test.json,2,1,2,1000,50,25.0015,73,480.209,22,423.663
beta_a10_b1_M100_L2_c1_2_test.json,2,1,2,1000,50,90.85036,273,887.773,87,696.909
beta_a10_b1_M200_L2_c1_2_test.json,2,1,2,1000,50,181.90684,547,1761.946,174,1394.642
beta_a10_b1_M20_L2_c1_2_test.json,2,1,2,1000,50,18.20414,55,179.954,17,155.925
beta_a10_b1_M500_L2_c1_2_test.json,2,1,2,1000,50,454.723,1366,4405.338,436,3461.256
beta_a10_b1_M50_L2_c1_2_test.json,2,1,2,1000,50,45.44916,136,445.02,43,359.608
beta_a10_b2_M100_L2_c1_2_test.json,2,1,2,1000,50,83.29292,249,1029.501,79,842.693
beta_a10_b2_M200_L2_c1_2_test.json,2,1,2,1000,50,166.6535,497,2057.925,157,1689.628
beta_a10_b2_M20_L2_c1_2_test.json,2,1,2,1000,50,16.6565,50,205.686,16,178.701
beta_a10_b2_M500_L2_c1_2_test.json,2,1,2,1000,50,416.7256,1244,5120.524,393,4155.752
beta_a10_b2_M50_L2_c1_2_test.json,2,1,2,1000,50,41.63702,124,515.909,39,422.268
beta_a10_b5_M100_L2_c1_2_test.json,2,1,2,1000,50,66.6799,196,1083.266,61,923.471
beta_a10_b5_M200_L2_c1_2_test.json,2,1,2,1000,50,133.26702,392,2174.463,123,1842.096
beta_a10_b5_M20_L2_c1_2_test.json,2,1,2,1000,50,13.32786,39,216.876,12,187.983
beta_a10_b5_M500_L2_c1_2_test.json,2,1,2,1000,50,333.35554,980,5394.795,307,4574.032
beta_a10_b5_M50_L2_c1_2_test.json,2,1,2,1000,50,33.35822,98,540.84,31,463.158
beta_a1_b0p5_M100_L2_c1_2_test.json,2,1,2,1000,50,66.80476,194,2511.585,53,2429.375
beta_a1_b0p5_M200_L2_c1_2_test.json,2,1,2,1000,50,132.9949,386,5063.073,105,4883.939
beta_a1_b0p5_M20_L2_c1_2_test.json,2,1,2,1000,50,13.319,39,508.186,10,501.673
beta_a1_b0p5_M500_L2_c1_2_test.json,2,1,2,1000,50,333.1269,969,12575.607,264,12045.492
beta_a1_b0p5_M50_L2_c1_2_test.json,2,1,2,1000,50,33.3417,97,1252.34,26,1209.938
beta_a1_b10_M100_L2_c1_2_test.json,2,1,2,1000,50,9.07166,20,568.39,5,543.795
beta_a1_b10_M200_L2_c1_2_test.json,2,1,2,1000,50,18.18628,40,1133.179,11,1085.105
beta_a1_b10_M20_L2_c1_2_test.json,2,1,2,1000,50,1.80464,4,116.486,1,110.308
beta_a1_b10_M500_L2_c1_2_test.json,2,1,2,1000,50,45.44424,99,2813.657,27,2680.885
beta_a1_b10_M50_L2_c1_2_test.json,2,1,2,1000,50,4.5312,10,283.859,3,275.406
beta_a1_b1_M100_L2_c1_2_test.json,2,1,2,1000,50,50.10542,136,2347.601,37,2236.043
beta_a1_b1_M200_L2_c1_2_test.json,2,1,2,1000,50,99.77646,272,4693.921,73,4476.299
beta_a1_b1_M20_L2_c1_2_test.json,2,1,2,1000,50,10.02222,27,470.226,7,450.617
beta_a1_b1_M500_L2_c1_2_test.json,2,1,2,1000,50,250.6825,679,11754.267,183,11188.672
beta_a1_b1_M50_L2_c1_2_test.json,2,1,2,1000,50,25.05904,68,1167.306,18,1111.88
beta_a1_b2_M100_L2_c1_2_test.json,2,1,2,1000,50,33.1917,83,1800.851,22,1693.414
beta_a1_b2_M200_L2_c1_2_test.json,2,1,2,1000,50,66.49072,168,3591.511,45,3406.266
beta_a1_b2_M20_L2_c1_2_test.json,2,1,2,1000,50,6.68766,17,362.398,4,351.016
beta_a1_b2_M500_L2_c1_2_test.json,2,1,2,1000,50,166.23712,416,9078.038,112,8564.555
beta_a1_b2_M50_L2_c1_2_test.json,2,1,2,1000,50,16.68798,42,904.703,11,854.139
beta_a1_b5_M100_L2_c1_2_test.json,2,1,2,1000,50,16.68682,38,1004.969,10,957.166
beta_a1_b5_M200_L2_c1_2_test.json,2,1,2,1000,50,33.31976,76,1999.426,21,1902.029
beta_a1_b5_M20_L2_c1_2_test.json,2,1,2,1000,50,3.3158,8,202.265,2,192.05
beta_a1_b5_M500_L2_c1_2_test.json,2,1,2,1000,50,83.33408,191,4977.487,51,4727.914
beta_a1_b5_M50_L2_c1_2_test.json,2,1,2,1000,50,8.27092,19,496.397,5,471.015
beta_a2_b0p5_M100_L2_c1_2_test.json,2,1,2,1000,50,79.96896,241,1864.397,70,1776.442
beta_a2_b0p5_M200_L2_c1_2_test.json,2,1,2,1000,50,160.0508,482,3689.173,141,3542.954
beta_a2_b0p5_M20_L2_c1_2_test.json,2,1,2,1000,50,16.04658,48,372.68,14,356.182
beta_a2_b0p5_M500_L2_c1_2_test.json,2,1,2,1000,50,399.47118,1204,9328.356,352,8939.053
beta_a2_b0p5_M50_L2_c1_2_test.json,2,1,2,1000,50,39.98252,120,937.491,35,905.654
beta_a2_b10_M100_L2_c1_2_test.json,2,1,2,1000,50,16.71694,43,771.479,12,728.152
beta_a2_b10_M200_L2_c1_2_test.json,2,1,2,1000,50,33.43704,85,1532.972,24,1437.834
beta_a2_b10_M20_L2_c1_2_test.json,2,1,2,1000,50,3.33804,9,154.204,2,156.655
beta_a2_b10_M500_L2_c1_2_test.json,2,1,2,1000,50,83.34374,213,3837.71,60,3584.97
beta_a2_b10_M50_L2_c1_2_test.json,2,1,2,1000,50,8.3523,21,384.282,6,361.146
beta_a2_b1_M100_L2_c1_2_test.json,2,1,2,1000,50,66.51922,194,2002.0,56,1882.013
beta_a2_b1_M200_L2_c1_2_test.json,2,1,2,1000,50,133.23844,388,4010.307,111,3770.706
beta_a2_b1_M20_L2_c1_2_test.json,2,1,2,1000,50,13.32634,39,402.208,11,377.224
beta_a2_b1_M500_L2_c1_2_test.json,2,1,2,1000,50,333.55664,974,10044.901,279,9464.276
beta_a2_b1_M50_L2_c1_2_test.json,2,1,2,1000,50,33.2814,97,1010.21,28,946.752
beta_a2_b2_M100_L2_c1_2_test.json,2,1,2,1000,50,50.04852,140,1828.467,40,1695.991
beta_a2_b2_M200_L2_c1_2_test.json,2,1,2,1000,50,99.61612,278,3657.276,79,3406.347
beta_a2_b2_M20_L2_c1_2_test.json,2,1,2,1000,50,9.99542,28,367.199,8,342.075
beta_a2_b2_M500_L2_c1_2_test.json,2,1,2,1000,50,249.61628,698,9182.14,198,8623.562
beta_a2_b2_M50_L2_c1_2_test.json,2,1,2,1000,50,25.01884,70,919.521,20,858.251
beta_a2_b5_M100_L2_c1_2_test.json,2,1,2,1000,50,28.58146,75,1238.799,21,1154.759
beta_a2_b5_M200_L2_c1_2_test.json,2,1,2,1000,50,57.01096,150,2448.986,42,2307.525
beta_a2_b5_M20_L2_c1_2_test.json,2,1,2,1000,50,5.74276,15,249.715,4,237.824
beta_a2_b5_M500_L2_c1_2_test.json,2,1,2,1000,50,142.54006,376,6120.576,107,5721.787
beta_a2_b5_M50_L2_c1_2_test.json,2,1,2,1000,50,14.2714,38,617.078,11,583.903
beta_a5_b0p5_M100_L2_c1_2_test.json,2,1,2,1000,50,90.90872,275,1083.497,86,962.005
beta_a5_b0p5_M200_L2_c1_2_test.json,2,1,2,1000,50,181.83812,550,2160.604,172,1906.818
beta_a5_b0p5_M20_L2_c1_2_test.json,2,1,2,1000,50,18.21572,55,219.532,17,196.198
beta_a5_b0p5_M500_L2_c1_2_test.json,2,1,2,1000,50,454.4791,1375,5414.986,430,4748.926
beta_a5_b0p5_M50_L2_c1_2_test.json,2,1,2,1000,50,45.45202,137,544.784,43,489.601
beta_a5_b10_M100_L2_c1_2_test.json,2,1,2,1000,50,33.40864,94,954.455,28,869.826
beta_a5_b10_M200_L2_c1_2_test.json,2,1,2,1000,50,66.65702,187,1915.113,56,1742.381
beta_a5_b10_M20_L2_c1_2_test.json,2,1,2,1000,50,6.65482,19,191.975,6,194.518
beta_a5_b10_M500_L2_c1_2_test.json,2,1,2,1000,50,166.89572,468,4808.71,140,4382.379
beta_a5_b10_M50_L2_c1_2_test.json,2,1,2,1000,50,16.65392,47,479.857,14,438.315
beta_a5_b1_M100_L2_c1_2_test.json,2,1,2,1000,50,83.43138,250,1301.896,77,1153.633
beta_a5_b1_M200_L2_c1_2_test.json,2,1,2,1000,50,166.78776,500,2623.222,154,2322.786
beta_a5_b1_M20_L2_c1_2_test.json,2,1,2,1000,50,16.64952,50,263.498,15,241.669
beta_a5_b1_M500_L2_c1_2_test.json,2,1,2,1000,50,416.52518,1247,6549.535,384,5841.572
beta_a5_b1_M50_L2_c1_2_test.json,2,1,2,1000,50,41.70892,125,656.455,38,584.966
beta_a5_b2_M100_L2_c1_2_test.json,2,1,2,1000,50,71.39884,211,1428.496,64,1277.762
beta_a5_b2_M200_L2_c1_2_test.json,2,1,2,1000,50,143.01416,421,2842.193,129,2525.569
beta_a5_b2_M20_L2_c1_2_test.json,2,1,2,1000,50,14.27382,42,284.727,13,259.732
beta_a5_b2_M500_L2_c1_2_test.json,2,1,2,1000,50,357.05928,1050,7095.947,321,6356.562
beta_a5_b2_M50_L2_c1_2_test.json,2,1,2,1000,50,35.78038,106,711.124,32,637.349
beta_a5_b5_M100_L2_c1_2_test.json,2,1,2,1000,50,50.06326,143,1269.127,43,1151.507
beta_a5_b5_M200_L2_c1_2_test.json,2,1,2,1000,50,99.7974,286,2524.752,86,2300.646
beta_a5_b5_M20_L2_c1_2_test.json,2,1,2,1000,50,10.02872,29,254.29,9,241.591
beta_a5_b5_M500_L2_c1_2_test.json,2,1,2,1000,50,249.4674,715,6369.581,215,5742.169
beta_a5_b5_M50_L2_c1_2_test.json,2,1,2,1000,50,25.02728,72,636.064,22,573.159
binom_n100_p0p05_L2_c1_2_test.json,2,1,2,1000,50,4.99688,14,171.611,4,159.096
binom_n100_p0p1_L2_c1_2_test.json,2,1,2,1000,50,10.01298,29,248.252,9,231.117
binom_n100_p0p2_L2_c1_2_test.json,2,1,2,1000,50,20.02712,58,354.379,18,304.731
binom_n100_p0p3_L2_c1_2_test.json,2,1,2,1000,50,29.98278,88,425.081,28,342.054
binom_n100_p0p5_L2_c1_2_test.json,2,1,2,1000,50,50.01186,148,516.513,48,379.189
binom_n100_p0p7_L2_c1_2_test.json,2,1,2,1000,50,69.98582,208,548.328,68,350.775
binom_n100_p0p95_L2_c1_2_test.json,2,1,2,1000,50,95.00434,284,447.384,94,169.914
binom_n100_p0p9_L2_c1_2_test.json,2,1,2,1000,50,90.01038,269,491.079,89,239.01
binom_n200_p0p05_L2_c1_2_test.json,2,1,2,1000,50,9.99528,28,255.843,9,246.914
binom_n200_p0p1_L2_c1_2_test.json,2,1,2,1000,50,19.99364,58,368.07,18,314.821
binom_n200_p0p2_L2_c1_2_test.json,2,1,2,1000,50,40.00618,117,530.551,37,428.837
binom_n200_p0p3_L2_c1_2_test.json,2,1,2,1000,50,60.00334,177,652.673,57,483.898
binom_n200_p0p5_L2_c1_2_test.json,2,1,2,1000,50,100.00264,297,819.364,97,535.007
binom_n200_p0p7_L2_c1_2_test.json,2,1,2,1000,50,140.0105,417,897.015,137,496.606
binom_n200_p0p95_L2_c1_2_test.json,2,1,2,1000,50,189.99392,569,799.769,189,252.954
binom_n200_p0p9_L2_c1_2_test.json,2,1,2,1000,50,180.0121,539,849.565,178,320.844
binom_n20_p0p05_L2_c1_2_test.json,2,1,2,1000,50,1.0035,2,69.406,0,100.35
binom_n20_p0p1_L2_c1_2_test.json,2,1,2,1000,50,1.98576,5,100.344,1,110.156
binom_n20_p0p2_L2_c1_2_test.json,2,1,2,1000,50,4.00528,11,140.274,3,133.91
binom_n20_p0p3_L2_c1_2_test.json,2,1,2,1000,50,5.999,17,166.902,5,152.616
binom_n20_p0p5_L2_c1_2_test.json,2,1,2,1000,50,10.00264,29,195.18,9,169.463
binom_n20_p0p7_L2_c1_2_test.json,2,1,2,1000,50,14.00594,41,192.597,13,157.528
binom_n20_p0p95_L2_c1_2_test.json,2,1,2,1000,50,19.00436,57,128.472,18,108.328
binom_n20_p0p9_L2_c1_2_test.json,2,1,2,1000,50,18.00148,54,153.998,17,119.956
binom_n400_p0p05_L2_c1_2_test.json,2,1,2,1000,50,20.0106,58,375.827,18,324.051
binom_n400_p0p1_L2_c1_2_test.json,2,1,2,1000,50,40.00824,117,558.116,37,453.147
binom_n400_p0p2_L2_c1_2_test.json,2,1,2,1000,50,80.01072,236,827.469,76,601.869
binom_n400_p0p3_L2_c1_2_test.json,2,1,2,1000,50,120.04686,356,1034.258,116,696.073
