dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
beta_a0p5_b0p5_M100_L6_p6_train.json,beta_a0p5_b0p5_M100_L6_c1_2_train.json,6,1,6.0,100,50,49.9692,349,6043.49,41,5330.43
beta_a0p5_b0p5_M100_L6_p6_test.json,beta_a0p5_b0p5_M100_L6_c1_2_test.json,6,1,6.0,1000,50,50.13458,349,6048.705,41,5286.546
beta_a0p5_b0p5_M200_L6_p6_train.json,beta_a0p5_b0p5_M200_L6_c1_2_train.json,6,1,6.0,100,50,101.882,705,11974.79,85,10518.44
beta_a0p5_b0p5_M200_L6_p6_test.json,beta_a0p5_b0p5_M200_L6_c1_2_test.json,6,1,6.0,1000,50,100.02054,705,12113.875,85,10444.961
beta_a0p5_b0p5_M20_L6_p6_train.json,beta_a0p5_b0p5_M20_L6_c1_2_train.json,6,1,6.0,100,50,10.2508,72,1239.39,9,1028.77
beta_a0p5_b0p5_M20_L6_p6_test.json,beta_a0p5_b0p5_M20_L6_c1_2_test.json,6,1,6.0,1000,50,10.0193,72,1223.485,9,1109.134
beta_a0p5_b0p5_M500_L6_p6_train.json,beta_a0p5_b0p5_M500_L6_c1_2_train.json,6,1,6.0,100,50,247.6496,1714,30005.32,202,26071.59
beta_a0p5_b0p5_M500_L6_p6_test.json,beta_a0p5_b0p5_M500_L6_c1_2_test.json,6,1,6.0,1000,50,249.54696,1714,29957.784,202,25823.356
beta_a0p5_b0p5_M50_L6_p6_train.json,beta_a0p5_b0p5_M50_L6_c1_2_train.json,6,1,6.0,100,50,24.6224,167,3017.27,21,2667.15
beta_a0p5_b0p5_M50_L6_p6_test.json,beta_a0p5_b0p5_M50_L6_c1_2_test.json,6,1,6.0,1000,50,24.9965,167,3028.217,21,2586.57
beta_a0p5_b10_M100_L6_p6_train.json,beta_a0p5_b10_M100_L6_c1_2_train.json,6,1,6.0,100,50,4.5358,26,827.2,3,762.68
beta_a0p5_b10_M100_L6_p6_test.json,beta_a0p5_b10_M100_L6_c1_2_test.json,6,1,6.0,1000,50,4.69986,26,857.668,3,781.889
beta_a0p5_b10_M200_L6_p6_train.json,beta_a0p5_b10_M200_L6_c1_2_train.json,6,1,6.0,100,50,9.5332,54,1747.15,7,1568.74
beta_a0p5_b10_M200_L6_p6_test.json,beta_a0p5_b10_M200_L6_c1_2_test.json,6,1,6.0,1000,50,9.58786,54,1745.083,7,1605.632
beta_a0p5_b10_M20_L6_p6_train.json,beta_a0p5_b10_M20_L6_c1_2_train.json,6,1,6.0,100,50,0.9048,5,177.11,0,271.44
beta_a0p5_b10_M20_L6_p6_test.json,beta_a0p5_b10_M20_L6_c1_2_test.json,6,1,6.0,1000,50,0.91006,5,180.946,0,273.018
beta_a0p5_b10_M500_L6_p6_train.json,beta_a0p5_b10_M500_L6_c1_2_train.json,6,1,6.0,100,50,24.4006,135,4555.76,17,4017.65
beta_a0p5_b10_M500_L6_p6_test.json,beta_a0p5_b10_M500_L6_c1_2_test.json,6,1,6.0,1000,50,23.73442,135,4290.738,17,3937.738
beta_a0p5_b10_M50_L6_p6_train.json,beta_a0p5_b10_M50_L6_c1_2_train.json,6,1,6.0,100,50,2.3328,13,428.53,1,452.59
beta_a0p5_b10_M50_L6_p6_test.json,beta_a0p5_b10_M50_L6_c1_2_test.json,6,1,6.0,1000,50,2.35454,13,438.546,1,458.734
beta_a0p5_b1_M100_L6_p6_train.json,beta_a0p5_b1_M100_L6_c1_2_train.json,6,1,6.0,100,50,33.8352,226,4914.28,26,4561.81
beta_a0p5_b1_M100_L6_p6_test.json,beta_a0p5_b1_M100_L6_c1_2_test.json,6,1,6.0,1000,50,33.4564,226,4790.662,26,4253.23
beta_a0p5_b1_M200_L6_p6_train.json,beta_a0p5_b1_M200_L6_c1_2_train.json,6,1,6.0,100,50,67.4418,456,9663.26,53,8458.51
beta_a0p5_b1_M200_L6_p6_test.json,beta_a0p5_b1_M200_L6_c1_2_test.json,6,1,6.0,1000,50,66.72408,456,9634.521,53,8420.864
beta_a0p5_b1_M20_L6_p6_train.json,beta_a0p5_b1_M20_L6_c1_2_train.json,6,1,6.0,100,50,6.6232,44,948.74,5,834.79
beta_a0p5_b1_M20_L6_p6_test.json,beta_a0p5_b1_M20_L6_c1_2_test.json,6,1,6.0,1000,50,6.6822,44,963.871,5,850.876
beta_a0p5_b1_M500_L6_p6_train.json,beta_a0p5_b1_M500_L6_c1_2_train.json,6,1,6.0,100,50,169.0286,1113,24065.83,129,21779.8
beta_a0p5_b1_M500_L6_p6_test.json,beta_a0p5_b1_M500_L6_c1_2_test.json,6,1,6.0,1000,50,167.46124,1113,24027.581,129,21121.316
beta_a0p5_b1_M50_L6_p6_train.json,beta_a0p5_b1_M50_L6_c1_2_train.json,6,1,6.0,100,50,16.7688,111,2381.46,13,2067.25
beta_a0p5_b1_M50_L6_p6_test.json,beta_a0p5_b1_M50_L6_c1_2_test.json,6,1,6.0,1000,50,16.74092,111,2404.329,13,2119.306
beta_a0p5_b2_M100_L6_p6_train.json,beta_a0p5_b2_M100_L6_c1_2_train.json,6,1,6.0,100,50,20.091,129,3296.02,15,2957.92
beta_a0p5_b2_M100_L6_p6_test.json,beta_a0p5_b2_M100_L6_c1_2_test.json,6,1,6.0,1000,50,20.0118,129,3247.463,15,2892.061
beta_a0p5_b2_M200_L6_p6_train.json,beta_a0p5_b2_M200_L6_c1_2_train.json,6,1,6.0,100,50,40.3442,257,6633.5,30,5708.86
beta_a0p5_b2_M200_L6_p6_test.json,beta_a0p5_b2_M200_L6_c1_2_test.json,6,1,6.0,1000,50,40.04748,257,6485.101,30,5841.543
beta_a0p5_b2_M20_L6_p6_train.json,beta_a0p5_b2_M20_L6_c1_2_train.json,6,1,6.0,100,50,4.0486,26,674.59,3,589.56
beta_a0p5_b2_M20_L6_p6_test.json,beta_a0p5_b2_M20_L6_c1_2_test.json,6,1,6.0,1000,50,3.96788,26,658.64,3,588.139
beta_a0p5_b2_M500_L6_p6_train.json,beta_a0p5_b2_M500_L6_c1_2_train.json,6,1,6.0,100,50,98.1354,624,16166.24,73,14170.45
beta_a0p5_b2_M500_L6_p6_test.json,beta_a0p5_b2_M500_L6_c1_2_test.json,6,1,6.0,1000,50,100.58712,624,16323.158,73,14499.608
beta_a0p5_b2_M50_L6_p6_train.json,beta_a0p5_b2_M50_L6_c1_2_train.json,6,1,6.0,100,50,10.2636,67,1623.87,8,1462.77
beta_a0p5_b2_M50_L6_p6_test.json,beta_a0p5_b2_M50_L6_c1_2_test.json,6,1,6.0,1000,50,10.06854,67,1641.871,8,1509.208
beta_a0p5_b5_M100_L6_p6_train.json,beta_a0p5_b5_M100_L6_c1_2_train.json,6,1,6.0,100,50,8.8364,53,1556.16,6,1416.76
beta_a0p5_b5_M100_L6_p6_test.json,beta_a0p5_b5_M100_L6_c1_2_test.json,6,1,6.0,1000,50,9.17588,53,1614.272,6,1468.394
beta_a0p5_b5_M200_L6_p6_train.json,beta_a0p5_b5_M200_L6_c1_2_train.json,6,1,6.0,100,50,18.2574,105,3227.25,12,2944.69
beta_a0p5_b5_M200_L6_p6_test.json,beta_a0p5_b5_M200_L6_c1_2_test.json,6,1,6.0,1000,50,18.151,105,3193.439,12,2921.232
beta_a0p5_b5_M20_L6_p6_train.json,beta_a0p5_b5_M20_L6_c1_2_train.json,6,1,6.0,100,50,1.812,11,329.89,1,312.56
beta_a0p5_b5_M20_L6_p6_test.json,beta_a0p5_b5_M20_L6_c1_2_test.json,6,1,6.0,1000,50,1.79332,11,325.451,1,310.865
beta_a0p5_b5_M500_L6_p6_train.json,beta_a0p5_b5_M500_L6_c1_2_train.json,6,1,6.0,100,50,45.5204,263,7967.3,31,7383.52
beta_a0p5_b5_M500_L6_p6_test.json,beta_a0p5_b5_M500_L6_c1_2_test.json,6,1,6.0,1000,50,45.2272,263,7975.416,31,7237.743
beta_a0p5_b5_M50_L6_p6_train.json,beta_a0p5_b5_M50_L6_c1_2_train.json,6,1,6.0,100,50,4.474,26,795.11,3,723.4
beta_a0p5_b5_M50_L6_p6_test.json,beta_a0p5_b5_M50_L6_c1_2_test.json,6,1,6.0,1000,50,4.51058,26,803.415,3,726.518
beta_a10_b0p5_M100_L6_p6_train.json,beta_a10_b0p5_M100_L6_c1_2_train.json,6,1,6.0,100,50,95.1946,670,2836.42,94,1002.2
beta_a10_b0p5_M100_L6_p6_test.json,beta_a10_b0p5_M100_L6_c1_2_test.json,6,1,6.0,1000,50,95.2207,670,2823.776,94,959.756
beta_a10_b0p5_M200_L6_p6_train.json,beta_a10_b0p5_M200_L6_c1_2_train.json,6,1,6.0,100,50,190.532,1342,5635.22,188,1871.41
beta_a10_b0p5_M200_L6_p6_test.json,beta_a10_b0p5_M200_L6_c1_2_test.json,6,1,6.0,1000,50,190.49128,1342,5665.24,188,1926.518
beta_a10_b0p5_M20_L6_p6_train.json,beta_a10_b0p5_M20_L6_c1_2_train.json,6,1,6.0,100,50,19.1162,135,571.73,19,211.26
beta_a10_b0p5_M20_L6_p6_test.json,beta_a10_b0p5_M20_L6_c1_2_test.json,6,1,6.0,1000,50,19.0896,135,573.135,19,216.567
beta_a10_b0p5_M500_L6_p6_train.json,beta_a10_b0p5_M500_L6_c1_2_train.json,6,1,6.0,100,50,475.961,3358,14257.88,469,4869.47
beta_a10_b0p5_M500_L6_p6_test.json,beta_a10_b0p5_M500_L6_c1_2_test.json,6,1,6.0,1000,50,476.07046,3358,14165.933,469,4806.349
beta_a10_b0p5_M50_L6_p6_train.json,beta_a10_b0p5_M50_L6_c1_2_train.json,6,1,6.0,100,50,47.6254,336,1417.97,47,490.03
beta_a10_b0p5_M50_L6_p6_test.json,beta_a10_b0p5_M50_L6_c1_2_test.json,6,1,6.0,1000,50,47.63256,336,1419.097,47,484.449
beta_a10_b10_M100_L6_p6_train.json,beta_a10_b10_M100_L6_c1_2_train.json,6,1,6.0,100,50,49.8922,351,2578.62,48,1563.44
