dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
beta_a0p5_b0p5_M100_L6_p10_train.json,beta_a0p5_b0p5_M100_L6_c1_2_train.json,6,1,10.0,100,50,49.9692,391,7306.08,45,7030.13
beta_a0p5_b0p5_M100_L6_p10_test.json,beta_a0p5_b0p5_M100_L6_c1_2_test.json,6,1,10.0,1000,50,50.13458,391,7292.47,45,6923.916
beta_a0p5_b0p5_M200_L6_p10_train.json,beta_a0p5_b0p5_M200_L6_c1_2_train.json,6,1,10.0,100,50,101.882,810,14439.12,91,13674.33
beta_a0p5_b0p5_M200_L6_p10_test.json,beta_a0p5_b0p5_M200_L6_c1_2_test.json,6,1,10.0,1000,50,100.02054,810,14626.578,91,13625.849
beta_a0p5_b0p5_M20_L6_p10_train.json,beta_a0p5_b0p5_M20_L6_c1_2_train.json,6,1,10.0,100,50,10.2508,82,1469.78,9,1325.17
beta_a0p5_b0p5_M20_L6_p10_test.json,beta_a0p5_b0p5_M20_L6_c1_2_test.json,6,1,10.0,1000,50,10.0193,82,1482.104,9,1386.494
beta_a0p5_b0p5_M500_L6_p10_train.json,beta_a0p5_b0p5_M500_L6_c1_2_train.json,6,1,10.0,100,50,247.6496,1920,36409.72,219,34574.17
beta_a0p5_b0p5_M500_L6_p10_test.json,beta_a0p5_b0p5_M500_L6_c1_2_test.json,6,1,10.0,1000,50,249.54696,1920,36167.758,219,33797.559
beta_a0p5_b0p5_M50_L6_p10_train.json,beta_a0p5_b0p5_M50_L6_c1_2_train.json,6,1,10.0,100,50,24.6224,193,3678.56,22,3474.16
beta_a0p5_b0p5_M50_L6_p10_test.json,beta_a0p5_b0p5_M50_L6_c1_2_test.json,6,1,10.0,1000,50,24.9965,193,3641.505,22,3385.714
beta_a0p5_b10_M100_L6_p10_train.json,beta_a0p5_b10_M100_L6_c1_2_train.json,6,1,10.0,100,50,4.5358,34,1089.16,3,1093.0
beta_a0p5_b10_M100_L6_p10_test.json,beta_a0p5_b10_M100_L6_c1_2_test.json,6,1,10.0,1000,50,4.69986,34,1129.062,3,1144.129
beta_a0p5_b10_M200_L6_p10_train.json,beta_a0p5_b10_M200_L6_c1_2_train.json,6,1,10.0,100,50,9.5332,69,2308.29,7,2134.5
beta_a0p5_b10_M200_L6_p10_test.json,beta_a0p5_b10_M200_L6_c1_2_test.json,6,1,10.0,1000,50,9.58786,69,2297.555,7,2194.856
beta_a0p5_b10_M20_L6_p10_train.json,beta_a0p5_b10_M20_L6_c1_2_train.json,6,1,10.0,100,50,0.9048,7,231.72,1,322.41
beta_a0p5_b10_M20_L6_p10_test.json,beta_a0p5_b10_M20_L6_c1_2_test.json,6,1,10.0,1000,50,0.91006,7,237.976,1,321.911
beta_a0p5_b10_M500_L6_p10_train.json,beta_a0p5_b10_M500_L6_c1_2_train.json,6,1,10.0,100,50,24.4006,184,6003.88,19,5454.63
beta_a0p5_b10_M500_L6_p10_test.json,beta_a0p5_b10_M500_L6_c1_2_test.json,6,1,10.0,1000,50,23.73442,184,5645.491,19,5375.545
beta_a0p5_b10_M50_L6_p10_train.json,beta_a0p5_b10_M50_L6_c1_2_train.json,6,1,10.0,100,50,2.3328,17,570.73,2,585.19
beta_a0p5_b10_M50_L6_p10_test.json,beta_a0p5_b10_M50_L6_c1_2_test.json,6,1,10.0,1000,50,2.35454,17,578.354,2,561.353
beta_a0p5_b1_M100_L6_p10_train.json,beta_a0p5_b1_M100_L6_c1_2_train.json,6,1,10.0,100,50,33.8352,273,6032.37,28,6118.28
beta_a0p5_b1_M100_L6_p10_test.json,beta_a0p5_b1_M100_L6_c1_2_test.json,6,1,10.0,1000,50,33.4564,273,5944.471,28,5652.77
beta_a0p5_b1_M200_L6_p10_train.json,beta_a0p5_b1_M200_L6_c1_2_train.json,6,1,10.0,100,50,67.4418,532,11970.79,58,11171.11
beta_a0p5_b1_M200_L6_p10_test.json,beta_a0p5_b1_M200_L6_c1_2_test.json,6,1,10.0,1000,50,66.72408,532,11928.902,58,11105.184
beta_a0p5_b1_M20_L6_p10_train.json,beta_a0p5_b1_M20_L6_c1_2_train.json,6,1,10.0,100,50,6.6232,53,1171.3,6,1103.47
beta_a0p5_b1_M20_L6_p10_test.json,beta_a0p5_b1_M20_L6_c1_2_test.json,6,1,10.0,1000,50,6.6822,53,1192.541,6,1128.71
