dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
beta_a0p5_b0p5_M100_L4_p10_train.json,beta_a0p5_b0p5_M100_L6_c1_2_train.json,4,1,10.0,100,50,49.9692,309,6464.07,45,7030.13
beta_a0p5_b0p5_M100_L4_p10_test.json,beta_a0p5_b0p5_M100_L6_c1_2_test.json,4,1,10.0,1000,50,50.13458,309,6381.898,45,6923.916
beta_a0p5_b0p5_M200_L4_p10_train.json,beta_a0p5_b0p5_M200_L6_c1_2_train.json,4,1,10.0,100,50,101.882,636,12463.39,91,13674.33
beta_a0p5_b0p5_M200_L4_p10_test.json,beta_a0p5_b0p5_M200_L6_c1_2_test.json,4,1,10.0,1000,50,100.02054,636,12730.165,91,13625.849
beta_a0p5_b0p5_M20_L4_p10_train.json,beta_a0p5_b0p5_M20_L6_c1_2_train.json,4,1,10.0,100,50,10.2508,64,1280.26,9,1325.17
beta_a0p5_b0p5_M20_L4_p10_test.json,beta_a0p5_b0p5_M20_L6_c1_2_test.json,4,1,10.0,1000,50,10.0193,64,1287.031,9,1386.494
beta_a0p5_b0p5_M500_L4_p10_train.json,beta_a0p5_b0p5_M500_L6_c1_2_train.json,4,1,10.0,100,50,247.6496,1538,31923.62,219,34574.17
beta_a0p5_b0p5_M500_L4_p10_test.json,beta_a0p5_b0p5_M500_L6_c1_2_test.json,4,1,10.0,1000,50,249.54696,1538,31463.1,219,33797.559
beta_a0p5_b0p5_M50_L4_p10_train.json,beta_a0p5_b0p5_M50_L6_c1_2_train.json,4,1,10.0,100,50,24.6224,152,3219.31,22,3474.16
beta_a0p5_b0p5_M50_L4_p10_test.json,beta_a0p5_b0p5_M50_L6_c1_2_test.json,4,1,10.0,1000,50,24.9965,152,3177.496,22,3385.714
beta_a0p5_b10_M100_L4_p10_train.json,beta_a0p5_b10_M100_L6_c1_2_train.json,4,1,10.0,100,50,4.5358,28,1025.9,3,1093.0
beta_a0p5_b10_M100_L4_p10_test.json,beta_a0p5_b10_M100_L6_c1_2_test.json,4,1,10.0,1000,50,4.69986,28,1050.649,3,1144.129
beta_a0p5_b10_M200_L4_p10_train.json,beta_a0p5_b10_M200_L6_c1_2_train.json,4,1,10.0,100,50,9.5332,58,2131.29,7,2134.5
beta_a0p5_b10_M200_L4_p10_test.json,beta_a0p5_b10_M200_L6_c1_2_test.json,4,1,10.0,1000,50,9.58786,58,2155.917,7,2194.856
beta_a0p5_b10_M20_L4_p10_train.json,beta_a0p5_b10_M20_L6_c1_2_train.json,4,1,10.0,100,50,0.9048,6,214.14,1,322.41
beta_a0p5_b10_M20_L4_p10_test.json,beta_a0p5_b10_M20_L6_c1_2_test.json,4,1,10.0,1000,50,0.91006,6,221.837,1,321.911
beta_a0p5_b10_M500_L4_p10_train.json,beta_a0p5_b10_M500_L6_c1_2_train.json,4,1,10.0,100,50,24.4006,151,5520.35,19,5454.63
beta_a0p5_b10_M500_L4_p10_test.json,beta_a0p5_b10_M500_L6_c1_2_test.json,4,1,10.0,1000,50,23.73442,151,5285.66,19,5375.545
beta_a0p5_b10_M50_L4_p10_train.json,beta_a0p5_b10_M50_L6_c1_2_train.json,4,1,10.0,100,50,2.3328,14,541.54,2,585.19
beta_a0p5_b10_M50_L4_p10_test.json,beta_a0p5_b10_M50_L6_c1_2_test.json,4,1,10.0,1000,50,2.35454,14,539.707,2,561.353
beta_a0p5_b1_M100_L4_p10_train.json,beta_a0p5_b1_M100_L6_c1_2_train.json,4,1,10.0,100,50,33.8352,216,5460.91,28,6118.28
beta_a0p5_b1_M100_L4_p10_test.json,beta_a0p5_b1_M100_L6_c1_2_test.json,4,1,10.0,1000,50,33.4564,216,5353.76,28,5652.77
beta_a0p5_b1_M200_L4_p10_train.json,beta_a0p5_b1_M200_L6_c1_2_train.json,4,1,10.0,100,50,67.4418,432,10716.46,58,11171.11
beta_a0p5_b1_M200_L4_p10_test.json,beta_a0p5_b1_M200_L6_c1_2_test.json,4,1,10.0,1000,50,66.72408,432,10696.614,58,11105.184
beta_a0p5_b1_M20_L4_p10_train.json,beta_a0p5_b1_M20_L6_c1_2_train.json,4,1,10.0,100,50,6.6232,42,1049.9,6,1103.47
beta_a0p5_b1_M20_L4_p10_test.json,beta_a0p5_b1_M20_L6_c1_2_test.json,4,1,10.0,1000,50,6.6822,42,1070.243,6,1128.71
beta_a0p5_b1_M500_L4_p10_train.json,beta_a0p5_b1_M500_L6_c1_2_train.json,4,1,10.0,100,50,169.0286,1081,26843.18,144,29079.24
beta_a0p5_b1_M500_L4_p10_test.json,beta_a0p5_b1_M500_L6_c1_2_test.json,4,1,10.0,1000,50,167.46124,1081,26777.252,144,27981.414
beta_a0p5_b1_M50_L4_p10_train.json,beta_a0p5_b1_M50_L6_c1_2_train.json,4,1,10.0,100,50,16.7688,107,2678.29,14,2751.13
beta_a0p5_b1_M50_L4_p10_test.json,beta_a0p5_b1_M50_L6_c1_2_test.json,4,1,10.0,1000,50,16.74092,107,2692.818,14,2815.2
beta_a0p5_b2_M100_L4_p10_train.json,beta_a0p5_b2_M100_L6_c1_2_train.json,4,1,10.0,100,50,20.091,126,3735.59,17,3954.18
beta_a0p5_b2_M100_L4_p10_test.json,beta_a0p5_b2_M100_L6_c1_2_test.json,4,1,10.0,1000,50,20.0118,126,3776.672,17,3878.555
beta_a0p5_b2_M200_L4_p10_train.json,beta_a0p5_b2_M200_L6_c1_2_train.json,4,1,10.0,100,50,40.3442,257,7581.58,34,7585.63
beta_a0p5_b2_M200_L4_p10_test.json,beta_a0p5_b2_M200_L6_c1_2_test.json,4,1,10.0,1000,50,40.04748,257,7571.732,34,7878.685
beta_a0p5_b2_M20_L4_p10_train.json,beta_a0p5_b2_M20_L6_c1_2_train.json,4,1,10.0,100,50,4.0486,26,774.58,3,825.12
beta_a0p5_b2_M20_L4_p10_test.json,beta_a0p5_b2_M20_L6_c1_2_test.json,4,1,10.0,1000,50,3.96788,26,764.748,3,806.775
beta_a0p5_b2_M500_L4_p10_train.json,beta_a0p5_b2_M500_L6_c1_2_train.json,4,1,10.0,100,50,98.1354,628,18761.61,81,19026.11
beta_a0p5_b2_M500_L4_p10_test.json,beta_a0p5_b2_M500_L6_c1_2_test.json,4,1,10.0,1000,50,100.58712,628,18994.91,81,19510.018
beta_a0p5_b2_M50_L4_p10_train.json,beta_a0p5_b2_M50_L6_c1_2_train.json,4,1,10.0,100,50,10.2636,66,1851.73,9,1972.21
beta_a0p5_b2_M50_L4_p10_test.json,beta_a0p5_b2_M50_L6_c1_2_test.json,4,1,10.0,1000,50,10.06854,66,1923.386,9,2040.424
beta_a0p5_b5_M100_L4_p10_train.json,beta_a0p5_b5_M100_L6_c1_2_train.json,4,1,10.0,100,50,8.8364,56,1926.52,7,1884.14
beta_a0p5_b5_M100_L4_p10_test.json,beta_a0p5_b5_M100_L6_c1_2_test.json,4,1,10.0,1000,50,9.17588,56,1966.768,7,2007.281
beta_a0p5_b5_M200_L4_p10_train.json,beta_a0p5_b5_M200_L6_c1_2_train.json,4,1,10.0,100,50,18.2574,114,3971.75,15,4026.96
beta_a0p5_b5_M200_L4_p10_test.json,beta_a0p5_b5_M200_L6_c1_2_test.json,4,1,10.0,1000,50,18.151,114,3881.179,15,3981.255
beta_a0p5_b5_M20_L4_p10_train.json,beta_a0p5_b5_M20_L6_c1_2_train.json,4,1,10.0,100,50,1.812,11,401.6,1,479.08
beta_a0p5_b5_M20_L4_p10_test.json,beta_a0p5_b5_M20_L6_c1_2_test.json,4,1,10.0,1000,50,1.79332,11,396.073,1,475.557
beta_a0p5_b5_M500_L4_p10_train.json,beta_a0p5_b5_M500_L6_c1_2_train.json,4,1,10.0,100,50,45.5204,281,9639.0,36,10067.96
beta_a0p5_b5_M500_L4_p10_test.json,beta_a0p5_b5_M500_L6_c1_2_test.json,4,1,10.0,1000,50,45.2272,281,9676.88,36,9893.191
beta_a0p5_b5_M50_L4_p10_train.json,beta_a0p5_b5_M50_L6_c1_2_train.json,4,1,10.0,100,50,4.474,28,965.53,3,1041.92
beta_a0p5_b5_M50_L4_p10_test.json,beta_a0p5_b5_M50_L6_c1_2_test.json,4,1,10.0,1000,50,4.51058,28,974.895,3,1051.582
beta_a10_b0p5_M100_L4_p10_train.json,beta_a10_b0p5_M100_L6_c1_2_train.json,4,1,10.0,100,50,95.1946,488,1808.12,94,1289.64
beta_a10_b0p5_M100_L4_p10_test.json,beta_a10_b0p5_M100_L6_c1_2_test.json,4,1,10.0,1000,50,95.2207,488,1791.196,94,1257.232
beta_a10_b0p5_M200_L4_p10_train.json,beta_a10_b0p5_M200_L6_c1_2_train.json,4,1,10.0,100,50,190.532,976,3570.99,189,2358.19
beta_a10_b0p5_M200_L4_p10_test.json,beta_a10_b0p5_M200_L6_c1_2_test.json,4,1,10.0,1000,50,190.49128,976,3579.888,189,2454.193
beta_a10_b0p5_M20_L4_p10_train.json,beta_a10_b0p5_M20_L6_c1_2_train.json,4,1,10.0,100,50,19.1162,98,361.25,19,252.7
beta_a10_b0p5_M20_L4_p10_test.json,beta_a10_b0p5_M20_L6_c1_2_test.json,4,1,10.0,1000,50,19.0896,98,365.412,19,253.631
beta_a10_b0p5_M500_L4_p10_train.json,beta_a10_b0p5_M500_L6_c1_2_train.json,4,1,10.0,100,50,475.961,2441,8996.93,472,6181.8
beta_a10_b0p5_M500_L4_p10_test.json,beta_a10_b0p5_M500_L6_c1_2_test.json,4,1,10.0,1000,50,476.07046,2441,8958.179,472,6106.434
beta_a10_b0p5_M50_L4_p10_train.json,beta_a10_b0p5_M50_L6_c1_2_train.json,4,1,10.0,100,50,47.6254,244,904.57,47,636.79
beta_a10_b0p5_M50_L4_p10_test.json,beta_a10_b0p5_M50_L6_c1_2_test.json,4,1,10.0,1000,50,47.63256,244,900.381,47,636.889
beta_a10_b10_M100_L4_p10_train.json,beta_a10_b10_M100_L6_c1_2_train.json,4,1,10.0,100,50,49.8922,267,2272.77,49,2035.52
beta_a10_b10_M100_L4_p10_test.json,beta_a10_b10_M100_L6_c1_2_test.json,4,1,10.0,1000,50,50.03412,267,2266.012,49,2074.507
beta_a10_b10_M200_L4_p10_train.json,beta_a10_b10_M200_L6_c1_2_train.json,4,1,10.0,100,50,99.778,533,4538.89,97,4120.55
beta_a10_b10_M200_L4_p10_test.json,beta_a10_b10_M200_L6_c1_2_test.json,4,1,10.0,1000,50,100.01614,533,4552.728,97,4232.193
beta_a10_b10_M20_L4_p10_train.json,beta_a10_b10_M20_L6_c1_2_train.json,4,1,10.0,100,50,9.9636,53,456.06,10,496.0
beta_a10_b10_M20_L4_p10_test.json,beta_a10_b10_M20_L6_c1_2_test.json,4,1,10.0,1000,50,9.99484,53,456.628,10,472.184
beta_a10_b10_M500_L4_p10_train.json,beta_a10_b10_M500_L6_c1_2_train.json,4,1,10.0,100,50,249.632,1334,11587.53,242,10070.27
beta_a10_b10_M500_L4_p10_test.json,beta_a10_b10_M500_L6_c1_2_test.json,4,1,10.0,1000,50,250.14776,1334,11301.98,242,10315.58
beta_a10_b10_M50_L4_p10_train.json,beta_a10_b10_M50_L6_c1_2_train.json,4,1,10.0,100,50,25.1338,134,1128.57,24,1029.28
beta_a10_b10_M50_L4_p10_test.json,beta_a10_b10_M50_L6_c1_2_test.json,4,1,10.0,1000,50,25.0015,134,1138.155,24,1037.144
beta_a10_b1_M100_L4_p10_train.json,beta_a10_b1_M100_L6_c1_2_train.json,4,1,10.0,100,50,91.1946,472,2093.17,90,1582.01
beta_a10_b1_M100_L4_p10_test.json,beta_a10_b1_M100_L6_c1_2_test.json,4,1,10.0,1000,50,90.85036,472,2136.81,90,1626.402
beta_a10_b1_M200_L4_p10_train.json,beta_a10_b1_M200_L6_c1_2_train.json,4,1,10.0,100,50,181.7454,939,4213.12,179,3177.41
beta_a10_b1_M200_L4_p10_test.json,beta_a10_b1_M200_L6_c1_2_test.json,4,1,10.0,1000,50,181.90684,939,4218.742,179,3271.231
beta_a10_b1_M20_L4_p10_train.json,beta_a10_b1_M20_L6_c1_2_train.json,4,1,10.0,100,50,18.1854,94,432.86,18,334.36
beta_a10_b1_M20_L4_p10_test.json,beta_a10_b1_M20_L6_c1_2_test.json,4,1,10.0,1000,50,18.20414,94,430.376,18,327.01
beta_a10_b1_M500_L4_p10_train.json,beta_a10_b1_M500_L6_c1_2_train.json,4,1,10.0,100,50,454.5368,2350,10576.56,449,7887.53
beta_a10_b1_M500_L4_p10_test.json,beta_a10_b1_M500_L6_c1_2_test.json,4,1,10.0,1000,50,454.723,2350,10574.138,449,7995.796
beta_a10_b1_M50_L4_p10_train.json,beta_a10_b1_M50_L6_c1_2_train.json,4,1,10.0,100,50,45.3924,235,1082.11,45,834.95
beta_a10_b1_M50_L4_p10_test.json,beta_a10_b1_M50_L6_c1_2_test.json,4,1,10.0,1000,50,45.44916,235,1065.553,45,812.641
beta_a10_b2_M100_L4_p10_train.json,beta_a10_b2_M100_L6_c1_2_train.json,4,1,10.0,100,50,83.1414,435,2442.59,82,2067.62
beta_a10_b2_M100_L4_p10_test.json,beta_a10_b2_M100_L6_c1_2_test.json,4,1,10.0,1000,50,83.29292,435,2426.805,82,1972.243
beta_a10_b2_M200_L4_p10_train.json,beta_a10_b2_M200_L6_c1_2_train.json,4,1,10.0,100,50,166.24,866,4838.43,163,4035.48
beta_a10_b2_M200_L4_p10_test.json,beta_a10_b2_M200_L6_c1_2_test.json,4,1,10.0,1000,50,166.6535,866,4884.583,163,4055.032
beta_a10_b2_M20_L4_p10_train.json,beta_a10_b2_M20_L6_c1_2_train.json,4,1,10.0,100,50,16.6326,87,484.32,16,445.24
beta_a10_b2_M20_L4_p10_test.json,beta_a10_b2_M20_L6_c1_2_test.json,4,1,10.0,1000,50,16.6565,87,486.803,16,460.485
beta_a10_b2_M500_L4_p10_train.json,beta_a10_b2_M500_L6_c1_2_train.json,4,1,10.0,100,50,416.0878,2170,11977.9,409,9831.18
beta_a10_b2_M500_L4_p10_test.json,beta_a10_b2_M500_L6_c1_2_test.json,4,1,10.0,1000,50,416.7256,2170,12070.434,409,9853.202
beta_a10_b2_M50_L4_p10_train.json,beta_a10_b2_M50_L6_c1_2_train.json,4,1,10.0,100,50,41.5494,217,1208.14,41,1035.86
beta_a10_b2_M50_L4_p10_test.json,beta_a10_b2_M50_L6_c1_2_test.json,4,1,10.0,1000,50,41.63702,217,1214.265,41,996.807
beta_a10_b5_M100_L4_p10_train.json,beta_a10_b5_M100_L6_c1_2_train.json,4,1,10.0,100,50,66.5252,352,2506.28,65,2184.35
beta_a10_b5_M100_L4_p10_test.json,beta_a10_b5_M100_L6_c1_2_test.json,4,1,10.0,1000,50,66.6799,352,2564.219,65,2249.522
beta_a10_b5_M200_L4_p10_train.json,beta_a10_b5_M200_L6_c1_2_train.json,4,1,10.0,100,50,132.9112,704,5116.84,130,4468.85
beta_a10_b5_M200_L4_p10_test.json,beta_a10_b5_M200_L6_c1_2_test.json,4,1,10.0,1000,50,133.26702,704,5125.01,130,4453.922
beta_a10_b5_M20_L4_p10_train.json,beta_a10_b5_M20_L6_c1_2_train.json,4,1,10.0,100,50,13.273,71,514.39,13,470.02
beta_a10_b5_M20_L4_p10_test.json,beta_a10_b5_M20_L6_c1_2_test.json,4,1,10.0,1000,50,13.32786,71,512.237,13,443.315
beta_a10_b5_M500_L4_p10_train.json,beta_a10_b5_M500_L6_c1_2_train.json,4,1,10.0,100,50,333.1118,1757,12658.15,324,11397.79
beta_a10_b5_M500_L4_p10_test.json,beta_a10_b5_M500_L6_c1_2_test.json,4,1,10.0,1000,50,333.35554,1757,12765.626,324,11315.044
beta_a10_b5_M50_L4_p10_train.json,beta_a10_b5_M50_L6_c1_2_train.json,4,1,10.0,100,50,33.2158,176,1285.64,32,1168.51
beta_a10_b5_M50_L4_p10_test.json,beta_a10_b5_M50_L6_c1_2_test.json,4,1,10.0,1000,50,33.35822,176,1278.362,32,1177.926
beta_a1_b0p5_M100_L4_p10_train.json,beta_a1_b0p5_M100_L6_c1_2_train.json,4,1,10.0,100,50,67.1048,390,5319.04,63,5555.99
beta_a1_b0p5_M100_L4_p10_test.json,beta_a1_b0p5_M100_L6_c1_2_test.json,4,1,10.0,1000,50,66.80476,390,5366.434,63,5839.996
beta_a1_b0p5_M200_L4_p10_train.json,beta_a1_b0p5_M200_L6_c1_2_train.json,4,1,10.0,100,50,133.646,777,10876.12,127,11660.22
beta_a1_b0p5_M200_L4_p10_test.json,beta_a1_b0p5_M200_L6_c1_2_test.json,4,1,10.0,1000,50,132.9949,777,10825.301,127,11689.897
beta_a1_b0p5_M20_L4_p10_train.json,beta_a1_b0p5_M20_L6_c1_2_train.json,4,1,10.0,100,50,13.3054,78,1075.4,13,1158.82
beta_a1_b0p5_M20_L4_p10_test.json,beta_a1_b0p5_M20_L6_c1_2_test.json,4,1,10.0,1000,50,13.319,78,1080.433,13,1227.253
beta_a1_b0p5_M500_L4_p10_train.json,beta_a1_b0p5_M500_L6_c1_2_train.json,4,1,10.0,100,50,333.5542,1935,26546.05,315,28239.28
beta_a1_b0p5_M500_L4_p10_test.json,beta_a1_b0p5_M500_L6_c1_2_test.json,4,1,10.0,1000,50,333.1269,1935,26872.65,315,28876.25
beta_a1_b0p5_M50_L4_p10_train.json,beta_a1_b0p5_M50_L6_c1_2_train.json,4,1,10.0,100,50,33.5724,194,2635.93,31,2896.92
beta_a1_b0p5_M50_L4_p10_test.json,beta_a1_b0p5_M50_L6_c1_2_test.json,4,1,10.0,1000,50,33.3417,194,2685.565,31,2898.716
beta_a1_b10_M100_L4_p10_train.json,beta_a1_b10_M100_L6_c1_2_train.json,4,1,10.0,100,50,8.9642,55,1441.8,8,1499.79
beta_a1_b10_M100_L4_p10_test.json,beta_a1_b10_M100_L6_c1_2_test.json,4,1,10.0,1000,50,9.07166,55,1477.33,8,1496.041
beta_a1_b10_M200_L4_p10_train.json,beta_a1_b10_M200_L6_c1_2_train.json,4,1,10.0,100,50,18.299,110,2895.7,15,2984.44
beta_a1_b10_M200_L4_p10_test.json,beta_a1_b10_M200_L6_c1_2_test.json,4,1,10.0,1000,50,18.18628,110,2939.166,15,3022.606
beta_a1_b10_M20_L4_p10_train.json,beta_a1_b10_M20_L6_c1_2_train.json,4,1,10.0,100,50,1.7866,11,290.91,1,428.72
beta_a1_b10_M20_L4_p10_test.json,beta_a1_b10_M20_L6_c1_2_test.json,4,1,10.0,1000,50,1.80464,11,300.035,1,437.132
beta_a1_b10_M500_L4_p10_train.json,beta_a1_b10_M500_L6_c1_2_train.json,4,1,10.0,100,50,45.53,273,7341.33,39,7431.53
beta_a1_b10_M500_L4_p10_test.json,beta_a1_b10_M500_L6_c1_2_test.json,4,1,10.0,1000,50,45.44424,273,7306.884,39,7455.501
beta_a1_b10_M50_L4_p10_train.json,beta_a1_b10_M50_L6_c1_2_train.json,4,1,10.0,100,50,4.5342,28,723.95,4,744.68
beta_a1_b10_M50_L4_p10_test.json,beta_a1_b10_M50_L6_c1_2_test.json,4,1,10.0,1000,50,4.5312,28,729.646,4,740.932
beta_a1_b1_M100_L4_p10_train.json,beta_a1_b1_M100_L6_c1_2_train.json,4,1,10.0,100,50,49.6906,296,5172.25,45,5297.21
beta_a1_b1_M100_L4_p10_test.json,beta_a1_b1_M100_L6_c1_2_test.json,4,1,10.0,1000,50,50.10542,296,5226.792,45,5555.119
beta_a1_b1_M200_L4_p10_train.json,beta_a1_b1_M200_L6_c1_2_train.json,4,1,10.0,100,50,99.712,590,10181.47,91,10762.04
beta_a1_b1_M200_L4_p10_test.json,beta_a1_b1_M200_L6_c1_2_test.json,4,1,10.0,1000,50,99.77646,590,10542.652,91,11030.604
beta_a1_b1_M20_L4_p10_train.json,beta_a1_b1_M20_L6_c1_2_train.json,4,1,10.0,100,50,9.8064,59,1055.92,9,1094.63
beta_a1_b1_M20_L4_p10_test.json,beta_a1_b1_M20_L6_c1_2_test.json,4,1,10.0,1000,50,10.02222,59,1056.128,9,1121.478
beta_a1_b1_M500_L4_p10_train.json,beta_a1_b1_M500_L6_c1_2_train.json,4,1,10.0,100,50,250.3078,1485,25954.4,232,25697.05
beta_a1_b1_M500_L4_p10_test.json,beta_a1_b1_M500_L6_c1_2_test.json,4,1,10.0,1000,50,250.6825,1485,26411.304,232,27766.013
beta_a1_b1_M50_L4_p10_train.json,beta_a1_b1_M50_L6_c1_2_train.json,4,1,10.0,100,50,24.9084,149,2678.37,23,2858.68
beta_a1_b1_M50_L4_p10_test.json,beta_a1_b1_M50_L6_c1_2_test.json,4,1,10.0,1000,50,25.05904,149,2624.171,23,2779.895
beta_a1_b2_M100_L4_p10_train.json,beta_a1_b2_M100_L6_c1_2_train.json,4,1,10.0,100,50,33.2186,199,4290.03,30,4360.12
beta_a1_b2_M100_L4_p10_test.json,beta_a1_b2_M100_L6_c1_2_test.json,4,1,10.0,1000,50,33.1917,199,4258.802,30,4365.933
beta_a1_b2_M200_L4_p10_train.json,beta_a1_b2_M200_L6_c1_2_train.json,4,1,10.0,100,50,65.8808,398,8602.15,59,8960.3
beta_a1_b2_M200_L4_p10_test.json,beta_a1_b2_M200_L6_c1_2_test.json,4,1,10.0,1000,50,66.49072,398,8447.764,59,8816.389
beta_a1_b2_M20_L4_p10_train.json,beta_a1_b2_M20_L6_c1_2_train.json,4,1,10.0,100,50,6.7194,41,855.12,6,872.49
beta_a1_b2_M20_L4_p10_test.json,beta_a1_b2_M20_L6_c1_2_test.json,4,1,10.0,1000,50,6.68766,41,852.55,6,873.33
beta_a1_b2_M500_L4_p10_train.json,beta_a1_b2_M500_L6_c1_2_train.json,4,1,10.0,100,50,165.5976,1006,21066.95,146,21827.56
beta_a1_b2_M500_L4_p10_test.json,beta_a1_b2_M500_L6_c1_2_test.json,4,1,10.0,1000,50,166.23712,1006,21473.073,146,22049.086
beta_a1_b2_M50_L4_p10_train.json,beta_a1_b2_M50_L6_c1_2_train.json,4,1,10.0,100,50,16.7106,102,2132.24,15,2207.87
beta_a1_b2_M50_L4_p10_test.json,beta_a1_b2_M50_L6_c1_2_test.json,4,1,10.0,1000,50,16.68798,102,2140.451,15,2176.683
beta_a1_b5_M100_L4_p10_train.json,beta_a1_b5_M100_L6_c1_2_train.json,4,1,10.0,100,50,16.8292,104,2647.77,14,2654.14
beta_a1_b5_M100_L4_p10_test.json,beta_a1_b5_M100_L6_c1_2_test.json,4,1,10.0,1000,50,16.68682,104,2526.334,14,2584.742
beta_a1_b5_M200_L4_p10_train.json,beta_a1_b5_M200_L6_c1_2_train.json,4,1,10.0,100,50,33.4094,202,4946.48,29,4952.29
beta_a1_b5_M200_L4_p10_test.json,beta_a1_b5_M200_L6_c1_2_test.json,4,1,10.0,1000,50,33.31976,202,5041.501,29,5119.685
beta_a1_b5_M20_L4_p10_train.json,beta_a1_b5_M20_L6_c1_2_train.json,4,1,10.0,100,50,3.2892,20,494.66,3,544.17
beta_a1_b5_M20_L4_p10_test.json,beta_a1_b5_M20_L6_c1_2_test.json,4,1,10.0,1000,50,3.3158,20,506.502,3,529.06
beta_a1_b5_M500_L4_p10_train.json,beta_a1_b5_M500_L6_c1_2_train.json,4,1,10.0,100,50,83.6384,504,12165.1,73,12594.0
beta_a1_b5_M500_L4_p10_test.json,beta_a1_b5_M500_L6_c1_2_test.json,4,1,10.0,1000,50,83.33408,504,12513.158,73,12812.469
beta_a1_b5_M50_L4_p10_train.json,beta_a1_b5_M50_L6_c1_2_train.json,4,1,10.0,100,50,8.298,51,1220.27,7,1257.15
beta_a1_b5_M50_L4_p10_test.json,beta_a1_b5_M50_L6_c1_2_test.json,4,1,10.0,1000,50,8.27092,51,1248.644,7,1271.998
beta_a2_b0p5_M100_L4_p10_train.json,beta_a2_b0p5_M100_L6_c1_2_train.json,4,1,10.0,100,50,79.9318,440,3990.27,77,4091.57
beta_a2_b0p5_M100_L4_p10_test.json,beta_a2_b0p5_M100_L6_c1_2_test.json,4,1,10.0,1000,50,79.96896,440,3967.31,77,4127.106
beta_a2_b0p5_M200_L4_p10_train.json,beta_a2_b0p5_M200_L6_c1_2_train.json,4,1,10.0,100,50,160.9206,883,7777.2,154,8738.34
beta_a2_b0p5_M200_L4_p10_test.json,beta_a2_b0p5_M200_L6_c1_2_test.json,4,1,10.0,1000,50,160.0508,883,7894.738,154,8232.336
