dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
beta_a0p5_b0p5_M100_L2_p4_train.json,beta_a0p5_b0p5_M100_L6_c1_2_train.json,2,1,4.0,100,50,49.9692,172,3933.22,38,4208.78
beta_a0p5_b0p5_M200_L2_p4_train.json,beta_a0p5_b0p5_M200_L6_c1_2_train.json,2,1,4.0,100,50,101.882,356,7722.39,79,8420.05
beta_a0p5_b0p5_M20_L2_p4_train.json,beta_a0p5_b0p5_M20_L6_c1_2_train.json,2,1,4.0,100,50,10.2508,36,787.66,8,820.51
beta_a0p5_b0p5_M500_L2_p4_train.json,beta_a0p5_b0p5_M500_L6_c1_2_train.json,2,1,4.0,100,50,247.6496,864,19302.02,191,20632.53
beta_a0p5_b0p5_M50_L2_p4_train.json,beta_a0p5_b0p5_M50_L6_c1_2_train.json,2,1,4.0,100,50,24.6224,86,1956.21,19,2125.88
beta_a0p5_b10_M100_L2_p4_train.json,beta_a0p5_b10_M100_L6_c1_2_train.json,2,1,4.0,100,50,4.5358,13,581.71,3,597.52
beta_a0p5_b10_M200_L2_p4_train.json,beta_a0p5_b10_M200_L6_c1_2_train.json,2,1,4.0,100,50,9.5332,27,1199.46,6,1198.22
beta_a0p5_b10_M20_L2_p4_train.json,beta_a0p5_b10_M20_L6_c1_2_train.json,2,1,4.0,100,50,0.9048,3,123.06,0,180.96
beta_a0p5_b10_M500_L2_p4_train.json,beta_a0p5_b10_M500_L6_c1_2_train.json,2,1,4.0,100,50,24.4006,69,3101.85,14,3097.46
beta_a0p5_b10_M50_L2_p4_train.json,beta_a0p5_b10_M50_L6_c1_2_train.json,2,1,4.0,100,50,2.3328,7,299.81,1,317.47
beta_a0p5_b1_M100_L2_p4_train.json,beta_a0p5_b1_M100_L6_c1_2_train.json,2,1,4.0,100,50,33.8352,114,3271.56,23,3580.36
beta_a0p5_b1_M200_L2_p4_train.json,beta_a0p5_b1_M200_L6_c1_2_train.json,2,1,4.0,100,50,67.4418,226,6545.76,49,6648.48
beta_a0p5_b1_M20_L2_p4_train.json,beta_a0p5_b1_M20_L6_c1_2_train.json,2,1,4.0,100,50,6.6232,22,643.3,5,656.75
beta_a0p5_b1_M500_L2_p4_train.json,beta_a0p5_b1_M500_L6_c1_2_train.json,2,1,4.0,100,50,169.0286,563,16148.04,118,16961.44
beta_a0p5_b1_M50_L2_p4_train.json,beta_a0p5_b1_M50_L6_c1_2_train.json,2,1,4.0,100,50,16.7688,57,1609.94,12,1638.67
beta_a0p5_b2_M100_L2_p4_train.json,beta_a0p5_b2_M100_L6_c1_2_train.json,2,1,4.0,100,50,20.091,65,2274.25,13,2292.98
beta_a0p5_b2_M200_L2_p4_train.json,beta_a0p5_b2_M200_L6_c1_2_train.json,2,1,4.0,100,50,40.3442,127,4492.28,27,4476.7
beta_a0p5_b2_M20_L2_p4_train.json,beta_a0p5_b2_M20_L6_c1_2_train.json,2,1,4.0,100,50,4.0486,13,462.04,3,471.78
beta_a0p5_b2_M500_L2_p4_train.json,beta_a0p5_b2_M500_L6_c1_2_train.json,2,1,4.0,100,50,98.1354,307,11216.16,65,11004.97
beta_a0p5_b2_M50_L2_p4_train.json,beta_a0p5_b2_M50_L6_c1_2_train.json,2,1,4.0,100,50,10.2636,33,1105.88,7,1138.81
beta_a0p5_b5_M100_L2_p4_train.json,beta_a0p5_b5_M100_L6_c1_2_train.json,2,1,4.0,100,50,8.8364,26,1094.08,5,1095.81
beta_a0p5_b5_M200_L2_p4_train.json,beta_a0p5_b5_M200_L6_c1_2_train.json,2,1,4.0,100,50,18.2574,53,2236.88,11,2242.24
beta_a0p5_b5_M20_L2_p4_train.json,beta_a0p5_b5_M20_L6_c1_2_train.json,2,1,4.0,100,50,1.812,5,227.21,1,229.3
beta_a0p5_b5_M500_L2_p4_train.json,beta_a0p5_b5_M500_L6_c1_2_train.json,2,1,4.0,100,50,45.5204,133,5475.04,26,5657.38
beta_a0p5_b5_M50_L2_p4_train.json,beta_a0p5_b5_M50_L6_c1_2_train.json,2,1,4.0,100,50,4.474,13,556.51,3,564.14
beta_a10_b0p5_M100_L2_p4_train.json,beta_a10_b0p5_M100_L6_c1_2_train.json,2,1,4.0,100,50,95.1946,292,823.15,93,807.35
beta_a10_b0p5_M200_L2_p4_train.json,beta_a10_b0p5_M200_L6_c1_2_train.json,2,1,4.0,100,50,190.532,585,1623.34,187,1538.66
beta_a10_b0p5_M20_L2_p4_train.json,beta_a10_b0p5_M20_L6_c1_2_train.json,2,1,4.0,100,50,19.1162,59,165.56,19,190.54
beta_a10_b0p5_M500_L2_p4_train.json,beta_a10_b0p5_M500_L6_c1_2_train.json,2,1,4.0,100,50,475.961,1462,4126.59,467,3968.75
beta_a10_b0p5_M50_L2_p4_train.json,beta_a10_b0p5_M50_L6_c1_2_train.json,2,1,4.0,100,50,47.6254,146,412.15,47,416.65
beta_a10_b10_M100_L2_p4_train.json,beta_a10_b10_M100_L6_c1_2_train.json,2,1,4.0,100,50,49.8922,155,1285.36,47,1251.95
beta_a10_b10_M200_L2_p4_train.json,beta_a10_b10_M200_L6_c1_2_train.json,2,1,4.0,100,50,99.778,313,2521.44,93,2548.22
beta_a10_b10_M20_L2_p4_train.json,beta_a10_b10_M20_L6_c1_2_train.json,2,1,4.0,100,50,9.9636,31,257.96,9,269.56
beta_a10_b10_M500_L2_p4_train.json,beta_a10_b10_M500_L6_c1_2_train.json,2,1,4.0,100,50,249.632,782,6286.47,233,6219.93
beta_a10_b10_M50_L2_p4_train.json,beta_a10_b10_M50_L6_c1_2_train.json,2,1,4.0,100,50,25.1338,79,628.48,23,631.72
beta_a10_b1_M100_L2_p4_train.json,beta_a10_b1_M100_L6_c1_2_train.json,2,1,4.0,100,50,91.1946,282,1036.83,89,982.37
beta_a10_b1_M200_L2_p4_train.json,beta_a10_b1_M200_L6_c1_2_train.json,2,1,4.0,100,50,181.7454,561,2072.05,177,1972.28
beta_a10_b1_M20_L2_p4_train.json,beta_a10_b1_M20_L6_c1_2_train.json,2,1,4.0,100,50,18.1854,56,215.7,18,247.24
beta_a10_b1_M500_L2_p4_train.json,beta_a10_b1_M500_L6_c1_2_train.json,2,1,4.0,100,50,454.5368,1402,5201.65,443,4894.12
beta_a10_b1_M50_L2_p4_train.json,beta_a10_b1_M50_L6_c1_2_train.json,2,1,4.0,100,50,45.3924,140,531.59,44,519.9
beta_a10_b2_M100_L2_p4_train.json,beta_a10_b2_M100_L6_c1_2_train.json,2,1,4.0,100,50,83.1414,258,1270.98,80,1271.77
beta_a10_b2_M200_L2_p4_train.json,beta_a10_b2_M200_L6_c1_2_train.json,2,1,4.0,100,50,166.24,516,2527.61,160,2491.96
beta_a10_b2_M20_L2_p4_train.json,beta_a10_b2_M20_L6_c1_2_train.json,2,1,4.0,100,50,16.6326,52,252.84,16,242.92
beta_a10_b2_M500_L2_p4_train.json,beta_a10_b2_M500_L6_c1_2_train.json,2,1,4.0,100,50,416.0878,1290,6253.76,401,6165.98
beta_a10_b2_M50_L2_p4_train.json,beta_a10_b2_M50_L6_c1_2_train.json,2,1,4.0,100,50,41.5494,129,640.03,40,623.8
beta_a10_b5_M100_L2_p4_train.json,beta_a10_b5_M100_L6_c1_2_train.json,2,1,4.0,100,50,66.5252,208,1373.49,63,1339.74
beta_a10_b5_M200_L2_p4_train.json,beta_a10_b5_M200_L6_c1_2_train.json,2,1,4.0,100,50,132.9112,416,2781.25,126,2762.14
beta_a10_b5_M20_L2_p4_train.json,beta_a10_b5_M20_L6_c1_2_train.json,2,1,4.0,100,50,13.273,41,283.6,12,321.11
beta_a10_b5_M500_L2_p4_train.json,beta_a10_b5_M500_L6_c1_2_train.json,2,1,4.0,100,50,333.1118,1040,6894.01,314,6943.17
beta_a10_b5_M50_L2_p4_train.json,beta_a10_b5_M50_L6_c1_2_train.json,2,1,4.0,100,50,33.2158,104,708.19,31,717.03
beta_a1_b0p5_M100_L2_p4_train.json,beta_a1_b0p5_M100_L6_c1_2_train.json,2,1,4.0,100,50,67.1048,228,3214.03,59,3484.71
beta_a1_b0p5_M200_L2_p4_train.json,beta_a1_b0p5_M200_L6_c1_2_train.json,2,1,4.0,100,50,133.646,454,6461.79,115,7307.8
beta_a1_b0p5_M20_L2_p4_train.json,beta_a1_b0p5_M20_L6_c1_2_train.json,2,1,4.0,100,50,13.3054,45,648.3,12,716.29
beta_a1_b0p5_M500_L2_p4_train.json,beta_a1_b0p5_M500_L6_c1_2_train.json,2,1,4.0,100,50,333.5542,1134,15946.82,290,17542.75
beta_a1_b0p5_M50_L2_p4_train.json,beta_a1_b0p5_M50_L6_c1_2_train.json,2,1,4.0,100,50,33.5724,114,1586.43,29,1765.2
