dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
beta_a0p5_b0p5_M100_L8_p6_train.json,beta_a0p5_b0p5_M100_L6_c1_2_train.json,8,1,6.0,100,50,49.9692,409,6705.13,41,5330.43
beta_a0p5_b0p5_M100_L8_p6_test.json,beta_a0p5_b0p5_M100_L6_c1_2_test.json,8,1,6.0,1000,50,50.13458,409,6721.101,41,5286.546
beta_a0p5_b0p5_M200_L8_p6_train.json,beta_a0p5_b0p5_M200_L6_c1_2_train.json,8,1,6.0,100,50,101.882,845,13308.06,85,10518.44
beta_a0p5_b0p5_M200_L8_p6_test.json,beta_a0p5_b0p5_M200_L6_c1_2_test.json,8,1,6.0,1000,50,100.02054,845,13485.594,85,10444.961
beta_a0p5_b0p5_M20_L8_p6_train.json,beta_a0p5_b0p5_M20_L6_c1_2_train.json,8,1,6.0,100,50,10.2508,86,1371.82,9,1028.77
beta_a0p5_b0p5_M20_L8_p6_test.json,beta_a0p5_b0p5_M20_L6_c1_2_test.json,8,1,6.0,1000,50,10.0193,86,1362.393,9,1109.134
beta_a0p5_b0p5_M500_L8_p6_train.json,beta_a0p5_b0p5_M500_L6_c1_2_train.json,8,1,6.0,100,50,247.6496,2031,33230.59,202,26071.59
beta_a0p5_b0p5_M500_L8_p6_test.json,beta_a0p5_b0p5_M500_L6_c1_2_test.json,8,1,6.0,1000,50,249.54696,2031,33469.835,202,25823.356
beta_a0p5_b0p5_M50_L8_p6_train.json,beta_a0p5_b0p5_M50_L6_c1_2_train.json,8,1,6.0,100,50,24.6224,203,3360.33,21,2667.15
beta_a0p5_b0p5_M50_L8_p6_test.json,beta_a0p5_b0p5_M50_L6_c1_2_test.json,8,1,6.0,1000,50,24.9965,203,3361.594,21,2586.57
beta_a0p5_b10_M100_L8_p6_train.json,beta_a0p5_b10_M100_L6_c1_2_train.json,8,1,6.0,100,50,4.5358,29,873.42,3,762.68
beta_a0p5_b10_M100_L8_p6_test.json,beta_a0p5_b10_M100_L6_c1_2_test.json,8,1,6.0,1000,50,4.69986,29,898.819,3,781.889
beta_a0p5_b10_M200_L8_p6_train.json,beta_a0p5_b10_M200_L6_c1_2_train.json,8,1,6.0,100,50,9.5332,63,1837.04,7,1568.74
beta_a0p5_b10_M200_L8_p6_test.json,beta_a0p5_b10_M200_L6_c1_2_test.json,8,1,6.0,1000,50,9.58786,63,1832.658,7,1605.632
beta_a0p5_b10_M20_L8_p6_train.json,beta_a0p5_b10_M20_L6_c1_2_train.json,8,1,6.0,100,50,0.9048,6,183.53,0,271.44
beta_a0p5_b10_M20_L8_p6_test.json,beta_a0p5_b10_M20_L6_c1_2_test.json,8,1,6.0,1000,50,0.91006,6,188.979,0,273.018
