dataset,L,h,p,N,num_periods,mean_d,opt_capped_S,opt_capped_cap,avg_cost_capped
geom_p0p03_L6_c1_2_train.json,6,1.0,2.0,100,50,32.1838,168,20,35.78
geom_p0p05_L6_c1_2_train.json,6,1.0,2.0,100,50,19.3064,118,10,21.541607142857142
geom_p0p08_L6_c1_2_train.json,6,1.0,2.0,100,50,11.3446,60,5,13.36357142857143
geom_p0p15_L6_c1_2_train.json,6,1.0,2.0,100,50,5.5918,24,5,6.937142857142857
geom_p0p1_L6_c1_2_train.json,6,1.0,2.0,100,50,9.125,58,5,10.556071428571428
geom_p0p2_L6_c1_2_train.json,6,1.0,2.0,100,50,3.9754,16,5,5.208392857142857
geom_p0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,2.3486,8,5,3.431964285714286
geom_p0p4_L6_c1_2_train.json,6,1.0,2.0,100,50,1.5004,4,5,2.3017857142857143
geom_p0p6_L6_c1_2_train.json,6,1.0,2.0,100,50,0.6656,0,0,1.1885714285714286
geom_p0p8_L6_c1_2_train.json,6,1.0,2.0,100,50,0.255,0,0,0.45535714285714285
logn_mlog1p5_s0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,4.732,30,5,2.0675
logn_mlog1p5_s0p5_L6_c1_2_train.json,6,1.0,2.0,100,50,5.0898,30,5,3.4210714285714285
logn_mlog1p5_s0p7_L6_c1_2_train.json,6,1.0,2.0,100,50,5.6858,30,5,4.991071428571429
logn_mlog1p5_s1_L6_c1_2_train.json,6,1.0,2.0,100,50,7.4304,30,5,8.691428571428572
logn_mlog1p5_s1p3_L6_c1_2_train.json,6,1.0,2.0,100,50,9.8786,34,5,13.204285714285714
logn_mlog2_s0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,7.695,48,10,4.050892857142857
logn_mlog2_s0p5_L6_c1_2_train.json,6,1.0,2.0,100,50,8.3636,48,10,6.0841071428571425
logn_mlog2_s0p7_L6_c1_2_train.json,6,1.0,2.0,100,50,9.4628,50,10,8.533214285714285
logn_mlog2_s1_L6_c1_2_train.json,6,1.0,2.0,100,50,12.0936,56,5,14.046607142857143
logn_mlog2_s1p3_L6_c1_2_train.json,6,1.0,2.0,100,50,16.6706,62,5,22.766607142857143
logn_mlog2p5_s0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,12.7422,84,10,5.564107142857143
logn_mlog2p5_s0p5_L6_c1_2_train.json,6,1.0,2.0,100,50,13.8388,92,10,8.734107142857143
logn_mlog2p5_s0p7_L6_c1_2_train.json,6,1.0,2.0,100,50,15.5202,100,10,12.916964285714286
logn_mlog2p5_s1_L6_c1_2_train.json,6,1.0,2.0,100,50,19.104,94,10,20.831071428571427
logn_mlog2p5_s1p3_L6_c1_2_train.json,6,1.0,2.0,100,50,28.6968,128,10,38.23517857142857
logn_mlog3_s0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,20.9134,134,20,8.57875
logn_mlog3_s0p5_L6_c1_2_train.json,6,1.0,2.0,100,50,22.819,134,20,14.247857142857143
logn_mlog3_s0p7_L6_c1_2_train.json,6,1.0,2.0,100,50,25.546,136,20,21.790535714285713
logn_mlog3_s1_L6_c1_2_train.json,6,1.0,2.0,100,50,32.148,146,20,35.925535714285715
logn_mlog3_s1p3_L6_c1_2_train.json,6,1.0,2.0,100,50,47.1532,210,20,62.84
logn_mlog3p5_s0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,34.4736,230,30,13.193928571428572
logn_mlog3p5_s0p5_L6_c1_2_train.json,6,1.0,2.0,100,50,37.7578,232,30,23.665892857142858
logn_mlog3p5_s0p7_L6_c1_2_train.json,6,1.0,2.0,100,50,42.4924,262,30,35.07857142857143
logn_mlog3p5_s1_L6_c1_2_train.json,6,1.0,2.0,100,50,56.8856,262,30,63.7275
logn_mlog3p5_s1p3_L6_c1_2_train.json,6,1.0,2.0,100,50,80.0548,262,30,108.4775
logn_mlog4_s0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,57.0134,377,50,21.67
logn_mlog4_s0p5_L6_c1_2_train.json,6,1.0,2.0,100,50,62.4364,385,50,38.480357142857144
logn_mlog4_s0p7_L6_c1_2_train.json,6,1.0,2.0,100,50,69.5152,410,50,56.26482142857143
logn_mlog4_s1_L6_c1_2_train.json,6,1.0,2.0,100,50,89.0906,417,50,98.72267857142857
logn_mlog4_s1p3_L6_c1_2_train.json,6,1.0,2.0,100,50,130.346,572,50,176.39464285714286
negbin_r10_p0p1_L6_c1_2_train.json,6,1.0,2.0,100,50,90.6518,604,80,38.795
negbin_r10_p0p2_L6_c1_2_train.json,6,1.0,2.0,100,50,40.0492,264,35,18.40160714285714
negbin_r10_p0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,23.3772,158,20,11.266964285714286
negbin_r10_p0p4_L6_c1_2_train.json,6,1.0,2.0,100,50,14.9174,94,15,8.441785714285714
negbin_r10_p0p6_L6_c1_2_train.json,6,1.0,2.0,100,50,6.6778,44,5,4.296785714285714
negbin_r10_p0p8_L6_c1_2_train.json,6,1.0,2.0,100,50,2.5262,12,5,2.7669642857142858
negbin_r20_p0p1_L6_c1_2_train.json,6,1.0,2.0,100,50,180.5946,1210,165,55.36482142857143
negbin_r20_p0p2_L6_c1_2_train.json,6,1.0,2.0,100,50,80.0244,530,70,26.334642857142857
negbin_r20_p0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,46.5376,327,40,16.360892857142858
negbin_r20_p0p4_L6_c1_2_train.json,6,1.0,2.0,100,50,29.8358,220,25,11.600714285714286
negbin_r20_p0p6_L6_c1_2_train.json,6,1.0,2.0,100,50,13.3486,88,10,6.932678571428571
negbin_r20_p0p8_L6_c1_2_train.json,6,1.0,2.0,100,50,5.0668,30,5,3.44125
negbin_r2_p0p1_L6_c1_2_train.json,6,1.0,2.0,100,50,18.032,100,15,16.090892857142858
negbin_r2_p0p2_L6_c1_2_train.json,6,1.0,2.0,100,50,8.0354,48,5,7.423392857142857
negbin_r2_p0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,4.6462,22,5,5.176428571428572
negbin_r2_p0p4_L6_c1_2_train.json,6,1.0,2.0,100,50,3.0022,12,5,3.802857142857143
negbin_r2_p0p6_L6_c1_2_train.json,6,1.0,2.0,100,50,1.3338,4,5,1.9819642857142856
negbin_r2_p0p8_L6_c1_2_train.json,6,1.0,2.0,100,50,0.509,0,0,0.9089285714285714
negbin_r40_p0p1_L6_c1_2_train.json,6,1.0,2.0,100,50,359.1692,2450,335,79.11642857142857
negbin_r40_p0p2_L6_c1_2_train.json,6,1.0,2.0,100,50,160.039,1092,150,36.85892857142857
negbin_r40_p0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,93.0018,643,85,22.439821428571427
negbin_r40_p0p4_L6_c1_2_train.json,6,1.0,2.0,100,50,59.761,416,55,15.929107142857143
negbin_r40_p0p6_L6_c1_2_train.json,6,1.0,2.0,100,50,26.6206,174,25,8.951428571428572
negbin_r40_p0p8_L6_c1_2_train.json,6,1.0,2.0,100,50,10.016,62,10,4.948214285714286
negbin_r5_p0p1_L6_c1_2_train.json,6,1.0,2.0,100,50,44.7168,291,35,26.48892857142857
negbin_r5_p0p2_L6_c1_2_train.json,6,1.0,2.0,100,50,20.1404,144,15,12.645
negbin_r5_p0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,11.6038,68,10,8.163392857142858
negbin_r5_p0p4_L6_c1_2_train.json,6,1.0,2.0,100,50,7.5684,48,5,5.619821428571429
negbin_r5_p0p6_L6_c1_2_train.json,6,1.0,2.0,100,50,3.348,18,5,3.45625
negbin_r5_p0p8_L6_c1_2_train.json,6,1.0,2.0,100,50,1.256,4,5,1.7780357142857144
normal_mu100_sd15_L6_c1_2_train.json,6,1.0,2.0,100,50,100.265,679,95,20.861607142857142
normal_mu100_sd20_L6_c1_2_train.json,6,1.0,2.0,100,50,99.9316,699,90,27.074285714285715
normal_mu100_sd25_L6_c1_2_train.json,6,1.0,2.0,100,50,100.1474,705,90,34.441428571428574
normal_mu150_sd15_L6_c1_2_train.json,6,1.0,2.0,100,50,149.9284,1035,145,20.02017857142857
normal_mu150_sd22_L6_c1_2_train.json,6,1.0,2.0,100,50,150.029,1058,140,28.868392857142858
normal_mu150_sd30_L6_c1_2_train.json,6,1.0,2.0,100,50,150.3686,1002,140,41.02428571428572
normal_mu150_sd38_L6_c1_2_train.json,6,1.0,2.0,100,50,149.8858,1029,135,51.90732142857143
normal_mu150_sd45_L6_c1_2_train.json,6,1.0,2.0,100,50,150.9988,1288,130,59.63410714285714
normal_mu200_sd20_L6_c1_2_train.json,6,1.0,2.0,100,50,200.226,1373,195,27.2225
normal_mu200_sd30_L6_c1_2_train.json,6,1.0,2.0,100,50,199.7346,1406,190,39.31892857142857
normal_mu200_sd40_L6_c1_2_train.json,6,1.0,2.0,100,50,200.6378,1376,185,53.73875
normal_mu200_sd50_L6_c1_2_train.json,6,1.0,2.0,100,50,199.7838,1380,180,67.91482142857143
normal_mu200_sd60_L6_c1_2_train.json,6,1.0,2.0,100,50,200.7308,1349,180,80.42660714285714
normal_mu20_sd2_L6_c1_2_train.json,6,1.0,2.0,100,50,19.97,136,20,2.93875
normal_mu20_sd3_L6_c1_2_train.json,6,1.0,2.0,100,50,20.001,134,20,4.410892857142857
normal_mu20_sd4_L6_c1_2_train.json,6,1.0,2.0,100,50,19.9198,134,20,5.845535714285714
normal_mu20_sd5_L6_c1_2_train.json,6,1.0,2.0,100,50,20.0024,132,20,7.3966071428571425
normal_mu20_sd6_L6_c1_2_train.json,6,1.0,2.0,100,50,19.9718,130,20,8.710892857142857
normal_mu300_sd30_L6_c1_2_train.json,6,1.0,2.0,100,50,300.5992,2080,290,40.34285714285714
normal_mu300_sd45_L6_c1_2_train.json,6,1.0,2.0,100,50,300.4788,2139,280,59.980357142857144
normal_mu300_sd60_L6_c1_2_train.json,6,1.0,2.0,100,50,300.8212,2061,280,78.40071428571429
normal_mu300_sd75_L6_c1_2_train.json,6,1.0,2.0,100,50,297.2156,1982,270,98.88875
normal_mu300_sd90_L6_c1_2_train.json,6,1.0,2.0,100,50,300.484,1999,265,118.87071428571429
normal_mu50_sd10_L6_c1_2_train.json,6,1.0,2.0,100,50,49.964,335,45,13.639821428571429
normal_mu50_sd12_L6_c1_2_train.json,6,1.0,2.0,100,50,49.7356,340,45,15.835535714285715
normal_mu50_sd15_L6_c1_2_train.json,6,1.0,2.0,100,50,49.9808,333,45,20.225535714285716
normal_mu50_sd5_L6_c1_2_train.json,6,1.0,2.0,100,50,50.1046,342,50,7.382857142857143
normal_mu50_sd8_L6_c1_2_train.json,6,1.0,2.0,100,50,50.0906,336,50,11.350178571428572
normal_mu80_sd12_L6_c1_2_train.json,6,1.0,2.0,100,50,80.0208,548,75,16.141785714285714
normal_mu80_sd16_L6_c1_2_train.json,6,1.0,2.0,100,50,80.0896,548,75,21.655
normal_mu80_sd20_L6_c1_2_train.json,6,1.0,2.0,100,50,80.169,585,70,27.361428571428572
normal_mu80_sd24_L6_c1_2_train.json,6,1.0,2.0,100,50,79.8668,549,70,31.982678571428572
normal_mu80_sd8_L6_c1_2_train.json,6,1.0,2.0,100,50,79.9696,551,75,11.696607142857143
pareto_a1p3_xm100_L6_c1_2_train.json,6,1.0,2.0,100,50,409.575,2527,165,484.22785714285715
pareto_a1p3_xm10_L6_c1_2_train.json,6,1.0,2.0,100,50,44.3772,130,15,54.86214285714286
pareto_a1p3_xm1_L6_c1_2_train.json,6,1.0,2.0,100,50,4.0894,12,5,5.470892857142857
pareto_a1p3_xm20_L6_c1_2_train.json,6,1.0,2.0,100,50,83.7236,252,35,100.73107142857143
pareto_a1p3_xm50_L6_c1_2_train.json,6,1.0,2.0,100,50,179.0492,913,80,195.88267857142858
pareto_a1p3_xm5_L6_c1_2_train.json,6,1.0,2.0,100,50,329.9082,1969,10,579.1564285714286
pareto_a1p5_xm100_L6_c1_2_train.json,6,1.0,2.0,100,50,283.3212,1643,155,267.51696428571427
pareto_a1p5_xm10_L6_c1_2_train.json,6,1.0,2.0,100,50,29.6064,122,15,29.266785714285714
pareto_a1p5_xm1_L6_c1_2_train.json,6,1.0,2.0,100,50,2.876,10,5,3.454285714285714
pareto_a1p5_xm20_L6_c1_2_train.json,6,1.0,2.0,100,50,55.211,246,30,51.18964285714286
pareto_a1p5_xm50_L6_c1_2_train.json,6,1.0,2.0,100,50,152.6648,728,75,154.94375
pareto_a1p5_xm5_L6_c1_2_train.json,6,1.0,2.0,100,50,14.388,58,10,14.440357142857144
pareto_a2_xm100_L6_c1_2_train.json,6,1.0,2.0,100,50,196.8228,1039,135,133.1825
pareto_a2_xm10_L6_c1_2_train.json,6,1.0,2.0,100,50,19.7524,102,15,13.65017857142857
pareto_a2_xm1_L6_c1_2_train.json,6,1.0,2.0,100,50,1.9644,8,5,1.9710714285714286
pareto_a2_xm20_L6_c1_2_train.json,6,1.0,2.0,100,50,40.0564,202,30,28.371964285714284
pareto_a2_xm50_L6_c1_2_train.json,6,1.0,2.0,100,50,100.127,550,70,70.11714285714285
pareto_a2_xm5_L6_c1_2_train.json,6,1.0,2.0,100,50,9.6612,48,10,7.209464285714286
pareto_a3_xm100_L6_c1_2_train.json,6,1.0,2.0,100,50,150.3344,942,125,63.167142857142856
pareto_a3_xm10_L6_c1_2_train.json,6,1.0,2.0,100,50,14.882,88,15,7.041785714285714
pareto_a3_xm1_L6_c1_2_train.json,6,1.0,2.0,100,50,1.442,8,5,1.15875
pareto_a3_xm20_L6_c1_2_train.json,6,1.0,2.0,100,50,30.1042,182,25,13.083571428571428
pareto_a3_xm50_L6_c1_2_train.json,6,1.0,2.0,100,50,75.688,453,60,33.52589285714286
pareto_a3_xm5_L6_c1_2_train.json,6,1.0,2.0,100,50,7.4596,44,10,4.218392857142857
pareto_a4_xm100_L6_c1_2_train.json,6,1.0,2.0,100,50,133.1804,858,115,40.83875
pareto_a4_xm10_L6_c1_2_train.json,6,1.0,2.0,100,50,13.32,82,15,5.178571428571429
pareto_a4_xm1_L6_c1_2_train.json,6,1.0,2.0,100,50,1.2298,6,5,0.9103571428571429
pareto_a4_xm20_L6_c1_2_train.json,6,1.0,2.0,100,50,26.6556,166,25,8.485178571428571
pareto_a4_xm50_L6_c1_2_train.json,6,1.0,2.0,100,50,66.122,416,60,19.995892857142856
pareto_a4_xm5_L6_c1_2_train.json,6,1.0,2.0,100,50,6.6404,36,5,2.9292857142857143
pareto_a6_xm100_L6_c1_2_train.json,6,1.0,2.0,100,50,119.8852,819,110,23.33517857142857
pareto_a6_xm10_L6_c1_2_train.json,6,1.0,2.0,100,50,12.0034,70,10,3.5775
pareto_a6_xm1_L6_c1_2_train.json,6,1.0,2.0,100,50,1.0936,6,5,0.6671428571428571
pareto_a6_xm20_L6_c1_2_train.json,6,1.0,2.0,100,50,23.9356,158,25,5.504107142857142
pareto_a6_xm50_L6_c1_2_train.json,6,1.0,2.0,100,50,59.7714,428,55,11.48392857142857
pareto_a6_xm5_L6_c1_2_train.json,6,1.0,2.0,100,50,5.9526,36,5,1.7010714285714286
tri_a0_c100_b120_L6_c1_2_train.json,6,1.0,2.0,100,50,73.8018,490,65,36.82053571428571
tri_a0_c100_b250_L6_c1_2_train.json,6,1.0,2.0,100,50,116.6018,776,95,68.45910714285715
tri_a0_c100_b500_L6_c1_2_train.json,6,1.0,2.0,100,50,197.697,1291,150,139.00214285714284
tri_a0_c100_b800_L6_c1_2_train.json,6,1.0,2.0,100,50,302.5126,1947,230,230.93214285714285
tri_a0_c200_b250_L6_c1_2_train.json,6,1.0,2.0,100,50,149.8346,1010,130,75.94125
tri_a0_c200_b500_L6_c1_2_train.json,6,1.0,2.0,100,50,236.3098,1580,195,135.0455357142857
tri_a0_c200_b800_L6_c1_2_train.json,6,1.0,2.0,100,50,331.985,2115,260,220.17642857142857
tri_a0_c20_b120_L6_c1_2_train.json,6,1.0,2.0,100,50,46.1832,289,35,34.410892857142855
tri_a0_c20_b250_L6_c1_2_train.json,6,1.0,2.0,100,50,90.459,595,65,73.41375
tri_a0_c20_b500_L6_c1_2_train.json,6,1.0,2.0,100,50,169.7836,1106,120,145.26785714285714
tri_a0_c20_b60_L6_c1_2_train.json,6,1.0,2.0,100,50,26.5926,204,20,16.353571428571428
tri_a0_c20_b800_L6_c1_2_train.json,6,1.0,2.0,100,50,270.333,1728,185,241.32785714285714
tri_a0_c50_b120_L6_c1_2_train.json,6,1.0,2.0,100,50,56.6118,370,45,32.9725
tri_a0_c50_b250_L6_c1_2_train.json,6,1.0,2.0,100,50,99.7482,640,75,68.54589285714286
tri_a0_c50_b500_L6_c1_2_train.json,6,1.0,2.0,100,50,183.062,1371,135,145.74482142857144
tri_a0_c50_b60_L6_c1_2_train.json,6,1.0,2.0,100,50,36.432,254,30,18.84
tri_a0_c50_b800_L6_c1_2_train.json,6,1.0,2.0,100,50,289.7386,2072,210,240.91857142857143
tri_a10_c100_b120_L6_c1_2_train.json,6,1.0,2.0,100,50,76.7314,519,65,34.34410714285714
tri_a10_c100_b250_L6_c1_2_train.json,6,1.0,2.0,100,50,119.1252,849,95,67.45053571428572
tri_a10_c100_b500_L6_c1_2_train.json,6,1.0,2.0,100,50,200.3138,1206,155,139.82625
tri_a10_c100_b800_L6_c1_2_train.json,6,1.0,2.0,100,50,304.3544,2134,225,233.25232142857143
tri_a10_c200_b250_L6_c1_2_train.json,6,1.0,2.0,100,50,153.0756,1055,130,73.22982142857143
tri_a10_c200_b500_L6_c1_2_train.json,6,1.0,2.0,100,50,237.1352,1581,195,132.4225
tri_a10_c200_b800_L6_c1_2_train.json,6,1.0,2.0,100,50,333.9058,2127,265,217.93178571428572
tri_a10_c20_b120_L6_c1_2_train.json,6,1.0,2.0,100,50,50.4122,320,40,33.24392857142857
tri_a10_c20_b250_L6_c1_2_train.json,6,1.0,2.0,100,50,93.5552,654,70,71.73625
tri_a10_c20_b500_L6_c1_2_train.json,6,1.0,2.0,100,50,172.8804,1110,125,144.91464285714287
tri_a10_c20_b60_L6_c1_2_train.json,6,1.0,2.0,100,50,30.1124,210,25,14.322857142857142
tri_a10_c20_b800_L6_c1_2_train.json,6,1.0,2.0,100,50,280.5052,2303,195,242.14142857142858
tri_a10_c50_b120_L6_c1_2_train.json,6,1.0,2.0,100,50,60.2238,429,50,29.928392857142857
tri_a10_c50_b250_L6_c1_2_train.json,6,1.0,2.0,100,50,103.572,675,80,68.15928571428572
tri_a10_c50_b500_L6_c1_2_train.json,6,1.0,2.0,100,50,185.777,1216,140,142.62196428571428
tri_a10_c50_b60_L6_c1_2_train.json,6,1.0,2.0,100,50,40.0636,320,35,15.03625
tri_a10_c50_b800_L6_c1_2_train.json,6,1.0,2.0,100,50,290.0238,1816,210,236.11232142857142
tri_a5_c100_b120_L6_c1_2_train.json,6,1.0,2.0,100,50,75.0338,513,65,35.472857142857144
tri_a5_c100_b250_L6_c1_2_train.json,6,1.0,2.0,100,50,118.354,762,100,66.27053571428571
tri_a5_c100_b500_L6_c1_2_train.json,6,1.0,2.0,100,50,200.4858,1369,155,135.50660714285715
tri_a5_c100_b800_L6_c1_2_train.json,6,1.0,2.0,100,50,299.585,2011,225,223.54160714285715
tri_a5_c200_b250_L6_c1_2_train.json,6,1.0,2.0,100,50,151.0466,1043,130,75.06446428571428
tri_a5_c200_b500_L6_c1_2_train.json,6,1.0,2.0,100,50,234.1772,1649,190,131.97857142857143
tri_a5_c200_b800_L6_c1_2_train.json,6,1.0,2.0,100,50,334.9562,2112,265,218.9025
tri_a5_c20_b120_L6_c1_2_train.json,6,1.0,2.0,100,50,48.725,347,35,34.0525
tri_a5_c20_b250_L6_c1_2_train.json,6,1.0,2.0,100,50,91.7692,604,65,73.87375
tri_a5_c20_b500_L6_c1_2_train.json,6,1.0,2.0,100,50,171.8566,1084,120,150.565
tri_a5_c20_b60_L6_c1_2_train.json,6,1.0,2.0,100,50,28.0848,178,25,15.559464285714286
tri_a5_c20_b800_L6_c1_2_train.json,6,1.0,2.0,100,50,273.0826,1923,185,245.04732142857142
tri_a5_c50_b120_L6_c1_2_train.json,6,1.0,2.0,100,50,58.617,398,50,31.619464285714287
tri_a5_c50_b250_L6_c1_2_train.json,6,1.0,2.0,100,50,101.629,703,80,67.35446428571429
tri_a5_c50_b500_L6_c1_2_train.json,6,1.0,2.0,100,50,185.5076,1122,140,144.56410714285715
tri_a5_c50_b60_L6_c1_2_train.json,6,1.0,2.0,100,50,38.29,258,35,17.243035714285714
tri_a5_c50_b800_L6_c1_2_train.json,6,1.0,2.0,100,50,283.0092,2027,200,235.1380357142857
weib_k0p8_lam100_L6_c1_2_train.json,6,1.0,2.0,100,50,115.5472,808,55,145.08553571428573
weib_k0p8_lam10_L6_c1_2_train.json,6,1.0,2.0,100,50,11.0092,50,5,14.085892857142857
weib_k0p8_lam200_L6_c1_2_train.json,6,1.0,2.0,100,50,224.655,1232,110,284.00892857142856
weib_k0p8_lam30_L6_c1_2_train.json,6,1.0,2.0,100,50,35.0908,162,15,44.06892857142857
weib_k0p8_lam500_L6_c1_2_train.json,6,1.0,2.0,100,50,551.27,4198,265,695.4330357142857
weib_k0p8_lam60_L6_c1_2_train.json,6,1.0,2.0,100,50,67.6016,409,30,86.11428571428571
weib_k1p2_lam100_L6_c1_2_train.json,6,1.0,2.0,100,50,95.1628,538,65,91.76785714285714
weib_k1p2_lam10_L6_c1_2_train.json,6,1.0,2.0,100,50,9.2972,52,5,9.364107142857144
weib_k1p2_lam200_L6_c1_2_train.json,6,1.0,2.0,100,50,185.5576,1038,120,179.2407142857143
weib_k1p2_lam30_L6_c1_2_train.json,6,1.0,2.0,100,50,28.2594,170,20,27.68125
weib_k1p2_lam500_L6_c1_2_train.json,6,1.0,2.0,100,50,475.0836,3207,300,463.0492857142857
weib_k1p2_lam60_L6_c1_2_train.json,6,1.0,2.0,100,50,56.3428,342,35,55.292678571428574
weib_k1p8_lam100_L6_c1_2_train.json,6,1.0,2.0,100,50,87.9182,553,70,62.753214285714286
weib_k1p8_lam10_L6_c1_2_train.json,6,1.0,2.0,100,50,8.9754,52,10,7.2664285714285715
weib_k1p8_lam200_L6_c1_2_train.json,6,1.0,2.0,100,50,179.0712,1093,135,134.73464285714286
weib_k1p8_lam30_L6_c1_2_train.json,6,1.0,2.0,100,50,26.5822,230,20,18.76482142857143
weib_k1p8_lam500_L6_c1_2_train.json,6,1.0,2.0,100,50,448.6766,2950,335,325.45482142857145
weib_k1p8_lam60_L6_c1_2_train.json,6,1.0,2.0,100,50,53.466,378,40,38.45160714285714
weib_k2p5_lam100_L6_c1_2_train.json,6,1.0,2.0,100,50,89.0108,601,75,51.06892857142857
weib_k2p5_lam10_L6_c1_2_train.json,6,1.0,2.0,100,50,8.9566,56,10,5.812142857142857
weib_k2p5_lam200_L6_c1_2_train.json,6,1.0,2.0,100,50,178.3626,1254,145,99.71946428571428
weib_k2p5_lam30_L6_c1_2_train.json,6,1.0,2.0,100,50,26.4976,170,20,15.553035714285715
weib_k2p5_lam500_L6_c1_2_train.json,6,1.0,2.0,100,50,446.6548,3006,360,257.9610714285714
weib_k2p5_lam60_L6_c1_2_train.json,6,1.0,2.0,100,50,53.0652,345,45,29.922142857142855
weib_k3p5_lam100_L6_c1_2_train.json,6,1.0,2.0,100,50,89.8044,606,80,39.301785714285714
weib_k3p5_lam10_L6_c1_2_train.json,6,1.0,2.0,100,50,9.0502,58,10,4.532678571428572
weib_k3p5_lam200_L6_c1_2_train.json,6,1.0,2.0,100,50,179.4244,1269,155,76.76410714285714
weib_k3p5_lam30_L6_c1_2_train.json,6,1.0,2.0,100,50,27.134,178,25,11.857321428571428
weib_k3p5_lam500_L6_c1_2_train.json,6,1.0,2.0,100,50,451.8156,3008,395,197.1642857142857
weib_k3p5_lam60_L6_c1_2_train.json,6,1.0,2.0,100,50,54.1016,378,45,23.273392857142856
weib_k5_lam100_L6_c1_2_train.json,6,1.0,2.0,100,50,90.7574,627,80,29.490535714285713
weib_k5_lam10_L6_c1_2_train.json,6,1.0,2.0,100,50,9.203,60,10,3.455
weib_k5_lam200_L6_c1_2_train.json,6,1.0,2.0,100,50,183.7264,1256,165,57.67071428571428
weib_k5_lam30_L6_c1_2_train.json,6,1.0,2.0,100,50,27.4928,186,25,8.434107142857142
weib_k5_lam500_L6_c1_2_train.json,6,1.0,2.0,100,50,459.5974,3085,420,144.25946428571427
weib_k5_lam60_L6_c1_2_train.json,6,1.0,2.0,100,50,55.229,374,50,17.411607142857143
zinb_pi0p1_r10_p0p1_L6_c1_2_train.json,6,1.0,2.0,100,50,81.7232,542,65,53.51428571428571
zinb_pi0p1_r10_p0p2_L6_c1_2_train.json,6,1.0,2.0,100,50,35.8346,234,30,24.994642857142857
zinb_pi0p1_r10_p0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,20.8516,136,15,15.07375
zinb_pi0p1_r10_p0p4_L6_c1_2_train.json,6,1.0,2.0,100,50,13.4052,84,10,9.993392857142856
zinb_pi0p1_r10_p0p6_L6_c1_2_train.json,6,1.0,2.0,100,50,6.0642,38,5,4.815357142857143
zinb_pi0p1_r10_p0p8_L6_c1_2_train.json,6,1.0,2.0,100,50,2.2702,10,5,2.8676785714285713
zinb_pi0p1_r20_p0p1_L6_c1_2_train.json,6,1.0,2.0,100,50,162.6806,1102,140,93.3125
zinb_pi0p1_r20_p0p2_L6_c1_2_train.json,6,1.0,2.0,100,50,72.7754,531,60,42.96928571428571
zinb_pi0p1_r20_p0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,41.8436,282,35,25.526071428571427
zinb_pi0p1_r20_p0p4_L6_c1_2_train.json,6,1.0,2.0,100,50,27.2142,172,25,16.966964285714287
zinb_pi0p1_r20_p0p6_L6_c1_2_train.json,6,1.0,2.0,100,50,12.0772,78,10,8.285357142857142
zinb_pi0p1_r20_p0p8_L6_c1_2_train.json,6,1.0,2.0,100,50,4.5266,26,5,4.156428571428571
zinb_pi0p1_r2_p0p1_L6_c1_2_train.json,6,1.0,2.0,100,50,16.548,102,10,16.67607142857143
zinb_pi0p1_r2_p0p2_L6_c1_2_train.json,6,1.0,2.0,100,50,7.293,44,5,7.758392857142857
zinb_pi0p1_r2_p0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,4.1934,18,5,5.326071428571429
zinb_pi0p1_r2_p0p4_L6_c1_2_train.json,6,1.0,2.0,100,50,2.7656,12,5,3.7142857142857144
zinb_pi0p1_r2_p0p6_L6_c1_2_train.json,6,1.0,2.0,100,50,1.1868,4,5,1.8089285714285714
zinb_pi0p1_r2_p0p8_L6_c1_2_train.json,6,1.0,2.0,100,50,0.4382,0,0,0.7825
zinb_pi0p1_r40_p0p1_L6_c1_2_train.json,6,1.0,2.0,100,50,323.101,2231,285,177.6732142857143
zinb_pi0p1_r40_p0p2_L6_c1_2_train.json,6,1.0,2.0,100,50,144.0996,986,130,78.56517857142858
zinb_pi0p1_r40_p0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,83.2912,567,75,47.730714285714285
zinb_pi0p1_r40_p0p4_L6_c1_2_train.json,6,1.0,2.0,100,50,53.9102,377,45,30.64142857142857
zinb_pi0p1_r40_p0p6_L6_c1_2_train.json,6,1.0,2.0,100,50,24.0908,164,20,14.48875
zinb_pi0p1_r40_p0p8_L6_c1_2_train.json,6,1.0,2.0,100,50,8.9184,54,10,7.1398214285714285
zinb_pi0p1_r5_p0p1_L6_c1_2_train.json,6,1.0,2.0,100,50,40.4528,272,30,31.100535714285716
zinb_pi0p1_r5_p0p2_L6_c1_2_train.json,6,1.0,2.0,100,50,18.0008,112,15,14.768392857142857
zinb_pi0p1_r5_p0p3_L6_c1_2_train.json,6,1.0,2.0,100,50,10.5668,62,10,9.291428571428572
