policy,split,L,p,baseline,mean_%,median_%,pct_pos_%,pct_neg_%,n_rows_total,n_valid,n_missing_or_invalid
exponential_L6_c1_2,train,6,2,avg_cost_basestock,32.84246135233126,31.634735104380265,89.85736925515056,0.0,631,631,0
exponential_L6_c1_2,train,6,2,avg_cost_constant,0.07677975103297069,0.45299051843985233,80.82408874801902,4.754358161648177,631,631,0
normal_std30_L6_c1_2,train,6,2,avg_cost_basestock,32.99416008799162,31.66542725797729,89.85736925515056,0.0,631,631,0
normal_std30_L6_c1_2,train,6,2,avg_cost_constant,1.2238192848699396,0.5718671208884374,84.46909667194929,1.9017432646592711,631,631,0
poisson_L6_c1_2,train,6,2,avg_cost_basestock,32.71576947827396,31.54075320463484,89.85736925515056,0.15847860538827258,631,631,0
poisson_L6_c1_2,train,6,2,avg_cost_constant,0.43575884451292823,0.2520051573148466,68.46275752773376,8.240887480190175,631,631,0
