problem,dist,demand_mean,prompt_type,K1,K2,background_info,background_type,data_sep,cal_cost,external_opt,repeat,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
inventory2,poisson,80,old20,0,1,no,nofix,sepp,no,scipy,1,2733.8082,2788.1535,2812.0904,2816.9543,2817.4994,2817.5295,2817.5415,2817.8068,2819.5108,2822.5260,2849.1037,2862.5370,2869.5097,2872.1807,2872.1807,2878.8609,2892.7292,2898.9212,2904.7450,2906.4610,2909.2090,2909.2681,2909.5835,2916.1208,2924.6899,2935.0055,2943.1805,2992.0292,2999.4193,3003.5970
