problem,dist,demand_mean,prompt_type,K1,K2,background_info,background_type,data_sep,cal_cost,external_opt,repeat,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
inventory2,poisson,80,old20,0,1,refonly,nofix,sepp,no,scipy,4,2294.1511,2598.9843,2667.5897,2694.8033,2699.952,2804.5868,2805.9411,2812.1807,2813.6419,2817.3093,2829.696,2842.4545,2856.9138,2872.1807,2907.5897,2921.282,2953.8476,2964.5553,2980.273,3087.6883,3121.4085,3155.5635,3205.5527,3219.4916,3219.4943,3229.7904,3329.3803,3487.72709,3644.764,3686.60913
