problem,dist,demand_mean,prompt_type,K1,K2,background_info,background_type,data_sep,cal_cost,external_opt,repeat,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
inventory2,poisson,80,flowinf,0,1,exactdata,nofix,sepp,no,scipy,6,2286.4265,2328.3874,2349.2903,2514.4309,2550.2512,2571.7533,2609.3323,2632.1807,2643.2195,2654.2004,2662.2643,2693.3746,2712.3283,2739.046,2778.973,2822.78,2848.51,2850.0098,2864.7737,2886.0832,2891.6094,2896.4446,2902.4514,2905.925,2909.1961,2925.4247,2930.3917,2932.26694,2935.8013,2945.73136
