dataset,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
zinb_pi0p3_r40_p0p3_L4_c1_2_train.json,4,1,2,100,50,65.4476,252,4118.79,47,3585.16
zinb_pi0p3_r40_p0p4_L4_c1_2_train.json,4,1,2,100,50,41.5606,157,2721.79,28,2421.88
zinb_pi0p3_r40_p0p6_L4_c1_2_train.json,4,1,2,100,50,18.586,68,1228.98,12,1101.04
zinb_pi0p3_r40_p0p8_L4_c1_2_train.json,4,1,2,100,50,6.9282,24,468.48,4,427.4
zinb_pi0p3_r5_p0p1_L4_c1_2_train.json,4,1,2,100,50,31.751,104,2269.78,20,1962.34
zinb_pi0p3_r5_p0p2_L4_c1_2_train.json,4,1,2,100,50,14.1858,46,1039.37,8,942.18
zinb_pi0p3_r5_p0p3_L4_c1_2_train.json,4,1,2,100,50,8.0674,26,597.78,5,543.48
zinb_pi0p3_r5_p0p4_L4_c1_2_train.json,4,1,2,100,50,5.3576,16,407.15,3,357.82
zinb_pi0p3_r5_p0p6_L4_c1_2_train.json,4,1,2,100,50,2.3192,6,187.01,1,173.94
zinb_pi0p3_r5_p0p8_L4_c1_2_train.json,4,1,2,100,50,0.8772,2,79.04,0,87.72
zinb_pi0p5_r10_p0p1_L4_c1_2_train.json,4,1,2,100,50,43.0716,94,3823.68,18,3727.89
zinb_pi0p5_r10_p0p2_L4_c1_2_train.json,4,1,2,100,50,20.314,51,1780.93,10,1658.54
zinb_pi0p5_r10_p0p3_L4_c1_2_train.json,4,1,2,100,50,11.7568,29,1025.62,6,966.6
zinb_pi0p5_r10_p0p4_L4_c1_2_train.json,4,1,2,100,50,7.5514,16,662.71,3,640.19
zinb_pi0p5_r10_p0p6_L4_c1_2_train.json,4,1,2,100,50,3.3282,7,298.82,1,292.23
zinb_pi0p5_r10_p0p8_L4_c1_2_train.json,4,1,2,100,50,1.2358,2,115.26,0,123.58
zinb_pi0p5_r20_p0p1_L4_c1_2_train.json,4,1,2,100,50,92.3992,237,7765.48,47,7348.09
zinb_pi0p5_r20_p0p2_L4_c1_2_train.json,4,1,2,100,50,39.8652,100,3423.68,20,3251.16
zinb_pi0p5_r20_p0p3_L4_c1_2_train.json,4,1,2,100,50,23.305,63,2000.38,12,1893.99
zinb_pi0p5_r20_p0p4_L4_c1_2_train.json,4,1,2,100,50,14.9338,37,1276.65,7,1213.92
zinb_pi0p5_r20_p0p6_L4_c1_2_train.json,4,1,2,100,50,6.6842,16,567.04,3,549.75
zinb_pi0p5_r20_p0p8_L4_c1_2_train.json,4,1,2,100,50,2.5368,5,227.42,1,217.84
zinb_pi0p5_r2_p0p1_L4_c1_2_train.json,4,1,2,100,50,9.039,16,834.3,3,820.37
zinb_pi0p5_r2_p0p2_L4_c1_2_train.json,4,1,2,100,50,3.9686,6,374.45,1,363.12
zinb_pi0p5_r2_p0p3_L4_c1_2_train.json,4,1,2,100,50,2.2962,3,218.15,1,222.91
zinb_pi0p5_r2_p0p4_L4_c1_2_train.json,4,1,2,100,50,1.4848,2,143.46,0,148.48
zinb_pi0p5_r2_p0p6_L4_c1_2_train.json,4,1,2,100,50,0.687,0,68.7,0,68.7
zinb_pi0p5_r2_p0p8_L4_c1_2_train.json,4,1,2,100,50,0.2466,0,24.66,0,24.66
zinb_pi0p5_r40_p0p1_L4_c1_2_train.json,4,1,2,100,50,179.9148,599,15263.97,92,14540.96
zinb_pi0p5_r40_p0p2_L4_c1_2_train.json,4,1,2,100,50,81.0384,245,6735.11,44,6391.93
zinb_pi0p5_r40_p0p3_L4_c1_2_train.json,4,1,2,100,50,46.5648,122,3884.22,24,3701.15
zinb_pi0p5_r40_p0p4_L4_c1_2_train.json,4,1,2,100,50,30.8174,88,2595.52,16,2427.88
zinb_pi0p5_r40_p0p6_L4_c1_2_train.json,4,1,2,100,50,13.0714,34,1105.61,6,1070.12
zinb_pi0p5_r40_p0p8_L4_c1_2_train.json,4,1,2,100,50,5.0398,13,429.84,2,416.89
zinb_pi0p5_r5_p0p1_L4_c1_2_train.json,4,1,2,100,50,22.2754,47,1985.37,9,1898.11
zinb_pi0p5_r5_p0p2_L4_c1_2_train.json,4,1,2,100,50,9.8004,21,883.08,4,844.16
zinb_pi0p5_r5_p0p3_L4_c1_2_train.json,4,1,2,100,50,5.643,12,508.31,2,488.33
zinb_pi0p5_r5_p0p4_L4_c1_2_train.json,4,1,2,100,50,3.7282,7,341.96,1,333.41
zinb_pi0p5_r5_p0p6_L4_c1_2_train.json,4,1,2,100,50,1.6046,2,149.51,0,160.46
zinb_pi0p5_r5_p0p8_L4_c1_2_train.json,4,1,2,100,50,0.5968,1,59.46,0,59.68
zinb_pi0p7_r10_p0p1_L4_c1_2_train.json,4,1,2,100,50,26.1164,0,2611.64,0,2611.64
zinb_pi0p7_r10_p0p2_L4_c1_2_train.json,4,1,2,100,50,11.9966,0,1199.66,0,1199.66
zinb_pi0p7_r10_p0p3_L4_c1_2_train.json,4,1,2,100,50,7.0442,0,704.42,0,704.42
zinb_pi0p7_r10_p0p4_L4_c1_2_train.json,4,1,2,100,50,4.3178,0,431.78,0,431.78
zinb_pi0p7_r10_p0p6_L4_c1_2_train.json,4,1,2,100,50,2.0226,0,202.26,0,202.26
zinb_pi0p7_r10_p0p8_L4_c1_2_train.json,4,1,2,100,50,0.749,0,74.9,0,74.9
zinb_pi0p7_r20_p0p1_L4_c1_2_train.json,4,1,2,100,50,55.8466,0,5584.66,0,5584.66
zinb_pi0p7_r20_p0p2_L4_c1_2_train.json,4,1,2,100,50,23.7752,0,2377.52,0,2377.52
zinb_pi0p7_r20_p0p3_L4_c1_2_train.json,4,1,2,100,50,13.7452,0,1374.52,0,1374.52
zinb_pi0p7_r20_p0p4_L4_c1_2_train.json,4,1,2,100,50,9.0634,0,906.34,0,906.34
zinb_pi0p7_r20_p0p6_L4_c1_2_train.json,4,1,2,100,50,4.0232,0,402.32,0,402.32
zinb_pi0p7_r20_p0p8_L4_c1_2_train.json,4,1,2,100,50,1.47,0,147.0,0,147.0
zinb_pi0p7_r2_p0p1_L4_c1_2_train.json,4,1,2,100,50,5.6588,0,565.88,0,565.88
zinb_pi0p7_r2_p0p2_L4_c1_2_train.json,4,1,2,100,50,2.4444,0,244.44,0,244.44
zinb_pi0p7_r2_p0p3_L4_c1_2_train.json,4,1,2,100,50,1.3402,0,134.02,0,134.02
zinb_pi0p7_r2_p0p4_L4_c1_2_train.json,4,1,2,100,50,0.874,0,87.4,0,87.4
zinb_pi0p7_r2_p0p6_L4_c1_2_train.json,4,1,2,100,50,0.4022,0,40.22,0,40.22
zinb_pi0p7_r2_p0p8_L4_c1_2_train.json,4,1,2,100,50,0.152,0,15.2,0,15.2
zinb_pi0p7_r40_p0p1_L4_c1_2_train.json,4,1,2,100,50,106.7738,233,11088.18,0,10677.38
zinb_pi0p7_r40_p0p2_L4_c1_2_train.json,4,1,2,100,50,48.397,0,4839.7,0,4839.7
zinb_pi0p7_r40_p0p3_L4_c1_2_train.json,4,1,2,100,50,27.5218,0,2752.18,0,2752.18
zinb_pi0p7_r40_p0p4_L4_c1_2_train.json,4,1,2,100,50,18.5916,0,1859.16,0,1859.16
zinb_pi0p7_r40_p0p6_L4_c1_2_train.json,4,1,2,100,50,8.0764,0,807.64,0,807.64
zinb_pi0p7_r40_p0p8_L4_c1_2_train.json,4,1,2,100,50,3.067,0,306.7,0,306.7
zinb_pi0p7_r5_p0p1_L4_c1_2_train.json,4,1,2,100,50,13.3138,0,1331.38,0,1331.38
zinb_pi0p7_r5_p0p2_L4_c1_2_train.json,4,1,2,100,50,5.9892,0,598.92,0,598.92
zinb_pi0p7_r5_p0p3_L4_c1_2_train.json,4,1,2,100,50,3.5528,0,355.28,0,355.28
zinb_pi0p7_r5_p0p4_L4_c1_2_train.json,4,1,2,100,50,2.2818,0,228.18,0,228.18
zinb_pi0p7_r5_p0p6_L4_c1_2_train.json,4,1,2,100,50,0.9974,0,99.74,0,99.74
zinb_pi0p7_r5_p0p8_L4_c1_2_train.json,4,1,2,100,50,0.37,0,37.0,0,37.0
zinb_pi0p85_r10_p0p1_L4_c1_2_train.json,4,1,2,100,50,14.2206,0,1422.06,0,1422.06
zinb_pi0p85_r10_p0p2_L4_c1_2_train.json,4,1,2,100,50,6.1866,0,618.66,0,618.66
zinb_pi0p85_r10_p0p3_L4_c1_2_train.json,4,1,2,100,50,3.421,0,342.1,0,342.1
zinb_pi0p85_r10_p0p4_L4_c1_2_train.json,4,1,2,100,50,2.3662,0,236.62,0,236.62
zinb_pi0p85_r10_p0p6_L4_c1_2_train.json,4,1,2,100,50,1.0234,0,102.34,0,102.34
zinb_pi0p85_r10_p0p8_L4_c1_2_train.json,4,1,2,100,50,0.3626,0,36.26,0,36.26
zinb_pi0p85_r20_p0p1_L4_c1_2_train.json,4,1,2,100,50,26.4732,0,2647.32,0,2647.32
zinb_pi0p85_r20_p0p2_L4_c1_2_train.json,4,1,2,100,50,12.2624,0,1226.24,0,1226.24
zinb_pi0p85_r20_p0p3_L4_c1_2_train.json,4,1,2,100,50,6.8928,0,689.28,0,689.28
zinb_pi0p85_r20_p0p4_L4_c1_2_train.json,4,1,2,100,50,4.527,0,452.7,0,452.7
zinb_pi0p85_r20_p0p6_L4_c1_2_train.json,4,1,2,100,50,1.9122,0,191.22,0,191.22
zinb_pi0p85_r20_p0p8_L4_c1_2_train.json,4,1,2,100,50,0.7856,0,78.56,0,78.56
zinb_pi0p85_r2_p0p1_L4_c1_2_train.json,4,1,2,100,50,2.7334,0,273.34,0,273.34
zinb_pi0p85_r2_p0p2_L4_c1_2_train.json,4,1,2,100,50,1.1728,0,117.28,0,117.28
zinb_pi0p85_r2_p0p3_L4_c1_2_train.json,4,1,2,100,50,0.7134,0,71.34,0,71.34
zinb_pi0p85_r2_p0p4_L4_c1_2_train.json,4,1,2,100,50,0.4878,0,48.78,0,48.78
zinb_pi0p85_r2_p0p6_L4_c1_2_train.json,4,1,2,100,50,0.1864,0,18.64,0,18.64
zinb_pi0p85_r2_p0p8_L4_c1_2_train.json,4,1,2,100,50,0.0774,0,7.74,0,7.74
zinb_pi0p85_r40_p0p1_L4_c1_2_train.json,4,1,2,100,50,56.4006,0,5640.06,0,5640.06
zinb_pi0p85_r40_p0p2_L4_c1_2_train.json,4,1,2,100,50,25.1672,0,2516.72,0,2516.72
zinb_pi0p85_r40_p0p3_L4_c1_2_train.json,4,1,2,100,50,14.248,0,1424.8,0,1424.8
zinb_pi0p85_r40_p0p4_L4_c1_2_train.json,4,1,2,100,50,9.138,0,913.8,0,913.8
zinb_pi0p85_r40_p0p6_L4_c1_2_train.json,4,1,2,100,50,4.144,0,414.4,0,414.4
zinb_pi0p85_r40_p0p8_L4_c1_2_train.json,4,1,2,100,50,1.4222,0,142.22,0,142.22
zinb_pi0p85_r5_p0p1_L4_c1_2_train.json,4,1,2,100,50,6.3672,0,636.72,0,636.72
zinb_pi0p85_r5_p0p2_L4_c1_2_train.json,4,1,2,100,50,3.024,0,302.4,0,302.4
zinb_pi0p85_r5_p0p3_L4_c1_2_train.json,4,1,2,100,50,1.797,0,179.7,0,179.7
zinb_pi0p85_r5_p0p4_L4_c1_2_train.json,4,1,2,100,50,1.0782,0,107.82,0,107.82
zinb_pi0p85_r5_p0p6_L4_c1_2_train.json,4,1,2,100,50,0.5004,0,50.04,0,50.04
zinb_pi0p85_r5_p0p8_L4_c1_2_train.json,4,1,2,100,50,0.1776,0,17.76,0,17.76
beta_a0p5_b0p5_M100_L4_c1_2_test.json,4,1,2,1000,50,50.13458,180,3207.864,33,2767.309
beta_a0p5_b0p5_M200_L4_c1_2_test.json,4,1,2,1000,50,100.02054,356,6393.8,67,5522.442
beta_a0p5_b0p5_M20_L4_c1_2_test.json,4,1,2,1000,50,10.0193,36,641.242,7,556.143
beta_a0p5_b0p5_M500_L4_c1_2_test.json,4,1,2,1000,50,249.54696,947,15888.864,168,13605.504
beta_a0p5_b0p5_M50_L4_c1_2_test.json,4,1,2,1000,50,24.9965,90,1602.567,17,1377.574
beta_a0p5_b10_M100_L4_c1_2_test.json,4,1,2,1000,50,4.69986,10,388.71,2,360.543
beta_a0p5_b10_M200_L4_c1_2_test.json,4,1,2,1000,50,9.58786,20,787.339,4,733.475
beta_a0p5_b10_M20_L4_c1_2_test.json,4,1,2,1000,50,0.91006,2,82.331,0,91.006
beta_a0p5_b10_M500_L4_c1_2_test.json,4,1,2,1000,50,23.73442,51,1944.469,10,1803.067
beta_a0p5_b10_M50_L4_c1_2_test.json,4,1,2,1000,50,2.35454,5,198.362,1,183.458
beta_a0p5_b1_M100_L4_c1_2_test.json,4,1,2,1000,50,33.4564,101,2417.399,19,2171.87
beta_a0p5_b1_M200_L4_c1_2_test.json,4,1,2,1000,50,66.72408,201,4835.058,39,4298.334
beta_a0p5_b1_M20_L4_c1_2_test.json,4,1,2,1000,50,6.6822,20,485.814,4,431.952
beta_a0p5_b1_M500_L4_c1_2_test.json,4,1,2,1000,50,167.46124,537,12133.633,98,10753.484
beta_a0p5_b1_M50_L4_c1_2_test.json,4,1,2,1000,50,16.74092,51,1215.764,10,1081.358
beta_a0p5_b2_M100_L4_c1_2_test.json,4,1,2,1000,50,20.0118,51,1561.193,10,1420.162
beta_a0p5_b2_M200_L4_c1_2_test.json,4,1,2,1000,50,40.04748,103,3105.601,20,2830.032
beta_a0p5_b2_M20_L4_c1_2_test.json,4,1,2,1000,50,3.96788,10,313.367,2,285.403
beta_a0p5_b2_M500_L4_c1_2_test.json,4,1,2,1000,50,100.58712,262,7794.437,51,7077.517
beta_a0p5_b2_M50_L4_c1_2_test.json,4,1,2,1000,50,10.06854,26,785.046,5,717.494
beta_a0p5_b5_M100_L4_c1_2_test.json,4,1,2,1000,50,9.17588,21,743.161,4,683.519
beta_a0p5_b5_M200_L4_c1_2_test.json,4,1,2,1000,50,18.151,41,1469.788,8,1358.203
beta_a0p5_b5_M20_L4_c1_2_test.json,4,1,2,1000,50,1.79332,4,150.876,1,146.173
beta_a0p5_b5_M500_L4_c1_2_test.json,4,1,2,1000,50,45.2272,101,3666.795,20,3392.304
beta_a0p5_b5_M50_L4_c1_2_test.json,4,1,2,1000,50,4.51058,10,370.149,2,341.412
beta_a10_b0p5_M100_L4_c1_2_test.json,4,1,2,1000,50,95.2207,470,1452.516,92,543.924
beta_a10_b0p5_M200_L4_c1_2_test.json,4,1,2,1000,50,190.49128,940,2905.922,185,1086.513
beta_a10_b0p5_M20_L4_c1_2_test.json,4,1,2,1000,50,19.0896,94,293.232,18,131.804
beta_a10_b0p5_M500_L4_c1_2_test.json,4,1,2,1000,50,476.07046,2347,7247.306,462,2716.862
beta_a10_b0p5_M50_L4_c1_2_test.json,4,1,2,1000,50,47.63256,235,727.642,46,275.352
beta_a10_b10_M100_L4_c1_2_test.json,4,1,2,1000,50,50.03412,231,1325.973,45,824.389
beta_a10_b10_M200_L4_c1_2_test.json,4,1,2,1000,50,100.01614,461,2659.315,90,1693.651
beta_a10_b10_M20_L4_c1_2_test.json,4,1,2,1000,50,9.99484,46,265.017,9,165.861
beta_a10_b10_M500_L4_c1_2_test.json,4,1,2,1000,50,250.14776,1154,6578.844,226,4139.7
beta_a10_b10_M50_L4_c1_2_test.json,4,1,2,1000,50,25.0015,115,662.765,22,423.663
beta_a10_b1_M100_L4_c1_2_test.json,4,1,2,1000,50,90.85036,443,1576.56,87,696.909
beta_a10_b1_M200_L4_c1_2_test.json,4,1,2,1000,50,181.90684,888,3139.601,174,1394.642
beta_a10_b1_M20_L4_c1_2_test.json,4,1,2,1000,50,18.20414,89,317.544,17,155.925
beta_a10_b1_M500_L4_c1_2_test.json,4,1,2,1000,50,454.723,2218,7849.398,436,3461.256
beta_a10_b1_M50_L4_c1_2_test.json,4,1,2,1000,50,45.44916,222,787.733,43,359.608
beta_a10_b2_M100_L4_c1_2_test.json,4,1,2,1000,50,83.29292,401,1653.976,79,842.693
beta_a10_b2_M200_L4_c1_2_test.json,4,1,2,1000,50,166.6535,801,3310.951,157,1689.628
beta_a10_b2_M20_L4_c1_2_test.json,4,1,2,1000,50,16.6565,80,330.188,16,178.701
beta_a10_b2_M500_L4_c1_2_test.json,4,1,2,1000,50,416.7256,2006,8238.15,393,4155.752
beta_a10_b2_M50_L4_c1_2_test.json,4,1,2,1000,50,41.63702,200,829.096,39,422.268
beta_a10_b5_M100_L4_c1_2_test.json,4,1,2,1000,50,66.6799,313,1579.196,61,923.471
beta_a10_b5_M200_L4_c1_2_test.json,4,1,2,1000,50,133.26702,625,3164.382,123,1842.096
beta_a10_b5_M20_L4_c1_2_test.json,4,1,2,1000,50,13.32786,63,317.083,12,187.983
beta_a10_b5_M500_L4_c1_2_test.json,4,1,2,1000,50,333.35554,1567,7887.828,307,4574.032
beta_a10_b5_M50_L4_c1_2_test.json,4,1,2,1000,50,33.35822,157,787.209,31,463.158
beta_a1_b0p5_M100_L4_c1_2_test.json,4,1,2,1000,50,66.80476,284,3043.601,53,2429.375
beta_a1_b0p5_M200_L4_c1_2_test.json,4,1,2,1000,50,132.9949,564,6151.446,105,4883.939
beta_a1_b0p5_M20_L4_c1_2_test.json,4,1,2,1000,50,13.319,56,617.37,10,501.673
beta_a1_b0p5_M500_L4_c1_2_test.json,4,1,2,1000,50,333.1269,1417,15252.471,264,12045.492
beta_a1_b0p5_M50_L4_c1_2_test.json,4,1,2,1000,50,33.3417,142,1525.051,26,1209.938
beta_a1_b10_M100_L4_c1_2_test.json,4,1,2,1000,50,9.07166,27,616.696,5,543.795
beta_a1_b10_M200_L4_c1_2_test.json,4,1,2,1000,50,18.18628,55,1228.389,11,1085.105
beta_a1_b10_M20_L4_c1_2_test.json,4,1,2,1000,50,1.80464,5,127.109,1,110.308
beta_a1_b10_M500_L4_c1_2_test.json,4,1,2,1000,50,45.44424,139,3045.181,27,2680.885
beta_a1_b10_M50_L4_c1_2_test.json,4,1,2,1000,50,4.5312,14,307.638,3,275.406
beta_a1_b1_M100_L4_c1_2_test.json,4,1,2,1000,50,50.10542,196,2700.542,37,2236.043
beta_a1_b1_M200_L4_c1_2_test.json,4,1,2,1000,50,99.77646,388,5422.475,73,4476.299
beta_a1_b1_M20_L4_c1_2_test.json,4,1,2,1000,50,10.02222,39,541.559,7,450.617
beta_a1_b1_M500_L4_c1_2_test.json,4,1,2,1000,50,250.6825,976,13557.176,183,11188.672
beta_a1_b1_M50_L4_c1_2_test.json,4,1,2,1000,50,25.05904,98,1344.356,18,1111.88
beta_a1_b2_M100_L4_c1_2_test.json,4,1,2,1000,50,33.1917,117,2002.413,22,1693.414
beta_a1_b2_M200_L4_c1_2_test.json,4,1,2,1000,50,66.49072,236,3997.801,45,3406.266
beta_a1_b2_M20_L4_c1_2_test.json,4,1,2,1000,50,6.68766,24,403.998,4,351.016
beta_a1_b2_M500_L4_c1_2_test.json,4,1,2,1000,50,166.23712,584,10110.657,112,8564.555
beta_a1_b2_M50_L4_c1_2_test.json,4,1,2,1000,50,16.68798,59,1010.942,11,854.139
beta_a1_b5_M100_L4_c1_2_test.json,4,1,2,1000,50,16.68682,53,1095.147,10,957.166
beta_a1_b5_M200_L4_c1_2_test.json,4,1,2,1000,50,33.31976,106,2182.746,21,1902.029
beta_a1_b5_M20_L4_c1_2_test.json,4,1,2,1000,50,3.3158,10,220.666,2,192.05
beta_a1_b5_M500_L4_c1_2_test.json,4,1,2,1000,50,83.33408,269,5412.082,51,4727.914
beta_a1_b5_M50_L4_c1_2_test.json,4,1,2,1000,50,8.27092,26,541.676,5,471.015
beta_a2_b0p5_M100_L4_c1_2_test.json,4,1,2,1000,50,79.96896,370,2536.202,70,1776.442
beta_a2_b0p5_M200_L4_c1_2_test.json,4,1,2,1000,50,160.0508,741,5033.547,141,3542.954
beta_a2_b0p5_M20_L4_c1_2_test.json,4,1,2,1000,50,16.04658,74,506.114,14,356.182
beta_a2_b0p5_M500_L4_c1_2_test.json,4,1,2,1000,50,399.47118,1853,12716.51,352,8939.053
beta_a2_b0p5_M50_L4_c1_2_test.json,4,1,2,1000,50,39.98252,185,1274.584,35,905.654
beta_a2_b10_M100_L4_c1_2_test.json,4,1,2,1000,50,16.71694,63,877.45,12,728.152
beta_a2_b10_M200_L4_c1_2_test.json,4,1,2,1000,50,33.43704,125,1749.972,24,1437.834
beta_a2_b10_M20_L4_c1_2_test.json,4,1,2,1000,50,3.33804,12,175.743,2,156.655
beta_a2_b10_M500_L4_c1_2_test.json,4,1,2,1000,50,83.34374,313,4347.632,60,3584.97
beta_a2_b10_M50_L4_c1_2_test.json,4,1,2,1000,50,8.3523,31,438.699,6,361.146
beta_a2_b1_M100_L4_c1_2_test.json,4,1,2,1000,50,66.51922,292,2532.863,56,1882.013
beta_a2_b1_M200_L4_c1_2_test.json,4,1,2,1000,50,133.23844,587,5060.344,111,3770.706
beta_a2_b1_M20_L4_c1_2_test.json,4,1,2,1000,50,13.32634,59,506.607,11,377.224
beta_a2_b1_M500_L4_c1_2_test.json,4,1,2,1000,50,333.55664,1474,12668.707,279,9464.276
beta_a2_b1_M50_L4_c1_2_test.json,4,1,2,1000,50,33.2814,147,1272.161,28,946.752
beta_a2_b2_M100_L4_c1_2_test.json,4,1,2,1000,50,50.04852,209,2188.138,40,1695.991
beta_a2_b2_M200_L4_c1_2_test.json,4,1,2,1000,50,99.61612,415,4399.461,79,3406.347
beta_a2_b2_M20_L4_c1_2_test.json,4,1,2,1000,50,9.99542,41,441.82,8,342.075
beta_a2_b2_M500_L4_c1_2_test.json,4,1,2,1000,50,249.61628,1037,11040.025,198,8623.562
beta_a2_b2_M50_L4_c1_2_test.json,4,1,2,1000,50,25.01884,104,1101.167,20,858.251
beta_a2_b5_M100_L4_c1_2_test.json,4,1,2,1000,50,28.58146,111,1427.048,21,1154.759
beta_a2_b5_M200_L4_c1_2_test.json,4,1,2,1000,50,57.01096,220,2834.506,42,2307.525
beta_a2_b5_M20_L4_c1_2_test.json,4,1,2,1000,50,5.74276,22,287.85,4,237.824
beta_a2_b5_M500_L4_c1_2_test.json,4,1,2,1000,50,142.54006,553,7092.801,107,5721.787
beta_a2_b5_M50_L4_c1_2_test.json,4,1,2,1000,50,14.2714,55,714.648,11,583.903
beta_a5_b0p5_M100_L4_c1_2_test.json,4,1,2,1000,50,90.90872,442,1813.74,86,962.005
beta_a5_b0p5_M200_L4_c1_2_test.json,4,1,2,1000,50,181.83812,884,3623.722,172,1906.818
beta_a5_b0p5_M20_L4_c1_2_test.json,4,1,2,1000,50,18.21572,89,365.613,17,196.198
beta_a5_b0p5_M500_L4_c1_2_test.json,4,1,2,1000,50,454.4791,2208,9062.351,430,4748.926
beta_a5_b0p5_M50_L4_c1_2_test.json,4,1,2,1000,50,45.45202,221,909.069,43,489.601
beta_a5_b10_M100_L4_c1_2_test.json,4,1,2,1000,50,33.40864,145,1191.249,28,869.826
beta_a5_b10_M200_L4_c1_2_test.json,4,1,2,1000,50,66.65702,289,2387.367,56,1742.381
beta_a5_b10_M20_L4_c1_2_test.json,4,1,2,1000,50,6.65482,29,240.584,6,194.518
beta_a5_b10_M500_L4_c1_2_test.json,4,1,2,1000,50,166.89572,722,6005.256,140,4382.379
beta_a5_b10_M50_L4_c1_2_test.json,4,1,2,1000,50,16.65392,72,603.12,14,438.315
beta_a5_b1_M100_L4_c1_2_test.json,4,1,2,1000,50,83.43138,397,1961.584,77,1153.633
beta_a5_b1_M200_L4_c1_2_test.json,4,1,2,1000,50,166.78776,794,3933.034,154,2322.786
beta_a5_b1_M20_L4_c1_2_test.json,4,1,2,1000,50,16.64952,79,395.576,15,241.669
beta_a5_b1_M500_L4_c1_2_test.json,4,1,2,1000,50,416.52518,1980,9834.059,384,5841.572
beta_a5_b1_M50_L4_c1_2_test.json,4,1,2,1000,50,41.70892,198,981.132,38,584.966
beta_a5_b2_M100_L4_c1_2_test.json,4,1,2,1000,50,71.39884,331,1977.755,64,1277.762
beta_a5_b2_M200_L4_c1_2_test.json,4,1,2,1000,50,143.01416,664,3922.731,129,2525.569
beta_a5_b2_M20_L4_c1_2_test.json,4,1,2,1000,50,14.27382,66,394.859,13,259.732
beta_a5_b2_M500_L4_c1_2_test.json,4,1,2,1000,50,357.05928,1655,9813.119,321,6356.562
beta_a5_b2_M50_L4_c1_2_test.json,4,1,2,1000,50,35.78038,166,984.417,32,637.349
beta_a5_b5_M100_L4_c1_2_test.json,4,1,2,1000,50,50.06326,223,1637.479,43,1151.507
beta_a5_b5_M200_L4_c1_2_test.json,4,1,2,1000,50,99.7974,444,3257.658,86,2300.646
beta_a5_b5_M20_L4_c1_2_test.json,4,1,2,1000,50,10.02872,45,329.858,9,241.591
beta_a5_b5_M500_L4_c1_2_test.json,4,1,2,1000,50,249.4674,1110,8180.373,215,5742.169
beta_a5_b5_M50_L4_c1_2_test.json,4,1,2,1000,50,25.02728,111,819.258,22,573.159
binom_n100_p0p05_L4_c1_2_test.json,4,1,2,1000,50,4.99688,21,207.913,4,159.096
binom_n100_p0p1_L4_c1_2_test.json,4,1,2,1000,50,10.01298,45,320.443,9,231.117
binom_n100_p0p2_L4_c1_2_test.json,4,1,2,1000,50,20.02712,93,498.145,18,304.731
binom_n100_p0p3_L4_c1_2_test.json,4,1,2,1000,50,29.98278,142,638.158,28,342.054
binom_n100_p0p5_L4_c1_2_test.json,4,1,2,1000,50,50.01186,241,873.401,48,379.189
binom_n100_p0p7_L4_c1_2_test.json,4,1,2,1000,50,69.98582,342,1048.297,68,350.775
binom_n100_p0p95_L4_c1_2_test.json,4,1,2,1000,50,95.00434,471,1117.581,94,169.914
binom_n100_p0p9_L4_c1_2_test.json,4,1,2,1000,50,90.01038,445,1129.29,89,239.01
binom_n200_p0p05_L4_c1_2_test.json,4,1,2,1000,50,9.99528,44,328.614,9,246.914
binom_n200_p0p1_L4_c1_2_test.json,4,1,2,1000,50,19.99364,92,512.354,18,314.821
binom_n200_p0p2_L4_c1_2_test.json,4,1,2,1000,50,40.00618,190,818.459,37,428.837
binom_n200_p0p3_L4_c1_2_test.json,4,1,2,1000,50,60.00334,288,1081.919,57,483.898
binom_n200_p0p5_L4_c1_2_test.json,4,1,2,1000,50,100.00264,487,1529.733,97,535.007
binom_n200_p0p7_L4_c1_2_test.json,4,1,2,1000,50,140.0105,689,1887.24,137,496.606
binom_n200_p0p95_L4_c1_2_test.json,4,1,2,1000,50,189.99392,945,2136.969,189,252.954
binom_n200_p0p9_L4_c1_2_test.json,4,1,2,1000,50,180.0121,893,2117.708,178,320.844
binom_n20_p0p05_L4_c1_2_test.json,4,1,2,1000,50,1.0035,3,74.743,0,100.35
binom_n20_p0p1_L4_c1_2_test.json,4,1,2,1000,50,1.98576,7,114.376,1,110.156
binom_n20_p0p2_L4_c1_2_test.json,4,1,2,1000,50,4.00528,17,169.311,3,133.91
binom_n20_p0p3_L4_c1_2_test.json,4,1,2,1000,50,5.999,26,211.322,5,152.616
binom_n20_p0p5_L4_c1_2_test.json,4,1,2,1000,50,10.00264,46,268.443,9,169.463
binom_n20_p0p7_L4_c1_2_test.json,4,1,2,1000,50,14.00594,66,295.464,13,157.528
binom_n20_p0p95_L4_c1_2_test.json,4,1,2,1000,50,19.00436,94,266.15,18,108.328
binom_n20_p0p9_L4_c1_2_test.json,4,1,2,1000,50,18.00148,88,284.038,17,119.956
binom_n400_p0p05_L4_c1_2_test.json,4,1,2,1000,50,20.0106,92,521.445,18,324.051
binom_n400_p0p1_L4_c1_2_test.json,4,1,2,1000,50,40.00824,189,845.68,37,453.147
binom_n400_p0p2_L4_c1_2_test.json,4,1,2,1000,50,80.01072,386,1394.554,76,601.869
binom_n400_p0p3_L4_c1_2_test.json,4,1,2,1000,50,120.04686,584,1887.112,116,696.073
