dataset,L,h,p,N,num_periods,mean_d,opt_capped_S,opt_capped_cap,avg_cost_capped
logn_mlog2_s0p7_L4_c1_2_train.json,4,1.0,2.0,100,50,9.4628,36,10,459.72
logn_mlog2_s1_L4_c1_2_train.json,4,1.0,2.0,100,50,12.0936,38,10,775.84
logn_mlog2_s1p3_L4_c1_2_train.json,4,1.0,2.0,100,50,16.6706,38,10,1267.99
logn_mlog2p5_s0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,12.7422,68,10,311.61
logn_mlog2p5_s0p5_L4_c1_2_train.json,4,1.0,2.0,100,50,13.8388,66,10,489.03
logn_mlog2p5_s0p7_L4_c1_2_train.json,4,1.0,2.0,100,50,15.5202,82,10,723.35
logn_mlog2p5_s1_L4_c1_2_train.json,4,1.0,2.0,100,50,19.104,78,10,1166.81
logn_mlog2p5_s1p3_L4_c1_2_train.json,4,1.0,2.0,100,50,28.6968,106,10,2141.08
logn_mlog3_s0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,20.9134,96,20,458.35
logn_mlog3_s0p5_L4_c1_2_train.json,4,1.0,2.0,100,50,22.819,102,20,791.12
logn_mlog3_s0p7_L4_c1_2_train.json,4,1.0,2.0,100,50,25.546,96,20,1193.52
logn_mlog3_s1_L4_c1_2_train.json,4,1.0,2.0,100,50,32.148,108,20,2004.52
logn_mlog3_s1p3_L4_c1_2_train.json,4,1.0,2.0,100,50,47.1532,150,20,3509.12
logn_mlog3p5_s0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,34.4736,170,30,733.78
logn_mlog3p5_s0p5_L4_c1_2_train.json,4,1.0,2.0,100,50,37.7578,170,30,1309.51
logn_mlog3p5_s0p7_L4_c1_2_train.json,4,1.0,2.0,100,50,42.4924,176,30,1953.76
logn_mlog3p5_s1_L4_c1_2_train.json,4,1.0,2.0,100,50,56.8856,200,30,3560.14
logn_mlog3p5_s1p3_L4_c1_2_train.json,4,1.0,2.0,100,50,80.0548,206,30,6064.38
logn_mlog4_s0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,57.0134,272,50,1201.52
logn_mlog4_s0p5_L4_c1_2_train.json,4,1.0,2.0,100,50,62.4364,290,50,2137.32
logn_mlog4_s0p7_L4_c1_2_train.json,4,1.0,2.0,100,50,69.5152,327,50,3152.77
logn_mlog4_s1_L4_c1_2_train.json,4,1.0,2.0,100,50,89.0906,301,50,5496.77
logn_mlog4_s1p3_L4_c1_2_train.json,4,1.0,2.0,100,50,130.346,317,50,9811.46
negbin_r10_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,90.6518,443,80,2134.58
negbin_r10_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,40.0492,192,35,1016.2
negbin_r10_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,23.3772,112,20,624.22
negbin_r10_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,14.9174,68,15,449.85
negbin_r10_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,6.6778,34,5,240.41
negbin_r10_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,2.5262,10,5,143.87
negbin_r20_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,180.5946,876,165,3035.18
negbin_r20_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,80.0244,382,75,1455.06
negbin_r20_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,46.5376,238,40,914.65
negbin_r20_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,29.8358,140,30,644.76
negbin_r20_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,13.3486,60,15,378.47
negbin_r20_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,5.0668,22,5,185.27
negbin_r2_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,18.032,78,15,887.57
negbin_r2_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,8.0354,36,5,414.78
negbin_r2_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,4.6462,18,5,277.19
negbin_r2_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,3.0022,10,5,201.02
negbin_r2_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,1.3338,4,5,106.17
negbin_r2_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,0.509,0,0,50.9
negbin_r40_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,359.1692,1757,335,4368.0
negbin_r40_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,160.039,790,150,2041.03
negbin_r40_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,93.0018,459,85,1250.38
negbin_r40_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,59.761,294,55,881.35
negbin_r40_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,26.6206,130,25,487.21
negbin_r40_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,10.016,46,10,267.69
negbin_r5_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,44.7168,212,35,1474.73
negbin_r5_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,20.1404,106,15,707.73
negbin_r5_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,11.6038,50,10,446.05
negbin_r5_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,7.5684,42,5,314.75
negbin_r5_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,3.348,12,5,183.33
negbin_r5_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,1.256,4,5,96.49
normal_mu100_sd15_L4_c1_2_train.json,4,1.0,2.0,100,50,100.265,491,95,1139.02
normal_mu100_sd20_L4_c1_2_train.json,4,1.0,2.0,100,50,99.9316,489,95,1495.03
normal_mu100_sd25_L4_c1_2_train.json,4,1.0,2.0,100,50,100.1474,494,90,1903.36
normal_mu150_sd15_L4_c1_2_train.json,4,1.0,2.0,100,50,149.9284,749,145,1097.76
normal_mu150_sd22_L4_c1_2_train.json,4,1.0,2.0,100,50,150.029,778,140,1616.05
normal_mu150_sd30_L4_c1_2_train.json,4,1.0,2.0,100,50,150.3686,735,140,2256.34
normal_mu150_sd38_L4_c1_2_train.json,4,1.0,2.0,100,50,149.8858,731,135,2853.65
normal_mu150_sd45_L4_c1_2_train.json,4,1.0,2.0,100,50,150.9988,754,135,3270.73
normal_mu200_sd20_L4_c1_2_train.json,4,1.0,2.0,100,50,200.226,991,195,1479.78
normal_mu200_sd30_L4_c1_2_train.json,4,1.0,2.0,100,50,199.7346,1000,190,2166.25
normal_mu200_sd40_L4_c1_2_train.json,4,1.0,2.0,100,50,200.6378,1007,185,2966.03
normal_mu200_sd50_L4_c1_2_train.json,4,1.0,2.0,100,50,199.7838,980,185,3717.11
normal_mu200_sd60_L4_c1_2_train.json,4,1.0,2.0,100,50,200.7308,981,180,4428.02
normal_mu20_sd2_L4_c1_2_train.json,4,1.0,2.0,100,50,19.97,98,20,154.09
normal_mu20_sd3_L4_c1_2_train.json,4,1.0,2.0,100,50,20.001,98,20,235.38
normal_mu20_sd4_L4_c1_2_train.json,4,1.0,2.0,100,50,19.9198,96,20,305.33
normal_mu20_sd5_L4_c1_2_train.json,4,1.0,2.0,100,50,20.0024,96,20,392.96
normal_mu20_sd6_L4_c1_2_train.json,4,1.0,2.0,100,50,19.9718,94,20,463.11
normal_mu300_sd30_L4_c1_2_train.json,4,1.0,2.0,100,50,300.5992,1502,290,2233.57
normal_mu300_sd45_L4_c1_2_train.json,4,1.0,2.0,100,50,300.4788,1510,285,3317.62
normal_mu300_sd60_L4_c1_2_train.json,4,1.0,2.0,100,50,300.8212,1500,280,4331.96
normal_mu300_sd75_L4_c1_2_train.json,4,1.0,2.0,100,50,297.2156,1452,270,5464.24
normal_mu300_sd90_L4_c1_2_train.json,4,1.0,2.0,100,50,300.484,1470,265,6565.31
normal_mu50_sd10_L4_c1_2_train.json,4,1.0,2.0,100,50,49.964,244,45,756.34
normal_mu50_sd12_L4_c1_2_train.json,4,1.0,2.0,100,50,49.7356,250,45,879.16
normal_mu50_sd15_L4_c1_2_train.json,4,1.0,2.0,100,50,49.9808,240,45,1102.48
normal_mu50_sd5_L4_c1_2_train.json,4,1.0,2.0,100,50,50.1046,246,50,393.17
normal_mu50_sd8_L4_c1_2_train.json,4,1.0,2.0,100,50,50.0906,242,50,603.75
normal_mu80_sd12_L4_c1_2_train.json,4,1.0,2.0,100,50,80.0208,396,75,888.29
normal_mu80_sd16_L4_c1_2_train.json,4,1.0,2.0,100,50,80.0896,394,75,1187.55
normal_mu80_sd20_L4_c1_2_train.json,4,1.0,2.0,100,50,80.169,390,75,1529.76
normal_mu80_sd24_L4_c1_2_train.json,4,1.0,2.0,100,50,79.8668,405,70,1777.63
normal_mu80_sd8_L4_c1_2_train.json,4,1.0,2.0,100,50,79.9696,393,80,628.2
pareto_a1p3_xm100_L4_c1_2_train.json,4,1.0,2.0,100,50,409.575,1707,165,27116.76
pareto_a1p3_xm10_L4_c1_2_train.json,4,1.0,2.0,100,50,44.3772,102,15,3072.28
pareto_a1p3_xm1_L4_c1_2_train.json,4,1.0,2.0,100,50,4.0894,8,5,294.34
pareto_a1p3_xm20_L4_c1_2_train.json,4,1.0,2.0,100,50,83.7236,194,35,5631.61
pareto_a1p3_xm50_L4_c1_2_train.json,4,1.0,2.0,100,50,179.0492,569,80,10969.43
pareto_a1p3_xm5_L4_c1_2_train.json,4,1.0,2.0,100,50,329.9082,1309,10,32432.76
pareto_a1p5_xm100_L4_c1_2_train.json,4,1.0,2.0,100,50,283.3212,1076,155,14974.69
pareto_a1p5_xm10_L4_c1_2_train.json,4,1.0,2.0,100,50,29.6064,90,15,1638.35
pareto_a1p5_xm1_L4_c1_2_train.json,4,1.0,2.0,100,50,2.876,8,5,181.95
pareto_a1p5_xm20_L4_c1_2_train.json,4,1.0,2.0,100,50,55.211,184,30,2866.43
pareto_a1p5_xm50_L4_c1_2_train.json,4,1.0,2.0,100,50,152.6648,449,80,8658.49
pareto_a1p5_xm5_L4_c1_2_train.json,4,1.0,2.0,100,50,14.388,42,10,799.09
pareto_a2_xm100_L4_c1_2_train.json,4,1.0,2.0,100,50,196.8228,780,135,7450.98
pareto_a2_xm10_L4_c1_2_train.json,4,1.0,2.0,100,50,19.7524,72,15,760.47
pareto_a2_xm1_L4_c1_2_train.json,4,1.0,2.0,100,50,1.9644,6,5,100.43
pareto_a2_xm20_L4_c1_2_train.json,4,1.0,2.0,100,50,40.0564,146,30,1579.29
pareto_a2_xm50_L4_c1_2_train.json,4,1.0,2.0,100,50,100.127,384,70,3911.66
pareto_a2_xm5_L4_c1_2_train.json,4,1.0,2.0,100,50,9.6612,36,10,384.37
pareto_a3_xm100_L4_c1_2_train.json,4,1.0,2.0,100,50,150.3344,689,125,3530.52
pareto_a3_xm10_L4_c1_2_train.json,4,1.0,2.0,100,50,14.882,64,15,375.53
pareto_a3_xm1_L4_c1_2_train.json,4,1.0,2.0,100,50,1.442,6,5,56.15
pareto_a3_xm20_L4_c1_2_train.json,4,1.0,2.0,100,50,30.1042,128,25,728.02
pareto_a3_xm50_L4_c1_2_train.json,4,1.0,2.0,100,50,75.688,332,60,1875.13
pareto_a3_xm5_L4_c1_2_train.json,4,1.0,2.0,100,50,7.4596,32,10,211.68
pareto_a4_xm100_L4_c1_2_train.json,4,1.0,2.0,100,50,133.1804,629,115,2285.42
pareto_a4_xm10_L4_c1_2_train.json,4,1.0,2.0,100,50,13.32,60,15,264.91
pareto_a4_xm1_L4_c1_2_train.json,4,1.0,2.0,100,50,1.2298,6,5,46.12
pareto_a4_xm20_L4_c1_2_train.json,4,1.0,2.0,100,50,26.6556,120,25,465.38
pareto_a4_xm50_L4_c1_2_train.json,4,1.0,2.0,100,50,66.122,298,60,1114.77
pareto_a4_xm5_L4_c1_2_train.json,4,1.0,2.0,100,50,6.6404,30,10,154.22
pareto_a6_xm100_L4_c1_2_train.json,4,1.0,2.0,100,50,119.8852,575,110,1303.98
pareto_a6_xm10_L4_c1_2_train.json,4,1.0,2.0,100,50,12.0034,56,15,175.01
pareto_a6_xm1_L4_c1_2_train.json,4,1.0,2.0,100,50,1.0936,4,5,35.36
pareto_a6_xm20_L4_c1_2_train.json,4,1.0,2.0,100,50,23.9356,112,25,287.69
pareto_a6_xm50_L4_c1_2_train.json,4,1.0,2.0,100,50,59.7714,292,55,642.78
pareto_a6_xm5_L4_c1_2_train.json,4,1.0,2.0,100,50,5.9526,26,5,95.26
tri_a0_c100_b120_L4_c1_2_train.json,4,1.0,2.0,100,50,73.8018,363,65,2013.55
tri_a0_c100_b250_L4_c1_2_train.json,4,1.0,2.0,100,50,116.6018,563,100,3796.07
tri_a0_c100_b500_L4_c1_2_train.json,4,1.0,2.0,100,50,197.697,940,155,7724.63
tri_a0_c100_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,302.5126,1450,235,12853.02
tri_a0_c200_b250_L4_c1_2_train.json,4,1.0,2.0,100,50,149.8346,729,135,4157.72
tri_a0_c200_b500_L4_c1_2_train.json,4,1.0,2.0,100,50,236.3098,1163,200,7477.34
tri_a0_c200_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,331.985,1617,265,12227.99
tri_a0_c20_b120_L4_c1_2_train.json,4,1.0,2.0,100,50,46.1832,214,35,1902.32
tri_a0_c20_b250_L4_c1_2_train.json,4,1.0,2.0,100,50,90.459,452,65,4103.33
tri_a0_c20_b500_L4_c1_2_train.json,4,1.0,2.0,100,50,169.7836,818,125,8122.24
tri_a0_c20_b60_L4_c1_2_train.json,4,1.0,2.0,100,50,26.5926,122,25,908.21
tri_a0_c20_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,270.333,1289,190,13464.31
tri_a0_c50_b120_L4_c1_2_train.json,4,1.0,2.0,100,50,56.6118,272,50,1810.05
tri_a0_c50_b250_L4_c1_2_train.json,4,1.0,2.0,100,50,99.7482,498,75,3834.6
tri_a0_c50_b500_L4_c1_2_train.json,4,1.0,2.0,100,50,183.062,1065,135,8146.44
tri_a0_c50_b60_L4_c1_2_train.json,4,1.0,2.0,100,50,36.432,170,35,1037.68
tri_a0_c50_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,289.7386,1436,215,13453.14
tri_a10_c100_b120_L4_c1_2_train.json,4,1.0,2.0,100,50,76.7314,379,70,1869.76
tri_a10_c100_b250_L4_c1_2_train.json,4,1.0,2.0,100,50,119.1252,591,100,3759.55
tri_a10_c100_b500_L4_c1_2_train.json,4,1.0,2.0,100,50,200.3138,925,155,7758.05
tri_a10_c100_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,304.3544,1405,235,12963.62
tri_a10_c200_b250_L4_c1_2_train.json,4,1.0,2.0,100,50,153.0756,755,135,4032.82
tri_a10_c200_b500_L4_c1_2_train.json,4,1.0,2.0,100,50,237.1352,1153,195,7344.49
tri_a10_c200_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,333.9058,1557,270,12111.65
tri_a10_c20_b120_L4_c1_2_train.json,4,1.0,2.0,100,50,50.4122,238,40,1835.72
tri_a10_c20_b250_L4_c1_2_train.json,4,1.0,2.0,100,50,93.5552,479,70,4002.27
tri_a10_c20_b500_L4_c1_2_train.json,4,1.0,2.0,100,50,172.8804,786,130,8041.98
tri_a10_c20_b60_L4_c1_2_train.json,4,1.0,2.0,100,50,30.1124,148,25,797.93
tri_a10_c20_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,280.5052,1322,210,13513.45
tri_a10_c50_b120_L4_c1_2_train.json,4,1.0,2.0,100,50,60.2238,301,50,1668.28
tri_a10_c50_b250_L4_c1_2_train.json,4,1.0,2.0,100,50,103.572,473,85,3780.11
tri_a10_c50_b500_L4_c1_2_train.json,4,1.0,2.0,100,50,185.777,894,140,7918.38
tri_a10_c50_b60_L4_c1_2_train.json,4,1.0,2.0,100,50,40.0636,210,35,837.77
tri_a10_c50_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,290.0238,1380,215,13128.16
tri_a5_c100_b120_L4_c1_2_train.json,4,1.0,2.0,100,50,75.0338,385,65,1967.41
tri_a5_c100_b250_L4_c1_2_train.json,4,1.0,2.0,100,50,118.354,579,100,3662.36
tri_a5_c100_b500_L4_c1_2_train.json,4,1.0,2.0,100,50,200.4858,998,160,7536.8
tri_a5_c100_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,299.585,1515,225,12475.26
tri_a5_c200_b250_L4_c1_2_train.json,4,1.0,2.0,100,50,151.0466,745,135,4158.4
tri_a5_c200_b500_L4_c1_2_train.json,4,1.0,2.0,100,50,234.1772,1136,200,7313.68
tri_a5_c200_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,334.9562,1602,270,12073.34
tri_a5_c20_b120_L4_c1_2_train.json,4,1.0,2.0,100,50,48.725,216,40,1876.63
tri_a5_c20_b250_L4_c1_2_train.json,4,1.0,2.0,100,50,91.7692,436,70,4103.92
tri_a5_c20_b500_L4_c1_2_train.json,4,1.0,2.0,100,50,171.8566,773,125,8383.1
tri_a5_c20_b60_L4_c1_2_train.json,4,1.0,2.0,100,50,28.0848,134,25,855.69
tri_a5_c20_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,273.0826,1295,190,13672.25
tri_a5_c50_b120_L4_c1_2_train.json,4,1.0,2.0,100,50,58.617,284,50,1739.27
tri_a5_c50_b250_L4_c1_2_train.json,4,1.0,2.0,100,50,101.629,528,80,3767.22
tri_a5_c50_b500_L4_c1_2_train.json,4,1.0,2.0,100,50,185.5076,825,145,8007.94
tri_a5_c50_b60_L4_c1_2_train.json,4,1.0,2.0,100,50,38.29,190,35,929.42
tri_a5_c50_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,283.0092,1391,205,13090.47
weib_k0p8_lam100_L4_c1_2_train.json,4,1.0,2.0,100,50,115.5472,697,55,8124.79
weib_k0p8_lam10_L4_c1_2_train.json,4,1.0,2.0,100,50,11.0092,40,5,787.35
weib_k0p8_lam200_L4_c1_2_train.json,4,1.0,2.0,100,50,224.655,891,110,15865.25
weib_k0p8_lam30_L4_c1_2_train.json,4,1.0,2.0,100,50,35.0908,114,20,2460.42
weib_k0p8_lam500_L4_c1_2_train.json,4,1.0,2.0,100,50,551.27,2666,265,38922.07
weib_k0p8_lam60_L4_c1_2_train.json,4,1.0,2.0,100,50,67.6016,238,30,4820.07
weib_k1p2_lam100_L4_c1_2_train.json,4,1.0,2.0,100,50,95.1628,405,65,5075.91
weib_k1p2_lam10_L4_c1_2_train.json,4,1.0,2.0,100,50,9.2972,42,5,524.39
weib_k1p2_lam200_L4_c1_2_train.json,4,1.0,2.0,100,50,185.5576,757,125,9981.5
weib_k1p2_lam30_L4_c1_2_train.json,4,1.0,2.0,100,50,28.2594,120,20,1539.12
weib_k1p2_lam500_L4_c1_2_train.json,4,1.0,2.0,100,50,475.0836,2041,315,25804.24
weib_k1p2_lam60_L4_c1_2_train.json,4,1.0,2.0,100,50,56.3428,240,35,3085.92
weib_k1p8_lam100_L4_c1_2_train.json,4,1.0,2.0,100,50,87.9182,413,70,3461.2
weib_k1p8_lam10_L4_c1_2_train.json,4,1.0,2.0,100,50,8.9754,38,10,385.87
weib_k1p8_lam200_L4_c1_2_train.json,4,1.0,2.0,100,50,179.0712,801,140,7468.29
weib_k1p8_lam30_L4_c1_2_train.json,4,1.0,2.0,100,50,26.5822,132,20,1047.02
weib_k1p8_lam500_L4_c1_2_train.json,4,1.0,2.0,100,50,448.6766,2069,345,18033.47
weib_k1p8_lam60_L4_c1_2_train.json,4,1.0,2.0,100,50,53.466,252,40,2143.03
weib_k2p5_lam100_L4_c1_2_train.json,4,1.0,2.0,100,50,89.0108,437,75,2802.73
weib_k2p5_lam10_L4_c1_2_train.json,4,1.0,2.0,100,50,8.9566,40,10,306.41
weib_k2p5_lam200_L4_c1_2_train.json,4,1.0,2.0,100,50,178.3626,857,150,5538.03
weib_k2p5_lam30_L4_c1_2_train.json,4,1.0,2.0,100,50,26.4976,120,25,858.01
weib_k2p5_lam500_L4_c1_2_train.json,4,1.0,2.0,100,50,446.6548,2119,375,14260.35
weib_k2p5_lam60_L4_c1_2_train.json,4,1.0,2.0,100,50,53.0652,258,45,1658.49
weib_k3p5_lam100_L4_c1_2_train.json,4,1.0,2.0,100,50,89.8044,443,80,2152.11
weib_k3p5_lam10_L4_c1_2_train.json,4,1.0,2.0,100,50,9.0502,42,10,234.9
weib_k3p5_lam200_L4_c1_2_train.json,4,1.0,2.0,100,50,179.4244,871,160,4255.79
weib_k3p5_lam30_L4_c1_2_train.json,4,1.0,2.0,100,50,27.134,132,25,644.99
weib_k3p5_lam500_L4_c1_2_train.json,4,1.0,2.0,100,50,451.8156,2171,405,10803.03
weib_k3p5_lam60_L4_c1_2_train.json,4,1.0,2.0,100,50,54.1016,262,50,1277.73
weib_k5_lam100_L4_c1_2_train.json,4,1.0,2.0,100,50,90.7574,447,85,1606.3
weib_k5_lam10_L4_c1_2_train.json,4,1.0,2.0,100,50,9.203,44,10,174.97
weib_k5_lam200_L4_c1_2_train.json,4,1.0,2.0,100,50,183.7264,916,170,3167.18
weib_k5_lam30_L4_c1_2_train.json,4,1.0,2.0,100,50,27.4928,136,25,465.73
weib_k5_lam500_L4_c1_2_train.json,4,1.0,2.0,100,50,459.5974,2253,425,7956.79
weib_k5_lam60_L4_c1_2_train.json,4,1.0,2.0,100,50,55.229,272,50,963.07
zinb_pi0p1_r10_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,81.7232,400,70,2916.4
zinb_pi0p1_r10_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,35.8346,176,30,1373.81
zinb_pi0p1_r10_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,20.8516,94,20,827.74
zinb_pi0p1_r10_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,13.4052,64,10,554.93
zinb_pi0p1_r10_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,6.0642,28,5,265.7
zinb_pi0p1_r10_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,2.2702,8,5,147.65
zinb_pi0p1_r20_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,162.6806,825,145,5079.44
zinb_pi0p1_r20_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,72.7754,365,65,2347.14
zinb_pi0p1_r20_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,41.8436,214,35,1401.42
zinb_pi0p1_r20_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,27.2142,136,25,919.72
zinb_pi0p1_r20_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,12.0772,58,10,457.34
zinb_pi0p1_r20_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,4.5266,20,5,217.44
zinb_pi0p1_r2_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,16.548,82,10,932.59
zinb_pi0p1_r2_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,7.293,32,5,430.93
zinb_pi0p1_r2_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,4.1934,14,5,288.3
zinb_pi0p1_r2_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,2.7656,8,5,200.82
zinb_pi0p1_r2_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,1.1868,2,5,100.53
zinb_pi0p1_r2_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,0.4382,0,0,43.82
zinb_pi0p1_r40_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,323.101,1661,300,9500.0
zinb_pi0p1_r40_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,144.0996,740,135,4232.86
zinb_pi0p1_r40_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,83.2912,422,75,2554.51
zinb_pi0p1_r40_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,53.9102,270,50,1648.98
zinb_pi0p1_r40_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,24.0908,122,20,794.16
zinb_pi0p1_r40_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,8.9184,40,10,374.04
zinb_pi0p1_r5_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,40.4528,204,30,1733.07
zinb_pi0p1_r5_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,18.0008,84,15,807.2
zinb_pi0p1_r5_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,10.5668,44,10,499.82
zinb_pi0p1_r5_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,6.754,30,5,329.43
zinb_pi0p1_r5_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,3.0416,12,5,192.57
zinb_pi0p1_r5_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,1.0888,2,5,89.4
zinb_pi0p3_r10_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,63.4546,295,45,3786.96
zinb_pi0p3_r10_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,28.3768,136,20,1619.9
zinb_pi0p3_r10_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,16.4238,70,15,986.61
zinb_pi0p3_r10_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,10.5694,44,10,658.43
zinb_pi0p3_r10_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,4.5832,18,5,312.57
zinb_pi0p3_r10_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,1.7766,4,5,143.51
zinb_pi0p3_r20_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,124.0308,602,90,7258.37
zinb_pi0p3_r20_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,54.877,262,40,3196.92
zinb_pi0p3_r20_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,32.3958,160,25,1863.46
zinb_pi0p3_r20_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,21.3684,112,15,1203.25
zinb_pi0p3_r20_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,9.2912,56,5,585.52
zinb_pi0p3_r20_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,3.4656,12,5,240.33
zinb_pi0p3_r2_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,12.243,38,10,915.36
zinb_pi0p3_r2_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,5.6668,16,5,447.36
zinb_pi0p3_r2_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,3.2052,8,5,264.13
zinb_pi0p3_r2_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,2.094,4,5,179.9
zinb_pi0p3_r2_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,0.9654,2,5,88.28
zinb_pi0p3_r2_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,0.343,0,0,34.3
zinb_pi0p3_r40_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,247.7004,1192,185,14062.75
zinb_pi0p3_r40_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,113.4944,577,85,6174.51
zinb_pi0p3_r40_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,65.4476,339,50,3511.09
zinb_pi0p3_r40_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,41.5606,216,30,2363.06
zinb_pi0p3_r40_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,18.586,84,15,1070.37
zinb_pi0p3_r40_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,6.9282,32,5,413.07
zinb_pi0p3_r5_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,31.751,150,20,1956.4
