dataset,L,h,p,N,num_periods,mean_d,opt_capped_S,opt_capped_cap,avg_cost_capped
beta_a10_b5_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,66.5252,324,65,882.56
beta_a10_b5_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,132.9112,662,125,1793.46
beta_a10_b5_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,13.273,64,15,212.53
beta_a10_b5_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,333.1118,1653,315,4430.43
beta_a10_b5_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,33.2158,166,30,479.25
beta_a1_b0p5_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,67.1048,353,55,2321.95
beta_a1_b0p5_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,133.646,654,115,4699.33
beta_a1_b0p5_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,13.3054,70,10,490.86
beta_a1_b0p5_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,333.5542,1697,280,11590.44
beta_a1_b0p5_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,33.5724,166,30,1150.01
beta_a1_b10_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,8.9642,38,5,533.57
beta_a1_b10_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,18.299,84,10,1085.31
beta_a1_b10_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,1.7866,6,5,124.1
beta_a1_b10_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,45.53,188,30,2625.37
beta_a1_b10_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,4.5342,16,5,289.58
beta_a1_b1_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,49.6906,246,40,2170.44
beta_a1_b1_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,99.712,478,80,4244.92
beta_a1_b1_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,9.8064,44,10,457.19
beta_a1_b1_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,250.3078,1249,195,10742.09
beta_a1_b1_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,24.9084,116,20,1120.78
beta_a1_b2_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,33.2186,154,25,1687.78
beta_a1_b2_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,65.8808,299,45,3384.12
beta_a1_b2_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,6.7194,32,5,344.58
beta_a1_b2_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,165.5976,737,120,8460.73
beta_a1_b2_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,16.7106,88,10,863.86
beta_a1_b5_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,16.8292,74,10,978.31
beta_a1_b5_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,33.4094,192,20,1867.25
beta_a1_b5_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,3.2892,12,5,208.82
beta_a1_b5_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,83.6384,390,55,4667.33
beta_a1_b5_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,8.298,42,5,475.63
beta_a2_b0p5_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,79.9318,407,75,1687.76
beta_a2_b0p5_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,160.9206,810,150,3387.03
beta_a2_b0p5_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,16.0944,80,15,345.11
beta_a2_b0p5_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,399.9354,2021,370,8796.85
beta_a2_b0p5_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,39.924,204,35,902.43
beta_a2_b10_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,16.5962,70,15,726.86
beta_a2_b10_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,33.6072,152,25,1452.05
beta_a2_b10_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,3.3952,14,5,168.67
beta_a2_b10_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,82.7998,381,60,3585.43
beta_a2_b10_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,8.2708,34,5,387.18
beta_a2_b1_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,66.6972,329,60,1839.2
beta_a2_b1_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,133.1292,657,120,3630.16
beta_a2_b1_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,13.3324,62,15,391.62
beta_a2_b1_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,333.1158,1763,290,9018.68
beta_a2_b1_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,33.3856,162,30,914.15
beta_a2_b2_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,50.1284,242,40,1682.73
beta_a2_b2_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,100.1858,482,85,3306.08
beta_a2_b2_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,10.035,46,10,358.75
beta_a2_b2_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,250.3156,1223,210,8368.05
beta_a2_b2_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,25.1126,124,20,840.35
beta_a2_b5_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,28.2558,128,25,1142.1
beta_a2_b5_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,56.5922,276,45,2257.39
beta_a2_b5_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,5.5938,24,5,226.75
beta_a2_b5_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,141.5452,663,110,5667.27
beta_a2_b5_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,14.2664,68,10,578.34
beta_a5_b0p5_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,91.0344,457,90,884.35
beta_a5_b0p5_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,181.4752,911,175,1816.21
beta_a5_b0p5_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,18.2246,90,20,204.83
beta_a5_b0p5_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,455.4604,2283,445,4469.45
beta_a5_b0p5_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,45.4296,228,45,445.59
beta_a5_b10_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,33.379,158,30,865.19
beta_a5_b10_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,67.1104,333,60,1679.51
beta_a5_b10_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,6.6584,34,5,194.43
beta_a5_b10_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,167.4212,817,145,4291.47
beta_a5_b10_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,16.8336,82,15,419.38
beta_a5_b1_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,83.1942,417,80,1098.74
beta_a5_b1_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,166.519,830,160,2234.35
beta_a5_b1_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,16.7144,86,15,238.16
beta_a5_b1_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,415.1202,2097,395,5586.53
beta_a5_b1_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,41.765,210,40,550.88
beta_a5_b2_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,71.4402,355,65,1221.72
beta_a5_b2_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,142.139,716,130,2509.07
beta_a5_b2_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,14.3776,70,15,264.72
beta_a5_b2_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,358.2778,1797,330,6285.42
beta_a5_b2_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,35.7778,172,35,640.57
beta_a5_b5_M100_L4_c1_2_train.json,4,1.0,2.0,100,50,50.0824,244,45,1114.48
beta_a5_b5_M200_L4_c1_2_train.json,4,1.0,2.0,100,50,99.91,485,90,2276.97
beta_a5_b5_M20_L4_c1_2_train.json,4,1.0,2.0,100,50,10.0272,48,10,234.94
beta_a5_b5_M500_L4_c1_2_train.json,4,1.0,2.0,100,50,251.8128,1257,225,5436.0
beta_a5_b5_M50_L4_c1_2_train.json,4,1.0,2.0,100,50,25.126,118,25,587.35
binom_n100_p0p05_L4_c1_2_train.json,4,1.0,2.0,100,50,5.0184,22,5,166.35
binom_n100_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,10.0832,48,10,230.49
binom_n100_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,19.9708,96,20,301.06
binom_n100_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,30.0926,146,30,352.43
binom_n100_p0p5_L4_c1_2_train.json,4,1.0,2.0,100,50,49.9702,246,50,379.6
binom_n100_p0p7_L4_c1_2_train.json,4,1.0,2.0,100,50,70.0088,346,70,356.39
binom_n100_p0p95_L4_c1_2_train.json,4,1.0,2.0,100,50,94.9798,474,95,166.29
binom_n100_p0p9_L4_c1_2_train.json,4,1.0,2.0,100,50,90.0082,448,90,237.33
binom_n200_p0p05_L4_c1_2_train.json,4,1.0,2.0,100,50,10.0028,46,10,238.74
binom_n200_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,19.9676,96,20,330.15
binom_n200_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,39.9484,194,40,453.49
binom_n200_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,59.9412,292,60,501.97
binom_n200_p0p5_L4_c1_2_train.json,4,1.0,2.0,100,50,99.8332,493,100,552.02
binom_n200_p0p7_L4_c1_2_train.json,4,1.0,2.0,100,50,139.905,693,140,501.19
binom_n200_p0p95_L4_c1_2_train.json,4,1.0,2.0,100,50,189.985,947,190,247.32
binom_n200_p0p9_L4_c1_2_train.json,4,1.0,2.0,100,50,179.8924,895,180,334.26
binom_n20_p0p05_L4_c1_2_train.json,4,1.0,2.0,100,50,1.023,4,5,80.26
binom_n20_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,1.995,8,5,113.79
binom_n20_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,3.9522,18,5,144.77
binom_n20_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,5.9474,30,5,148.69
binom_n20_p0p5_L4_c1_2_train.json,4,1.0,2.0,100,50,10.0068,48,10,176.43
binom_n20_p0p7_L4_c1_2_train.json,4,1.0,2.0,100,50,13.974,68,15,172.11
binom_n20_p0p95_L4_c1_2_train.json,4,1.0,2.0,100,50,18.9842,94,20,91.48
binom_n20_p0p9_L4_c1_2_train.json,4,1.0,2.0,100,50,18.0166,88,20,130.53
binom_n400_p0p05_L4_c1_2_train.json,4,1.0,2.0,100,50,20.011,96,20,335.24
binom_n400_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,40.1046,194,40,462.06
binom_n400_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,79.9416,391,80,624.11
binom_n400_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,119.7038,602,115,688.75
binom_n400_p0p5_L4_c1_2_train.json,4,1.0,2.0,100,50,199.945,999,195,749.48
binom_n400_p0p7_L4_c1_2_train.json,4,1.0,2.0,100,50,279.877,1409,275,703.78
binom_n400_p0p95_L4_c1_2_train.json,4,1.0,2.0,100,50,380.0546,1896,380,338.51
binom_n400_p0p9_L4_c1_2_train.json,4,1.0,2.0,100,50,359.8772,1793,360,478.82
binom_n50_p0p05_L4_c1_2_train.json,4,1.0,2.0,100,50,2.5086,10,5,129.02
binom_n50_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,5.0166,24,5,161.24
binom_n50_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,9.9944,46,10,217.46
binom_n50_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,15.0024,72,15,245.91
binom_n50_p0p5_L4_c1_2_train.json,4,1.0,2.0,100,50,24.9532,122,25,265.1
binom_n50_p0p7_L4_c1_2_train.json,4,1.0,2.0,100,50,34.925,172,35,256.74
binom_n50_p0p95_L4_c1_2_train.json,4,1.0,2.0,100,50,47.4956,236,50,152.34
binom_n50_p0p9_L4_c1_2_train.json,4,1.0,2.0,100,50,44.9844,224,45,165.08
binom_n800_p0p05_L4_c1_2_train.json,4,1.0,2.0,100,50,39.9986,194,40,479.89
binom_n800_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,79.9734,391,80,653.09
binom_n800_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,159.776,798,155,821.38
binom_n800_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,240.0886,1194,235,934.13
binom_n800_p0p5_L4_c1_2_train.json,4,1.0,2.0,100,50,400.2372,1997,395,1030.84
binom_n800_p0p7_L4_c1_2_train.json,4,1.0,2.0,100,50,559.9418,2797,555,960.15
binom_n800_p0p95_L4_c1_2_train.json,4,1.0,2.0,100,50,760.0512,3796,760,475.38
binom_n800_p0p9_L4_c1_2_train.json,4,1.0,2.0,100,50,720.1692,3594,720,657.75
cunif_a0_b100_L4_c1_2_train.json,4,1.0,2.0,100,50,50.0574,246,40,2192.26
cunif_a0_b200_L4_c1_2_train.json,4,1.0,2.0,100,50,98.8114,484,75,4369.81
cunif_a0_b400_L4_c1_2_train.json,4,1.0,2.0,100,50,199.814,1035,150,8800.44
cunif_a0_b50_L4_c1_2_train.json,4,1.0,2.0,100,50,25.1552,126,20,1122.41
cunif_a0_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,400.731,1963,310,17660.08
cunif_a10_b100_L4_c1_2_train.json,4,1.0,2.0,100,50,54.6906,258,45,2002.54
cunif_a10_b200_L4_c1_2_train.json,4,1.0,2.0,100,50,105.2446,508,85,4148.53
cunif_a10_b400_L4_c1_2_train.json,4,1.0,2.0,100,50,205.9482,989,160,8689.37
cunif_a10_b50_L4_c1_2_train.json,4,1.0,2.0,100,50,30.0218,154,25,894.12
cunif_a10_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,405.9742,1981,320,17362.51
cunif_a20_b100_L4_c1_2_train.json,4,1.0,2.0,100,50,59.8532,296,50,1796.05
cunif_a20_b200_L4_c1_2_train.json,4,1.0,2.0,100,50,110.014,556,90,3910.93
cunif_a20_b400_L4_c1_2_train.json,4,1.0,2.0,100,50,211.646,1036,170,8428.95
cunif_a20_b50_L4_c1_2_train.json,4,1.0,2.0,100,50,35.03,178,30,680.51
cunif_a20_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,409.2962,1956,325,17138.98
cunif_a50_b100_L4_c1_2_train.json,4,1.0,2.0,100,50,74.7614,363,70,1092.6
cunif_a50_b200_L4_c1_2_train.json,4,1.0,2.0,100,50,124.97,614,110,3232.02
cunif_a50_b400_L4_c1_2_train.json,4,1.0,2.0,100,50,224.946,1102,185,7716.61
cunif_a50_b800_L4_c1_2_train.json,4,1.0,2.0,100,50,426.7714,2089,345,16319.8
dunif_L0_H100_L4_c1_2_train.json,4,1.0,2.0,100,50,50.1412,236,40,2263.54
dunif_L0_H200_L4_c1_2_train.json,4,1.0,2.0,100,50,99.9846,465,80,4392.68
dunif_L0_H20_L4_c1_2_train.json,4,1.0,2.0,100,50,10.0448,44,10,478.69
dunif_L0_H400_L4_c1_2_train.json,4,1.0,2.0,100,50,201.6122,1000,160,8493.19
dunif_L0_H50_L4_c1_2_train.json,4,1.0,2.0,100,50,25.0878,118,20,1102.6
dunif_L0_H800_L4_c1_2_train.json,4,1.0,2.0,100,50,397.1042,1883,310,17942.66
dunif_L10_H100_L4_c1_2_train.json,4,1.0,2.0,100,50,55.17,274,45,1959.73
dunif_L10_H200_L4_c1_2_train.json,4,1.0,2.0,100,50,104.1212,516,80,4346.97
dunif_L10_H20_L4_c1_2_train.json,4,1.0,2.0,100,50,14.9552,72,15,243.72
dunif_L10_H400_L4_c1_2_train.json,4,1.0,2.0,100,50,204.2442,985,160,8518.29
dunif_L10_H50_L4_c1_2_train.json,4,1.0,2.0,100,50,29.9432,146,25,920.84
dunif_L10_H800_L4_c1_2_train.json,4,1.0,2.0,100,50,402.2254,1899,315,17384.39
dunif_L20_H100_L4_c1_2_train.json,4,1.0,2.0,100,50,60.0356,310,50,1758.66
dunif_L20_H200_L4_c1_2_train.json,4,1.0,2.0,100,50,110.8778,552,90,4007.69
dunif_L20_H400_L4_c1_2_train.json,4,1.0,2.0,100,50,210.4514,1060,170,8218.98
dunif_L20_H50_L4_c1_2_train.json,4,1.0,2.0,100,50,34.9436,176,30,702.98
dunif_L20_H800_L4_c1_2_train.json,4,1.0,2.0,100,50,411.1726,2081,320,17020.05
dunif_L50_H100_L4_c1_2_train.json,4,1.0,2.0,100,50,74.8758,366,70,1122.48
dunif_L50_H200_L4_c1_2_train.json,4,1.0,2.0,100,50,124.3236,591,110,3290.37
dunif_L50_H400_L4_c1_2_train.json,4,1.0,2.0,100,50,224.6248,1075,185,7765.62
dunif_L50_H800_L4_c1_2_train.json,4,1.0,2.0,100,50,422.9376,2108,335,16718.44
dunif_L5_H100_L4_c1_2_train.json,4,1.0,2.0,100,50,52.9758,252,45,2094.35
dunif_L5_H200_L4_c1_2_train.json,4,1.0,2.0,100,50,103.139,501,80,4336.99
dunif_L5_H20_L4_c1_2_train.json,4,1.0,2.0,100,50,12.529,62,10,359.26
dunif_L5_H400_L4_c1_2_train.json,4,1.0,2.0,100,50,204.476,1016,160,8667.72
dunif_L5_H50_L4_c1_2_train.json,4,1.0,2.0,100,50,27.6726,124,25,1032.03
dunif_L5_H800_L4_c1_2_train.json,4,1.0,2.0,100,50,403.6396,1920,315,17531.16
gamma_k0p8_th10_L4_c1_2_train.json,4,1.0,2.0,100,50,8.4528,32,5,564.65
gamma_k0p8_th20_L4_c1_2_train.json,4,1.0,2.0,100,50,15.897,54,10,1056.74
gamma_k0p8_th2_L4_c1_2_train.json,4,1.0,2.0,100,50,1.5684,4,5,123.87
gamma_k0p8_th40_L4_c1_2_train.json,4,1.0,2.0,100,50,32.5816,114,20,2203.07
gamma_k0p8_th5_L4_c1_2_train.json,4,1.0,2.0,100,50,3.9424,12,5,287.12
gamma_k0p8_th80_L4_c1_2_train.json,4,1.0,2.0,100,50,63.8964,259,35,4254.17
gamma_k10_th10_L4_c1_2_train.json,4,1.0,2.0,100,50,99.5118,469,90,2190.98
gamma_k10_th20_L4_c1_2_train.json,4,1.0,2.0,100,50,199.7748,958,175,4391.9
gamma_k10_th2_L4_c1_2_train.json,4,1.0,2.0,100,50,19.9044,94,20,479.64
gamma_k10_th40_L4_c1_2_train.json,4,1.0,2.0,100,50,399.257,1918,350,8820.42
gamma_k10_th5_L4_c1_2_train.json,4,1.0,2.0,100,50,49.9502,234,45,1152.78
gamma_k10_th80_L4_c1_2_train.json,4,1.0,2.0,100,50,799.0546,3803,700,18261.42
gamma_k1_th10_L4_c1_2_train.json,4,1.0,2.0,100,50,10.2196,40,5,649.94
gamma_k1_th20_L4_c1_2_train.json,4,1.0,2.0,100,50,20.063,80,10,1263.9
gamma_k1_th2_L4_c1_2_train.json,4,1.0,2.0,100,50,1.9814,6,5,139.35
gamma_k1_th40_L4_c1_2_train.json,4,1.0,2.0,100,50,40.8128,186,25,2529.37
gamma_k1_th5_L4_c1_2_train.json,4,1.0,2.0,100,50,4.9608,16,5,327.55
gamma_k1_th80_L4_c1_2_train.json,4,1.0,2.0,100,50,79.6154,398,45,4926.45
gamma_k20_th10_L4_c1_2_train.json,4,1.0,2.0,100,50,199.6658,956,185,3218.03
gamma_k20_th20_L4_c1_2_train.json,4,1.0,2.0,100,50,401.1344,1947,370,6448.85
gamma_k20_th2_L4_c1_2_train.json,4,1.0,2.0,100,50,40.017,218,35,664.56
gamma_k20_th40_L4_c1_2_train.json,4,1.0,2.0,100,50,799.7998,3966,730,12819.84
gamma_k20_th5_L4_c1_2_train.json,4,1.0,2.0,100,50,99.719,502,90,1591.18
gamma_k20_th80_L4_c1_2_train.json,4,1.0,2.0,100,50,1601.6924,7860,1475,25232.19
gamma_k2_th10_L4_c1_2_train.json,4,1.0,2.0,100,50,20.2094,86,15,949.44
gamma_k2_th20_L4_c1_2_train.json,4,1.0,2.0,100,50,39.7012,180,30,1823.88
gamma_k2_th2_L4_c1_2_train.json,4,1.0,2.0,100,50,3.987,16,5,212.94
gamma_k2_th40_L4_c1_2_train.json,4,1.0,2.0,100,50,79.0382,339,55,3715.68
gamma_k2_th5_L4_c1_2_train.json,4,1.0,2.0,100,50,10.0938,42,10,486.43
gamma_k2_th80_L4_c1_2_train.json,4,1.0,2.0,100,50,158.3624,717,110,7471.53
gamma_k5_th10_L4_c1_2_train.json,4,1.0,2.0,100,50,49.5916,238,40,1551.93
gamma_k5_th20_L4_c1_2_train.json,4,1.0,2.0,100,50,100.2342,481,85,3056.47
gamma_k5_th2_L4_c1_2_train.json,4,1.0,2.0,100,50,9.9824,44,10,325.6
gamma_k5_th40_L4_c1_2_train.json,4,1.0,2.0,100,50,201.0626,963,165,6331.36
gamma_k5_th5_L4_c1_2_train.json,4,1.0,2.0,100,50,24.859,128,20,757.18
gamma_k5_th80_L4_c1_2_train.json,4,1.0,2.0,100,50,395.5232,1895,325,11999.23
geom_p0p03_L4_c1_2_train.json,4,1.0,2.0,100,50,32.1838,126,20,1987.97
geom_p0p05_L4_c1_2_train.json,4,1.0,2.0,100,50,19.3064,86,10,1205.16
geom_p0p08_L4_c1_2_train.json,4,1.0,2.0,100,50,11.3446,52,5,748.36
geom_p0p15_L4_c1_2_train.json,4,1.0,2.0,100,50,5.5918,18,5,384.16
geom_p0p1_L4_c1_2_train.json,4,1.0,2.0,100,50,9.125,46,5,590.6
geom_p0p2_L4_c1_2_train.json,4,1.0,2.0,100,50,3.9754,12,5,286.25
geom_p0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,2.3486,6,5,187.25
geom_p0p4_L4_c1_2_train.json,4,1.0,2.0,100,50,1.5004,4,5,127.05
geom_p0p6_L4_c1_2_train.json,4,1.0,2.0,100,50,0.6656,0,0,66.56
geom_p0p8_L4_c1_2_train.json,4,1.0,2.0,100,50,0.255,0,0,25.5
logn_mlog1p5_s0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,4.732,22,5,109.56
logn_mlog1p5_s0p5_L4_c1_2_train.json,4,1.0,2.0,100,50,5.0898,22,5,181.71
logn_mlog1p5_s0p7_L4_c1_2_train.json,4,1.0,2.0,100,50,5.6858,22,5,271.59
logn_mlog1p5_s1_L4_c1_2_train.json,4,1.0,2.0,100,50,7.4304,22,5,483.19
logn_mlog1p5_s1p3_L4_c1_2_train.json,4,1.0,2.0,100,50,9.8786,28,5,737.68
logn_mlog2_s0p3_L4_c1_2_train.json,4,1.0,2.0,100,50,7.695,34,10,202.55
logn_mlog2_s0p5_L4_c1_2_train.json,4,1.0,2.0,100,50,8.3636,36,10,314.97
