dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
beta_a0p5_b2_M50_L6_p10_train,1767.6,1765.57,1806.38
beta_a0p5_b2_M50_L6_p10_test,1865.045,1856.81,1861.543
beta_a0p5_b5_M100_L6_p10_train,1776.26,1776.91,1795.92
beta_a0p5_b5_M100_L6_p10_test,1888.378,1891.901,1910.335
beta_a0p5_b5_M200_L6_p10_train,3765.8,3771.49,3798.24
beta_a0p5_b5_M200_L6_p10_test,3746.477,3755.387,3774.371
beta_a0p5_b5_M20_L6_p10_train,386.65,386.24,386.22
beta_a0p5_b5_M20_L6_p10_test,384.211,385.27,386.083
beta_a0p5_b5_M500_L6_p10_train,9462.7,9444.18,9566.92
beta_a0p5_b5_M500_L6_p10_test,9327.736,9418.949,9425.916
beta_a0p5_b5_M50_L6_p10_train,932.44,933.54,935.94
beta_a0p5_b5_M50_L6_p10_test,938.465,939.196,948.859
beta_a10_b0p5_M100_L6_p10_train,1858.13,1165.37,976.17
beta_a10_b0p5_M100_L6_p10_test,1870.452,1127.572,952.5
beta_a10_b0p5_M200_L6_p10_train,2287.72,2235.24,1917.01
beta_a10_b0p5_M200_L6_p10_test,2345.403,2308.693,1936.388
beta_a10_b0p5_M20_L6_p10_train,211.53,217.88,221.52
beta_a10_b0p5_M20_L6_p10_test,211.491,221.405,215.43
beta_a10_b0p5_M500_L6_p10_train,6055.11,5817.79,5003.15
beta_a10_b0p5_M500_L6_p10_test,5989.197,5848.921,4951.986
beta_a10_b0p5_M50_L6_p10_train,590.78,596.7,492.61
beta_a10_b0p5_M50_L6_p10_test,585.449,590.518,492.504
beta_a10_b10_M100_L6_p10_train,1864.8,1856.26,1864.47
beta_a10_b10_M100_L6_p10_test,1907.479,1880.501,1838.63
beta_a10_b10_M200_L6_p10_train,4006.69,3770.58,3824.15
beta_a10_b10_M200_L6_p10_test,4029.049,3878.898,3787.248
beta_a10_b10_M20_L6_p10_train,384.63,393.91,384.72
beta_a10_b10_M20_L6_p10_test,373.22,385.006,371.59
beta_a10_b10_M500_L6_p10_train,9478.64,9413.67,9204.3
beta_a10_b10_M500_L6_p10_test,9774.305,9637.93,9187.545
beta_a10_b10_M50_L6_p10_train,951.65,945.96,927.67
beta_a10_b10_M50_L6_p10_test,981.222,969.093,933.298
beta_a10_b1_M100_L6_p10_train,1717.61,1456.92,1308.74
beta_a10_b1_M100_L6_p10_test,1688.402,1520.68,1349.015
beta_a10_b1_M200_L6_p10_train,3067.93,2885.03,2684.08
beta_a10_b1_M200_L6_p10_test,3067.801,2928.566,2666.268
beta_a10_b1_M20_L6_p10_train,289.41,296.39,299.94
beta_a10_b1_M20_L6_p10_test,290.088,298.23,298.082
beta_a10_b1_M500_L6_p10_train,8625.28,7328.54,6723.16
beta_a10_b1_M500_L6_p10_test,8919.067,7302.739,6660.57
beta_a10_b1_M50_L6_p10_train,762.2,772.29,681.25
beta_a10_b1_M50_L6_p10_test,748.985,754.735,668.658
beta_a10_b2_M100_L6_p10_train,2017.27,2014.21,1740.58
beta_a10_b2_M100_L6_p10_test,1914.453,1933.658,1698.442
beta_a10_b2_M200_L6_p10_train,3727.37,3741.52,3429.96
beta_a10_b2_M200_L6_p10_test,3807.616,3783.165,3398.751
beta_a10_b2_M20_L6_p10_train,365.81,357.57,332.95
beta_a10_b2_M20_L6_p10_test,373.193,368.89,346.296
beta_a10_b2_M500_L6_p10_train,9523.63,9053.63,8619.53
beta_a10_b2_M500_L6_p10_test,9527.592,9013.787,8779.209
beta_a10_b2_M50_L6_p10_train,953.35,942.42,941.24
beta_a10_b2_M50_L6_p10_test,951.474,947.009,922.786
beta_a10_b5_M100_L6_p10_train,2033.41,1967.5,1935.11
beta_a10_b5_M100_L6_p10_test,2112.85,2068.486,2027.585
beta_a10_b5_M200_L6_p10_train,4235.21,4119.55,3985.82
beta_a10_b5_M200_L6_p10_test,4230.17,4091.864,3974.59
beta_a10_b5_M20_L6_p10_train,426.57,426.29,400.81
beta_a10_b5_M20_L6_p10_test,409.31,411.531,397.354
beta_a10_b5_M500_L6_p10_train,11130.97,10581.85,10428.17
beta_a10_b5_M500_L6_p10_test,11045.288,10473.785,10422.122
beta_a10_b5_M50_L6_p10_train,1043.23,1035.71,1019.67
beta_a10_b5_M50_L6_p10_test,1051.897,1057.702,1006.059
beta_a1_b0p5_M100_L6_p10_train,5060.09,4961.43,4812.96
beta_a1_b0p5_M100_L6_p10_test,5198.367,5148.516,5072.414
beta_a1_b0p5_M200_L6_p10_train,10390.58,10354.03,9989.06
beta_a1_b0p5_M200_L6_p10_test,10520.861,10465.132,10206.15
beta_a1_b0p5_M20_L6_p10_train,1019.17,1004.93,992.39
beta_a1_b0p5_M20_L6_p10_test,1055.346,1041.827,1026.988
beta_a1_b0p5_M500_L6_p10_train,25905.77,25668.47,24796.03
beta_a1_b0p5_M500_L6_p10_test,26044.408,25806.849,25162.662
beta_a1_b0p5_M50_L6_p10_train,2557.71,2549.1,2475.05
beta_a1_b0p5_M50_L6_p10_test,2559.444,2558.076,2511.613
beta_a1_b10_M100_L6_p10_train,1359.36,1377.55,1368.38
beta_a1_b10_M100_L6_p10_test,1395.24,1403.097,1406.607
beta_a1_b10_M200_L6_p10_train,2778.03,2770.38,2834.34
beta_a1_b10_M200_L6_p10_test,2808.145,2806.403,2831.133
beta_a1_b10_M20_L6_p10_train,272.5,271.36,276.34
beta_a1_b10_M20_L6_p10_test,287.73,285.7,287.345
beta_a1_b10_M500_L6_p10_train,7039.88,6995.27,6968.65
beta_a1_b10_M500_L6_p10_test,6960.467,6971.437,7054.977
beta_a1_b10_M50_L6_p10_train,686.97,692.54,695.14
beta_a1_b10_M50_L6_p10_test,693.925,690.772,697.452
beta_a1_b1_M100_L6_p10_train,4946.65,4951.2,4920.21
beta_a1_b1_M100_L6_p10_test,5008.546,5003.81,5010.731
beta_a1_b1_M200_L6_p10_train,9801.95,9826.37,9646.92
beta_a1_b1_M200_L6_p10_test,9968.949,9982.167,9883.396
beta_a1_b1_M20_L6_p10_train,994.54,995.34,986.88
beta_a1_b1_M20_L6_p10_test,1004.636,1008.456,996.25
beta_a1_b1_M500_L6_p10_train,24608.24,24593.38,24205.9
beta_a1_b1_M500_L6_p10_test,25156.846,25271.818,24795.367
beta_a1_b1_M50_L6_p10_train,2578.39,2559.17,2520.54
beta_a1_b1_M50_L6_p10_test,2534.133,2503.38,2467.331
beta_a1_b2_M100_L6_p10_train,4148.75,4143.92,4106.73
beta_a1_b2_M100_L6_p10_test,4065.134,4060.448,4043.962
beta_a1_b2_M200_L6_p10_train,8293.21,8287.41,8314.68
beta_a1_b2_M200_L6_p10_test,8052.447,8057.82,8063.659
beta_a1_b2_M20_L6_p10_train,821.21,817.52,815.41
beta_a1_b2_M20_L6_p10_test,811.381,804.156,804.184
beta_a1_b2_M500_L6_p10_train,20559.85,20499.51,20513.95
beta_a1_b2_M500_L6_p10_test,20279.083,20274.299,20212.175
beta_a1_b2_M50_L6_p10_train,2027.12,2019.96,2012.19
beta_a1_b2_M50_L6_p10_test,2023.639,2040.106,2029.814
beta_a1_b5_M100_L6_p10_train,2524.67,2530.15,2506.24
beta_a1_b5_M100_L6_p10_test,2392.128,2408.421,2412.225
beta_a1_b5_M200_L6_p10_train,4691.7,4691.19,4694.7
beta_a1_b5_M200_L6_p10_test,4750.104,4764.562,4767.398
beta_a1_b5_M20_L6_p10_train,483.4,487.35,489.99
beta_a1_b5_M20_L6_p10_test,484.558,487.429,491.252
beta_a1_b5_M500_L6_p10_train,11632.38,11642.08,11664.51
beta_a1_b5_M500_L6_p10_test,11931.505,11932.947,11986.262
beta_a1_b5_M50_L6_p10_train,1150.17,1155.44,1167.03
beta_a1_b5_M50_L6_p10_test,1181.957,1182.49,1192.103
beta_a2_b0p5_M100_L6_p10_train,3670.18,3588.81,3400.14
beta_a2_b0p5_M100_L6_p10_test,3716.411,3610.618,3426.754
beta_a2_b0p5_M200_L6_p10_train,7461.63,7443.46,6850.46
beta_a2_b0p5_M200_L6_p10_test,7329.386,7314.288,6913.758
beta_a2_b0p5_M20_L6_p10_train,762.15,750.27,729.03
beta_a2_b0p5_M20_L6_p10_test,751.842,739.712,730.392
beta_a2_b0p5_M500_L6_p10_train,21060.15,18941.1,17760.92
beta_a2_b0p5_M500_L6_p10_test,20427.11,18262.901,17335.673
beta_a2_b0p5_M50_L6_p10_train,1956.51,1911.51,1841.45
beta_a2_b0p5_M50_L6_p10_test,1897.87,1853.928,1805.577
beta_a2_b10_M100_L6_p10_train,1677.47,1682.72,1695.67
beta_a2_b10_M100_L6_p10_test,1772.612,1777.982,1765.022
beta_a2_b10_M200_L6_p10_train,3662.67,3575.99,3537.99
beta_a2_b10_M200_L6_p10_test,3595.784,3533.646,3522.165
beta_a2_b10_M20_L6_p10_train,383.89,382.9,381.66
beta_a2_b10_M20_L6_p10_test,355.891,360.941,358.608
beta_a2_b10_M500_L6_p10_train,9023.32,8824.72,8673.19
beta_a2_b10_M500_L6_p10_test,8872.516,8834.976,8755.944
beta_a2_b10_M50_L6_p10_train,905.12,891.8,888.14
beta_a2_b10_M50_L6_p10_test,890.23,881.933,877.98
beta_a2_b1_M100_L6_p10_train,4057.97,3977.37,3928.57
beta_a2_b1_M100_L6_p10_test,4129.208,4057.622,3940.149
beta_a2_b1_M200_L6_p10_train,8054.03,8131.84,7933.11
beta_a2_b1_M200_L6_p10_test,8113.62,8179.6,7965.833
beta_a2_b1_M20_L6_p10_train,820.16,807.2,790.0
beta_a2_b1_M20_L6_p10_test,826.52,819.777,800.44
beta_a2_b1_M500_L6_p10_train,20003.11,19604.83,19172.8
beta_a2_b1_M500_L6_p10_test,21376.834,20732.027,19921.975
beta_a2_b1_M50_L6_p10_train,2065.36,2060.73,1959.16
beta_a2_b1_M50_L6_p10_test,2068.74,2053.769,1989.082
beta_a2_b2_M100_L6_p10_train,3871.34,3873.2,3838.17
beta_a2_b2_M100_L6_p10_test,3855.269,3859.07,3783.156
beta_a2_b2_M200_L6_p10_train,7455.92,7442.42,7425.98
beta_a2_b2_M200_L6_p10_test,7771.218,7752.414,7623.403
beta_a2_b2_M20_L6_p10_train,749.33,745.82,752.22
beta_a2_b2_M20_L6_p10_test,778.274,777.213,771.312
beta_a2_b2_M500_L6_p10_train,19162.49,19019.1,18960.67
beta_a2_b2_M500_L6_p10_test,19607.415,19500.3,19186.268
beta_a2_b2_M50_L6_p10_train,1949.07,1916.76,1859.28
beta_a2_b2_M50_L6_p10_test,1943.352,1941.314,1906.158
beta_a2_b5_M100_L6_p10_train,2721.81,2716.27,2653.56
beta_a2_b5_M100_L6_p10_test,2763.64,2756.337,2731.239
beta_a2_b5_M200_L6_p10_train,5539.84,5464.4,5389.95
beta_a2_b5_M200_L6_p10_test,5513.953,5486.007,5477.475
beta_a2_b5_M20_L6_p10_train,521.52,518.52,533.05
beta_a2_b5_M20_L6_p10_test,558.852,559.918,557.241
beta_a2_b5_M500_L6_p10_train,13842.82,13816.39,13740.66
beta_a2_b5_M500_L6_p10_test,13580.148,13583.604,13608.138
beta_a2_b5_M50_L6_p10_train,1318.48,1307.82,1326.64
beta_a2_b5_M50_L6_p10_test,1393.786,1382.986,1382.113
beta_a5_b0p5_M100_L6_p10_train,2257.95,1935.53,1713.1
beta_a5_b0p5_M100_L6_p10_test,2222.62,1936.284,1753.129
beta_a5_b0p5_M200_L6_p10_train,4059.11,3871.56,3497.74
beta_a5_b0p5_M200_L6_p10_test,3975.542,3792.656,3477.571
beta_a5_b0p5_M20_L6_p10_train,411.13,395.85,354.19
beta_a5_b0p5_M20_L6_p10_test,404.941,394.116,358.504
beta_a5_b0p5_M500_L6_p10_train,10690.01,9763.94,8790.06
beta_a5_b0p5_M500_L6_p10_test,10735.62,9715.264,8717.84
beta_a5_b0p5_M50_L6_p10_train,972.8,955.91,907.7
beta_a5_b0p5_M50_L6_p10_test,1018.291,1003.873,929.219
beta_a5_b10_M100_L6_p10_train,2125.25,2092.99,2028.76
beta_a5_b10_M100_L6_p10_test,2073.108,2043.476,2011.778
beta_a5_b10_M200_L6_p10_train,3955.38,3859.04,3792.23
beta_a5_b10_M200_L6_p10_test,4187.292,4094.334,3975.195
beta_a5_b10_M20_L6_p10_train,403.65,401.98,395.17
beta_a5_b10_M20_L6_p10_test,413.966,411.304,398.774
beta_a5_b10_M500_L6_p10_train,10718.34,10410.15,10105.75
beta_a5_b10_M500_L6_p10_test,10534.283,10360.646,10122.702
beta_a5_b10_M50_L6_p10_train,1002.88,988.03,991.05
beta_a5_b10_M50_L6_p10_test,1065.236,1036.765,1004.89
beta_a5_b1_M100_L6_p10_train,2404.98,2365.39,2232.93
beta_a5_b1_M100_L6_p10_test,2488.162,2449.283,2299.691
beta_a5_b1_M200_L6_p10_train,5040.2,4916.32,4587.74
beta_a5_b1_M200_L6_p10_test,5040.065,4885.814,4617.114
beta_a5_b1_M20_L6_p10_train,484.6,490.57,497.03
beta_a5_b1_M20_L6_p10_test,507.99,513.525,513.983
beta_a5_b1_M500_L6_p10_train,12879.23,12519.81,11958.76
beta_a5_b1_M500_L6_p10_test,12847.039,12531.455,12048.896
beta_a5_b1_M50_L6_p10_train,1277.35,1243.85,1177.33
beta_a5_b1_M50_L6_p10_test,1261.932,1228.143,1182.113
beta_a5_b2_M100_L6_p10_train,2859.36,2790.51,2679.35
beta_a5_b2_M100_L6_p10_test,2905.022,2830.461,2707.814
beta_a5_b2_M200_L6_p10_train,5959.96,5724.05,5502.31
beta_a5_b2_M200_L6_p10_test,5766.156,5586.233,5351.104
beta_a5_b2_M20_L6_p10_train,572.12,567.55,543.21
beta_a5_b2_M20_L6_p10_test,575.932,564.109,536.732
beta_a5_b2_M500_L6_p10_train,14027.59,13943.03,14344.85
beta_a5_b2_M500_L6_p10_test,14257.095,14109.995,13988.732
beta_a5_b2_M50_L6_p10_train,1420.61,1406.4,1341.93
beta_a5_b2_M50_L6_p10_test,1435.114,1425.192,1341.303
beta_a5_b5_M100_L6_p10_train,2621.91,2582.11,2511.74
beta_a5_b5_M100_L6_p10_test,2670.187,2623.702,2549.632
beta_a5_b5_M200_L6_p10_train,5457.62,5332.34,5221.12
beta_a5_b5_M200_L6_p10_test,5354.888,5258.338,5103.619
beta_a5_b5_M20_L6_p10_train,516.7,520.51,509.32
beta_a5_b5_M20_L6_p10_test,526.729,532.077,514.995
beta_a5_b5_M500_L6_p10_train,13775.92,13211.21,12616.94
beta_a5_b5_M500_L6_p10_test,14112.776,13450.01,12849.13
beta_a5_b5_M50_L6_p10_train,1336.95,1332.45,1270.61
beta_a5_b5_M50_L6_p10_test,1305.322,1310.008,1277.513
binom_n100_p0p05_L6_p10_train,378.17,378.69,377.09
binom_n100_p0p05_L6_p10_test,372.479,373.98,371.63
binom_n100_p0p1_L6_p10_train,518.29,520.99,516.71
binom_n100_p0p1_L6_p10_test,517.141,517.545,510.839
binom_n100_p0p2_L6_p10_train,691.58,682.5,671.32
binom_n100_p0p2_L6_p10_test,713.661,702.468,695.193
binom_n100_p0p3_L6_p10_train,821.35,818.4,778.45
binom_n100_p0p3_L6_p10_test,825.986,820.982,775.282
binom_n100_p0p5_L6_p10_train,878.89,858.44,861.21
binom_n100_p0p5_L6_p10_test,901.637,885.545,881.393
binom_n100_p0p7_L6_p10_train,1167.62,799.11,844.06
binom_n100_p0p7_L6_p10_test,1169.975,832.097,865.33
binom_n100_p0p95_L6_p10_train,406.59,425.36,359.18
binom_n100_p0p95_L6_p10_test,415.596,438.316,366.816
binom_n100_p0p9_L6_p10_train,1531.18,531.21,623.86
binom_n100_p0p9_L6_p10_test,1530.028,516.241,610.099
binom_n200_p0p05_L6_p10_train,535.63,533.44,535.11
binom_n200_p0p05_L6_p10_test,539.511,539.646,533.868
binom_n200_p0p1_L6_p10_train,772.58,765.78,736.48
binom_n200_p0p1_L6_p10_test,745.034,730.825,713.172
binom_n200_p0p2_L6_p10_train,1272.24,1030.73,1067.47
binom_n200_p0p2_L6_p10_test,1189.752,1004.233,1027.918
binom_n200_p0p3_L6_p10_train,1176.79,1120.32,1124.46
binom_n200_p0p3_L6_p10_test,1215.651,1156.388,1129.343
binom_n200_p0p5_L6_p10_train,1736.55,1299.87,1295.08
binom_n200_p0p5_L6_p10_test,1774.327,1274.525,1251.404
binom_n200_p0p7_L6_p10_train,1375.67,1187.51,1366.03
binom_n200_p0p7_L6_p10_test,1411.186,1190.106,1364.434
binom_n200_p0p95_L6_p10_train,1019.28,1060.17,571.7
binom_n200_p0p95_L6_p10_test,1012.589,1063.482,554.708
binom_n200_p0p9_L6_p10_train,1230.14,816.95,937.79
binom_n200_p0p9_L6_p10_test,1234.622,830.79,910.764
binom_n20_p0p05_L6_p10_train,161.9,163.6,163.85
binom_n20_p0p05_L6_p10_test,163.458,164.887,165.322
binom_n20_p0p1_L6_p10_train,227.71,226.13,227.22
binom_n20_p0p1_L6_p10_test,230.019,225.146,227.176
binom_n20_p0p2_L6_p10_train,301.86,299.07,304.32
binom_n20_p0p2_L6_p10_test,298.557,298.618,300.626
binom_n20_p0p3_L6_p10_train,344.77,341.07,339.53
binom_n20_p0p3_L6_p10_test,351.52,351.281,347.267
binom_n20_p0p5_L6_p10_train,392.98,393.93,386.27
binom_n20_p0p5_L6_p10_test,382.97,390.52,380.2
binom_n20_p0p7_L6_p10_train,347.87,340.56,343.47
binom_n20_p0p7_L6_p10_test,354.849,348.288,347.249
binom_n20_p0p95_L6_p10_train,162.59,165.83,214.4
binom_n20_p0p95_L6_p10_test,160.801,165.405,199.844
binom_n20_p0p9_L6_p10_train,231.18,229.1,264.07
binom_n20_p0p9_L6_p10_test,227.883,228.494,264.296
binom_n400_p0p05_L6_p10_train,777.59,766.25,735.91
binom_n400_p0p05_L6_p10_test,773.07,758.796,736.37
binom_n400_p0p1_L6_p10_train,1133.76,1101.14,1068.99
binom_n400_p0p1_L6_p10_test,1092.127,1056.374,1035.217
binom_n400_p0p2_L6_p10_train,1538.01,1476.1,1567.51
binom_n400_p0p2_L6_p10_test,1487.567,1432.754,1545.424
binom_n400_p0p3_L6_p10_train,1599.96,1598.51,1629.55
binom_n400_p0p3_L6_p10_test,1655.047,1662.05,1688.658
binom_n400_p0p5_L6_p10_train,1856.27,1869.64,2193.85
binom_n400_p0p5_L6_p10_test,1784.494,1879.285,2178.206
binom_n400_p0p7_L6_p10_train,1987.59,1631.59,1994.52
binom_n400_p0p7_L6_p10_test,1999.63,1668.098,1996.994
binom_n400_p0p95_L6_p10_train,1132.67,1100.63,854.67
binom_n400_p0p95_L6_p10_test,1110.284,1123.192,851.181
binom_n400_p0p9_L6_p10_train,1206.29,1184.4,1055.02
binom_n400_p0p9_L6_p10_test,1142.496,1141.313,1008.741
binom_n50_p0p05_L6_p10_train,254.66,258.06,258.28
binom_n50_p0p05_L6_p10_test,265.883,267.657,263.367
binom_n50_p0p1_L6_p10_train,349.37,349.84,356.64
binom_n50_p0p1_L6_p10_test,360.7,367.881,359.317
binom_n50_p0p2_L6_p10_train,498.5,499.81,495.31
binom_n50_p0p2_L6_p10_test,485.737,485.341,477.382
binom_n50_p0p3_L6_p10_train,561.27,555.45,546.03
binom_n50_p0p3_L6_p10_test,554.388,558.862,545.247
binom_n50_p0p5_L6_p10_train,593.2,593.39,624.65
binom_n50_p0p5_L6_p10_test,617.078,615.704,651.664
binom_n50_p0p7_L6_p10_train,684.1,588.98,607.9
binom_n50_p0p7_L6_p10_test,694.484,561.634,597.121
binom_n50_p0p95_L6_p10_train,305.23,335.09,258.78
binom_n50_p0p95_L6_p10_test,320.212,327.375,258.668
binom_n50_p0p9_L6_p10_train,370.61,399.21,390.62
binom_n50_p0p9_L6_p10_test,378.763,408.423,392.493
binom_n800_p0p05_L6_p10_train,1145.77,1119.47,1149.84
binom_n800_p0p05_L6_p10_test,1108.392,1087.476,1112.689
binom_n800_p0p1_L6_p10_train,1536.33,1498.9,1461.11
binom_n800_p0p1_L6_p10_test,1547.649,1541.623,1448.375
binom_n800_p0p2_L6_p10_train,2014.95,1991.69,2075.75
binom_n800_p0p2_L6_p10_test,2044.326,2021.249,2098.223
binom_n800_p0p3_L6_p10_train,2247.44,2404.65,2334.36
binom_n800_p0p3_L6_p10_test,2352.469,2520.205,2378.798
binom_n800_p0p5_L6_p10_train,2581.84,2794.8,2747.89
binom_n800_p0p5_L6_p10_test,2582.182,2757.032,2741.596
binom_n800_p0p7_L6_p10_train,2372.13,2499.63,3340.45
binom_n800_p0p7_L6_p10_test,2384.334,2496.648,3400.396
binom_n800_p0p95_L6_p10_train,4933.6,1129.22,1267.07
binom_n800_p0p95_L6_p10_test,4907.668,1141.142,1310.84
binom_n800_p0p9_L6_p10_train,1612.97,1573.16,1739.26
binom_n800_p0p9_L6_p10_test,1626.118,1615.863,1827.067
cunif_a0_b100_L6_p10_train,4816.87,4814.22,4848.53
cunif_a0_b100_L6_p10_test,5025.195,5010.629,4964.476
cunif_a0_b200_L6_p10_train,9909.11,9922.42,9813.39
cunif_a0_b200_L6_p10_test,9993.937,10006.884,9897.5
cunif_a0_b400_L6_p10_train,20192.01,20154.04,19995.27
cunif_a0_b400_L6_p10_test,20231.285,20303.575,19884.409
cunif_a0_b50_L6_p10_train,2539.21,2530.1,2505.35
cunif_a0_b50_L6_p10_test,2460.765,2457.957,2442.925
cunif_a0_b800_L6_p10_train,40646.46,40690.08,40580.9
cunif_a0_b800_L6_p10_test,40042.848,39893.545,39210.057
cunif_a10_b100_L6_p10_train,4562.68,4508.92,4554.85
cunif_a10_b100_L6_p10_test,4555.102,4569.049,4511.072
cunif_a10_b200_L6_p10_train,9469.84,9467.7,9255.18
cunif_a10_b200_L6_p10_test,9671.806,9612.993,9476.258
cunif_a10_b400_L6_p10_train,20270.73,20083.94,19811.4
cunif_a10_b400_L6_p10_test,19640.313,19675.438,19426.959
cunif_a10_b50_L6_p10_train,2043.93,2030.73,2028.92
cunif_a10_b50_L6_p10_test,2033.966,2018.581,2008.661
cunif_a10_b800_L6_p10_train,39843.87,39858.59,39300.25
cunif_a10_b800_L6_p10_test,39561.325,39626.522,39089.742
cunif_a20_b100_L6_p10_train,3997.12,4000.33,3943.14
cunif_a20_b100_L6_p10_test,4051.604,4054.643,3998.49
cunif_a20_b200_L6_p10_train,9193.26,9069.41,8899.36
cunif_a20_b200_L6_p10_test,9195.682,9122.412,8992.572
cunif_a20_b400_L6_p10_train,19035.27,19063.56,18845.33
cunif_a20_b400_L6_p10_test,19278.27,19137.02,18877.354
cunif_a20_b50_L6_p10_train,1587.26,1533.1,1495.05
cunif_a20_b50_L6_p10_test,1591.485,1528.345,1496.77
cunif_a20_b800_L6_p10_train,38977.6,38971.62,38754.2
cunif_a20_b800_L6_p10_test,38603.892,38682.389,38550.901
cunif_a50_b100_L6_p10_train,2631.13,2623.67,2512.87
cunif_a50_b100_L6_p10_test,2572.678,2581.683,2465.518
cunif_a50_b200_L6_p10_train,7324.04,7311.7,7127.09
cunif_a50_b200_L6_p10_test,7679.504,7592.164,7423.442
cunif_a50_b400_L6_p10_train,17507.06,17509.42,17379.91
cunif_a50_b400_L6_p10_test,17562.015,17557.198,17293.297
cunif_a50_b800_L6_p10_train,37407.71,37248.52,36828.96
cunif_a50_b800_L6_p10_test,37986.608,37785.055,36970.144
dunif_L0_H100_L6_p10_train,5240.21,5239.14,5163.23
dunif_L0_H100_L6_p10_test,5011.07,5016.952,4963.279
dunif_L0_H200_L6_p10_train,10222.21,10216.36,10041.27
dunif_L0_H200_L6_p10_test,10126.244,10251.253,9996.38
dunif_L0_H20_L6_p10_train,1067.49,1065.71,1071.21
dunif_L0_H20_L6_p10_test,1061.169,1050.71,1043.76
dunif_L0_H400_L6_p10_train,19163.66,19230.12,18922.63
dunif_L0_H400_L6_p10_test,20317.598,20321.493,19982.818
dunif_L0_H50_L6_p10_train,2502.79,2500.59,2482.23
dunif_L0_H50_L6_p10_test,2560.826,2607.096,2518.967
dunif_L0_H800_L6_p10_train,41453.26,40349.72,40729.22
dunif_L0_H800_L6_p10_test,41095.647,40038.256,39340.499
dunif_L10_H100_L6_p10_train,4497.26,4484.48,4435.0
dunif_L10_H100_L6_p10_test,4634.685,4614.781,4566.411
dunif_L10_H200_L6_p10_train,10212.91,10177.71,9800.52
dunif_L10_H200_L6_p10_test,9620.537,9607.431,9450.658
dunif_L10_H20_L6_p10_train,535.97,544.74,519.97
dunif_L10_H20_L6_p10_test,554.059,564.294,545.382
dunif_L10_H400_L6_p10_train,19203.17,19078.37,18742.65
dunif_L10_H400_L6_p10_test,19682.475,19591.916,19379.777
dunif_L10_H50_L6_p10_train,2130.47,2139.12,2105.09
dunif_L10_H50_L6_p10_test,2043.301,2050.159,2020.229
dunif_L10_H800_L6_p10_train,39130.34,39068.91,38693.59
dunif_L10_H800_L6_p10_test,39777.008,39716.218,39270.872
