dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
beta_a0p5_b0p5_M100_L2_p10_train.json,beta_a0p5_b0p5_M100_L6_c1_2_train.json,2,1,10.0,100,50,49.9692,218,5229.77,45,7030.13
beta_a0p5_b0p5_M200_L2_p10_train.json,beta_a0p5_b0p5_M200_L6_c1_2_train.json,2,1,10.0,100,50,101.882,439,10189.24,91,13674.33
beta_a0p5_b0p5_M20_L2_p10_train.json,beta_a0p5_b0p5_M20_L6_c1_2_train.json,2,1,10.0,100,50,10.2508,44,1027.88,9,1325.17
beta_a0p5_b0p5_M500_L2_p10_train.json,beta_a0p5_b0p5_M500_L6_c1_2_train.json,2,1,10.0,100,50,247.6496,1042,25713.61,219,34574.17
beta_a0p5_b0p5_M50_L2_p10_train.json,beta_a0p5_b0p5_M50_L6_c1_2_train.json,2,1,10.0,100,50,24.6224,107,2606.36,22,3474.16
beta_a0p5_b10_M100_L2_p10_train.json,beta_a0p5_b10_M100_L6_c1_2_train.json,2,1,10.0,100,50,4.5358,22,932.58,3,1093.0
beta_a0p5_b10_M200_L2_p10_train.json,beta_a0p5_b10_M200_L6_c1_2_train.json,2,1,10.0,100,50,9.5332,45,1933.73,7,2134.5
beta_a0p5_b10_M20_L2_p10_train.json,beta_a0p5_b10_M20_L6_c1_2_train.json,2,1,10.0,100,50,0.9048,4,195.89,1,322.41
beta_a0p5_b10_M500_L2_p10_train.json,beta_a0p5_b10_M500_L6_c1_2_train.json,2,1,10.0,100,50,24.4006,117,4954.61,19,5454.63
beta_a0p5_b10_M50_L2_p10_train.json,beta_a0p5_b10_M50_L6_c1_2_train.json,2,1,10.0,100,50,2.3328,11,490.83,2,585.19
beta_a0p5_b1_M100_L2_p10_train.json,beta_a0p5_b1_M100_L6_c1_2_train.json,2,1,10.0,100,50,33.8352,156,4570.51,28,6118.28
beta_a0p5_b1_M200_L2_p10_train.json,beta_a0p5_b1_M200_L6_c1_2_train.json,2,1,10.0,100,50,67.4418,316,9084.72,58,11171.11
beta_a0p5_b1_M20_L2_p10_train.json,beta_a0p5_b1_M20_L6_c1_2_train.json,2,1,10.0,100,50,6.6232,31,901.25,6,1103.47
beta_a0p5_b1_M500_L2_p10_train.json,beta_a0p5_b1_M500_L6_c1_2_train.json,2,1,10.0,100,50,169.0286,771,22760.17,144,29079.24
beta_a0p5_b1_M50_L2_p10_train.json,beta_a0p5_b1_M50_L6_c1_2_train.json,2,1,10.0,100,50,16.7688,76,2277.35,14,2751.13
beta_a0p5_b2_M100_L2_p10_train.json,beta_a0p5_b2_M100_L6_c1_2_train.json,2,1,10.0,100,50,20.091,97,3345.1,17,3954.18
beta_a0p5_b2_M200_L2_p10_train.json,beta_a0p5_b2_M200_L6_c1_2_train.json,2,1,10.0,100,50,40.3442,193,6658.52,34,7585.63
beta_a0p5_b2_M20_L2_p10_train.json,beta_a0p5_b2_M20_L6_c1_2_train.json,2,1,10.0,100,50,4.0486,19,692.43,3,825.12
beta_a0p5_b2_M500_L2_p10_train.json,beta_a0p5_b2_M500_L6_c1_2_train.json,2,1,10.0,100,50,98.1354,469,16697.05,81,19026.11
beta_a0p5_b2_M50_L2_p10_train.json,beta_a0p5_b2_M50_L6_c1_2_train.json,2,1,10.0,100,50,10.2636,49,1622.81,9,1972.21
beta_a0p5_b5_M100_L2_p10_train.json,beta_a0p5_b5_M100_L6_c1_2_train.json,2,1,10.0,100,50,8.8364,42,1723.11,7,1884.14
beta_a0p5_b5_M200_L2_p10_train.json,beta_a0p5_b5_M200_L6_c1_2_train.json,2,1,10.0,100,50,18.2574,87,3533.24,15,4026.96
beta_a0p5_b5_M20_L2_p10_train.json,beta_a0p5_b5_M20_L6_c1_2_train.json,2,1,10.0,100,50,1.812,9,357.47,1,479.08
beta_a0p5_b5_M500_L2_p10_train.json,beta_a0p5_b5_M500_L6_c1_2_train.json,2,1,10.0,100,50,45.5204,213,8611.62,36,10067.96
beta_a0p5_b5_M50_L2_p10_train.json,beta_a0p5_b5_M50_L6_c1_2_train.json,2,1,10.0,100,50,4.474,21,870.46,3,1041.92
beta_a10_b0p5_M100_L2_p10_train.json,beta_a10_b0p5_M100_L6_c1_2_train.json,2,1,10.0,100,50,95.1946,296,910.25,94,1289.64
beta_a10_b0p5_M200_L2_p10_train.json,beta_a10_b0p5_M200_L6_c1_2_train.json,2,1,10.0,100,50,190.532,592,1783.23,189,2358.19
beta_a10_b0p5_M20_L2_p10_train.json,beta_a10_b0p5_M20_L6_c1_2_train.json,2,1,10.0,100,50,19.1162,59,188.12,19,252.7
beta_a10_b0p5_M500_L2_p10_train.json,beta_a10_b0p5_M500_L6_c1_2_train.json,2,1,10.0,100,50,475.961,1482,4536.98,472,6181.8
beta_a10_b0p5_M50_L2_p10_train.json,beta_a10_b0p5_M50_L6_c1_2_train.json,2,1,10.0,100,50,47.6254,148,457.97,47,636.79
beta_a10_b10_M100_L2_p10_train.json,beta_a10_b10_M100_L6_c1_2_train.json,2,1,10.0,100,50,49.8922,170,1701.52,49,2035.52
beta_a10_b10_M200_L2_p10_train.json,beta_a10_b10_M200_L6_c1_2_train.json,2,1,10.0,100,50,99.778,337,3363.97,97,4120.55
beta_a10_b10_M20_L2_p10_train.json,beta_a10_b10_M20_L6_c1_2_train.json,2,1,10.0,100,50,9.9636,34,343.01,10,496.0
beta_a10_b10_M500_L2_p10_train.json,beta_a10_b10_M500_L6_c1_2_train.json,2,1,10.0,100,50,249.632,843,8326.16,242,10070.27
beta_a10_b10_M50_L2_p10_train.json,beta_a10_b10_M50_L6_c1_2_train.json,2,1,10.0,100,50,25.1338,85,830.06,24,1029.28
beta_a10_b1_M100_L2_p10_train.json,beta_a10_b1_M100_L6_c1_2_train.json,2,1,10.0,100,50,91.1946,288,1202.95,90,1582.01
beta_a10_b1_M200_L2_p10_train.json,beta_a10_b1_M200_L6_c1_2_train.json,2,1,10.0,100,50,181.7454,575,2424.99,179,3177.41
beta_a10_b1_M20_L2_p10_train.json,beta_a10_b1_M20_L6_c1_2_train.json,2,1,10.0,100,50,18.1854,58,255.1,18,334.36
beta_a10_b1_M500_L2_p10_train.json,beta_a10_b1_M500_L6_c1_2_train.json,2,1,10.0,100,50,454.5368,1436,6084.78,449,7887.53
beta_a10_b1_M50_L2_p10_train.json,beta_a10_b1_M50_L6_c1_2_train.json,2,1,10.0,100,50,45.3924,144,619.29,45,834.95
beta_a10_b2_M100_L2_p10_train.json,beta_a10_b2_M100_L6_c1_2_train.json,2,1,10.0,100,50,83.1414,268,1558.58,82,2067.62
beta_a10_b2_M200_L2_p10_train.json,beta_a10_b2_M200_L6_c1_2_train.json,2,1,10.0,100,50,166.24,536,3110.28,163,4035.48
beta_a10_b2_M20_L2_p10_train.json,beta_a10_b2_M20_L6_c1_2_train.json,2,1,10.0,100,50,16.6326,54,309.31,16,445.24
beta_a10_b2_M500_L2_p10_train.json,beta_a10_b2_M500_L6_c1_2_train.json,2,1,10.0,100,50,416.0878,1339,7732.62,409,9831.18
beta_a10_b2_M50_L2_p10_train.json,beta_a10_b2_M50_L6_c1_2_train.json,2,1,10.0,100,50,41.5494,134,784.33,41,1035.86
beta_a10_b5_M100_L2_p10_train.json,beta_a10_b5_M100_L6_c1_2_train.json,2,1,10.0,100,50,66.5252,221,1791.92,65,2184.35
beta_a10_b5_M200_L2_p10_train.json,beta_a10_b5_M200_L6_c1_2_train.json,2,1,10.0,100,50,132.9112,441,3573.34,130,4468.85
