dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
beta_a10_b10_M20_L8_p2_train,170.0,168.91,168.9
beta_a10_b10_M20_L8_p2_test,165.861,165.278,165.113
beta_a10_b10_M500_L8_p2_train,4120.68,4126.07,4129.3
beta_a10_b10_M500_L8_p2_test,4130.909,4133.951,4139.7
beta_a10_b10_M50_L8_p2_train,405.71,406.62,408.38
beta_a10_b10_M50_L8_p2_test,414.939,414.909,420.517
beta_a10_b1_M100_L8_p2_train,683.59,680.47,726.39
beta_a10_b1_M100_L8_p2_test,722.704,720.349,717.005
beta_a10_b1_M200_L8_p2_train,1356.24,1357.53,1356.24
beta_a10_b1_M200_L8_p2_test,1394.642,1400.496,1394.642
beta_a10_b1_M20_L8_p2_train,150.56,150.56,151.67
beta_a10_b1_M20_L8_p2_test,151.909,151.909,150.547
beta_a10_b1_M500_L8_p2_train,3354.29,3360.32,3388.3
beta_a10_b1_M500_L8_p2_test,3447.663,3450.624,3471.979
beta_a10_b1_M50_L8_p2_train,358.83,359.18,359.96
beta_a10_b1_M50_L8_p2_test,349.296,356.264,359.389
beta_a10_b2_M100_L8_p2_train,857.41,850.33,855.77
beta_a10_b2_M100_L8_p2_test,834.021,835.997,846.443
beta_a10_b2_M200_L8_p2_train,1676.16,1705.86,1660.3
beta_a10_b2_M200_L8_p2_test,1689.836,1696.481,1671.099
beta_a10_b2_M20_L8_p2_train,163.53,162.78,169.92
beta_a10_b2_M20_L8_p2_test,169.867,170.157,174.163
beta_a10_b2_M500_L8_p2_train,4171.3,4175.04,4188.98
beta_a10_b2_M500_L8_p2_test,4136.23,4176.529,4190.318
beta_a10_b2_M50_L8_p2_train,421.4,423.95,457.49
beta_a10_b2_M50_L8_p2_test,418.789,422.268,461.572
beta_a10_b5_M100_L8_p2_train,888.98,892.23,896.84
beta_a10_b5_M100_L8_p2_test,917.116,920.34,923.471
beta_a10_b5_M200_L8_p2_train,1831.35,1847.27,1853.03
beta_a10_b5_M200_L8_p2_test,1830.747,1843.366,1859.673
beta_a10_b5_M20_L8_p2_train,190.93,189.73,190.65
beta_a10_b5_M20_L8_p2_test,187.969,186.28,188.1
beta_a10_b5_M500_L8_p2_train,4607.34,4601.7,4618.65
beta_a10_b5_M500_L8_p2_test,4575.098,4567.796,4595.109
beta_a10_b5_M50_L8_p2_train,470.61,468.98,482.41
beta_a10_b5_M50_L8_p2_test,464.986,459.837,470.284
beta_a1_b0p5_M100_L8_p2_train,2368.58,2365.4,2378.23
beta_a1_b0p5_M100_L8_p2_test,2424.225,2420.666,2420.735
beta_a1_b0p5_M200_L8_p2_train,4812.26,4802.86,4820.85
beta_a1_b0p5_M200_L8_p2_test,4861.431,4889.961,4886.542
beta_a1_b0p5_M20_L8_p2_train,479.41,479.38,482.16
beta_a1_b0p5_M20_L8_p2_test,494.402,494.167,503.969
beta_a1_b0p5_M500_L8_p2_train,11932.08,11878.27,11919.89
beta_a1_b0p5_M500_L8_p2_test,11991.197,11986.182,12048.458
beta_a1_b0p5_M50_L8_p2_train,1169.49,1169.21,1174.25
beta_a1_b0p5_M50_L8_p2_test,1204.371,1203.121,1200.675
beta_a1_b10_M100_L8_p2_train,532.44,532.1,535.37
beta_a1_b10_M100_L8_p2_test,540.644,540.995,544.312
beta_a1_b10_M200_L8_p2_train,1073.86,1072.39,1074.36
beta_a1_b10_M200_L8_p2_test,1084.126,1080.94,1083.123
beta_a1_b10_M20_L8_p2_train,108.48,108.52,108.96
beta_a1_b10_M20_L8_p2_test,109.996,109.965,110.431
beta_a1_b10_M500_L8_p2_train,2649.06,2646.51,2648.87
beta_a1_b10_M500_L8_p2_test,2677.982,2681.14,2684.004
beta_a1_b10_M50_L8_p2_train,272.04,272.52,274.35
beta_a1_b10_M50_L8_p2_test,271.141,270.952,272.3
beta_a1_b1_M100_L8_p2_train,2182.12,2177.69,2181.2
beta_a1_b1_M100_L8_p2_test,2234.223,2229.589,2229.7
beta_a1_b1_M200_L8_p2_train,4363.49,4358.47,4347.78
beta_a1_b1_M200_L8_p2_test,4467.919,4457.995,4463.124
beta_a1_b1_M20_L8_p2_train,437.39,437.58,438.94
beta_a1_b1_M20_L8_p2_test,447.33,448.453,450.268
beta_a1_b1_M500_L8_p2_train,10859.53,10866.11,10876.39
beta_a1_b1_M500_L8_p2_test,11178.232,11198.315,11201.504
beta_a1_b1_M50_L8_p2_train,1127.34,1126.85,1127.15
beta_a1_b1_M50_L8_p2_test,1107.812,1105.957,1109.768
beta_a1_b2_M100_L8_p2_train,1686.89,1685.82,1689.89
beta_a1_b2_M100_L8_p2_test,1689.632,1689.909,1694.046
beta_a1_b2_M200_L8_p2_train,3417.12,3417.71,3418.88
beta_a1_b2_M200_L8_p2_test,3398.395,3398.182,3406.684
beta_a1_b2_M20_L8_p2_train,348.23,348.04,350.51
beta_a1_b2_M20_L8_p2_test,341.635,341.914,346.353
beta_a1_b2_M500_L8_p2_train,8543.96,8531.68,8541.41
beta_a1_b2_M500_L8_p2_test,8562.823,8546.488,8564.72
beta_a1_b2_M50_L8_p2_train,831.66,832.05,837.33
beta_a1_b2_M50_L8_p2_test,852.523,853.474,854.849
beta_a1_b5_M100_L8_p2_train,979.78,978.52,980.33
beta_a1_b5_M100_L8_p2_test,955.398,954.715,957.166
beta_a1_b5_M200_L8_p2_train,1852.26,1851.63,1854.54
beta_a1_b5_M200_L8_p2_test,1899.4,1899.708,1901.468
beta_a1_b5_M20_L8_p2_train,189.07,188.97,189.4
beta_a1_b5_M20_L8_p2_test,192.387,192.61,192.465
beta_a1_b5_M500_L8_p2_train,4708.24,4703.13,4704.96
beta_a1_b5_M500_L8_p2_test,4727.989,4725.013,4723.239
beta_a1_b5_M50_L8_p2_train,477.19,476.84,476.96
beta_a1_b5_M50_L8_p2_test,470.776,470.256,470.846
beta_a2_b0p5_M100_L8_p2_train,1728.9,1727.75,1739.02
beta_a2_b0p5_M100_L8_p2_test,1767.299,1764.01,1779.86
beta_a2_b0p5_M200_L8_p2_train,3594.1,3586.01,3575.5
beta_a2_b0p5_M200_L8_p2_test,3521.661,3519.539,3530.543
beta_a2_b0p5_M20_L8_p2_train,356.15,356.3,374.48
beta_a2_b0p5_M20_L8_p2_test,353.483,354.598,370.609
beta_a2_b0p5_M500_L8_p2_train,9282.08,9245.95,9256.33
beta_a2_b0p5_M500_L8_p2_test,8912.068,8943.182,8948.254
beta_a2_b0p5_M50_L8_p2_train,922.04,921.8,922.29
beta_a2_b0p5_M50_L8_p2_test,901.909,898.349,896.491
beta_a2_b10_M100_L8_p2_train,698.1,696.78,698.1
beta_a2_b10_M100_L8_p2_test,727.711,727.017,728.152
beta_a2_b10_M200_L8_p2_train,1461.15,1460.88,1467.38
beta_a2_b10_M200_L8_p2_test,1436.974,1436.884,1436.919
beta_a2_b10_M20_L8_p2_train,154.99,158.26,160.9
beta_a2_b10_M20_L8_p2_test,148.403,150.84,154.468
beta_a2_b10_M500_L8_p2_train,3608.24,3614.2,3598.36
beta_a2_b10_M500_L8_p2_test,3576.544,3589.564,3578.952
beta_a2_b10_M50_L8_p2_train,361.38,361.87,360.73
beta_a2_b10_M50_L8_p2_test,360.514,360.72,362.021
beta_a2_b1_M100_L8_p2_train,1875.97,1869.85,1884.78
beta_a2_b1_M100_L8_p2_test,1871.471,1886.144,1869.166
beta_a2_b1_M200_L8_p2_train,3691.01,3696.3,3724.91
beta_a2_b1_M200_L8_p2_test,3751.38,3755.725,3775.376
beta_a2_b1_M20_L8_p2_train,368.09,367.98,370.77
beta_a2_b1_M20_L8_p2_test,375.359,374.998,377.224
beta_a2_b1_M500_L8_p2_train,9140.35,9146.91,9147.74
beta_a2_b1_M500_L8_p2_test,9483.119,9489.027,9524.421
beta_a2_b1_M50_L8_p2_train,950.26,950.64,949.12
beta_a2_b1_M50_L8_p2_test,941.075,941.627,945.484
beta_a2_b2_M100_L8_p2_train,1692.38,1687.65,1699.82
beta_a2_b2_M100_L8_p2_test,1696.739,1692.67,1695.991
beta_a2_b2_M200_L8_p2_train,3333.71,3332.95,3352.1
beta_a2_b2_M200_L8_p2_test,3399.944,3420.666,3409.759
beta_a2_b2_M20_L8_p2_train,336.86,336.16,338.88
beta_a2_b2_M20_L8_p2_test,342.542,341.656,341.499
beta_a2_b2_M500_L8_p2_train,8502.24,8503.94,8544.95
beta_a2_b2_M500_L8_p2_test,8619.632,8599.568,8618.301
beta_a2_b2_M50_L8_p2_train,848.5,849.92,852.2
beta_a2_b2_M50_L8_p2_test,855.356,855.389,856.004
beta_a2_b5_M100_L8_p2_train,1130.75,1129.36,1131.81
beta_a2_b5_M100_L8_p2_test,1153.377,1152.016,1154.759
beta_a2_b5_M200_L8_p2_train,2299.89,2297.2,2296.88
beta_a2_b5_M200_L8_p2_test,2300.848,2302.294,2309.036
beta_a2_b5_M20_L8_p2_train,220.83,220.49,222.8
beta_a2_b5_M20_L8_p2_test,236.803,236.639,237.824
beta_a2_b5_M500_L8_p2_train,5715.5,5726.32,5730.07
beta_a2_b5_M500_L8_p2_test,5721.489,5758.91,5716.347
beta_a2_b5_M50_L8_p2_train,562.81,563.08,562.4
beta_a2_b5_M50_L8_p2_test,578.689,579.685,581.049
beta_a5_b0p5_M100_L8_p2_train,960.56,961.25,949.34
beta_a5_b0p5_M100_L8_p2_test,952.84,953.269,945.404
beta_a5_b0p5_M200_L8_p2_train,1934.71,1924.04,1943.18
beta_a5_b0p5_M200_L8_p2_test,1910.222,1891.442,1910.996
beta_a5_b0p5_M20_L8_p2_train,193.19,193.25,196.17
beta_a5_b0p5_M20_L8_p2_test,194.385,193.817,196.198
beta_a5_b0p5_M500_L8_p2_train,4830.13,4833.02,4856.04
beta_a5_b0p5_M500_L8_p2_test,4735.283,4753.449,4750.399
beta_a5_b0p5_M50_L8_p2_train,465.18,461.22,486.58
beta_a5_b0p5_M50_L8_p2_test,489.601,483.423,505.359
beta_a5_b10_M100_L8_p2_train,879.99,877.96,892.36
beta_a5_b10_M100_L8_p2_test,866.797,869.401,886.263
beta_a5_b10_M200_L8_p2_train,1673.05,1670.51,1675.71
beta_a5_b10_M200_L8_p2_test,1742.301,1750.692,1742.588
beta_a5_b10_M20_L8_p2_train,174.4,175.03,175.99
beta_a5_b10_M20_L8_p2_test,178.047,177.68,180.015
beta_a5_b10_M500_L8_p2_train,4348.78,4355.59,4435.95
beta_a5_b10_M500_L8_p2_test,4370.68,4371.302,4430.368
beta_a5_b10_M50_L8_p2_train,419.29,419.13,422.87
beta_a5_b10_M50_L8_p2_test,440.77,438.696,438.315
beta_a5_b1_M100_L8_p2_train,1128.63,1132.8,1122.84
beta_a5_b1_M100_L8_p2_test,1145.415,1147.499,1142.611
beta_a5_b1_M200_L8_p2_train,2420.05,2350.56,2398.28
beta_a5_b1_M200_L8_p2_test,2375.346,2320.629,2348.298
beta_a5_b1_M20_L8_p2_train,238.2,231.94,239.9
beta_a5_b1_M20_L8_p2_test,238.835,237.074,241.59
beta_a5_b1_M500_L8_p2_train,5799.46,5797.29,5806.97
beta_a5_b1_M500_L8_p2_test,5819.317,5839.32,5791.895
beta_a5_b1_M50_L8_p2_train,584.16,571.39,581.18
beta_a5_b1_M50_L8_p2_test,584.966,577.366,583.915
beta_a5_b2_M100_L8_p2_train,1262.22,1263.26,1263.26
beta_a5_b2_M100_L8_p2_test,1275.945,1277.762,1277.762
beta_a5_b2_M200_L8_p2_train,2582.87,2590.39,2596.13
beta_a5_b2_M200_L8_p2_test,2527.24,2538.745,2561.029
beta_a5_b2_M20_L8_p2_train,254.57,254.52,253.67
beta_a5_b2_M20_L8_p2_test,255.572,255.397,256.895
beta_a5_b2_M500_L8_p2_train,6338.59,6337.96,6351.01
beta_a5_b2_M500_L8_p2_test,6342.26,6344.249,6343.793
beta_a5_b2_M50_L8_p2_train,631.41,629.76,646.28
beta_a5_b2_M50_L8_p2_test,636.573,634.906,653.702
beta_a5_b5_M100_L8_p2_train,1134.34,1127.31,1127.64
beta_a5_b5_M100_L8_p2_test,1154.513,1148.137,1151.873
beta_a5_b5_M200_L8_p2_train,2322.23,2328.34,2332.36
beta_a5_b5_M200_L8_p2_test,2287.028,2297.07,2295.377
beta_a5_b5_M20_L8_p2_train,226.47,226.93,228.72
beta_a5_b5_M20_L8_p2_test,231.43,231.869,232.447
beta_a5_b5_M500_L8_p2_train,5531.69,5534.93,5548.0
beta_a5_b5_M500_L8_p2_test,5734.163,5727.409,5719.816
beta_a5_b5_M50_L8_p2_train,576.79,571.39,573.95
beta_a5_b5_M50_L8_p2_test,570.443,568.974,576.157
binom_n100_p0p05_L8_p2_train,161.63,162.49,162.86
binom_n100_p0p05_L8_p2_test,158.47,159.437,158.765
binom_n100_p0p1_L8_p2_train,228.46,224.26,224.19
binom_n100_p0p1_L8_p2_test,231.117,222.951,224.498
binom_n100_p0p2_L8_p2_train,294.6,294.87,295.56
binom_n100_p0p2_L8_p2_test,302.84,303.185,304.254
binom_n100_p0p3_L8_p2_train,341.92,339.33,356.62
binom_n100_p0p3_L8_p2_test,342.054,341.434,358.105
binom_n100_p0p5_L8_p2_train,391.0,372.42,391.0
binom_n100_p0p5_L8_p2_test,395.838,379.189,395.838
binom_n100_p0p7_L8_p2_train,352.92,340.28,342.43
binom_n100_p0p7_L8_p2_test,359.088,349.84,350.186
binom_n100_p0p95_L8_p2_train,243.15,217.13,217.13
binom_n100_p0p95_L8_p2_test,248.924,220.803,220.803
binom_n100_p0p9_L8_p2_train,323.58,235.53,254.02
binom_n100_p0p9_L8_p2_test,322.724,234.593,251.315
binom_n200_p0p05_L8_p2_train,244.82,234.31,236.94
binom_n200_p0p05_L8_p2_test,246.914,231.688,235.939
binom_n200_p0p1_L8_p2_train,320.26,321.47,320.46
binom_n200_p0p1_L8_p2_test,313.958,315.396,314.132
binom_n200_p0p2_L8_p2_train,435.84,436.04,437.05
binom_n200_p0p2_L8_p2_test,426.128,426.451,428.837
binom_n200_p0p3_L8_p2_train,484.69,484.16,485.46
binom_n200_p0p3_L8_p2_test,481.951,481.579,483.116
binom_n200_p0p5_L8_p2_train,560.02,557.71,558.96
binom_n200_p0p5_L8_p2_test,544.185,534.255,551.269
binom_n200_p0p7_L8_p2_train,538.86,488.21,512.23
binom_n200_p0p7_L8_p2_test,533.465,496.606,522.233
binom_n200_p0p95_L8_p2_train,280.58,258.49,306.65
binom_n200_p0p95_L8_p2_test,276.0,256.77,300.972
binom_n200_p0p9_L8_p2_train,496.73,324.33,324.26
binom_n200_p0p9_L8_p2_test,506.24,320.462,320.844
binom_n20_p0p05_L8_p2_train,74.11,69.27,73.76
binom_n20_p0p05_L8_p2_test,73.51,69.749,73.363
binom_n20_p0p1_L8_p2_train,101.53,104.59,108.27
binom_n20_p0p1_L8_p2_test,101.521,104.953,106.952
binom_n20_p0p2_L8_p2_train,129.33,129.33,130.46
binom_n20_p0p2_L8_p2_test,132.563,132.563,133.91
binom_n20_p0p3_L8_p2_train,148.35,148.74,149.58
binom_n20_p0p3_L8_p2_test,151.729,151.943,152.437
binom_n20_p0p5_L8_p2_train,172.98,171.78,172.15
binom_n20_p0p5_L8_p2_test,169.463,169.241,169.023
binom_n20_p0p7_L8_p2_train,152.73,152.26,152.73
binom_n20_p0p7_L8_p2_test,157.528,156.692,157.521
binom_n20_p0p95_L8_p2_train,94.68,91.36,106.47
binom_n20_p0p95_L8_p2_test,92.328,90.611,108.328
binom_n20_p0p9_L8_p2_train,117.7,117.7,121.44
binom_n20_p0p9_L8_p2_test,117.22,117.22,119.956
binom_n400_p0p05_L8_p2_train,327.85,328.21,328.48
binom_n400_p0p05_L8_p2_test,322.695,322.218,323.561
binom_n400_p0p1_L8_p2_train,459.05,460.24,462.59
binom_n400_p0p1_L8_p2_test,449.654,450.703,453.147
binom_n400_p0p2_L8_p2_train,613.98,611.33,621.0
binom_n400_p0p2_L8_p2_test,598.584,601.869,598.439
binom_n400_p0p3_L8_p2_train,686.94,681.84,682.15
binom_n400_p0p3_L8_p2_test,703.43,695.522,696.073
binom_n400_p0p5_L8_p2_train,766.61,756.59,765.78
binom_n400_p0p5_L8_p2_test,759.068,764.507,757.708
binom_n400_p0p7_L8_p2_train,696.72,699.55,742.07
binom_n400_p0p7_L8_p2_test,689.318,693.785,725.67
binom_n400_p0p95_L8_p2_train,441.21,333.06,372.33
binom_n400_p0p95_L8_p2_test,437.343,338.419,371.562
binom_n400_p0p9_L8_p2_train,559.21,477.32,2141.87
binom_n400_p0p9_L8_p2_test,563.832,469.103,2145.778
binom_n50_p0p05_L8_p2_train,107.42,107.65,107.75
binom_n50_p0p05_L8_p2_test,112.546,112.706,112.609
binom_n50_p0p1_L8_p2_train,150.24,150.22,151.64
binom_n50_p0p1_L8_p2_test,157.08,157.659,157.42
binom_n50_p0p2_L8_p2_train,215.44,214.56,214.36
binom_n50_p0p2_L8_p2_test,210.246,215.135,210.49
binom_n50_p0p3_L8_p2_train,245.75,244.59,248.47
binom_n50_p0p3_L8_p2_test,242.949,245.18,247.677
binom_n50_p0p5_L8_p2_train,264.47,261.03,264.71
binom_n50_p0p5_L8_p2_test,272.818,273.4,274.733
binom_n50_p0p7_L8_p2_train,280.34,260.11,260.11
binom_n50_p0p7_L8_p2_test,263.996,260.407,260.407
binom_n50_p0p95_L8_p2_train,233.93,122.04,123.02
binom_n50_p0p95_L8_p2_test,236.192,122.5,122.707
binom_n50_p0p9_L8_p2_train,216.25,161.33,161.33
binom_n50_p0p9_L8_p2_test,218.707,164.851,164.851
binom_n800_p0p05_L8_p2_train,475.29,475.35,474.98
binom_n800_p0p05_L8_p2_test,461.627,463.704,463.392
binom_n800_p0p1_L8_p2_train,633.8,634.01,659.54
binom_n800_p0p1_L8_p2_test,644.322,644.865,671.746
binom_n800_p0p2_L8_p2_train,851.28,848.6,852.54
binom_n800_p0p2_L8_p2_test,848.582,855.663,849.896
binom_n800_p0p3_L8_p2_train,953.27,966.45,957.19
binom_n800_p0p3_L8_p2_test,980.507,998.963,975.685
binom_n800_p0p5_L8_p2_train,1056.73,1053.39,1771.44
binom_n800_p0p5_L8_p2_test,1086.186,1078.171,1754.432
binom_n800_p0p7_L8_p2_train,1030.95,993.27,1001.02
binom_n800_p0p7_L8_p2_test,1027.783,984.895,996.54
binom_n800_p0p95_L8_p2_train,502.11,497.4,573.64
binom_n800_p0p95_L8_p2_test,490.61,490.067,566.61
binom_n800_p0p9_L8_p2_train,716.32,703.58,735.46
binom_n800_p0p9_L8_p2_test,727.351,710.114,723.873
cunif_a0_b100_L8_p2_train,2215.37,2215.01,2216.85
cunif_a0_b100_L8_p2_test,2239.436,2234.249,2239.495
cunif_a0_b200_L8_p2_train,4399.09,4394.87,4434.54
cunif_a0_b200_L8_p2_test,4427.198,4437.94,4457.504
cunif_a0_b400_L8_p2_train,8818.37,8813.94,8844.22
cunif_a0_b400_L8_p2_test,8900.265,8896.377,8938.084
cunif_a0_b50_L8_p2_train,1119.17,1119.71,1122.38
cunif_a0_b50_L8_p2_test,1102.518,1103.953,1111.69
cunif_a0_b800_L8_p2_train,17727.35,17730.98,17874.23
cunif_a0_b800_L8_p2_test,17794.027,17782.852,17800.233
cunif_a10_b100_L8_p2_train,2040.43,2032.61,2038.5
cunif_a10_b100_L8_p2_test,2008.912,2016.778,2012.364
cunif_a10_b200_L8_p2_train,4221.62,4223.11,4209.55
cunif_a10_b200_L8_p2_test,4261.466,4261.736,4249.228
cunif_a10_b400_L8_p2_train,8890.08,8865.28,8846.17
cunif_a10_b400_L8_p2_test,8717.902,8692.098,8717.225
cunif_a10_b50_L8_p2_train,895.23,895.62,900.5
cunif_a10_b50_L8_p2_test,887.865,888.701,892.421
cunif_a10_b800_L8_p2_train,17497.68,17410.22,17494.11
cunif_a10_b800_L8_p2_test,17480.933,17470.793,17477.119
cunif_a20_b100_L8_p2_train,1813.65,1813.02,1820.78
cunif_a20_b100_L8_p2_test,1773.242,1774.298,1773.487
cunif_a20_b200_L8_p2_train,3976.41,3953.1,3948.48
cunif_a20_b200_L8_p2_test,4065.342,4024.649,4015.123
cunif_a20_b400_L8_p2_train,8534.91,8531.73,8565.05
cunif_a20_b400_L8_p2_test,8454.471,8460.246,8478.076
cunif_a20_b50_L8_p2_train,661.35,660.84,661.35
cunif_a20_b50_L8_p2_test,667.888,667.018,667.888
cunif_a20_b800_L8_p2_train,17391.82,17409.46,17435.09
cunif_a20_b800_L8_p2_test,17212.57,17188.54,17171.739
cunif_a50_b100_L8_p2_train,1107.57,1107.94,1106.43
cunif_a50_b100_L8_p2_test,1099.255,1100.089,1103.023
cunif_a50_b200_L8_p2_train,3277.65,3274.73,3276.35
cunif_a50_b200_L8_p2_test,3335.817,3335.997,3343.706
cunif_a50_b400_L8_p2_train,7795.6,7789.98,7787.45
cunif_a50_b400_L8_p2_test,7787.845,7783.207,7789.53
cunif_a50_b800_L8_p2_train,16509.09,16506.69,16559.42
cunif_a50_b800_L8_p2_test,16624.499,16622.982,16634.433
dunif_L0_H100_L8_p2_train,2277.86,2277.95,2288.03
dunif_L0_H100_L8_p2_test,2228.813,2229.293,2229.874
dunif_L0_H200_L8_p2_train,4410.34,4403.81,4413.27
dunif_L0_H200_L8_p2_test,4490.911,4496.375,4517.439
dunif_L0_H20_L8_p2_train,464.6,464.6,467.76
dunif_L0_H20_L8_p2_test,465.008,464.288,465.824
dunif_L0_H400_L8_p2_train,8616.09,8628.33,8608.68
dunif_L0_H400_L8_p2_test,8998.58,9026.706,8994.351
dunif_L0_H50_L8_p2_train,1107.08,1104.19,1110.1
dunif_L0_H50_L8_p2_test,1141.212,1140.458,1145.459
dunif_L0_H800_L8_p2_train,18065.92,18077.56,18193.25
dunif_L0_H800_L8_p2_test,17810.446,17820.817,17816.69
dunif_L10_H100_L8_p2_train,1987.11,1986.72,1984.66
dunif_L10_H100_L8_p2_test,2024.28,2027.093,2026.289
dunif_L10_H200_L8_p2_train,4377.12,4379.69,4378.0
dunif_L10_H200_L8_p2_test,4255.097,4230.395,4264.042
dunif_L10_H20_L8_p2_train,237.18,238.11,245.71
dunif_L10_H20_L8_p2_test,245.206,245.637,253.977
dunif_L10_H400_L8_p2_train,8608.51,8597.04,8584.91
dunif_L10_H400_L8_p2_test,8676.496,8649.6,8681.472
dunif_L10_H50_L8_p2_train,940.13,941.68,939.96
dunif_L10_H50_L8_p2_test,913.419,913.617,914.879
dunif_L10_H800_L8_p2_train,17584.21,17534.17,17582.37
dunif_L10_H800_L8_p2_test,17464.582,17464.942,17501.263
dunif_L20_H100_L8_p2_train,1774.77,1774.68,1778.04
dunif_L20_H100_L8_p2_test,1805.489,1812.77,1808.994
dunif_L20_H200_L8_p2_train,4112.29,4111.36,4104.73
dunif_L20_H200_L8_p2_test,3978.058,3995.821,4040.774
dunif_L20_H400_L8_p2_train,8289.66,8288.74,8301.9
dunif_L20_H400_L8_p2_test,8460.326,8477.2,8473.693
dunif_L20_H50_L8_p2_train,693.85,694.04,703.17
dunif_L20_H50_L8_p2_test,683.832,686.36,701.59
dunif_L20_H800_L8_p2_train,17161.14,17168.88,17188.98
