dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
beta_a0p5_b0p5_M100_L2_p6_train.json,beta_a0p5_b0p5_M100_L6_c1_2_train.json,2,1,6.0,100,50,49.9692,195,4526.36,41,5330.43
beta_a0p5_b0p5_M200_L2_p6_train.json,beta_a0p5_b0p5_M200_L6_c1_2_train.json,2,1,6.0,100,50,101.882,397,8855.12,85,10518.44
beta_a0p5_b0p5_M20_L2_p6_train.json,beta_a0p5_b0p5_M20_L6_c1_2_train.json,2,1,6.0,100,50,10.2508,40,898.03,9,1028.77
beta_a0p5_b0p5_M500_L2_p6_train.json,beta_a0p5_b0p5_M500_L6_c1_2_train.json,2,1,6.0,100,50,247.6496,968,22150.51,202,26071.59
beta_a0p5_b0p5_M50_L2_p6_train.json,beta_a0p5_b0p5_M50_L6_c1_2_train.json,2,1,6.0,100,50,24.6224,96,2255.56,21,2667.15
beta_a0p5_b10_M100_L2_p6_train.json,beta_a0p5_b10_M100_L6_c1_2_train.json,2,1,6.0,100,50,4.5358,17,732.22,3,762.68
beta_a0p5_b10_M200_L2_p6_train.json,beta_a0p5_b10_M200_L6_c1_2_train.json,2,1,6.0,100,50,9.5332,35,1513.05,7,1568.74
beta_a0p5_b10_M20_L2_p6_train.json,beta_a0p5_b10_M20_L6_c1_2_train.json,2,1,6.0,100,50,0.9048,3,153.56,0,271.44
beta_a0p5_b10_M500_L2_p6_train.json,beta_a0p5_b10_M500_L6_c1_2_train.json,2,1,6.0,100,50,24.4006,90,3890.14,17,4017.65
beta_a0p5_b10_M50_L2_p6_train.json,beta_a0p5_b10_M50_L6_c1_2_train.json,2,1,6.0,100,50,2.3328,8,378.11,1,452.59
beta_a0p5_b1_M100_L2_p6_train.json,beta_a0p5_b1_M100_L6_c1_2_train.json,2,1,6.0,100,50,33.8352,134,3864.22,26,4561.81
beta_a0p5_b1_M200_L2_p6_train.json,beta_a0p5_b1_M200_L6_c1_2_train.json,2,1,6.0,100,50,67.4418,270,7722.07,53,8458.51
beta_a0p5_b1_M20_L2_p6_train.json,beta_a0p5_b1_M20_L6_c1_2_train.json,2,1,6.0,100,50,6.6232,26,760.27,5,834.79
beta_a0p5_b1_M500_L2_p6_train.json,beta_a0p5_b1_M500_L6_c1_2_train.json,2,1,6.0,100,50,169.0286,666,19171.32,129,21779.8
beta_a0p5_b1_M50_L2_p6_train.json,beta_a0p5_b1_M50_L6_c1_2_train.json,2,1,6.0,100,50,16.7688,66,1909.14,13,2067.25
beta_a0p5_b2_M100_L2_p6_train.json,beta_a0p5_b2_M100_L6_c1_2_train.json,2,1,6.0,100,50,20.091,79,2749.69,15,2957.92
beta_a0p5_b2_M200_L2_p6_train.json,beta_a0p5_b2_M200_L6_c1_2_train.json,2,1,6.0,100,50,40.3442,158,5457.65,30,5708.86
beta_a0p5_b2_M20_L2_p6_train.json,beta_a0p5_b2_M20_L6_c1_2_train.json,2,1,6.0,100,50,4.0486,16,563.06,3,589.56
beta_a0p5_b2_M500_L2_p6_train.json,beta_a0p5_b2_M500_L6_c1_2_train.json,2,1,6.0,100,50,98.1354,385,13660.61,73,14170.45
beta_a0p5_b2_M50_L2_p6_train.json,beta_a0p5_b2_M50_L6_c1_2_train.json,2,1,6.0,100,50,10.2636,40,1334.51,8,1462.77
beta_a0p5_b5_M100_L2_p6_train.json,beta_a0p5_b5_M100_L6_c1_2_train.json,2,1,6.0,100,50,8.8364,33,1361.16,6,1416.76
beta_a0p5_b5_M200_L2_p6_train.json,beta_a0p5_b5_M200_L6_c1_2_train.json,2,1,6.0,100,50,18.2574,67,2792.59,12,2944.69
beta_a0p5_b5_M20_L2_p6_train.json,beta_a0p5_b5_M20_L6_c1_2_train.json,2,1,6.0,100,50,1.812,7,281.64,1,312.56
beta_a0p5_b5_M500_L2_p6_train.json,beta_a0p5_b5_M500_L6_c1_2_train.json,2,1,6.0,100,50,45.5204,169,6793.59,31,7383.52
beta_a0p5_b5_M50_L2_p6_train.json,beta_a0p5_b5_M50_L6_c1_2_train.json,2,1,6.0,100,50,4.474,17,691.92,3,723.4
beta_a10_b0p5_M100_L2_p6_train.json,beta_a10_b0p5_M100_L6_c1_2_train.json,2,1,6.0,100,50,95.1946,294,867.08,94,1002.2
beta_a10_b0p5_M200_L2_p6_train.json,beta_a10_b0p5_M200_L6_c1_2_train.json,2,1,6.0,100,50,190.532,589,1702.67,188,1871.41
beta_a10_b0p5_M20_L2_p6_train.json,beta_a10_b0p5_M20_L6_c1_2_train.json,2,1,6.0,100,50,19.1162,59,173.08,19,211.26
beta_a10_b0p5_M500_L2_p6_train.json,beta_a10_b0p5_M500_L6_c1_2_train.json,2,1,6.0,100,50,475.961,1472,4336.35,469,4869.47
beta_a10_b0p5_M50_L2_p6_train.json,beta_a10_b0p5_M50_L6_c1_2_train.json,2,1,6.0,100,50,47.6254,147,435.21,47,490.03
beta_a10_b10_M100_L2_p6_train.json,beta_a10_b10_M100_L6_c1_2_train.json,2,1,6.0,100,50,49.8922,163,1477.13,48,1563.44
beta_a10_b10_M200_L2_p6_train.json,beta_a10_b10_M200_L6_c1_2_train.json,2,1,6.0,100,50,99.778,324,2893.66,95,3165.35
beta_a10_b10_M20_L2_p6_train.json,beta_a10_b10_M20_L6_c1_2_train.json,2,1,6.0,100,50,9.9636,32,295.78,9,369.12
beta_a10_b10_M500_L2_p6_train.json,beta_a10_b10_M500_L6_c1_2_train.json,2,1,6.0,100,50,249.632,811,7206.08,238,7776.81
beta_a10_b10_M50_L2_p6_train.json,beta_a10_b10_M50_L6_c1_2_train.json,2,1,6.0,100,50,25.1338,82,720.06,24,764.56
beta_a10_b1_M100_L2_p6_train.json,beta_a10_b1_M100_L6_c1_2_train.json,2,1,6.0,100,50,91.1946,285,1115.99,89,1227.45
beta_a10_b1_M200_L2_p6_train.json,beta_a10_b1_M200_L6_c1_2_train.json,2,1,6.0,100,50,181.7454,567,2241.7,178,2438.61
beta_a10_b1_M20_L2_p6_train.json,beta_a10_b1_M20_L6_c1_2_train.json,2,1,6.0,100,50,18.1854,57,233.48,18,276.28
beta_a10_b1_M500_L2_p6_train.json,beta_a10_b1_M500_L6_c1_2_train.json,2,1,6.0,100,50,454.5368,1420,5620.48,445,6080.49
beta_a10_b1_M50_L2_p6_train.json,beta_a10_b1_M50_L6_c1_2_train.json,2,1,6.0,100,50,45.3924,142,571.49,44,668.64
beta_a10_b2_M100_L2_p6_train.json,beta_a10_b2_M100_L6_c1_2_train.json,2,1,6.0,100,50,83.1414,263,1402.97,81,1593.38
beta_a10_b2_M200_L2_p6_train.json,beta_a10_b2_M200_L6_c1_2_train.json,2,1,6.0,100,50,166.24,526,2798.47,161,3098.87
beta_a10_b2_M20_L2_p6_train.json,beta_a10_b2_M20_L6_c1_2_train.json,2,1,6.0,100,50,16.6326,53,279.69,16,310.36
beta_a10_b2_M500_L2_p6_train.json,beta_a10_b2_M500_L6_c1_2_train.json,2,1,6.0,100,50,416.0878,1313,6937.3,405,7632.87
beta_a10_b2_M50_L2_p6_train.json,beta_a10_b2_M50_L6_c1_2_train.json,2,1,6.0,100,50,41.5494,132,706.99,40,789.78
beta_a10_b5_M100_L2_p6_train.json,beta_a10_b5_M100_L6_c1_2_train.json,2,1,6.0,100,50,66.5252,213,1557.46,64,1674.35
beta_a10_b5_M200_L2_p6_train.json,beta_a10_b5_M200_L6_c1_2_train.json,2,1,6.0,100,50,132.9112,428,3140.97,128,3442.17
beta_a10_b5_M20_L2_p6_train.json,beta_a10_b5_M20_L6_c1_2_train.json,2,1,6.0,100,50,13.273,43,321.73,13,387.46
beta_a10_b5_M500_L2_p6_train.json,beta_a10_b5_M500_L6_c1_2_train.json,2,1,6.0,100,50,333.1118,1066,7824.46,319,8712.39
beta_a10_b5_M50_L2_p6_train.json,beta_a10_b5_M50_L6_c1_2_train.json,2,1,6.0,100,50,33.2158,107,799.98,32,878.91
