dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
beta_a0p5_b0p5_M100_L8_p10_train.json,beta_a0p5_b0p5_M100_L6_c1_2_train.json,8,1,10.0,100,50,49.9692,469,8261.45,45,7030.13
beta_a0p5_b0p5_M100_L8_p10_test.json,beta_a0p5_b0p5_M100_L6_c1_2_test.json,8,1,10.0,1000,50,50.13458,469,8203.656,45,6923.916
beta_a0p5_b0p5_M200_L8_p10_train.json,beta_a0p5_b0p5_M200_L6_c1_2_train.json,8,1,10.0,100,50,101.882,966,16182.0,91,13674.33
beta_a0p5_b0p5_M200_L8_p10_test.json,beta_a0p5_b0p5_M200_L6_c1_2_test.json,8,1,10.0,1000,50,100.02054,966,16391.155,91,13625.849
beta_a0p5_b0p5_M20_L8_p10_train.json,beta_a0p5_b0p5_M20_L6_c1_2_train.json,8,1,10.0,100,50,10.2508,99,1638.37,9,1325.17
beta_a0p5_b0p5_M20_L8_p10_test.json,beta_a0p5_b0p5_M20_L6_c1_2_test.json,8,1,10.0,1000,50,10.0193,99,1666.11,9,1386.494
beta_a0p5_b0p5_M500_L8_p10_train.json,beta_a0p5_b0p5_M500_L6_c1_2_train.json,8,1,10.0,100,50,247.6496,2326,40764.56,219,34574.17
beta_a0p5_b0p5_M500_L8_p10_test.json,beta_a0p5_b0p5_M500_L6_c1_2_test.json,8,1,10.0,1000,50,249.54696,2326,40680.187,219,33797.559
beta_a0p5_b0p5_M50_L8_p10_train.json,beta_a0p5_b0p5_M50_L6_c1_2_train.json,8,1,10.0,100,50,24.6224,234,4110.98,22,3474.16
beta_a0p5_b0p5_M50_L8_p10_test.json,beta_a0p5_b0p5_M50_L6_c1_2_test.json,8,1,10.0,1000,50,24.9965,234,4092.987,22,3385.714
beta_a0p5_b10_M100_L8_p10_train.json,beta_a0p5_b10_M100_L6_c1_2_train.json,8,1,10.0,100,50,4.5358,39,1164.36,3,1093.0
beta_a0p5_b10_M100_L8_p10_test.json,beta_a0p5_b10_M100_L6_c1_2_test.json,8,1,10.0,1000,50,4.69986,39,1191.29,3,1144.129
beta_a0p5_b10_M200_L8_p10_train.json,beta_a0p5_b10_M200_L6_c1_2_train.json,8,1,10.0,100,50,9.5332,84,2422.86,7,2134.5
beta_a0p5_b10_M200_L8_p10_test.json,beta_a0p5_b10_M200_L6_c1_2_test.json,8,1,10.0,1000,50,9.58786,84,2435.459,7,2194.856
beta_a0p5_b10_M20_L8_p10_train.json,beta_a0p5_b10_M20_L6_c1_2_train.json,8,1,10.0,100,50,0.9048,8,243.49,1,322.41
beta_a0p5_b10_M20_L8_p10_test.json,beta_a0p5_b10_M20_L6_c1_2_test.json,8,1,10.0,1000,50,0.91006,8,250.585,1,321.911
beta_a0p5_b10_M500_L8_p10_train.json,beta_a0p5_b10_M500_L6_c1_2_train.json,8,1,10.0,100,50,24.4006,210,6367.01,19,5454.63
beta_a0p5_b10_M500_L8_p10_test.json,beta_a0p5_b10_M500_L6_c1_2_test.json,8,1,10.0,1000,50,23.73442,210,5964.592,19,5375.545
beta_a0p5_b10_M50_L8_p10_train.json,beta_a0p5_b10_M50_L6_c1_2_train.json,8,1,10.0,100,50,2.3328,19,619.79,2,585.19
beta_a0p5_b10_M50_L8_p10_test.json,beta_a0p5_b10_M50_L6_c1_2_test.json,8,1,10.0,1000,50,2.35454,19,613.024,2,561.353
beta_a0p5_b1_M100_L8_p10_train.json,beta_a0p5_b1_M100_L6_c1_2_train.json,8,1,10.0,100,50,33.8352,313,6598.99,28,6118.28
beta_a0p5_b1_M100_L8_p10_test.json,beta_a0p5_b1_M100_L6_c1_2_test.json,8,1,10.0,1000,50,33.4564,313,6507.588,28,5652.77
beta_a0p5_b1_M200_L8_p10_train.json,beta_a0p5_b1_M200_L6_c1_2_train.json,8,1,10.0,100,50,67.4418,633,13340.69,58,11171.11
beta_a0p5_b1_M200_L8_p10_test.json,beta_a0p5_b1_M200_L6_c1_2_test.json,8,1,10.0,1000,50,66.72408,633,13057.22,58,11105.184
beta_a0p5_b1_M20_L8_p10_train.json,beta_a0p5_b1_M20_L6_c1_2_train.json,8,1,10.0,100,50,6.6232,62,1287.21,6,1103.47
beta_a0p5_b1_M20_L8_p10_test.json,beta_a0p5_b1_M20_L6_c1_2_test.json,8,1,10.0,1000,50,6.6822,62,1309.3,6,1128.71
beta_a0p5_b1_M500_L8_p10_train.json,beta_a0p5_b1_M500_L6_c1_2_train.json,8,1,10.0,100,50,169.0286,1600,33095.02,144,29079.24
beta_a0p5_b1_M500_L8_p10_test.json,beta_a0p5_b1_M500_L6_c1_2_test.json,8,1,10.0,1000,50,167.46124,1600,32676.699,144,27981.414
beta_a0p5_b1_M50_L8_p10_train.json,beta_a0p5_b1_M50_L6_c1_2_train.json,8,1,10.0,100,50,16.7688,154,3238.49,14,2751.13
beta_a0p5_b1_M50_L8_p10_test.json,beta_a0p5_b1_M50_L6_c1_2_test.json,8,1,10.0,1000,50,16.74092,154,3271.453,14,2815.2
beta_a0p5_b2_M100_L8_p10_train.json,beta_a0p5_b2_M100_L6_c1_2_train.json,8,1,10.0,100,50,20.091,183,4569.23,17,3954.18
beta_a0p5_b2_M100_L8_p10_test.json,beta_a0p5_b2_M100_L6_c1_2_test.json,8,1,10.0,1000,50,20.0118,183,4420.308,17,3878.555
beta_a0p5_b2_M200_L8_p10_train.json,beta_a0p5_b2_M200_L6_c1_2_train.json,8,1,10.0,100,50,40.3442,374,8874.92,34,7585.63
beta_a0p5_b2_M200_L8_p10_test.json,beta_a0p5_b2_M200_L6_c1_2_test.json,8,1,10.0,1000,50,40.04748,374,8909.33,34,7878.685
beta_a0p5_b2_M20_L8_p10_train.json,beta_a0p5_b2_M20_L6_c1_2_train.json,8,1,10.0,100,50,4.0486,37,913.52,3,825.12
beta_a0p5_b2_M20_L8_p10_test.json,beta_a0p5_b2_M20_L6_c1_2_test.json,8,1,10.0,1000,50,3.96788,37,896.522,3,806.775
beta_a0p5_b2_M500_L8_p10_train.json,beta_a0p5_b2_M500_L6_c1_2_train.json,8,1,10.0,100,50,98.1354,899,21560.43,81,19026.11
beta_a0p5_b2_M500_L8_p10_test.json,beta_a0p5_b2_M500_L6_c1_2_test.json,8,1,10.0,1000,50,100.58712,899,22283.653,81,19510.018
beta_a0p5_b2_M50_L8_p10_train.json,beta_a0p5_b2_M50_L6_c1_2_train.json,8,1,10.0,100,50,10.2636,96,2183.57,9,1972.21
beta_a0p5_b2_M50_L8_p10_test.json,beta_a0p5_b2_M50_L6_c1_2_test.json,8,1,10.0,1000,50,10.06854,96,2255.881,9,2040.424
beta_a0p5_b5_M100_L8_p10_train.json,beta_a0p5_b5_M100_L6_c1_2_train.json,8,1,10.0,100,50,8.8364,80,2138.25,7,1884.14
beta_a0p5_b5_M100_L8_p10_test.json,beta_a0p5_b5_M100_L6_c1_2_test.json,8,1,10.0,1000,50,9.17588,80,2240.485,7,2007.281
beta_a0p5_b5_M200_L8_p10_train.json,beta_a0p5_b5_M200_L6_c1_2_train.json,8,1,10.0,100,50,18.2574,162,4469.87,15,4026.96
beta_a0p5_b5_M200_L8_p10_test.json,beta_a0p5_b5_M200_L6_c1_2_test.json,8,1,10.0,1000,50,18.151,162,4435.131,15,3981.255
