dataset,source_file,L,h,p,N,num_periods,mean_d,opt_basestock_S,avg_cost_basestock,opt_constant_q,avg_cost_constant
beta_a0p5_b0p5_M100_L8_p4_train.json,beta_a0p5_b0p5_M100_L6_c1_2_train.json,8,1,4.0,100,50,49.9692,354,5549.56,38,4208.78
beta_a0p5_b0p5_M100_L8_p4_test.json,beta_a0p5_b0p5_M100_L6_c1_2_test.json,8,1,4.0,1000,50,50.13458,354,5579.429,38,4209.782
beta_a0p5_b0p5_M200_L8_p4_train.json,beta_a0p5_b0p5_M200_L6_c1_2_train.json,8,1,4.0,100,50,101.882,735,11097.38,79,8420.05
beta_a0p5_b0p5_M200_L8_p4_test.json,beta_a0p5_b0p5_M200_L6_c1_2_test.json,8,1,4.0,1000,50,100.02054,735,11202.96,79,8335.75
beta_a0p5_b0p5_M20_L8_p4_train.json,beta_a0p5_b0p5_M20_L6_c1_2_train.json,8,1,4.0,100,50,10.2508,75,1151.1,8,820.51
beta_a0p5_b0p5_M20_L8_p4_test.json,beta_a0p5_b0p5_M20_L6_c1_2_test.json,8,1,4.0,1000,50,10.0193,75,1129.164,8,840.919
beta_a0p5_b0p5_M500_L8_p4_train.json,beta_a0p5_b0p5_M500_L6_c1_2_train.json,8,1,4.0,100,50,247.6496,1928,27869.84,191,20632.53
beta_a0p5_b0p5_M500_L8_p4_test.json,beta_a0p5_b0p5_M500_L6_c1_2_test.json,8,1,4.0,1000,50,249.54696,1928,28049.171,191,20522.854
beta_a0p5_b0p5_M50_L8_p4_train.json,beta_a0p5_b0p5_M50_L6_c1_2_train.json,8,1,4.0,100,50,24.6224,174,2789.77,19,2125.88
beta_a0p5_b0p5_M50_L8_p4_test.json,beta_a0p5_b0p5_M50_L6_c1_2_test.json,8,1,4.0,1000,50,24.9965,174,2793.632,19,2080.633
beta_a0p5_b10_M100_L8_p4_train.json,beta_a0p5_b10_M100_L6_c1_2_train.json,8,1,4.0,100,50,4.5358,23,671.36,3,597.52
beta_a0p5_b10_M100_L8_p4_test.json,beta_a0p5_b10_M100_L6_c1_2_test.json,8,1,4.0,1000,50,4.69986,23,692.731,3,600.769
beta_a0p5_b10_M200_L8_p4_train.json,beta_a0p5_b10_M200_L6_c1_2_train.json,8,1,4.0,100,50,9.5332,48,1414.34,6,1198.22
beta_a0p5_b10_M200_L8_p4_test.json,beta_a0p5_b10_M200_L6_c1_2_test.json,8,1,4.0,1000,50,9.58786,48,1412.865,6,1220.795
beta_a0p5_b10_M20_L8_p4_train.json,beta_a0p5_b10_M20_L6_c1_2_train.json,8,1,4.0,100,50,0.9048,5,141.93,0,180.96
beta_a0p5_b10_M20_L8_p4_test.json,beta_a0p5_b10_M20_L6_c1_2_test.json,8,1,4.0,1000,50,0.91006,5,146.353,0,182.012
beta_a0p5_b10_M500_L8_p4_train.json,beta_a0p5_b10_M500_L6_c1_2_train.json,8,1,4.0,100,50,24.4006,122,3661.47,14,3097.46
beta_a0p5_b10_M500_L8_p4_test.json,beta_a0p5_b10_M500_L6_c1_2_test.json,8,1,4.0,1000,50,23.73442,122,3478.863,14,2985.079
beta_a0p5_b10_M50_L8_p4_train.json,beta_a0p5_b10_M50_L6_c1_2_train.json,8,1,4.0,100,50,2.3328,11,351.03,1,317.47
beta_a0p5_b10_M50_L8_p4_test.json,beta_a0p5_b10_M50_L6_c1_2_test.json,8,1,4.0,1000,50,2.35454,11,353.984,1,321.096
beta_a0p5_b1_M100_L8_p4_train.json,beta_a0p5_b1_M100_L6_c1_2_train.json,8,1,4.0,100,50,33.8352,220,4229.8,23,3580.36
