dataset,exponential_L6_c1_2,normal_std30_L6_c1_2,poisson_L6_c1_2
beta_a2_b0p5_M200_L6_p6_train,6078.94,6084.1,5813.51
beta_a2_b0p5_M200_L6_p6_test,6065.757,6009.811,5888.753
beta_a2_b0p5_M20_L6_p6_train,620.0,612.05,598.45
beta_a2_b0p5_M20_L6_p6_test,617.107,604.217,592.53
beta_a2_b0p5_M500_L6_p6_train,15781.85,15630.9,14953.31
beta_a2_b0p5_M500_L6_p6_test,15114.913,14998.778,14502.546
beta_a2_b0p5_M50_L6_p6_train,1591.76,1557.92,1525.28
beta_a2_b0p5_M50_L6_p6_test,1559.498,1518.85,1477.338
beta_a2_b10_M100_L6_p6_train,1317.67,1319.39,1323.41
beta_a2_b10_M100_L6_p6_test,1385.261,1394.305,1382.717
beta_a2_b10_M200_L6_p6_train,2804.79,2805.29,2783.83
beta_a2_b10_M200_L6_p6_test,2743.368,2742.896,2738.883
beta_a2_b10_M20_L6_p6_train,289.78,289.25,291.92
beta_a2_b10_M20_L6_p6_test,273.693,272.439,275.289
beta_a2_b10_M500_L6_p6_train,6902.16,6878.41,6821.48
beta_a2_b10_M500_L6_p6_test,6826.698,6825.659,6819.667
beta_a2_b10_M50_L6_p6_train,697.75,694.45,691.83
beta_a2_b10_M50_L6_p6_test,685.166,684.353,686.523
beta_a2_b1_M100_L6_p6_train,3229.06,3212.36,3193.33
beta_a2_b1_M100_L6_p6_test,3305.445,3288.998,3214.124
beta_a2_b1_M200_L6_p6_train,6564.35,6481.62,6428.25
beta_a2_b1_M200_L6_p6_test,6677.009,6579.08,6484.806
beta_a2_b1_M20_L6_p6_train,647.37,642.86,634.61
beta_a2_b1_M20_L6_p6_test,664.211,657.498,644.793
beta_a2_b1_M500_L6_p6_train,17110.63,15865.51,15757.13
beta_a2_b1_M500_L6_p6_test,17958.442,16597.168,16301.286
beta_a2_b1_M50_L6_p6_train,1669.1,1663.76,1617.88
beta_a2_b1_M50_L6_p6_test,1657.668,1656.42,1632.26
beta_a2_b2_M100_L6_p6_train,3138.17,3088.87,3077.11
beta_a2_b2_M100_L6_p6_test,3100.001,3058.998,3024.969
beta_a2_b2_M200_L6_p6_train,5935.77,5926.91,5949.7
beta_a2_b2_M200_L6_p6_test,6178.751,6156.917,6095.831
beta_a2_b2_M20_L6_p6_train,602.51,600.44,604.94
beta_a2_b2_M20_L6_p6_test,620.755,618.153,615.644
beta_a2_b2_M500_L6_p6_train,15193.64,15160.65,15198.4
beta_a2_b2_M500_L6_p6_test,15637.129,15604.307,15422.369
beta_a2_b2_M50_L6_p6_train,1567.06,1529.18,1500.85
beta_a2_b2_M50_L6_p6_test,1558.855,1557.046,1535.458
beta_a2_b5_M100_L6_p6_train,2132.37,2136.0,2110.71
beta_a2_b5_M100_L6_p6_test,2159.461,2164.138,2178.746
beta_a2_b5_M200_L6_p6_train,4323.71,4279.78,4240.59
beta_a2_b5_M200_L6_p6_test,4320.986,4324.689,4316.681
beta_a2_b5_M20_L6_p6_train,414.28,408.9,417.62
beta_a2_b5_M20_L6_p6_test,443.069,441.846,443.91
beta_a2_b5_M500_L6_p6_train,10898.67,10813.8,10782.55
beta_a2_b5_M500_L6_p6_test,10770.417,10679.94,10725.31
beta_a2_b5_M50_L6_p6_train,1040.08,1036.81,1044.38
beta_a2_b5_M50_L6_p6_test,1089.713,1082.63,1081.97
beta_a5_b0p5_M100_L6_p6_train,1626.5,1614.22,1478.6
beta_a5_b0p5_M100_L6_p6_test,1624.966,1609.149,1520.252
beta_a5_b0p5_M200_L6_p6_train,3304.09,3217.63,3065.15
beta_a5_b0p5_M200_L6_p6_test,3216.832,3145.431,3038.168
beta_a5_b0p5_M20_L6_p6_train,377.78,312.05,302.99
beta_a5_b0p5_M20_L6_p6_test,367.735,313.835,307.252
beta_a5_b0p5_M500_L6_p6_train,8224.77,8032.05,7738.85
beta_a5_b0p5_M500_L6_p6_test,8207.991,7959.735,7600.631
beta_a5_b0p5_M50_L6_p6_train,820.35,779.82,741.27
beta_a5_b0p5_M50_L6_p6_test,858.543,814.597,766.585
beta_a5_b10_M100_L6_p6_train,1660.31,1646.76,1604.68
beta_a5_b10_M100_L6_p6_test,1616.477,1607.343,1594.307
beta_a5_b10_M200_L6_p6_train,3085.28,3047.51,3022.33
beta_a5_b10_M200_L6_p6_test,3256.51,3215.401,3168.514
beta_a5_b10_M20_L6_p6_train,324.12,322.63,332.81
beta_a5_b10_M20_L6_p6_test,330.652,328.724,335.578
beta_a5_b10_M500_L6_p6_train,8262.29,8105.61,7986.03
beta_a5_b10_M500_L6_p6_test,8140.83,8106.16,8039.303
beta_a5_b10_M50_L6_p6_train,779.68,775.73,787.04
beta_a5_b10_M50_L6_p6_test,827.643,806.497,805.197
beta_a5_b1_M100_L6_p6_train,1950.52,1924.67,1908.84
beta_a5_b1_M100_L6_p6_test,2022.011,1995.555,1927.446
beta_a5_b1_M200_L6_p6_train,4072.17,4018.9,3876.74
beta_a5_b1_M200_L6_p6_test,4031.066,3996.653,3871.014
beta_a5_b1_M20_L6_p6_train,395.94,392.48,400.47
beta_a5_b1_M20_L6_p6_test,401.521,403.591,407.835
beta_a5_b1_M500_L6_p6_train,10628.56,10035.68,9607.79
beta_a5_b1_M500_L6_p6_test,10812.636,10107.539,9609.453
beta_a5_b1_M50_L6_p6_train,1026.61,994.0,1005.54
beta_a5_b1_M50_L6_p6_test,1021.647,993.201,1013.217
beta_a5_b2_M100_L6_p6_train,2242.41,2222.57,2176.52
beta_a5_b2_M100_L6_p6_test,2290.645,2272.191,2202.378
beta_a5_b2_M200_L6_p6_train,4708.25,4634.13,4476.19
beta_a5_b2_M200_L6_p6_test,4508.654,4493.424,4311.142
beta_a5_b2_M20_L6_p6_train,447.62,449.95,445.32
beta_a5_b2_M20_L6_p6_test,453.794,450.089,440.413
beta_a5_b2_M500_L6_p6_train,11475.25,11198.91,12384.39
beta_a5_b2_M500_L6_p6_test,11640.526,11200.993,12258.867
beta_a5_b2_M50_L6_p6_train,1133.29,1119.12,1083.57
beta_a5_b2_M50_L6_p6_test,1142.554,1128.019,1092.508
beta_a5_b5_M100_L6_p6_train,2091.59,2064.2,2039.46
beta_a5_b5_M100_L6_p6_test,2109.337,2079.573,2054.033
beta_a5_b5_M200_L6_p6_train,4259.08,4204.31,4188.92
beta_a5_b5_M200_L6_p6_test,4186.324,4145.917,4121.502
beta_a5_b5_M20_L6_p6_train,413.65,412.23,406.76
beta_a5_b5_M20_L6_p6_test,422.051,421.777,412.629
beta_a5_b5_M500_L6_p6_train,10392.57,10292.78,10100.85
beta_a5_b5_M500_L6_p6_test,10399.137,10583.096,10324.493
beta_a5_b5_M50_L6_p6_train,1058.79,1045.17,1025.82
beta_a5_b5_M50_L6_p6_test,1044.654,1034.841,1028.936
binom_n100_p0p05_L6_p6_train,299.17,298.88,295.79
binom_n100_p0p05_L6_p6_test,295.867,297.673,294.379
binom_n100_p0p1_L6_p6_train,409.17,410.9,407.49
binom_n100_p0p1_L6_p6_test,408.841,409.421,405.667
binom_n100_p0p2_L6_p6_train,544.36,545.22,529.64
binom_n100_p0p2_L6_p6_test,560.757,559.996,542.665
binom_n100_p0p3_L6_p6_train,652.76,635.05,654.37
binom_n100_p0p3_L6_p6_test,641.337,625.521,668.031
binom_n100_p0p5_L6_p6_train,681.95,676.5,685.06
binom_n100_p0p5_L6_p6_test,693.295,692.615,704.602
binom_n100_p0p7_L6_p6_train,630.91,617.47,694.44
binom_n100_p0p7_L6_p6_test,647.941,635.653,712.607
binom_n100_p0p95_L6_p6_train,327.74,321.0,316.1
binom_n100_p0p95_L6_p6_test,335.104,325.345,320.332
binom_n100_p0p9_L6_p6_train,460.08,451.86,459.43
binom_n100_p0p9_L6_p6_test,446.109,440.941,452.194
binom_n200_p0p05_L6_p6_train,426.09,424.62,426.68
binom_n200_p0p05_L6_p6_test,430.712,427.15,425.285
binom_n200_p0p1_L6_p6_train,600.74,599.37,585.32
binom_n200_p0p1_L6_p6_test,578.504,577.707,568.213
binom_n200_p0p2_L6_p6_train,804.97,808.92,795.47
binom_n200_p0p2_L6_p6_test,771.159,777.689,761.403
binom_n200_p0p3_L6_p6_train,878.65,889.81,911.07
binom_n200_p0p3_L6_p6_test,892.269,897.766,909.398
binom_n200_p0p5_L6_p6_train,1149.55,1035.8,1038.15
binom_n200_p0p5_L6_p6_test,1154.667,1001.298,1046.086
binom_n200_p0p7_L6_p6_train,1284.04,919.96,999.02
binom_n200_p0p7_L6_p6_test,1319.089,912.807,960.046
binom_n200_p0p95_L6_p6_train,855.96,563.5,518.14
binom_n200_p0p95_L6_p6_test,847.661,547.777,514.091
binom_n200_p0p9_L6_p6_train,715.62,690.32,822.67
binom_n200_p0p9_L6_p6_test,733.448,708.237,801.814
binom_n20_p0p05_L6_p6_train,129.18,129.18,129.2
binom_n20_p0p05_L6_p6_test,127.927,127.927,127.914
binom_n20_p0p1_L6_p6_train,181.31,182.47,182.05
binom_n20_p0p1_L6_p6_test,179.013,179.677,179.468
binom_n20_p0p2_L6_p6_train,241.63,239.63,241.5
binom_n20_p0p2_L6_p6_test,238.921,237.755,238.375
binom_n20_p0p3_L6_p6_train,278.84,275.08,272.03
binom_n20_p0p3_L6_p6_test,281.935,281.124,277.68
binom_n20_p0p5_L6_p6_train,316.41,317.0,322.51
binom_n20_p0p5_L6_p6_test,311.464,311.42,317.325
binom_n20_p0p7_L6_p6_train,276.49,279.09,303.87
binom_n20_p0p7_L6_p6_test,280.119,283.653,301.319
binom_n20_p0p95_L6_p6_train,138.16,133.14,138.27
binom_n20_p0p95_L6_p6_test,135.818,132.128,133.413
binom_n20_p0p9_L6_p6_train,182.38,189.93,203.19
binom_n20_p0p9_L6_p6_test,181.423,189.317,204.744
binom_n400_p0p05_L6_p6_train,606.44,607.92,587.64
binom_n400_p0p05_L6_p6_test,598.122,600.871,585.039
binom_n400_p0p1_L6_p6_train,849.43,848.09,840.28
binom_n400_p0p1_L6_p6_test,828.613,827.995,818.861
binom_n400_p0p2_L6_p6_train,1172.66,1136.51,1136.99
binom_n400_p0p2_L6_p6_test,1139.692,1111.359,1116.891
binom_n400_p0p3_L6_p6_train,1258.04,1255.06,1220.7
binom_n400_p0p3_L6_p6_test,1294.05,1305.72,1280.598
binom_n400_p0p5_L6_p6_train,1434.43,1417.85,1455.6
binom_n400_p0p5_L6_p6_test,1385.569,1389.01,1423.423
binom_n400_p0p7_L6_p6_train,1281.95,1274.68,2567.11
binom_n400_p0p7_L6_p6_test,1281.765,1277.565,2611.072
binom_n400_p0p95_L6_p6_train,1145.39,941.34,2420.78
binom_n400_p0p95_L6_p6_test,1123.257,989.753,2400.257
binom_n400_p0p9_L6_p6_train,1004.39,951.08,881.02
binom_n400_p0p9_L6_p6_test,1010.722,892.041,835.181
binom_n50_p0p05_L6_p6_train,202.98,202.98,209.27
binom_n50_p0p05_L6_p6_test,213.362,213.353,214.851
binom_n50_p0p1_L6_p6_train,279.25,277.21,281.15
binom_n50_p0p1_L6_p6_test,294.246,289.663,285.567
binom_n50_p0p2_L6_p6_train,396.66,396.74,394.51
binom_n50_p0p2_L6_p6_test,387.989,387.09,380.487
binom_n50_p0p3_L6_p6_train,452.93,450.19,432.47
binom_n50_p0p3_L6_p6_test,444.808,445.629,437.019
binom_n50_p0p5_L6_p6_train,479.82,477.19,468.32
binom_n50_p0p5_L6_p6_test,493.177,495.039,484.46
binom_n50_p0p7_L6_p6_train,482.22,464.08,464.76
binom_n50_p0p7_L6_p6_test,479.24,462.058,463.419
binom_n50_p0p95_L6_p6_train,220.8,230.63,220.9
binom_n50_p0p95_L6_p6_test,228.704,236.307,219.376
binom_n50_p0p9_L6_p6_train,363.69,306.2,370.3
binom_n50_p0p9_L6_p6_test,369.459,310.155,370.785
binom_n800_p0p05_L6_p6_train,877.97,881.57,859.44
binom_n800_p0p05_L6_p6_test,846.548,851.133,832.128
binom_n800_p0p1_L6_p6_train,1190.92,1180.52,1164.07
binom_n800_p0p1_L6_p6_test,1214.759,1191.689,1189.125
binom_n800_p0p2_L6_p6_train,1683.03,1572.7,1734.38
binom_n800_p0p2_L6_p6_test,1717.951,1597.431,1787.317
binom_n800_p0p3_L6_p6_train,1758.15,1776.41,2019.77
binom_n800_p0p3_L6_p6_test,1812.083,1852.73,2027.777
binom_n800_p0p5_L6_p6_train,1960.09,2053.17,2019.29
binom_n800_p0p5_L6_p6_test,1987.168,2063.32,2041.212
binom_n800_p0p7_L6_p6_train,1838.03,2654.93,2818.45
binom_n800_p0p7_L6_p6_test,1845.45,2649.123,2862.924
binom_n800_p0p95_L6_p6_train,4134.36,886.34,1142.83
binom_n800_p0p95_L6_p6_test,4117.727,898.626,1185.572
binom_n800_p0p9_L6_p6_train,1257.53,1256.61,1541.66
binom_n800_p0p9_L6_p6_test,1300.686,1308.368,1646.483
cunif_a0_b100_L6_p6_train,3898.75,3895.2,3909.24
cunif_a0_b100_L6_p6_test,4021.951,4001.54,3986.769
cunif_a0_b200_L6_p6_train,7992.24,7925.72,7859.97
cunif_a0_b200_L6_p6_test,8026.482,7966.962,7933.282
cunif_a0_b400_L6_p6_train,16328.63,16183.45,16147.76
cunif_a0_b400_L6_p6_test,16274.126,16047.004,15976.06
cunif_a0_b50_L6_p6_train,2020.43,2023.43,2013.17
cunif_a0_b50_L6_p6_test,1967.161,1970.509,1962.171
cunif_a0_b800_L6_p6_train,32246.71,32286.02,32395.35
cunif_a0_b800_L6_p6_test,31932.719,31893.164,31652.17
cunif_a10_b100_L6_p6_train,3644.02,3621.69,3652.6
cunif_a10_b100_L6_p6_test,3641.857,3648.783,3610.035
cunif_a10_b200_L6_p6_train,7543.77,7511.69,7417.51
cunif_a10_b200_L6_p6_test,7687.551,7728.094,7613.925
cunif_a10_b400_L6_p6_train,16129.5,15957.06,15955.97
cunif_a10_b400_L6_p6_test,15809.178,15614.426,15602.348
cunif_a10_b50_L6_p6_train,1628.08,1617.69,1629.63
cunif_a10_b50_L6_p6_test,1621.501,1607.407,1603.129
cunif_a10_b800_L6_p6_train,31891.07,31744.97,31637.85
cunif_a10_b800_L6_p6_test,31879.681,31566.451,31456.264
cunif_a20_b100_L6_p6_train,3256.61,3222.87,3191.06
cunif_a20_b100_L6_p6_test,3254.133,3222.727,3206.393
cunif_a20_b200_L6_p6_train,7183.62,7166.32,7156.14
cunif_a20_b200_L6_p6_test,7424.368,7321.064,7204.781
cunif_a20_b400_L6_p6_train,15222.82,15266.42,15167.77
cunif_a20_b400_L6_p6_test,15355.746,15324.347,15171.126
cunif_a20_b50_L6_p6_train,1223.64,1213.63,1208.95
cunif_a20_b50_L6_p6_test,1233.781,1218.878,1212.377
cunif_a20_b800_L6_p6_train,31538.76,31147.2,31064.12
cunif_a20_b800_L6_p6_test,31067.979,30826.319,30688.597
cunif_a50_b100_L6_p6_train,2060.16,2041.0,2050.52
cunif_a50_b100_L6_p6_test,2008.198,2005.766,2024.275
cunif_a50_b200_L6_p6_train,5885.48,5880.08,5796.72
cunif_a50_b200_L6_p6_test,6126.366,6050.749,5932.793
cunif_a50_b400_L6_p6_train,14177.9,14199.0,14025.2
cunif_a50_b400_L6_p6_test,14253.13,14067.67,14079.544
cunif_a50_b800_L6_p6_train,29961.34,29695.63,29752.49
cunif_a50_b800_L6_p6_test,30392.669,30097.006,29811.499
dunif_L0_H100_L6_p6_train,4168.7,4166.97,4137.39
dunif_L0_H100_L6_p6_test,4004.873,3995.541,3979.939
dunif_L0_H200_L6_p6_train,8150.09,8134.11,8044.28
dunif_L0_H200_L6_p6_test,8116.918,8098.221,8010.664
dunif_L0_H20_L6_p6_train,846.12,848.68,856.73
dunif_L0_H20_L6_p6_test,839.147,843.872,832.407
dunif_L0_H400_L6_p6_train,15541.69,15408.89,15224.87
dunif_L0_H400_L6_p6_test,16338.322,16185.736,16016.491
dunif_L0_H50_L6_p6_train,2010.52,2004.04,2006.09
dunif_L0_H50_L6_p6_test,2038.029,2059.004,2043.881
dunif_L0_H800_L6_p6_train,32797.46,32518.6,32848.51
dunif_L0_H800_L6_p6_test,32267.045,31921.588,31723.437
dunif_L10_H100_L6_p6_train,3667.31,3617.2,3564.51
dunif_L10_H100_L6_p6_test,3735.926,3667.313,3644.417
dunif_L10_H200_L6_p6_train,8073.45,8024.93,7902.68
dunif_L10_H200_L6_p6_test,7655.838,7662.609,7721.492
dunif_L10_H20_L6_p6_train,431.72,431.31,419.7
dunif_L10_H20_L6_p6_test,446.296,446.854,437.111
dunif_L10_H400_L6_p6_train,15267.26,15267.91,15195.38
dunif_L10_H400_L6_p6_test,15604.529,15605.213,15528.026
dunif_L10_H50_L6_p6_train,1706.44,1708.32,1710.6
dunif_L10_H50_L6_p6_test,1636.424,1639.995,1635.259
dunif_L10_H800_L6_p6_train,31448.66,31308.47,31338.04
dunif_L10_H800_L6_p6_test,31816.289,31594.989,31482.317
dunif_L20_H100_L6_p6_train,3244.6,3239.36,3209.85
dunif_L20_H100_L6_p6_test,3292.682,3303.818,3247.536
dunif_L20_H200_L6_p6_train,7389.95,7358.11,7230.59
